"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"jane eyre",1910,NA,NA,NA,NA,NA,"jane eyre is left an orphan and penniless at the age of fourteen. she is adopted by her uncle, who has ample means of providing for her, and who also loves her dearly. her uncle's kin, ...                see full summary »","theodore marston","marie eline, gloria gallop, frank hall crane, martin faust",23,NA
"2",2,"little snow white",1910,NA,NA,NA,NA,NA,NA,NA,"hélène du montel",14,NA
"3",3,"den hvide slavehandel",1910,NA,45,"drama",5.6,NA,"add a plot","august blom","ellen diedrich, victor fabian, julie henriksen, rigmor jerichau",50,NA
"4",4,"dorothy and the scarecrow in oz",1910,NA,NA,NA,NA,NA,"dorothy and the scarecrow are now in the emerald city. they have become friendly with the wizard, and together with the woodman, the cowardly lion, and several new creations equally ...                see full summary »","otis turner","marcia moore",35,NA
"5",5,"gentleman joe",1910,NA,NA,NA,NA,NA,NA,NA,"harry carey",5,NA
"6",6,"abraham lincoln's clemency",1910,NA,NA,NA,NA,NA,"the incidents pictured in this film are founded on fact and relate to william scott, a young soldier from the state of vermont. scott is on guard after a heavy day's march, and being found ...                see full summary »","theodore wharton","leopold wharton",11,NA
"7",7,"the sanitarium",1910,NA,NA,NA,NA,NA,"charley wise with a waldorf appetite on a beany salary finds himself growing unpopular with his landlord as well as other creditors. in fact the sighing breezes seem to whisper ""charley ...                see full summary »","tom santschi","roscoe 'fatty' arbuckle, nick cogley, george hernandez",16,NA
"8",8,"arsène lupin contra sherlock holmes",1910,NA,92,NA,NA,NA,"add a plot","viggo larsen",NA,NA,NA
"9",9,"sumurûn",1910,NA,NA,NA,NA,NA,"add a plot","max reinhardt","bertha wiesenthal, victor arnold, rudolf blümner, paul conradi",10,NA
"10",10,"japanisches opfer",1910,NA,NA,NA,NA,NA,"add a plot","adolf gärtner","max mack, lupu pick, albert steinrück, frederic zelnik",9,NA
"11",11,"the connecticut yankee",1910,NA,NA,NA,NA,NA,NA,NA,"william v. mong",5,NA
"12",12,"cola di rienzi",1910,NA,NA,NA,NA,NA,"add a plot","mario caserini","fernanda negri pouget, amleto novelli",6,NA
"13",13,"rainha depois de morta inês de castro",1910,NA,NA,NA,NA,NA,"the loves, the death and the coronation of ines de castro, the miserable and miserable that after death was a queen.","carlos santos","carlos santos, eduardo brazão, amelia vieira",11,NA
"14",14,"la revolución de mayo",1910,NA,NA,NA,NA,NA,"the film refers to the historical events happened in buenos aires in may1810 known as the may revolution, in order to be independent of the spaniards.","mario gallo","eliseo gutiérrez",43,NA
"15",15,"pyotr velikiy",1910,NA,NA,NA,NA,NA,"add a plot","vasili goncharov, kai hansen","pyotr voinov, ye. trubetskaya, a. gorbachevskiy, vladimir karin",13,NA
"16",16,"lucrezia borgia",1910,NA,NA,NA,NA,NA,"add a plot","mario caserini","francesca bertini, maria caserini, maria jacobini",10,NA
"17",17,"lucrezia borgia",1910,NA,NA,NA,NA,NA,"add a plot","ugo falena","vittoria lepanto, achille vitti, gustavo serena, giovanni pezzinga",9,NA
"18",18,"le roi des parfums",1910,NA,NA,NA,NA,NA,NA,NA,NA,6,NA
"19",19,"göteborgarens marstrandsresa",1910,NA,NA,NA,NA,NA,NA,NA,"knut lambert",5,NA
"20",20,"fides",1910,"not rated",89,NA,NA,NA,NA,NA,NA,NA,NA
