"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"the outsiders",1983,"pg",91,"crime, drama",7.2,"38","the rivalry between two gangs, the poor greasers and the rich socs, only heats up when one gang member kills a member of the other.","francis ford coppola","c. thomas howell, matt dillon, ralph macchio, patrick swayze",62111,NA
"2",2,"scarface",1983,"r",170,"crime, drama",8.3,"65","in miami in 1980, a determined cuban immigrant takes over a drug cartel and succumbs to greed.","brian de palma","al pacino, michelle pfeiffer, steven bauer, mary elizabeth mastrantonio",595449,NA
"3",3,"risky business",1983,"r",99,"comedy, crime, drama",6.8,"75","a chicago teenager is looking for fun at home while his parents are away, but the situation quickly gets out of hand.","paul brickman","tom cruise, rebecca de mornay, joe pantoliano, richard masur",66816,NA
"4",4,"star wars: episode vi - return of the jedi",1983,"pg",131,"action, adventure, fantasy",8.4,"53","after a daring mission to rescue han solo from jabba the hutt, the rebels dispatch to endor to destroy a more powerful death star. meanwhile, luke struggles to help vader back from the dark side without falling into the emperor's trap.","richard marquand","mark hamill, harrison ford, carrie fisher, billy dee williams",767089,NA
"5",5,"christine",1983,"r",110,"horror",6.7,"57","a nerdish boy buys a strange car with an evil mind of its own and his nature starts to change to reflect it.","john carpenter","keith gordon, john stockwell, alexandra paul, robert prosky",55931,NA
"6",6,"mr. mom",1983,"pg",91,"comedy, drama",6.5,"50","after he's laid off, a husband switches roles with his wife. she returns to the workforce, and he becomes a stay-at-home dad, a job he has no clue how to do.","stan dragoti","michael keaton, teri garr, frederick koehler, taliesin jaffe",17441,NA
"7",7,"trading places",1983,"r",116,"comedy",7.5,"69","a snobbish investor and a wily street con artist find their positions reversed as part of a bet by two callous millionaires.","john landis","eddie murphy, dan aykroyd, ralph bellamy, don ameche",112128,NA
"8",8,"a christmas story",1983,"pg",94,"comedy, family",8,"77","in the 1940s, a young boy named ralphie attempts to convince his parents, his teacher, and santa that a red ryder b.b. gun really is the perfect christmas gift.","bob clark","peter billingsley, melinda dillon, darren mcgavin, scott schwartz",111853,NA
"9",9,"cujo",1983,"r",93,"horror, thriller",6,"57","cujo, a friendly st. bernard, contracts rabies and conducts a reign of terror on a small american town.","lewis teague","dee wallace, daniel hugh kelly, danny pintauro, christopher stone",30652,NA
"10",10,"the hunger",1983,"r",97,"horror",6.7,NA,"a love triangle develops between a beautiful yet dangerous vampire, her cellist companion, and a gerontologist.","tony scott","catherine deneuve, david bowie, susan sarandon, cliff de young",19120,NA
"11",11,"flashdance",1983,"r",95,"drama, music, romance",6.1,"39","a pittsburgh woman with two jobs as a welder and an exotic dancer wants to get into ballet school.","adrian lyne","jennifer beals, michael nouri, lilia skala, sunny johnson",38810,NA
"12",12,"national lampoon's vacation",1983,"r",98,"adventure, comedy",7.4,"60","the griswold family's cross-country drive to the walley world theme park proves to be much more arduous than they ever anticipated.","harold ramis","chevy chase, beverly d'angelo, imogene coca, randy quaid",78179,NA
"13",13,"the right stuff",1983,"pg",193,"adventure, biography, drama",7.9,NA,"the story of the original mercury 7 astronauts and their macho, seat-of-the-pants approach to the space program.","philip kaufman","sam shepard, scott glenn, ed harris, dennis quaid",48334,NA
"14",14,"sleepaway camp",1983,"r",84,"horror",6.3,NA,"angela baker, a traumatized and very shy young girl, is sent to summer camp with her cousin. shortly after her arrival, anyone with sinister or less than honorable intentions gets their comeuppance.","robert hiltzik","felissa rose, jonathan tiersten, karen fields, christopher collet",18676,NA
"15",15,"videodrome",1983,"r",87,"horror, sci-fi, thriller",7.3,"60","when he acquires a different kind of show for his station, a sleazy cable-tv programmer begins to see his life and the future of media spin out of control in a terrifying new reality.","david cronenberg","james woods, debbie harry, sonja smits, peter dvorsky",67173,NA
"16",16,"the big chill",1983,"r",105,"comedy, drama",7.2,"62","a group of seven former college friends gather for a weekend reunion at a south carolina winter house after the funeral of one of their friends.","lawrence kasdan","tom berenger, glenn close, jeff goldblum, william hurt",27576,NA
"17",17,"wargames",1983,"pg",114,"sci-fi, thriller",7.1,"77","a young man finds a back door into a military central computer in which reality is confused with game-playing, possibly starting world war iii.","john badham","matthew broderick, ally sheedy, john wood, dabney coleman",77025,NA
"18",18,"terms of endearment",1983,"pg",132,"comedy, drama",7.4,"79","follows hard-to-please aurora looking for love, and her daughter's family problems.","james l. brooks","shirley maclaine, debra winger, jack nicholson, danny devito",44399,NA
"19",19,"the dead zone",1983,"r",103,"horror, sci-fi, thriller",7.2,"69","a man awakens from a coma to discover he has a psychic ability.","david cronenberg","christopher walken, brooke adams, tom skerritt, herbert lom",49596,NA
"20",20,"twilight zone: the movie",1983,"pg",101,"horror, sci-fi",6.5,"44","four horror and science fiction segments, directed by four famouss, each of them being a new version of a classic story from rod serling's landmark television series.","joe dante, john landis, george miller, steven spielberg","dan aykroyd, albert brooks, vic morrow, doug mcgrath",27892,NA
"21",21,"something wicked this way comes",1983,"pg",95,"fantasy, mystery, thriller",6.8,NA,"in a small american town, a diabolical circus and its demonic proprietor prey on the townsfolk.","jack clayton","jason robards, jonathan pryce, diane ladd, royal dano",6945,NA
"22",22,"psycho ii",1983,"r",113,"crime, horror, mystery",6.4,"54","after twenty-two years of psychiatric care, norman bates attempts to return to a life of solitude, but the specters of his crimes - and his mother - continue to haunt him.","richard franklin","anthony perkins, vera miles, meg tilly, robert loggia",18497,NA
"23",23,"krull",1983,"pg",121,"action, adventure, fantasy",6.1,NA,"a prince and a fellowship of companions set out to rescue his bride from a fortress of alien invaders who have arrived on their home planet.","peter yates","ken marshall, lysette anthony, freddie jones, francesca annis",25250,NA
"24",24,"jaws 3-d",1983,"pg",99,"adventure, horror, thriller",3.6,"27","the sons of police chief brody must protect civilians at a seaworld theme park after a 35-foot shark becomes trapped in the park with them.","joe alves","dennis quaid, bess armstrong, simon maccorkindale, louis gossett jr.",31345,NA
"25",25,"all the right moves",1983,"r",91,"drama, romance, sport",5.9,"62","a high school football player desperate for a scholarship and his headstrong coach clash in a dying pennsylvania steel town.","michael chapman","tom cruise, lea thompson, craig t. nelson, charles cioffi",13216,NA
"26",26,"octopussy",1983,"pg",131,"action, adventure, thriller",6.6,"63","a fake fabergé egg, and a fellow agent's death, lead james bond to uncover an international jewel-smuggling operation, headed by the mysterious octopussy, being used to disguise a nuclear attack on n.a.t.o. forces.","john glen","roger moore, maud adams, louis jourdan, kristina wayborn",80076,NA
"27",27,"never say never again",1983,"pg",134,"action, adventure, thriller",6.2,"68","a spectre agent has stolen two american nuclear warheads, and james bond must find their targets before they are detonated.","irvin kershner","sean connery, kim basinger, klaus maria brandauer, max von sydow",52164,NA
"28",28,"fire and ice",1983,"pg",81,"animation, fantasy, adventure",6.6,NA,"in this animated tale, a tiny village is destroyed by a surging glacier, which serves as the deadly domain for the evil ice lord, nekron. the only survivor is a young warrior, larn, who ...                see full summary »","ralph bakshi, tom tataranowicz","randy norton, cynthia leake, steve sandor, sean hannon",7276,NA
"29",29,"private school",1983,"r",89,"comedy, romance",5.2,NA,"christine (phoebe cates), a student at an exclusive all-girls private school, is in love with jim, who attends an academy for boys nearby. christine's arch rival jordan also has her eye on ...                see full summary »","noel black","phoebe cates, betsy russell, matthew modine, michael zorek",4602,NA
"30",30,"superman iii",1983,"pg",125,"action, comedy, sci-fi",4.9,"42","synthetic kryptonite laced with tobacco tar splits superman in two: good clark kent and bad man of steel.","richard lester","christopher reeve, richard pryor, margot kidder, jackie cooper",54489,NA
"31",31,"rumble fish",1983,"r",94,"drama",7.2,"63","rusty james, an absent-minded street thug struggles to live up to his legendary older brother's reputation, and longs for the days when gang warfare was going on.","francis ford coppola","matt dillon, mickey rourke, diane lane, dennis hopper",26388,NA
"32",32,"house of the long shadows",1983,"pg",100,"comedy, horror, mystery",6.4,NA,"an american writer goes to a remote welsh manor on a $20,000 bet: can he write a classic novel like ""wuthering heights"" in twenty-four hours? upon his arrival, however, the writer discovers...                see full summary »","pete walker","vincent price, christopher lee, peter cushing, desi arnaz jr.",2284,NA
"33",33,"staying alive",1983,"pg",93,"drama, music, romance",4.5,"23","it's five years later and tony manero's saturday night fever is still burning. now he's strutting toward his biggest challenge yet - succeeding as a dancer on the broadway stage.","sylvester stallone","john travolta, cynthia rhodes, finola hughes, steve inwood",12152,NA
"34",34,"bad boys",1983,"r",123,"crime, drama, thriller",7.2,NA,"chicago crime kid mick o'brien is sent to reform school after accidentally killing a rival's kid brother.","rick rosenthal","sean penn, reni santoni, jim moody, eric gurry",11672,NA
"35",35,"valley girl",1983,"r",99,"comedy, romance",6.4,NA,"julie, a girl from the valley, meets randy, a punk from the city. they are from different worlds and find love. somehow they need to stay together in spite of her trendy, shallow friends.","martha coolidge","nicolas cage, deborah foreman, elizabeth daily, michael bowen",10803,NA
"36",36,"silkwood",1983,"r",131,"biography, drama, history",7.2,"64","a worker at a plutonium processing plant is purposefully contaminated, psychologically tortured and possibly murdered to prevent her from exposing worker safety violations at the plant.","mike nichols","meryl streep, kurt russell, cher, craig t. nelson",15272,NA
"37",37,"the meaning of life",1983,"r",107,"comedy, musical",7.6,NA,"the comedy team takes a look at life in all its stages in their own uniquely silly way.","terry jones, terry gilliam","john cleese, terry gilliam, eric idle, terry jones",94898,NA
"38",38,"the house on sorority row",1983,"r",91,"horror, mystery, thriller",6.1,NA,"after a seemingly innocent prank goes horribly wrong, a group of sorority sisters are stalked and murdered one by one in their sorority house while throwing a party to celebrate their graduation.","mark rosman","kate mcneil, eileen davidson, janis ward, robin meloy",4975,NA
