"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"rosemary's baby",1968,"r",137,"drama, horror",8,"96","a young couple moves in to an apartment only to be surrounded by peculiar neighbors and occurrences. when the wife becomes mysteriously pregnant, paranoia over the safety of her unborn child begins to control her life.","roman polanski","mia farrow, john cassavetes, ruth gordon, sidney blackmer",154230,NA
"2",2,"planet of the apes",1968,"g",112,"adventure, sci-fi",8,"79","an astronaut crew crash-lands on a planet in the distant future where intelligent talking apes are the dominant species, and humans are the oppressed and enslaved.","franklin j. schaffner","charlton heston, roddy mcdowall, kim hunter, maurice evans",147165,NA
"3",3,"night of the living dead",1968,"not rated",96,"horror",7.9,"87","there is panic throughout the nation as the dead suddenly come back to life. the film follows a group of characters who barricade themselves in an old farmhouse in an attempt to remain safe from these bloodthirsty, flesh-eating monsters.","george a. romero","duane jones, judith o'dea, karl hardman, marilyn eastman",96403,NA
"4",4,"2001: a space odyssey",1968,"g",149,"adventure, sci-fi",8.3,"86","humanity finds a mysterious, obviously artificial object buried beneath the lunar surface and, with the intelligent computer h.a.l. 9000, sets off on a quest.","stanley kubrick","keir dullea, gary lockwood, william sylvester, daniel richter",478062,NA
"5",5,"barbarella",1968,"pg",98,"adventure, comedy, fantasy",5.9,NA,"barbarella, an astronaut from the 41st century, sets out to find and stop the evil scientist durand durand, whose positronic ray threatens to bring evil back into the galaxy.","roger vadim","jane fonda, john phillip law, anita pallenberg, milo o'shea",26747,NA
"6",6,"once upon a time in the west",1968,"pg-13",164,"western",8.6,"80","a mysterious stranger with a harmonica joins forces with a notorious desperado to protect a beautiful widow from a ruthless assassin working for the railroad.","sergio leone","henry fonda, charles bronson, claudia cardinale, jason robards",240923,NA
"7",7,"romeo and juliet",1968,"pg",138,"drama, romance",7.6,NA,"when two young members of feuding families meet, forbidden love ensues.","franco zeffirelli","leonard whiting, olivia hussey, john mcenery, milo o'shea",25298,NA
"8",8,"bullitt",1968,"m/pg",114,"action, crime, mystery",7.5,"83","an all guts, no glory san francisco cop becomes determined to find the underworld kingpin that killed the witness in his protection.","peter yates","steve mcqueen, jacqueline bisset, robert vaughn, don gordon",50352,NA
"9",9,"chitty chitty bang bang",1968,"g",144,"adventure, family, fantasy",6.9,NA,"a down-on-his-luck inventor turns a broken-down grand prix car into a fancy vehicle for his children, and then they go off on a magical fantasy adventure to save their grandfather in a far-off land.","ken hughes","dick van dyke, sally ann howes, lionel jeffries, benny hill",33752,NA
"10",10,"danger: diabolik",1968,"not rated",105,"action, comedy, crime",6.5,NA,"international man of mystery diabolik pulls heist after heist but european cops led by inspector ginko and envious mobsters led by ralph valmont are closing-in on him.","mario bava","john phillip law, marisa mell, michel piccoli, adolfo celi",4637,NA
