"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"cinderella",1950,"approved",74,"animation, family, fantasy",7.3,NA,"when cinderella's cruel stepmother prevents her from attending the royal ball, she gets some unexpected help from the lovable mice gus and jaq, and from her fairy godmother.","clyde geronimi, wilfred jackson, hamilton luske","ilene woods, james macdonald, eleanor audley, verna felton",117924,NA
"2",2,"sunset blvd.",1950,"not rated",110,"drama, film-noir",8.5,NA,"a screenwriter is hired to rework a faded silent film star's script only to find himself developing a dangerous relationship.","billy wilder","william holden, gloria swanson, erich von stroheim, nancy olson",156145,NA
"3",3,"all about eve",1950,"not rated",138,"drama",8.3,NA,"an ingenue insinuates herself into the company of an established but aging stage actress and her circle of theater friends.","joseph l. mankiewicz","bette davis, anne baxter, george sanders, celeste holm",92972,NA
"4",4,"rashômon",1950,"not rated",88,"crime, drama, mystery",8.3,NA,"a heinous crime and its aftermath are recalled from differing points of view.","akira kurosawa","toshirô mifune, machiko kyô, masayuki mori, takashi shimura",115631,NA
"5",5,"harvey",1950,"not rated",104,"comedy, drama, fantasy",8,NA,"due to his insistence that he has an invisible six foot-tall rabbit for a best friend, a whimsical middle-aged man is thought by his family to be insane - but he may be wiser than anyone knows.","henry koster","james stewart, wallace ford, william h. lynn, victoria horne",47103,NA
"6",6,"the jackie robinson story",1950,"approved",76,"biography, drama, sport",6.4,NA,"biography of jackie robinson, the first black major league baseball player in the 20th century. traces his career in the negro leagues and the major leagues.","alfred e. green","jackie robinson, ruby dee, minor watson, louise beavers",871,NA
"7",7,"winchester '73",1950,"approved",92,"action, drama, western",7.7,NA,"the journey of a prized rifle from one ill-fated owner to another parallels a cowboy's search for a murderous fugitive.","anthony mann","james stewart, shelley winters, dan duryea, stephen mcnally",13653,NA
"8",8,"treasure island",1950,"pg",96,"adventure, family",7,NA,"the treasure seeking adventures of young jim hawkins and pirate captain long john silver.","byron haskin","bobby driscoll, robert newton, basil sydney, walter fitzgerald",5367,NA
"9",9,"rio grande",1950,"approved",105,"romance, western",7.2,NA,"a cavalry officer posted on the rio grande must deal with murderous raiding apaches, his son who's a risk-taking recruit and his wife from whom he has been separated for many years.","john ford","john wayne, maureen o'hara, ben johnson, claude jarman jr.",11371,NA
"10",10,"in a lonely place",1950,"not rated",94,"drama, film-noir, mystery",8,NA,"a potentially violent screenwriter is a murder suspect until his lovely neighbor clears him. but she begins to have doubts...","nicholas ray","humphrey bogart, gloria grahame, frank lovejoy, carl benton reid",19526,NA
"11",11,"the asphalt jungle",1950,"not rated",112,"crime, drama, film-noir",7.9,NA,"a major heist goes off as planned, until bad luck and double crosses cause everything to unravel.","john huston","sterling hayden, louis calhern, jean hagen, james whitmore",19475,NA
"12",12,"cheaper by the dozen",1950,"approved",86,"comedy, drama, family",7.1,NA,"""cheaper by the dozen"", based on the real-life story of the gilbreth family, follows them from providence, rhode island to montclair, new jersey, and details the amusing anecdotes found in ...                see full summary »","walter lang","clifton webb, myrna loy, jeanne crain, betty lynn",3947,NA
"13",13,"broken arrow",1950,"approved",93,"drama, romance, western",7.2,NA,"tom jeffords tries to make peace between settlers and apaches.","delmer daves","james stewart, jeff chandler, debra paget, basil ruysdael",5971,NA
"14",14,"the fall of the house of usher",1950,NA,70,"horror",4.8,NA,"a traveller arrives at the usher mansion to visit his old friend, roderick usher. upon arriving, however, he discovers that roderick and his sister, madeline, have been afflicted with a ...                see full summary »","ivan barnett","gwen watford, kaye tendeter, irving steen, vernon charles",291,NA
"15",15,"night and the city",1950,"not rated",96,"crime, film-noir, mystery",8,NA,"a small-time grifter and nightclub tout takes advantage of some fortuitous circumstances and tries to become a big-time player as a wrestling promoter.","jules dassin","richard widmark, gene tierney, googie withers, hugh marlowe",9173,NA
"16",16,"annie get your gun",1950,"passed",107,"biography, comedy, musical",7,"77","the story of the great sharpshooter annie oakley, who rose to fame while dealing with her love/professional rival, frank butler.","george sidney, busby berkeley","betty hutton, howard keel, louis calhern, j. carrol naish",3523,NA
"17",17,"gun crazy",1950,"passed",87,"crime, drama, film-noir",7.7,NA,"a well meaning crack shot husband is pressured by his beautiful marksman wife to go on an interstate robbery spree, where he finds out just how depraved and deadly she really is.","joseph h. lewis","john dall, peggy cummins, berry kroeger, morris carnovsky",8902,NA
"18",18,"father of the bride",1950,"not rated",92,"comedy, romance",7.2,NA,"the father of a young woman deals with the emotional pain of her getting married, along with the financial and organizational trouble of arranging the wedding.","vincente minnelli","spencer tracy, joan bennett, elizabeth taylor, don taylor",8424,NA
"19",19,"stage fright",1950,"approved",110,"film-noir, thriller",7.1,NA,"a struggling actress tries to help a friend prove his innocence when he's accused of murdering the husband of a high society entertainer.","alfred hitchcock","marlene dietrich, jane wyman, richard todd, michael wilding",10332,NA
"20",20,"the young and the damned",1950,"not rated",80,"crime, drama",8.3,NA,"a group of juvenile delinquents live a violent and crime-filled life in the festering slums of mexico city, and the morals of young pedro are gradually corrupted and destroyed by the others...","luis buñuel","alfonso mejía, roberto cobo, estela inda, miguel inclán",14537,NA
"21",21,"destination moon",1950,"not rated",92,"adventure, drama, sci-fi",6.4,NA,"one of the first science fiction films to attempt a high level of accurate technical detail tells the story of the first trip to the moon.","irving pichel","john archer, warner anderson, tom powers, dick wesson",2894,NA
"22",22,"orpheus",1950,"not rated",95,"fantasy, drama, romance",8.1,NA,"a poet in love with death follows his unhappy wife into the underworld.","jean cocteau","jean marais, françois périer, maría casares, marie déa",8148,NA
"23",23,"the furies",1950,"not rated",109,"drama, romance, western",7.4,NA,"a firebrand heiress clashes with her tyrannical father, a cattle rancher who fancies himself a napoleon; but their relationship turns ugly only when he finds himself a new woman.","anthony mann","barbara stanwyck, wendell corey, walter huston, judith anderson",2153,NA
"24",24,"king solomon's mines",1950,"passed",103,"adventure, romance, action",6.9,NA,"adventurer allan quartermain leads an expedition into uncharted african territory in an attempt to locate an explorer who went missing during his search for the fabled diamond mines of king solomon.","compton bennett, andrew marton","deborah kerr, stewart granger, richard carlson, hugo haas",4732,NA
"25",25,"the gunfighter",1950,"not rated",85,"western",7.7,NA,"notorious gunfighter jimmy ringo rides into town to find his true love, who doesn't want to see him. he hasn't come looking for trouble, but trouble finds him around every corner.","henry king","gregory peck, helen westcott, millard mitchell, jean parker",7520,NA
"26",26,"born yesterday",1950,"approved",103,"comedy, drama, romance",7.6,NA,"a tycoon hires a tutor to teach his lover proper etiquette.","george cukor","judy holliday, william holden, broderick crawford, howard st. john",8061,NA
"27",27,"where the sidewalk ends",1950,"not rated",95,"crime, drama, film-noir",7.6,NA,"det. sgt. mark dixon wants to be something his old man wasn't: a guy on the right side of the law. but dixon's vicious nature will get the better of him.","otto preminger","dana andrews, gene tierney, gary merrill, bert freed",6038,NA
"28",28,"panic in the streets",1950,"approved",96,"crime, drama, film-noir",7.3,NA,"a doctor and a policeman in new orleans have only 48 hours to locate a killer infected with pneumonic plague.","elia kazan","richard widmark, paul douglas, barbara bel geddes, jack palance",5454,NA
"29",29,"the men",1950,"passed",85,"drama",7.2,NA,"a paralized war vet tries to adjust to the world without the use of his limbs.","fred zinnemann","marlon brando, teresa wright, everett sloane, jack webb",3547,NA
"30",30,"no way out",1950,"approved",106,"crime, drama, film-noir",7.5,NA,"a black doctor is assigned to treat two racist white, robbery suspects who are brothers, and when one dies, it causes tension that could start a race riot.","joseph l. mankiewicz","richard widmark, linda darnell, stephen mcnally, sidney poitier",3223,NA
"31",31,"wagon master",1950,"approved",86,"adventure, western",7.2,NA,"two young drifters guide a mormon wagon train to the san juan valley and encounter cutthroats, indians, geography, and moral challenges on the journey.","john ford","ben johnson, joanne dru, harry carey jr., ward bond",3337,NA
"32",32,"les enfants terribles",1950,"not rated",105,"drama",7.3,NA,"in a snowball fight between schoolboys the handsome dargelos hits the chest of paul, who drops unconscious to the ground. paul has a deep affection for dargelos, and later denies that there...                see full summary »","jean-pierre melville","nicole stéphane, edouard dermithe, renée cosima, jacques bernard",2989,NA
"33",33,"the flame and the arrow",1950,"not rated",88,"adventure, drama, history",7,NA,"dardo, a robin hood-like figure, and his loyal followers use a roman ruin in medieval lombardy as their headquarters as they conduct an insurgency against their hessian conquerors.","jacques tourneur","burt lancaster, virginia mayo, robert douglas, aline macmahon",2805,NA
"34",34,"the breaking point",1950,"not rated",97,"crime, drama, film-noir",7.5,NA,"an otherwise moral captain of a charter boat becomes financially strapped and is drawn into illegal activities in order to keep up payments on his boat.","michael curtiz","john garfield, patricia neal, phyllis thaxter, juano hernandez",1375,NA
"35",35,"at war with the army",1950,NA,93,"comedy, musical, war",5.8,NA,"alvin corwin is low man on the totem pole, and goes from one mishap to another at an army training camp in world war ii.","hal walker","dean martin, jerry lewis, mike kellin, jimmie dundee",1703,NA
"36",36,"kim",1950,"approved",113,"adventure, drama, family",6.6,NA,"during the british raj, the orphan of a british soldier poses as a hindu and is torn between his loyalty to a buddhist mystic and aiding the english secret service.","victor saville","errol flynn, dean stockwell, paul lukas, robert douglas",1490,NA
"37",37,"caged",1950,"not rated",96,"crime, drama, film-noir",7.7,NA,"a naive nineteen year old widow becomes coarsened and cynical when she is sent to a woman's prison and is exposed to hardened criminals and sadistic guards.","john cromwell","eleanor parker, agnes moorehead, ellen corby, hope emerson",2723,NA
"38",38,"la ronde",1950,"not rated",93,"drama, romance",7.7,NA,"vignettes revolving around a circle of interconnected love.","max ophüls","anton walbrook, simone signoret, serge reggiani, simone simon",3974,NA
"39",39,"kansas raiders",1950,"approved",80,"western",6.2,NA,"outraged by redleg atrocities, the james and younger brothers along with kit dalton join quantrill's raiders and find themselves participating in even worse war crimes.","ray enright","audie murphy, brian donlevy, marguerite chapman, scott brady",655,NA
"40",40,"the big lift",1950,"approved",120,"drama, war",6.6,NA,"experiences of two air force sergeants during the 1948 berlin airlift.","george seaton","montgomery clift, paul douglas, cornell borchers, bruni löbel",1095,NA
"41",41,"summer stock",1950,"approved",108,"musical, romance",7.2,NA,"a small-town farmer, down on her luck, finds her homestead invaded by a theatrical troupe invited to stay by her ne'er-do-well sister.","charles walters","judy garland, gene kelly, eddie bracken, gloria dehaven",2936,NA
"42",42,"the astonished heart",1950,"approved",85,"drama, romance",6.1,NA,"the film begins with a scene in which barbara rings leonora to tell her that something has happened to chris. at this point, we don't know who chris is or what has happened, only that he ...                see full summary »","antony darnborough, terence fisher","celia johnson, noël coward, margaret leighton, joyce carey",270,NA
"43",43,"born to be bad",1950,"approved",94,"drama, film-noir",6.7,NA,"christabel fools everyone with her sweet exterior including her cousin donna and donna's wealthy fiancée curtis. the only one who sees through her facade is nick, a rugged writer who loves ...                see full summary »","nicholas ray","mel ferrer, joan fontaine, robert ryan, zachary scott",1558,NA
"44",44,"woman on the run",1950,"not rated",77,"crime, drama, film-noir",7.4,NA,"frank johnson flees police after becoming an eyewitness to murder. he is pursued around scenic san francisco by his wife, a reporter, the police, and... the real murderer.","norman foster","ann sheridan, dennis o'keefe, robert keith, john qualen",1608,NA
