"","link","synopsis","summaries"
"1","http://www.imdb.com/title/tt0014142/plotsummary?ref_=tt_stry_pl#synopsis",NA,"
    
                    Clopin bought Esmeralda from the gypsies when she was young. Dancing in the square at the festival, Esmeralda is spotted by Jehan, the evil brother of the good archdeacon Claude Frollo. When he sets Quasimodo out to kidnap Esmeralda, Phoebus, Captain of the Guards, rescues her and captures Quasimodo. The courts sentence Quasimodo to be flogged, and the only one who will give him water while he is tied in the square is Esmeralda. After Clopin forces Esmeralda to leave Phoebus at the ball, she sends a note to Phoebus to meet her at Notre-Dame. In the garden, Phoebus is stabbed in the back by Jehan. Esmeralda is accused of stabbing Phoebus, convicted by the courts and sentenced to hang. When Esmeralda again rejects Jehan, he tells her that Phoebus is dead, even though it is not true. Clopin, Phoebus and Quasimodo all try different ways to save Esmeralda.
                        
                            —Tony Fontana 
                        
                
                
                    In fifteenth century Paris, Jehan, the evil brother of the archdeacon, plots with the gypsy king to foment a peasant revolt, which eventually leads to the peasants storming the Cathedral of Notre Dame. Meanwhile, Jehan's slave, a freakish hunchback named Quasimodo, falls in love with the young gypsy queen, Esmeralda, who in turn is in love with Phoebus, a gentleman soldier and a rogue with the ladies. Phoebus's gallant side is awakened by the beautiful peasant girl, and he soon returns her love. Unknown to him, his love is dangerous, because Jehan lusts for Esmeralda and is willing to kill the handsome soldier to possess her. But the hunchback will tolerate no harm coming to her, not even if it comes from his own master.
                        
                            —J. Spurlin
                        
                
                
                    In fifteenth century Paris, the brother of the archdeacon plots with the gypsy king to foment a peasant revolt. Meanwhile, a freakish hunchback falls in love with the gypsy queen.
                        
                            —J. Spurlin
                        
                
    Synopsis
    
                "
"2","http://www.imdb.com/title/tt0014429/plotsummary?ref_=tt_stry_pl#synopsis",NA,"
    
                    In 1922, the country boy Harold says goodbye to his mother and his girlfriend Mildred in the train station and leaves Great Bend expecting to be successful in the big city. Harold promises to Mildred to get married with her as soon as he ""make good"". Harold shares a room with his friend ""Limpy"" Bill and he finally gets a job as salesman in the De Vore Department Store. However, he pawns Bill's phonograph, buys a lavaliere and writes to Mildred telling that he is a manager of De Vore. One day, Harold sees an old friend from Great Bend that is a policeman and when he meets his friend Bill, he asks Bill to push the policeman over him and make him fall down. However Bill pushes the wrong policeman that chases him, but he escapes climbing up a building. Out of the blue, Mildred is convinced by her mother to visit Harold without previous notice and he pretends to be the manager of De Vore. When Harold overhears the general manager telling that he would give one thousand dollars to to anyone that could promote De Vore attracting people to the department store, he offers five hundred dollars to Bill to climb up the Bolton Building. However things go wrong when the angry policeman decides to check whether the mystery man that will climb up the building is the one who pushed him over on the floor.
                        
                            —Claudio Carvalho, Rio de Janeiro, Brazil
                        
                
                
                    A young man named Harold leaves his small home town of Great Bend to head to the big city so that he can earn enough money to marry his sweetheart, Mildred. He finds that life in the big city is more difficult than he imagined, he only managing to get a low paying sales clerk job at De Vore's Department Store. He even has to share a room with his pal Bill to make ends meet. In the meantime, he writes letters home to Mildred, telling her that he has a great job, and to be patient as he will soon be able to send for her, which is the farthest thing from the truth. He even sends her gifts which he can ill afford. Harold gets into one misadventure after another as he works on not getting fired. His life gets more complicated as Mildred makes a surprise visit into the city, which makes his task of masquerading as a high powered businessman even more difficult, while still trying to do his job under the watchful and critical eye of the department store's head floorwalker, Mr. Stubbs. Harold thinks all his prayers are answered when, after overhearing a conversation with De Vore's General Manager, he comes up with a scheme to make enough money to get married using Bill's special skills. But Harold may have to use those skills himself in order to carry out that scheme.
                        
                            —Huggo
                        
                
                
                    Country boy (Lloyd) heads to the big city to seek success. While working as a clerk in a department store, he talks the manager into offering $1000 to anyone who can bring more customers to the store. He then arranges for a friend, a ""human fly,"" (Strother) to climb the face of the store building as a publicity stunt. Unfortunatly the ""human fly"" is a wanted man, and when ""The Law"" (Young) shows, our hero must make the climb, himself. At each ledge he encounters new difficulties, climaxing in the famous 'clock scene.'
                        
                            —Herman Seifer  & Chris Goodbread 
                        
                
                
                    When a store clerk organizes a publicity stunt, in which a friend climbs the outside of a tall building, circumstances force him to make the perilous climb himself.
                        
                            —Kenneth Chisholm
                        
                
    Synopsis
    
                "
"3","http://www.imdb.com/title/tt0014532/plotsummary?ref_=tt_stry_pl#synopsis",NA,"
    
                    The first part tells the story of Moses leading the Jews from Egypt to the Promised Land, his receipt of the tablets and the worship of the golden calf. The second part shows the efficacy of the commandments in modern life through a story set in San Francisco. Two brothers, rivals for the love of Mary, also come into conflict when John discovers Dan used shoddy materials to construct a cathedral.
                        
                            —Ed Stephan 
                        
                
    Synopsis
    
                "
"4","http://www.imdb.com/title/tt0014624/plotsummary?ref_=tt_stry_pl#synopsis",NA,"
    
                    Marie St. Clair believes she has been jilted by her artist fiance Jean when he fails to meet her at the railway station. She goes off to Paris alone. A year later, mistress of wealthy Pierre Revel, she meets Jean again. Misinterpreting events she bounces back and forth between apparent security and true love.
                        
                            —Ed Stephan 
                        
                
                
                    A kept woman runs into her former fiancé and finds herself torn between love and comfort.
                        
                            —cupcakes
                        
                
    Synopsis
    
                "
"5","http://www.imdb.com/title/tt0014417/plotsummary?ref_=tt_stry_pl#synopsis",NA,"
    
                    Sisif, a railwayman, and his son Elie fall in love with the beautiful Norma (who Sisif rescued from a train crash when a baby and raised as his daughter), with tragic results. Originally running nine hours, this epic tragedy is notable for the way it foreshadows Gance's later 'Napoleon' in its use of innovative cinematic devices, particularly rapid cutting.
                        
                            —Michael Brooke 
                        
                
    Synopsis
    
                "
"6","http://www.imdb.com/title/tt0014358/plotsummary?ref_=tt_stry_pl#synopsis",NA,"
    
                    When Charlie escapes from prison he dons a preacher's clothes. By mistake he becomes the new minister for the town of Devil's Gulch. Later, discovered as the convict, the sheriff takes Charlie to the Mexican border where he can choose to return, a convict, or face Mexican bandits at war with each other.
                        
                            —Ed Stephan 
                        
                
                
                    The Tramp is an escaped convict who is mistaken as a pastor in a small town church.
                        
                            —Anonymous
                        
                
    Synopsis
    
                "
"7","http://www.imdb.com/title/tt0014341/plotsummary?ref_=tt_stry_pl#synopsis",NA,"
    
                    After her husband John McKay is killed in an ongoing feud with the Canfield family, a woman takes her baby boy Willie to her sister's house in New York hoping he will never know of the feud with the Canfields. Twenty years later Willie is a grown man and he receives a letter saying he has inherited his father's estate and must travel to his family home to take possession. On the train there he meets a beautiful young woman and falls in love only to learn that she's a Canfield. He accepts her invitation to dinner and quickly realizes that the Canfield men won't kill him while he's in their home. His plan to stay there as a permanent guest is short-lived and the Canfields are soon after him.
                        
                            —garykmcd
                        
                
                
                    This is a costume-period piece set in 1830s Kentucky. The Canfields and the McKays are feuding clans (essentially the real life Hatfields and McCoys renamed). In New York Willie boards a train (an exact recreation of the original ""Stephenson Rocket""); on board he meets Virginia Canfield.
                        
                            —Ed Stephan 
                        
                
                
                    The Canfields and McKays are locked in a bitter feud, which Willie McKay has avoided while living in the city. During a trip to his old family home he meets Virginia and falls in love. However, after coming into her house he realizes she is a Canfield. Virginia's family wants to kill Willie, but their rigid social code prevents them from doing it while he's a guest in their home. Once he steps outside, however, it's a different story!
                        
                            —rmlohner
                        
                
                
                    In the Nineteenth Century, there is a feud between the McKay and Canfield families in the country of the United States of America. When John McKay is killed, his wife sends their one years old baby Willie to New York to be raised by her sister. Twenty years later, Willie McKay (Buster Keaton) returns to claim for his family state. Along the train travels, he meets a young lady and they fall in love for each other. However, she is the youngest Canfield and her family has not forgotten the quarrel against the McKays.
                        
                            —Claudio Carvalho, Rio de Janeiro, Brazil
                        
                
                
                    A man returns to his Appalachian homestead. On the trip, he falls for a young woman. The only problem is her family has vowed to kill every member of his family.
                        
                            —Anonymous
                        
                
    Synopsis
    
                "
"8","http://www.imdb.com/title/tt0013951/plotsummary?ref_=tt_stry_pl#synopsis",NA,"
    
                    Two wagon caravans converge at what is now Kansas City, and combine for the westward push to Oregon. On their quest the pilgrims will experience desert heat, mountain snow, hunger, and indian attack. To complicate matters further, a love triangle develops, as pretty Molly must chose between Sam, a brute, and Will, the dashing captain of the other caravan. Can Will overcome the skeleton in his closet and win Molly's heart?
                        
                            —Thomas McWilliams 
                        
                
    Synopsis
    
                "
"9","http://www.imdb.com/title/tt0014605/plotsummary?ref_=tt_stry_pl#synopsis",NA,"
    
                    Lillian Gish is the daughter of a rich Italian count who is killed in a fall from his horse. Though Lillian stands to inherit a large estate, her older half-sister burns the will and thus inherits the property herself, throwing Lillian into poverty. Fortunately, she is engaged to marry the dashing officer Ronald Coleman, but he is captured by Arabs on an expedition to Africa. Dedicating her life to his memory, Lillian becomes a nun, unaware that her lover has escaped his captors and returning to Italy! The climax takes place against a backdrop of the eruption of Mount Vesuvius.
                        
                            —Ed Lengel 
                        
                
                
                    A young woman becomes a nun when she believes her sweetheart has been killed, but things get complicated when he returns alive.
                        
                            —cupcakes
                        
                
    Synopsis
    
                "
"10","http://www.imdb.com/title/tt0014636/plotsummary?ref_=tt_stry_pl#synopsis",NA," for this title yet. Be the first to contribute! Just click the ""Edit page"" button at the bottom of the page or learn more in the Plot Summary submission guide.
            
    Synopsis
    
                "
