"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"broken blossoms or the yellow man and the girl",1919,"not rated",90,"drama, romance",7.6,NA,"a frail waif, abused by her brutal boxer father in london's seedy limehouse district, is befriended by a sensitive chinese immigrant with tragic consequences.","d.w. griffith","lillian gish, richard barthelmess, donald crisp, arthur howard",7774,NA
"2",2,"j'accuse!",1919,NA,166,"drama, horror, war",7.3,NA,"the story of two men, one married, the other the lover of the other's wife, who meet in the trenches of the first world war, and how their tale becomes a microcosm for the horrors of war.","abel gance","romuald joubé, maxime desjardins, séverin-mars, angèle guys",1030,NA
"3",3,"behind the door",1919,NA,70,"drama, thriller, war",7,NA,"a german-american naval officer takes revenge against the german submarine commander who brutalized his wife.","irvin willat","hobart bosworth, jane novak, wallace beery, james gordon",75,NA
"4",4,"anders als die andern",1919,"not rated",50,"crime, drama, history",6.9,NA,"two male musicians fall in love, but blackmail and scandal makes the affair take a tragic turn.","richard oswald","conrad veidt, leo connard, ilse von tasso-lind, alexandra willegh",833,NA
"5",5,"male and female",1919,"not rated",116,"adventure, drama",7.9,NA,"lady mary lasenby is a spoiled maiden who always gets her way until shipwrecked with her butler, then learns which qualities are really admirable in a person.","cecil b. demille","thomas meighan, theodore roberts, raymond hatton, robert cain",1484,NA
"6",6,"die verführten",1919,NA,93,NA,NA,NA,"add a plot","carl froelich",NA,NA,NA
"7",7,"eerie tales",1919,NA,112,"fantasy, horror, mystery",6.2,NA,"a demon, a reaper, and a supernatural prostitute read gothic short stories and act them out.","richard oswald","anita berber, conrad veidt, reinhold schünzel, hugo döblin",342,NA
"8",8,"true heart susie",1919,NA,87,"comedy, drama, romance",7.2,NA,"susie, a plain young country girl, secretly loves a neighbor boy, william. she believes in him and sacrifices much of her own happiness to promote his own ambitions, all without his ...                see full summary »","d.w. griffith","lillian gish, robert harron, wilbur higby, loyola o'connor",1263,NA
"9",9,"the doll",1919,"not rated",48,"comedy, fantasy",7.3,NA,"because the baron of chanterelle wants to preserve his family line, he forces his timid nephew lancelot to choose one of the village maidens to wed. lancelot flees to a monastery to escape ...                see full summary »","ernst lubitsch","ossi oswalda, hermann thimig, victor janson, max kronert",1251,NA
"10",10,"die spinnen, teil - der goldene see",1919,"not rated",130,"adventure, western",6.6,NA,"kay hoog finds a message that indicates that some incas are still alive, but the secret organisation ""die spinnen"" wants the incas' gold....","fritz lang","carl de vogt, ressel orla, georg john, lil dagover",806,NA
"11",11,"daddy-long-legs",1919,"unrated",85,"comedy, drama",7.6,NA,"an orphan discovers that she has an anonymous benefactor who is willing to pay her college tuition, unaware he's the same man who has been romantically pursuing her.","marshall neilan","mary pickford, milla davenport, percy haswell, fay lemport",1173,NA
"12",12,"harakiri",1919,"not rated",80,"drama",5.6,NA,"the buddhist priest wants the daughter of the daimyo to become a priestess at the forbidden garden. the daimyo thinks if he were in europe that his daughter should decide on her own, but he...                see full summary »","fritz lang","paul biensfeldt, lil dagover, georg john, meinhart maur",415,NA
"13",13,"blind husbands",1919,"not rated",99,"drama, romance",6.9,NA,"an austrian officer sets out to seduce a neglected young wife.","erich von stroheim","sam de grasse, francelia billington, erich von stroheim, gibson gowland",1096,NA
"14",14,"madame dubarry",1919,NA,85,"biography, drama",6.9,NA,"the story of madame dubarry, the mistress of louis xv of france, and her loves in the time of the french revolution.","ernst lubitsch","pola negri, emil jannings, harry liedtke, eduard von winterstein",562,NA
"15",15,"der totentanz",1919,NA,84,"horror",7.2,NA,"in this apparently lost film, a beautiful dancer's sexual allure is used by an evil cripple to entice men to their deaths. falling in love with one of the potential victims, she is told by ...                see full summary »","otto rippert","karl bernhard, arnold czempin, fred goebel, sascha gura",6,NA
"16",16,"the lightning raider",1919,NA,300,"action, adventure, crime",6.6,NA,"a beautiful young woman is a daring master thief. she meets the young millionaire thomas babbington norton, while fleeing from the scene of her latest theft.","george b. seitz","pearl white, warner oland, henry g. sell, ruby hoffman",11,NA
"17",17,"die austernprinzessin",1919,NA,58,"comedy",7.1,NA,"an american heiress seeks the hand of an impoverished german prince.","ernst lubitsch","victor janson, ossi oswalda, harry liedtke, julius falkenstein",1248,NA
"18",18,"auction of souls",1919,NA,80,"drama, history, romance",6.6,NA,"aurora mardiganian, a young and beautiful armenian girl, lives with her parents in the turkish city of havpoul. her father, a prosperous merchant, was preparing to send her to the west to ...                see full summary »","oscar apfel","aurora mardiganian, irving cummings, anna q. nilsson, henry morgenthau",828,NA
"19",19,"don't change your husband",1919,"not rated",71,"comedy",7.8,NA,"leila porter comes to dislike her husband james, a glue king who is always eating onions and looking sloppy. but after she divorces him and marries two-timing playboy schuyler van sutphen the now-reformed james looks pretty good.","cecil b. demille","elliott dexter, gloria swanson, lew cody, sylvia ashton",988,NA
