"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"cleopatra",1917,NA,125,"biography, drama, history",6,NA,"the story of cleopatra, the fabulous queen of egypt, and the epic romances between her and the greatest men of rome, julius caesar and antony.","j. gordon edwards","theda bara, fritz leiber, thurston hall, alan roscoe",269,NA
"2",2,"american maid",1917,NA,NA,NA,NA,NA,"virginia lee, daughter of a united states senator, meets david starr, a wounded united states soldier, in a field hospital in which she is serving as a red cross nurse. star returns to the ...                see full summary »","albert capellani",NA,NA,NA
"3",3,"jack and the beanstalk",1917,"approved",100,"fantasy",4.8,NA,"jack,exchanges his cow for some magic beans. the beans grow overnight into a beanstalk which jack climbs, arriving at a magical land ruled over by a cruel giant. jack battles the giant and ...                see full summary »","chester m. franklin, sidney franklin","francis carpenter, virginia lee corbin, violet radcliffe, 'baby' carmen de rue",11,NA
"4",4,"the secret man",1917,NA,50,"western",5.1,NA,"add a plot","john ford","harry carey, edythe sterling, j. morris foster, elizabeth janes",24,NA
"5",5,"the poor little rich girl",1917,NA,65,"comedy, drama, family",6.8,NA,"the wealthy but selfish parents of a lonely young girl begin to rethink what is important to them after a servant's irresponsibility results in a crisis.","maurice tourneur","mary pickford, madlaine traverse, charles wellesley, gladys fairbanks",1074,NA
"6",6,"satan's rhapsody",1917,NA,55,"drama, fantasy, horror",7,NA,"a faustian tale about an old woman who makes a pact with mephisto to regain her youth, in return she must stay away from love. after the deal she meets two brothers who fall in love with her.","nino oxilia","lyda borelli, andrea habay, ugo bazzini, giovanni cini",370,NA
"7",7,"terje vigen",1917,NA,48,"drama, war",7.4,NA,"terje vigen, a sailor, suffers the loss of his family through the cruelty of another man. years later, when his enemy's family finds itself dependent on terje's beneficence, terje must ...                see full summary »","victor sjöström","victor sjöström, august falck, edith erastoff, bergliot husberg",1106,NA
"8",8,"house of cards",1917,NA,NA,NA,NA,NA,"the mannings are a professional couple--she's a doctor, he's a lawyer--who are so absorbed in their careers that they have little time for their young daughter louise, who is basically left...                see full summary »","alice guy",NA,NA,NA
"9",9,"rebecca of sunnybrook farm",1917,NA,78,"comedy, drama",7,NA,"with her family in financial difficulties, rebecca is sent to live with her two strict, unfeeling aunts, who do not appreciate the young girl's charm and energy. rebecca must make new ...                see full summary »","marshall neilan","mary pickford, eugene o'brien, helen jerome eddy, charles ogle",665,NA
"10",10,"the little princess",1917,NA,62,"drama",6.6,NA,"little sara crewe is placed in a boarding school by her father when he goes off to war, but he does not understand that the headmistress is a cruel, spiteful woman who makes life miserable ...                see full summary »","marshall neilan","mary pickford, norman kerry, katherine griffith, anne schaefer",563,NA
"11",11,"kalidaa - la storia di una mummia",1917,NA,NA,NA,NA,NA,"add a plot","augusto genina",NA,NA,NA
"12",12,"the devil's assistant",1917,NA,NA,NA,NA,NA,"add a plot","harry a. pollard","margarita fischer, monroe salisbury, kathleen kirkham, jack mower",6,NA
"13",13,"the fall of the romanoffs",1917,NA,80,"biography, drama, history",7,NA,"a dramatization of the russian revolution and the influence upon the russian royal family of the famous ""mad monk,"" rasputin.","herbert brenon","edward connelly, iliodor, alfred hickman, conway tearle",9,NA
"14",14,"straight shooting",1917,"unrated",57,"western",6.2,NA,"cattleman flint cuts off farmer sims' water supply. when sims' son ted goes for water, one of flint's men kills him. cheyenne is sent to finish off sims, but finding the family at the newly dug grave, he changes sides.","john ford","harry carey, duke r. lee, george berrell, molly malone",280,NA
"15",15,"the black stork",1917,NA,50,"drama",4.8,NA,"a young man and woman are considering marriage; eugenicist harry j haiselden warns that they are ill-matched and will produce defective offspring. he is right; their baby is born defective,...                see full summary »","leopold wharton, theodore wharton","jane fearnley, allan murnane, hamilton revelle, elsie esmond",13,NA
"16",16,"dokuso",1917,NA,NA,NA,NA,NA,"add a plot","masao inoue",NA,NA,NA
"17",17,"the golem and the dancing girl",1917,NA,NA,NA,NA,NA,"as a practical joke, an actor impersonates the screen monster he made famous. complications ensue.","rochus gliese, paul wegener","paul wegener, lyda salmonova, rochus gliese, wilhelm diegelmann",18,NA
"18",18,"leoni leo",1917,NA,NA,NA,NA,NA,"add a plot","alfréd deésy","bela lugosi, annie góth, lajos gellért, lilla bársony",5,NA
"19",19,"the little american",1917,NA,80,"drama, romance, war",6.5,NA,"a young american has her ship torpedoed by a german u-boat but makes it back to ancestral home in france, where she witnesses german brutality firsthand.","cecil b. demille, joseph levering","mary pickford, jack holt, raymond hatton, hobart bosworth",539,NA
"20",20,"el apóstol",1917,NA,70,"animation, comedy, drama",7.4,NA,"argentinian president yrigoyen burns buenos aires using jupiter's thunderbolts.",NA,NA,26,NA
"21",21,"furcht",1917,NA,72,"horror",6.8,NA,"add a plot","robert wiene","bruno decarli, bernhard goetzke, mechthildis thein, conrad veidt",85,NA
"22",22,"patria",1917,NA,NA,NA,NA,NA,"serial about japanese spies trying to invade the us but whose plans are foiled by a rich heiress and a secret service agent.","jacques jaccard, leopold wharton, theodore wharton","irene castle, milton sills, warner oland, dorothy green",10,NA
"23",23,"the gulf between",1917,NA,70,"comedy, drama",7,NA,"a young woman, who is the daughter of a sea captain, falls in love with a man from a rich family who does not approve of her.","wray bartlett physioc","grace darmond, niles welch, herbert fortier, charles brandt",8,NA
"24",24,"the silent man",1917,NA,61,"western",6.5,NA,"a gold prospector strikes it rich, but the crooks who run a frontier town take it away from him. he determines to get it back and clean up the town.","william s. hart","william s. hart, vola vale, robert mckim, dorcas matthews",46,NA
"25",25,"the whip",1917,NA,80,"drama",5.9,NA,"the story of the training of a racehorse, the whip, of the amnesiac nobleman who loves the horse, and of the villains who attempt to keep it from racing.","maurice tourneur","alma hanlon, june elvidge, irving cummings, warren cook",20,NA
"26",26,"wild and woolly",1917,NA,72,"comedy, western, romance",6.8,NA,"a rich young easterner who has always wanted to live in ""the wild west"" plans to move to a western town. unknown to him, the town's ""wild"" days are long gone, and it is an orderly, ...                see full summary »","john emerson","douglas fairbanks, eileen percy, calvert carter, charles stevens",450,NA
"27",27,"the heart of texas ryan",1917,NA,56,"western",5.5,NA,"colonel william ryan, a ranch owner, in the lone star state, has named his only daughter texas. jack parker, a devil-may-care cowpuncher, loves only two things, one is his horse and the ...                see full summary »","e.a. martin","tom mix, bessie eyton, frank campeau, george fawcett",54,NA
"28",28,"bucking broadway",1917,NA,53,"western",5.9,NA,"a ranch foreman battles a rich stockbroker for the affections of a beautiful young woman.","john ford","harry carey, molly malone, l.m. wells, vester pegg",367,NA
"29",29,"the adventurer",1917,NA,50,NA,NA,NA,"add a plot","alice guy",NA,NA,NA
"30",30,"betsy ross",1917,NA,60,"biography, drama, romance",4.9,NA,"revolutionary war heroine betsy ross finds herself in competition with her sister for the affections of a british soldier.","george cowl, travers vale","alice brady, john bowers, lillian cook, victor kennard",29,NA
"31",31,"the slave market",1917,NA,NA,NA,NA,NA,"ramona is the daughter of the governor of port royal. she is a school girl living in spain. john barton, a soldier of fortune, is cast ashore in spain penniless and scrapes an acquaintance ...                see full summary »","hugh ford",NA,NA,NA
"32",32,"the hand that rocks the cradle",1917,"passed",60,"drama",6.8,NA,"a doctor's wife is the head of a bureau that publishes and hands out literature on birth control. however, the police stop it and forbid her to speak in meetings about the secret that was ...                see full summary »","phillips smalley, lois weber","phillips smalley, lois weber, priscilla dean, wedgwood nowell",10,NA
"33",33,"national red cross pageant",1917,NA,50,NA,NA,NA,"add a plot","christy cabanne",NA,NA,NA
"34",34,"tom sawyer",1917,"unrated",59,"adventure, comedy, drama",6.5,NA,"tom sawyer, a young missouri lad, finds fun and adventure with his pals joe harper and huckleberry finn, running away to hide out on jackson's island and pretending to be mississippi river ...                see full summary »","william desmond taylor","jack pickford, george hackathorne, alice marvin, edythe chapman",105,NA
"35",35,"fighting odds",1917,NA,50,NA,NA,NA,"a woman determines to clear her imprisoned husband of false charges by entrapping the real culprit herself.","allan dwan",NA,NA,NA
