"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"the general",1926,"unrated",67,"action, adventure, comedy",8.2,NA,"when union spies steal an engineer's beloved locomotive, he pursues it single-handedly and straight through enemy lines.","clyde bruckman, buster keaton","buster keaton, marion mack, glen cavender, jim farley",60243,NA
"2",2,"faust",1926,"not rated",85,"drama, fantasy, horror",8.1,NA,"the demon mephisto wagers with god that he can corrupt a mortal man's soul.","f.w. murnau","gösta ekman, emil jannings, camilla horn, frida richard",11498,NA
"3",3,"the son of the sheik",1926,"passed",68,"adventure, drama, romance",7.4,NA,"the son of the sheik and a dancing girl fall in love, but when he is made to believe she has betrayed him he seeks revenge.","george fitzmaurice","rudolph valentino, vilma bánky, george fawcett, montagu love",1514,NA
"4",4,"flesh and the devil",1926,"not rated",112,"drama, romance",8.1,NA,"childhood friends are torn apart when one of them marries the woman the other once fiercely loved.","clarence brown","john gilbert, greta garbo, lars hanson, barbara kent",3435,NA
"5",5,"the great gatsby",1926,"passed",80,NA,NA,NA,NA,"herbert brenon",NA,NA,NA
"6",6,"die abenteuer des prinzen achmed",1926,"not rated",81,"animation, adventure, fantasy",7.9,NA,"a handsome prince rides a flying horse to far-away lands and embarks on magical adventures, which include befriending a witch, meeting aladdin, battling demons and falling in love with a princess.",NA,NA,4084,NA
"7",7,"kurutta ippêji",1926,NA,70,"drama, horror",7.6,NA,"a man takes a job at an asylum with hopes of freeing his imprisoned wife.","teinosuke kinugasa","masuo inoue, ayako iijima, yoshie nakagawa, hiroshi nemoto",1785,NA
"8",8,"the scarlet letter",1926,"passed",115,"drama",7.8,NA,"after having a child out of wedlock, a young puritan woman is pressured to reveal the name of her lover.","victor sjöström","lillian gish, lars hanson, henry b. walthall, karl dane",1231,NA
"9",9,"the temptress",1926,"passed",117,"drama, romance",7.1,NA,"an architect tries suppressing his passion for a seductive woman.","fred niblo, mauritz stiller","greta garbo, antonio moreno, marc mcdermott, lionel barrymore",883,NA
"10",10,"mother",1926,NA,89,"drama",7.7,NA,"the film version of gorki's great story of the 1905 revolution","vsevolod pudovkin","vera baranovskaya, nikolay batalov, aleksandr chistyakov, anna zemtsova",1941,NA
"11",11,"the black pirate",1926,NA,88,"adventure, action",7.2,NA,"seeking revenge, an athletic young man joins the pirate band responsible for his father's death.","albert parker","douglas fairbanks, billie dove, tempe pigott, donald crisp",1384,NA
"12",12,"the bat",1926,NA,86,"mystery, thriller",6.7,NA,"a masked criminal who dresses like a giant bat terrorizes the guests at an old house rented by a mystery writer.","roland west","george beranger, charles herzinger, emily fitzroy, louise fazenda",593,NA
"13",13,"the mountain eagle",1926,NA,57,NA,NA,NA,NA,"alfred hitchcock",NA,NA,NA
"14",14,"3 bad men",1926,"unrated",122,"romance, western",7.6,NA,"three outlaws come to the aid of a young girl after her father is killed.","john ford","george o'brien, olive borden, lou tellegen, tom santschi",757,NA
"15",15,"torrent",1926,"passed",88,"drama, romance",7.1,NA,"a young girl and her father are kicked out of their house by a cruel noblewoman, and the girl's heart is broken when her sweetheart, the noblewoman's son, won't go to paris with them. after...                see full summary »","monta bell","ricardo cortez, greta garbo, gertrude olmstead, edward connelly",567,NA
"16",16,"la bohème",1926,"passed",95,"drama, romance",7.9,NA,"a group of starving artists try to survive in 1830s paris, including a seamstress and the would-be playwright she loves.","king vidor","lillian gish, john gilbert, renée adorée, george hassell",1213,NA
"17",17,"brown of harvard",1926,"not rated",85,"drama, romance",8.3,NA,"tom brown shows up at harvard, confident and a bit arrogant. he becomes a rival of bob mcandrew, not only in football and rowing crew, but also for the affections of mary abbott, a ...                see full summary »","jack conway","william haines, jack pickford, mary brian, francis x. bushman jr.",1287,NA
"18",18,"battling butler",1926,"not rated",77,"comedy",7.2,NA,"a love-struck weakling must pretend to be boxer in order to gain respect from the family of the girl he loves.","buster keaton","buster keaton, snitz edwards, sally o'neil, walter james",1994,NA
"19",19,"don juan",1926,"passed",110,"adventure, romance",7.1,NA,"in 16th century italy, devil-may-care playboy don juan runs afoul of the despotic borgias.","alan crosland","jane winton, john roche, warner oland, estelle taylor",591,NA
"20",20,"sparrows",1926,"unrated",110,"drama",7.5,NA,"molly, the eldest child at a baby farm hidden deep in a swamp, must rescue the others when their cruel master decides that one of them will be disposed of.","william beaudine, tom mcnamara","mary pickford, roy stewart, mary louise miller, gustav von seyffertitz",983,NA
"21",21,"the man who cheated life",1926,NA,110,"drama, horror",7.2,NA,"for balduin, going out to beer parties with his fellow students and fighting out disputes at the tip of the sword have lost their charms. he wants to find love; but how would he, a ...                see full summary »","henrik galeen","conrad veidt, elizza la porta, fritz alberti, ágnes eszterházy",455,NA
"22",22,"what price glory",1926,NA,116,"comedy, drama, war",7.2,NA,"u.s. marine sergeants quirt and flagg are inveterate romantic rivals on peacetime assignments in china and the philippines. in 1917, w.w. i brings them to france, where flagg, now a captain...                see full summary »","raoul walsh","victor mclaglen, edmund lowe, dolores del rio, william v. mong",309,NA
"23",23,"tell it to the marines",1926,"passed",103,"comedy, drama, romance",7.9,NA,"a gruff marine sergeant and a handsome new recruit compete for the affection of a nurse.","george w. hill","lon chaney, william haines, eleanor boardman, eddie gribbon",1299,NA
"24",24,"the winning of barbara worth",1926,NA,89,"drama, romance, western",7.5,NA,"while building an irrigation system for a southwestern desert community, an engineer vies with a local cowboy for the affections of a rancher's daughter.","henry king","ronald colman, vilma bánky, gary cooper, charles lane",548,NA
"25",25,"secrets of a soul",1926,"not rated",97,"drama",7,NA,"a scientist is tormented by an irrational fear of knives and the irresistible compulsion to murder his wife.","georg wilhelm pabst","werner krauss, ruth weyher, ilka grüning, jack trevor",498,NA
"26",26,"beau geste",1926,NA,101,"action, adventure, drama",7,NA,"michael ""beau"" geste leaves england in disgrace and joins the infamous french foreign legion. he is reunited with his two brothers in north africa, where they face greater danger from their...                see full summary »","herbert brenon","ronald colman, neil hamilton, ralph forbes, alice joyce",275,NA
"27",27,"the great k & a train robbery",1926,NA,53,"western",6.5,NA,"cullen has hired tom to try and stop the robberies on his railroad. knowing cullen's secretary holt is tipping off the gang, tom works undercover by posing as a highwayman. to help him ...                see full summary »","lewis seiler","tom mix, dorothy dwan, tony the horse, will walling",192,NA
"28",28,"po zakonu",1926,NA,80,"drama",7.9,NA,"a five-person team of gold prospectors in the yukon has just begun to enjoy great success when one of the members snaps, and suddenly kills two of the others. the two survivors, a husband ...                see full summary »","lev kuleshov","aleksandra khokhlova, sergey komarov, vladimir fogel, pyotr galadzhev",663,NA
"29",29,"bardelys the magnificent",1926,"passed",90,"drama, romance",7.9,NA,"rafael sabatini's story of the swashbuckling era and of bardeleys, the handsome courtier who could win any woman he set his mind to...and was not above boasting about it to all who would listen.","king vidor","john gilbert, eleanor boardman, roy d'arcy, lionel belmore",871,NA
