"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"thor: ragnarok",2017,"pg-13",130,"action, adventure, comedy",8.2,"73","imprisoned, the almighty thor finds himself in a lethal gladiatorial contest against the hulk, his former ally. thor must fight for survival and race against time to prevent the all-powerful hela from destroying his home and the asgardian civilization.","taika waititi","chris hemsworth, tom hiddleston, cate blanchett, mark ruffalo",97571,NA
"2",2,"jigsaw",2017,"r",92,"crime, horror, mystery",6.1,"39","bodies are turning up around the city, each having met a uniquely gruesome demise. as the investigation proceeds, evidence points to one suspect: john kramer, the man known as jigsaw, who has been dead for ten years.","michael spierig, peter spierig","matt passmore, tobin bell, callum keith rennie, hannah emily anderson",10324,NA
"3",3,"justice league",2017,"pg-13",121,NA,NA,NA,NA,"zack snyder",NA,NA,NA
"4",4,"it",2017,"r",135,"drama, horror, thriller",7.7,"70","a group of bullied kids band together when a shapeshifting demon, taking the appearance of a clown, begins hunting children.","andy muschietti","bill skarsgård, jaeden lieberher, finn wolfhard, sophia lillis",173540,NA
"5",5,"blade runner 2049",2017,"r",164,"mystery, sci-fi, thriller",8.4,"81","a young blade runner's discovery of a long-buried secret leads him to track down former blade runner rick deckard, who's been missing for thirty years.","denis villeneuve","harrison ford, ryan gosling, ana de armas, dave bautista",142289,NA
"6",6,"murder on the orient express",2017,"pg-13",114,"crime, drama, mystery",6.7,"56","a lavish train ride unfolds into a stylish & suspenseful mystery. from the novel by agatha christie, murder on the orient express tells of thirteen stranded strangers & one man's race to solve the puzzle before the murderer strikes again.","kenneth branagh","kenneth branagh, penélope cruz, willem dafoe, judi dench",4124,NA
"7",7,"star wars: the last jedi",2017,NA,150,NA,NA,NA,NA,"rian johnson",NA,NA,NA
"8",8,"geostorm",2017,"pg-13",109,"action, sci-fi, thriller",5.7,"21","when the network of satellites designed to control the global climate starts to attack earth, it's a race against the clock to uncover the real threat before a worldwide geostorm wipes out everything and everyone.","dean devlin","gerard butler, jim sturgess, abbie cornish, alexandra maria lara",14293,NA
"9",9,"happy death day",2017,"pg-13",96,"horror, mystery, thriller",6.6,"57","a college student must relive the day of her murder over and over again, in a loop that will end only when she discovers her killer's identity.","christopher landon","jessica rothe, israel broussard, ruby modine, charles aitken",17236,NA
"10",10,"a bad moms christmas",2017,"r",104,"action, adventure, comedy",5.7,"42","as their own mothers drop in unexpectedly, our three under-appreciated and over-burdened moms rebel against the challenges and expectations of the super bowl for mothers: christmas.","jon lucas, scott moore","mila kunis, kristen bell, kathryn hahn, jay hernandez",2168,NA
"11",11,"kingsman: the golden circle",2017,"r",141,"action, adventure, comedy",7.2,"44","when their headquarters are destroyed and the world is held hostage, the kingsman's journey leads them to the discovery of an allied spy organization in the us. these two elite secret organizations must band together to defeat a common enemy.","matthew vaughn","taron egerton, colin firth, mark strong, channing tatum",70395,NA
"12",12,"atomic blonde",2017,"r",115,"action, mystery, thriller",6.9,"63","an undercover mi6 agent is sent to berlin during the cold war to investigate the murder of a fellow agent and recover a missing list of double agents.","david leitch","charlize theron, james mcavoy, john goodman, eddie marsan",60099,NA
"13",13,"suburbicon",2017,"r",105,"crime, drama, mystery",4.8,"42","a home invasion rattles a quiet family town.","george clooney","matt damon, julianne moore, oscar isaac, noah jupe",3225,NA
"14",14,"1922",2017,"tv-ma",102,"crime, drama, horror",6.4,"70","a simple yet proud farmer in the year 1922 conspires to murder his wife for financial gain, convincing his teenage son to participate.","zak hilditch","thomas jane, molly parker, dylan schmid, kaitlyn bernard",10427,NA
"15",15,"the babysitter",2017,"tv-ma",85,"comedy, horror",6.4,NA,"the events of one evening take an unexpected turn for the worst for a young boy trying to spy on his babysitter.","mcg","judah lewis, samara weaving, robbie amell, hana mae lee",18060,NA
"16",16,"spider-man: homecoming",2017,"pg-13",133,"action, adventure, sci-fi",7.6,"73","peter parker balances his life as an ordinary high school student in queens with his superhero alter-ego spider-man, and finds himself on the trail of a new menace prowling the skies of new york city.","jon watts","tom holland, michael keaton, robert downey jr., marisa tomei",221401,NA
"17",17,"jeepers creepers iii",2017,"not rated",100,"horror, mystery, thriller",4.7,NA,"sheriff dan tashtego and a team of creeper hunters enlist the help of officer davis tubbs to help stop the monster's eating spree.","victor salva","stan shaw, gabrielle haugh, brandon smith, meg foster",2736,NA
"18",18,"jungle",2017,"r",115,"action, adventure, drama",6.7,"48","a group of friends join a guide for a trek into the bolivian jungle, searching for an indian village. the men soon realize that the jungle is a difficult place to be.","greg mclean","daniel radcliffe, thomas kretschmann, alex russell, joel jackson",8775,NA
"19",19,"the snowman",2017,"r",119,"crime, drama, horror",5.2,"23","detective harry hole investigates the disappearance of a woman whose pink scarf is found wrapped around an ominous-looking snowman.","tomas alfredson","michael fassbender, rebecca ferguson, charlotte gainsbourg, jonas karlsson",10812,NA
"20",20,"baby driver",2017,"r",112,"action, crime, music",7.8,"86","after being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.","edgar wright","ansel elgort, jon bernthal, jon hamm, eiza gonzález",202333,NA
"21",21,"the dark tower",2017,"pg-13",95,"action, adventure, fantasy",5.8,"34","the last gunslinger, roland deschain, has been locked in an eternal battle with walter o'dim, also known as the man in black, determined to prevent him from toppling the dark tower, which holds the universe together. with the fate of the worlds at stake, good and evil will collide in the ultimate battle as only roland can defend the tower from the man in black.","nikolaj arcel","idris elba, matthew mcconaughey, tom taylor, dennis haysbert",56299,NA
"22",22,"wonder woman",2017,"pg-13",141,"action, adventure, fantasy",7.6,"76","when a pilot crashes and tells of conflict in the outside world, diana, an amazonian warrior in training, leaves home to fight a war, discovering her full powers and true destiny.","patty jenkins","gal gadot, chris pine, robin wright, lucy davis",315509,NA
"23",23,"war for the planet of the apes",2017,"pg-13",140,"action, adventure, drama",7.6,"82","after the apes suffer unimaginable losses, caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind.","matt reeves","andy serkis, woody harrelson, steve zahn, karin konoval",117973,NA
"24",24,"american made",2017,"r",115,"action, biography, comedy",7.2,"65","the story of barry seal, an american pilot who became a drug-runner for the cia in the 1980s in a clandestine operation that would be exposed as the iran-contra affair.","doug liman","tom cruise, domhnall gleeson, sarah wright, jesse plemons",33446,NA
"25",25,"i, tonya",2017,"r",119,"biography, drama, sport",7.4,"77","competitive ice skater tonya harding rises amongst the ranks at the u.s. figure skating championships, but her future in the activity is thrown into doubt when her ex-husband intervenes.","craig gillespie","margot robbie, bobby cannavale, sebastian stan, mckenna grace",452,NA
"26",26,"coco",2017,"pg",109,"animation, adventure, comedy",9.3,"82","aspiring musician miguel teams up with charming trickster hector on an extraordinary journey through the land of the dead.","lee unkrich, adrian molina","anthony gonzalez, gael garcía bernal, benjamin bratt, alanna ubach",4059,NA
