"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"from the manger to the cross; or, jesus of nazareth",1912,"tv-pg",71,"biography, drama",5.8,NA,"an account of the life of jesus christ, based on the books of the new testament: after jesus' birth is foretold to his parents, he is born in bethlehem, and is visited by shepherds and wise...                see full summary »","sidney olcott","r. henderson bland, percy dyer, gene gauntier, alice hollister",378,NA
"2",2,"cleopatra",1912,"unrated",100,"drama, history",5.1,NA,"the fabled queen of egypt's affair with roman general marc antony is ulimately disastrous for both of them.","charles l. gaskill","helen gardner, pearl sindelar, miss fielding, miss robson",359,NA
"3",3,"satana",1912,NA,NA,NA,NA,NA,"a four chapter film including satan vs the creator, satan vs the saviour, the green demon/satan during the dark ages and the red demon/satan in modern times.","luigi maggi","mario bonnard, mary cleo tarlarini, fernanda negri pouget, mario voller-buzzi",9,NA
"4",4,"la dame aux camélias",1912,NA,NA,NA,NA,NA,"marguerite is a courtesan in paris. she falls deeply in love with a young man of promise, armand duval. when armand's father begs her not to ruin his hope of a career and position by ...                see full summary »","andré calmettes, louis mercanton, henri pouctal","sarah bernhardt, lou tellegen, paul capellani, jean chameroy",19,NA
"5",5,"trädgårdsmästaren",1912,NA,NA,NA,NA,NA,"a gardener runs a nursery. his son has fallen in love with the daughter of one of the workers at the nursery. the gardener, who has a good eye for daughter, runs furiously his son out of the house.","victor sjöström","victor sjöström, gösta ekman, lili beck, gunnar bohman",122,NA
"6",6,"richard iii",1912,NA,55,"drama",5.7,NA,"richard of gloucester uses manipulation and murder to gain the english throne.","andré calmettes, james keane","robert gemp, frederick warde, albert gardner, james keane",188,NA
"7",7,"le mystère des roches de kador",1912,NA,45,"crime, drama, mystery",7.3,NA,"the action takes place in brittany .fernand de keranic wants to latch on to his niece and ward suzanne's fortune.he tries to do away with her and her lover when she goes for a sail with ...                see full summary »","léonce perret","suzanne grandais, émile keppens, léonce perret, max dhartigny",207,NA
"8",8,"pilgrim's progress",1912,NA,NA,NA,NA,NA,"consists of two parts: part one: the life of john bunyon (2 reels); part two: the pilgrim's progress (3 reels).","francis powers","warner oland, ethel clayton, clifford leigh",8,NA
"9",9,"independenta romaniei",1912,NA,120,"history, war",7,NA,"the movie depicts the romanian war of independence (1877-1878).","aristide demetriade","aristide demetriade, constanta demetriade, constantin nottara, pepi machauer",167,NA
"10",10,"oliver twist",1912,NA,NA,NA,NA,NA,NA,NA,"nat c. goodwin, vinnie burns, charley rogers, mortimer martine",14,NA
"11",11,"vampyrdanserinden",1912,NA,NA,NA,NA,NA,"the man-hungry ""vampire,"" later to be popularized by america's theda bara, made her screen debut in this danish melodrama directed by august blom. clara wieth starred in the title role of ...                see full synopsis »","august blom","ingeborg bruhn bertelsen, svend bille, axel boesen, frederik christensen",12,NA
"12",12,"the mummy",1912,NA,NA,NA,NA,NA,"add a plot",NA,NA,26,NA
"13",13,"anny - en gatepiges roman",1912,NA,68,NA,NA,NA,"add a plot","adam eriksen",NA,NA,NA
"14",14,"the life of john bunyan",1912,NA,60,NA,NA,NA,"add a plot","mario caserini",NA,NA,NA
"15",15,"the flying circus",1912,NA,46,"drama",6.6,NA,"the flying circus was the largest traveling artist band in the country, and among its favorite artists were the rope-dancer, laurento and the snake tamer, ula kiri. the hot blooded gypsy ...                see full summary »","alfred lind","rasmus ottesen, emilie otterdahl, lili beck, kirstine friis-hjorth",59,NA
"16",16,"la salome",1912,NA,NA,NA,NA,NA,"herodias, wife of philip of iturea, gives her affections to her husband's brother, herod. their secret passion is discovered by john the baptist. he denounces them, but, so great is his ...                see full summary »","oreste mentasti",NA,NA,NA
"17",17,"oliver twist",1912,NA,NA,NA,NA,NA,"an orphan named oliver twist meets a pickpocket on the streets of london. from there, he joins a household of boys who are trained to steal for their master.","thomas bentley","ivy millais, john mcmahon, harry royston, alma taylor",8,NA
"18",18,"the evils of alcohol",1912,NA,NA,NA,NA,NA,NA,NA,NA,6,NA
