"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"ghostbusters",1984,"pg",105,"action, adventure, comedy",7.8,"71","three former parapsychology professors set up shop as a unique ghost removal service.","ivan reitman","bill murray, dan aykroyd, sigourney weaver, harold ramis",297569,NA
"2",2,"a nightmare on elm street",1984,"r",91,"horror",7.5,"78","several people are hunted by a cruel serial killer who kills his victims in their dreams. while the survivors are trying to find the reason for being chosen, the murderer won't lose any chance to kill them as soon as they fall asleep.","wes craven","heather langenkamp, johnny depp, robert englund, john saxon",166949,NA
"3",3,"gremlins",1984,"pg",106,"comedy, fantasy, horror",7.2,"70","a boy inadvertently breaks three important rules concerning his new pet and unleashes a horde of malevolently mischievous monsters on a small town.","joe dante","zach galligan, phoebe cates, hoyt axton, john louie",158831,NA
"4",4,"once upon a time in america",1984,"r",229,"crime, drama",8.4,NA,"a former prohibition-era jewish gangster returns to the lower east side of manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.","sergio leone","robert de niro, james woods, elizabeth mcgovern, joe pesci",245631,NA
"5",5,"the terminator",1984,"r",107,"action, sci-fi",8,"83","a seemingly indestructible humanoid cyborg is sent from 2029 to 1984 to assassinate a waitress, whose unborn son will lead humanity in a war against the machines, while a soldier from that war is sent to protect her at all costs.","james cameron","arnold schwarzenegger, linda hamilton, michael biehn, paul winfield",661466,NA
"6",6,"children of the corn",1984,"r",92,"horror, thriller",5.6,"45","a young couple is trapped in a remote town where a dangerous religious cult of children believe everyone over the age of 18 must be killed.","fritz kiersch","peter horton, linda hamilton, r.g. armstrong, john franklin",38917,NA
"7",7,"friday the 13th: the final chapter",1984,"r",91,"horror, thriller",6,NA,"after being mortally wounded and taken to the morgue, murderer jason voorhees spontaneously revives and embarks on a killing spree as he makes his way back to his home at camp crystal lake.","joseph zito","erich anderson, judie aronson, peter barton, kimberly beck",33760,NA
"8",8,"the neverending story",1984,"pg",102,"adventure, drama, family",7.4,"46","a troubled boy dives into a wondrous fantasy world through the pages of a mysterious book.","wolfgang petersen","noah hathaway, barret oliver, tami stronach, gerald mcraney",109126,NA
"9",9,"dune",1984,"pg-13",137,"action, adventure, sci-fi",6.6,NA,"a duke's son leads desert warriors against the galactic emperor and his father's evil nemesis when they assassinate his father and free their desert world from the emperor's rule.","david lynch","kyle maclachlan, virginia madsen, francesca annis, leonardo cimino",103891,NA
"10",10,"indiana jones and the temple of doom",1984,"pg",118,"action, adventure",7.6,"57","after arriving in india, indiana jones is asked by a desperate village to find a mystical stone. he agrees, and stumbles upon a secret cult plotting a terrible plan in the catacombs of an ancient palace.","steven spielberg","harrison ford, kate capshaw, jonathan ke quan, amrish puri",365044,NA
"11",11,"the karate kid",1984,"pg",126,"action, drama, family",7.2,"59","a martial arts master agrees to teach karate to a bullied teenager.","john g. avildsen","ralph macchio, pat morita, elisabeth shue, martin kove",141933,NA
"12",12,"amadeus",1984,"r",160,"biography, drama, history",8.3,"93","the incredible story of wolfgang amadeus mozart, told by his peer and secret rival antonio salieri - now confined to an insane asylum.","milos forman","f. murray abraham, tom hulce, elizabeth berridge, roy dotrice",300959,NA
"13",13,"police academy",1984,"r",96,"comedy",6.7,"41","a group of good-hearted but incompetent misfits enter the police academy, but the instructors there are not going to put up with their pranks.","hugh wilson","steve guttenberg, g.w. bailey, kim cattrall, bubba smith",95700,NA
"14",14,"sixteen candles",1984,"pg",93,"comedy, romance",7.1,"61","a girl's ""sweet"" sixteenth birthday becomes anything but special, as she suffers from every embarrassment possible.","john hughes","molly ringwald, anthony michael hall, justin henry, michael schoeffling",83159,NA
"15",15,"footloose",1984,"pg",107,"drama, music, romance",6.5,"42","a city teenager moves to a small town where rock music and dancing have been banned, and his rebellious spirit shakes up the populace.","herbert ross","kevin bacon, lori singer, john lithgow, dianne wiest",57552,NA
"16",16,"beverly hills cop",1984,"r",105,"action, comedy, crime",7.3,"64","a freewheeling detroit cop pursuing a murder investigation finds himself dealing with the very different culture of beverly hills.","martin brest","eddie murphy, judge reinhold, john ashton, lisa eilbacher",137379,NA
"17",17,"this is spinal tap",1984,"r",82,"comedy, music",8,"85",NA,"rob reiner","rob reiner, michael mckean, christopher guest, kimberly stringer",112466,NA
"18",18,"nineteen eighty-four",1984,"r",113,"drama, sci-fi",7.2,NA,"in a totalitarian future society, a man, whose daily work is re-writing history, tries to rebel by falling in love.","michael radford","john hurt, richard burton, suzanna hamilton, cyril cusack",54585,NA
"19",19,"splash",1984,"pg",111,"comedy, fantasy, romance",6.2,"71","a young man is reunited with a mermaid who saves him from drowning as a boy and falls in love not knowing who/what she is.","ron howard","tom hanks, daryl hannah, eugene levy, john candy",58817,NA
