"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"dante's inferno",1911,NA,68,"adventure, drama, fantasy",7.1,NA,"loosely adapted from dante's divine comedy and inspired by the illustrations of gustav doré the original silent film has been restored and has a new score by tangerine dream.","francesco bertolini, adolfo padovan, giuseppe de liguoro","salvatore papa, arturo pirovano, giuseppe de liguoro, pier delle vigne",1470,NA
"2",2,"den sorte drøm",1911,NA,53,"drama",6.3,NA,"two men of high rank are both wooing the beautiful and famous equestrian acrobat stella. while stella ignores the jeweler hirsch, she accepts count von waldberg's offer to follow her home, ...                see full summary »","urban gad","asta nielsen, valdemar psilander, gunnar helsengreen, emil albes",132,NA
"3",3,"pinocchio",1911,NA,50,"fantasy",5.9,NA,"add a plot","giulio antamoro","polidor, augusto mastripietri, natalino guillaume, lea giunchi",53,NA
"4",4,"oborona sevastopolya",1911,NA,100,"history, war",6.2,NA,"first film ever that was shot by two cameras. set in 1854-1855, in sevastopol and yalta during the crimean war. admirals kornilov (mozzhukhin) and nakhimov (gromov) organize the defense ...                see full summary »","vasili goncharov, aleksandr khanzhonkov","andrej gromov, n. semyonov, olga petrova-zvantseva, ivan mozzhukhin",89,NA
"5",5,"the crusaders",1911,NA,NA,NA,NA,NA,"add a plot","enrico guazzoni","amleto novelli, gianna terribili-gonzales, carlo cattaneo, emilio ghione",9,NA
"6",6,"anna karenina",1911,NA,NA,NA,NA,NA,"countess anna karenina is torn between her lover vronsky, and her husband, count karenin. anna's love to vronsky causes her much pain and social pressure. her passion to vronsky drives anna...                see full summary »","maurice maître","m. sorochtina, m. trojanov, nikolai vasilyev, mamonova",15,NA
"7",7,"the battle of trafalgar",1911,NA,51,NA,NA,NA,"we show lord nelson leaving the admiralty room where he makes his famous speech and then introduce him with his captains giving the details of that wonderful plan of attack which was ...                see full summary »","j. searle dawley",NA,NA,NA
"8",8,"gefährlicher liebeskampf zweier frauen",1911,NA,NA,NA,NA,NA,"add a plot","adolf gärtner",NA,NA,NA
"9",9,"dzieje grzechu",1911,NA,NA,NA,NA,NA,"the teenage girl is first seen confessing and warned about having any impure thoughts or feelings. her family has boarders and one day a young man moves in and they fall in love.","antoni bednarczyk",NA,NA,NA
"10",10,"karadjordje",1911,NA,80,"drama, war",6.7,NA,"this is the oldest found dramatic film from serbia made in 1911. ""karadjordje"" is a biography of a famed leader of a rebellion against the turkish empire in 1804. we can see his whole life ...                see full summary »","ilija stanojevic-cica","jovan antonijevic-djedo, teodora arsenovic, vitomir bogic, mileva bosnjakovic",122,NA
