"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"halloween ii",2009,"r",105,"horror",4.9,"35","laurie strode struggles to come to terms with her brother michael's deadly return to haddonfield, illinois; meanwhile, michael prepares for another reunion with his sister.","rob zombie","scout taylor-compton, tyler mane, malcolm mcdowell, sheri moon zombie",39730,NA
"2",2,"inglourious basterds",2009,"r",153,"adventure, drama, war",8.3,"69","in nazi-occupied france during world war ii, a plan to assassinate nazi leaders by a group of jewish u.s. soldiers coincides with a theatre owner's vengeful plans for the same.","quentin tarantino, eli roth","brad pitt, diane kruger, eli roth, mélanie laurent",996164,NA
"3",3,"avatar",2009,"pg-13",162,"action, adventure, fantasy",7.8,"83","a paraplegic marine dispatched to the moon pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.","james cameron","sam worthington, zoe saldana, sigourney weaver, michelle rodriguez",960076,NA
"4",4,"friday the 13th",2009,"r",97,"horror",5.6,"34","a group of young adults discover a boarded up camp crystal lake, where they soon encounter jason voorhees and his deadly intentions.","marcus nispel","jared padalecki, amanda righetti, derek mears, danielle panabaker",81588,NA
"5",5,"coraline",2009,"pg",100,"animation, family, fantasy",7.7,"80","an adventurous girl finds another world that is a strangely idealized version of her frustrating home, but it has sinister secrets.","henry selick","dakota fanning, teri hatcher, john hodgman, jennifer saunders",162747,NA
"6",6,"saw vi",2009,"r",90,"horror, mystery",6,"30","agent strahm is dead, and fbi agent erickson draws nearer to hoffman. meanwhile, a pair of insurance executives find themselves in another game set by jigsaw.","kevin greutert","tobin bell, costas mandylor, mark rolston, betsy russell",84625,NA
"7",7,"watchmen",2009,"r",162,"action, drama, mystery",7.6,"56","in 1985 where former superheroes exist, the murder of a colleague sends active vigilante rorschach into his own sprawling investigation, uncovering something that could completely change the course of history as we know it.","zack snyder","jackie earle haley, patrick wilson, carla gugino, malin akerman",421029,NA
"8",8,"star trek",2009,"pg-13",127,"action, adventure, sci-fi",8,"82","the brash james t. kirk tries to live up to his father's legacy with mr. spock keeping him in check as a vengeful romulan from the future creates black holes to destroy the federation one planet at a time.","j.j. abrams","chris pine, zachary quinto, simon pegg, leonard nimoy",534612,NA
"9",9,"x-men origins: wolverine",2009,"pg-13",107,"action, adventure, sci-fi",6.7,"40","a look at wolverine's early life, in particular his time with the government squad team x and the impact it will have on his later years.","gavin hood","hugh jackman, liev schreiber, ryan reynolds, danny huston",399959,NA
"10",10,"hannah montana: the movie",2009,"g",102,"comedy, drama, family",4.3,"47","as hannah montana's popularity begins to take over her life, miley stewart, on the urging from her father takes a trip to her hometown of crowley corners, tennessee to get some perspective on what matters in life the most.","peter chelsom","miley cyrus, emily osment, billy ray cyrus, jason earles",34305,NA
"11",11,"up",2009,"pg",96,"animation, adventure, comedy",8.3,"88","seventy-eight year old carl fredricksen travels to paradise falls in his home equipped with balloons, inadvertently taking a young stowaway.","pete docter, bob peterson","edward asner, jordan nagai, john ratzenberger, christopher plummer",748740,NA
"12",12,"zombieland",2009,"r",88,"adventure, comedy, horror",7.7,"73","a shy student trying to reach his family in ohio, a gun-toting tough guy trying to find the last twinkie, and a pair of sisters trying to get to an amusement park join forces to travel across a zombie-filled america.","ruben fleischer","jesse eisenberg, emma stone, woody harrelson, abigail breslin",421788,NA
"13",13,"the human centipede (first sequence)",2009,"r",92,"horror",4.4,"33","a mad scientist kidnaps and mutilates a trio of tourists in order to reassemble them into a human centipede, created by stitching their mouths to each others' rectums.","tom six","dieter laser, ashley c. williams, ashlynn yennie, akihiro kitamura",62454,NA
