"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"pandora's box",1929,"not rated",109,"crime, drama, romance",8,NA,"the rise and inevitable fall of an amoral but naive young woman whose insouciant eroticism inspires lust and violence in those around her.","georg wilhelm pabst","louise brooks, fritz kortner, francis lederer, carl goetz",8052,NA
"2",2,"blackmail",1929,"not rated",85,"crime, thriller",7,NA,"after killing a man in self-defence, a young woman is blackmailed by a witness to the killing.","alfred hitchcock","anny ondra, john longden, sara allgood, charles paton",7773,NA
"3",3,"the broadway melody",1929,"passed",100,"drama, musical, romance",6.2,NA,"a pair of sisters from the vaudeville circuit try to make it big time on broadway, but matters of the heart complicate the attempt.","harry beaumont","bessie love, anita page, charles king, the angeles twins",5032,NA
"4",4,"the wild party",1929,"passed",77,"comedy, drama",6.5,NA,"wild girls at a college pay more attention to parties than their classes. but when one party girl, stella ames, goes too far at a local bar and gets in trouble, her professor has to rescue ...                see full summary »","dorothy arzner","clara bow, fredric march, marceline day, shirley o'hara",314,NA
"5",5,"the cocoanuts",1929,"not rated",96,"comedy, musical",7.2,NA,"during the florida land boom, the marx brothers run a hotel, auction off some land, thwart a jewel robbery, and generally act like themselves.","robert florey, joseph santley","groucho marx, harpo marx, chico marx, zeppo marx",5947,NA
"6",6,"arsenal",1929,"not rated",70,"drama, war",7.4,NA,"set in the bleak aftermath and devastation of the world war i, a recently demobbed soldier, timosh, returns to his hometown kiev, after having survived a train wreck. his arrival coincides ...                see full summary »","aleksandr dovzhenko","semyon svashenko, amvrosi buchma, georgi khorkov, dmitri erdman",1318,NA
"7",7,"queen kelly",1929,"passed",101,"drama",7.8,NA,"a convent girl is abducted and seduced by a prince before being sent off to a brothel in east africa.","erich von stroheim, richard boleslawski","gloria swanson, walter byron, seena owen, sylvia ashton",2804,NA
"8",8,"woman in the moon",1929,"not rated",95,"comedy, drama, romance",7.4,NA,"a tenacious scientist blasts off for the moon in hopes of riches that may be found there.","fritz lang","klaus pohl, willy fritsch, gustav von wangenheim, gerda maurus",2200,NA
"9",9,"piccadilly",1929,"tv-pg",92,"drama, crime",7.3,"89","a young chinese woman, working in the kitchen at a london dance club, is given the chance to become the club's main act which soon leads to a plot of betrayal, forbidden love and murder.","ewald andré dupont","gilda gray, anna may wong, jameson thomas, cyril ritchard",1011,NA
"10",10,"old and new",1929,NA,121,"drama",7.4,NA,"100.000.000 peasants - illiterate, poor, hungry. there comes a day when one woman decides that she can live old life no longer. using ways of new soviet state and industrial progress she changes life and labor of her village.","grigoriy aleksandrov, sergei m. eisenstein","marfa lapkina, m. ivanin, konstantin vasilyev, vasili buzenkov",947,NA
"11",11,"hallelujah",1929,"passed",109,"drama, musical",7,NA,"in a juke joint, sharecropper zeke falls for a beautiful dancer, chick, but she's only setting him up for a rigged craps game. he loses $100, the money he got for the sale of his family's ...                see full summary »","king vidor","daniel l. haynes, nina mae mckinney, william fountaine, harry gray",1228,NA
"12",12,"diary of a lost girl",1929,"not rated",79,"drama",8,NA,"after falling pregnant to a pharmacist and refusing to marry, a young woman is thrown from her home and sent to a scrict girls' reform school.","georg wilhelm pabst","louise brooks, josef rovenský, fritz rasp, andré roanne",3286,NA
"13",13,"the canary murder case",1929,NA,82,"crime, drama, mystery",6.2,NA,"a beautiful showgirl, name ""the canary"" is a scheming nightclub singer. blackmailing is her game and with that she ends up dead. but who killed ""the canary"". all the suspects knew and were ...                see full summary »","malcolm st. clair, frank tuttle","william powell, jean arthur, james hall, louise brooks",383,NA
"14",14,"the love parade",1929,"approved",107,"comedy, musical, romance",7.2,NA,"the queen of mythical sylvania marries a courtier, who finds his new life unsatisfying.","ernst lubitsch","maurice chevalier, jeanette macdonald, lupino lane, lillian roth",1563,NA
"15",15,"girls gone wild",1929,NA,NA,NA,NA,NA,"add a plot","lewis seiler","sue carol, nick stuart, william russell, roy d'arcy",35,NA
"16",16,"bulldog drummond",1929,NA,90,"drama, mystery, thriller",6.6,NA,"a bored wwi veteran helps out a young woman, whose uncle is being held hostage by embezzlers.","f. richard jones","ronald colman, claud allister, lawrence grant, montagu love",636,NA
