"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"the goonies",1985,"pg",114,"adventure, comedy, family",7.8,"60","in order to save their home from foreclosure, a group of misfits set out to find a pirate's ancient valuable treasure.","richard donner","sean astin, josh brolin, jeff cohen, corey feldman",195513,NA
"2",2,"back to the future",1985,"pg",116,"adventure, comedy, sci-fi",8.5,"86","marty mcfly, a 17-year-old high school student, is accidentally sent thirty years into the past in a time-traveling delorean invented by his close friend, the maverick scientist doc brown.","robert zemeckis","michael j. fox, christopher lloyd, lea thompson, crispin glover",822886,NA
"3",3,"fright night",1985,"r",106,"horror, thriller",7.1,NA,"when a teenager learns that his next door neighbour is a vampire, no one will believe him.","tom holland","chris sarandon, william ragsdale, amanda bearse, roddy mcdowall",47730,NA
"4",4,"the breakfast club",1985,"r",97,"comedy, drama",7.9,"62","five high school students meet in saturday detention and discover how they have a lot more in common than they thought.","john hughes","emilio estevez, judd nelson, molly ringwald, ally sheedy",286525,NA
"5",5,"legend",1985,"pg",89,"adventure, fantasy, romance",6.5,"30","a young man must stop the lord of darkness from both destroying daylight and marrying the woman he loves.","ridley scott","tom cruise, mia sara, tim curry, david bennent",50105,NA
"6",6,"clue",1985,"pg",94,"comedy, crime, mystery",7.3,"36","six guests are invited to a strange house and must cooperate with the staff to solve a murder mystery.","jonathan lynn","eileen brennan, tim curry, madeline kahn, christopher lloyd",63006,NA
"7",7,"a nightmare on elm street 2: freddy's revenge",1985,"r",87,"horror, thriller",5.4,NA,"a teenage boy is haunted in his dreams by deceased child murderer freddy krueger, who is out to possess him in order to continue his reign of terror in the real world.","jack sholder","robert englund, mark patton, kim myers, robert rusler",48687,NA
"8",8,"friday the 13th: a new beginning",1985,"r",92,"horror, mystery, thriller",4.8,NA,"still haunted by his past, tommy jarvis - who, as a child, killed jason voorhees - wonders if the serial killer is connected to a series of brutal murders occurring in and around the secluded halfway house where he now lives.","danny steinmann","melanie kinnaman, john shepherd, anthony barrile, suzanne bateman",25505,NA
"9",9,"weird science",1985,"pg-13",94,"comedy, romance, sci-fi",6.6,"46","two high school nerds attempt to create the perfect woman, but she turns out to be more than that.","john hughes","anthony michael hall, ilan mitchell-smith, kelly lebrock, bill paxton",65730,NA
"10",10,"teen wolf",1985,"pg",91,"comedy, fantasy",6,"25","an ordinary high school student discovers that his family has an unusual pedigree when he finds himself turning into a werewolf.","rod daniel","michael j. fox, james hampton, susan ursitti, jerry levine",38153,NA
"11",11,"silver bullet",1985,"r",95,"horror",6.4,"26","a werewolf terrorizes a small city where lives the paralytic marty coslaw, his uncle, and his sister, the story's narrator.","daniel attias","gary busey, everett mcgill, corey haim, megan follows",18631,NA
"12",12,"cocoon",1985,"pg-13",117,"sci-fi",6.7,"65","when a group of trespassing seniors swim in a pool containing alien cocoons, they find themselves energized with youthful vigour.","ron howard","don ameche, wilford brimley, hume cronyn, brian dennehy",48280,NA
"13",13,"mask",1985,"pg-13",120,"biography, drama",7.2,NA,"a teenager with a massive facial skull deformity and biker gang mother attempt to live as normal a life as possible under the circumstances.","peter bogdanovich","cher, eric stoltz, sam elliott, estelle getty",22096,NA
"14",14,"st. elmo's fire",1985,"r",110,"drama, romance",6.4,NA,"a group of friends, just out of college, struggle with adulthood.","joel schumacher","demi moore, rob lowe, andrew mccarthy, emilio estevez",29990,NA
"15",15,"the return of the living dead",1985,"r",91,"comedy, horror",7.3,NA,"when two bumbling employees at a medical supply warehouse accidentally release a deadly gas into the air, the vapors cause the dead to rise again as zombies.","dan o'bannon","clu gulager, james karen, don calfa, thom mathews",43850,NA
