"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"the passion of joan of arc",1928,"not rated",114,"biography, drama, history",8.2,NA,"in 1431, jeanne d'arc is placed on trial on charges of heresy. the ecclesiastical jurists attempt to force jeanne to recant her claims of holy visions.","carl theodor dreyer","maria falconetti, eugene silvain, andré berley, maurice schutz",30842,NA
"2",2,"the man who laughs",1928,"not rated",110,"drama, horror, mystery",7.8,NA,"when a proud noble refuses to kiss the hand of the despotic king james in 1690, he is cruelly executed and his son surgically disfigured.","paul leni","mary philbin, conrad veidt, julius molnar, olga baclanova",4160,NA
"3",3,"october (ten days that shook the world)",1928,NA,95,"drama, history",7.5,NA,"in documentary style, events in petrograd are re-enacted from the end of the monarchy in february of 1917 to the end of the provisional government and the decrees of peace and of land in ...                see full summary »","grigoriy aleksandrov, sergei m. eisenstein","boris livanov, nikolay popov, vasili nikandrov, layaschenko",5549,NA
"4",4,"the circus",1928,"unrated",72,"comedy, romance",8.1,NA,"the tramp finds work and the girl of his dreams at a circus.","charles chaplin","charles chaplin, merna kennedy, al ernest garcia, harry crocker",20428,NA
"5",5,"the crowd",1928,"not rated",98,"drama, romance",8,NA,"the life of a man and woman together in a large, impersonal metropolis through their hopes, struggles and downfalls.","king vidor","eleanor boardman, james murray, bert roach, estelle clark",6149,NA
"6",6,"lilac time",1928,NA,80,"drama, romance, war",8.1,NA,"all of those handsome young men in their flying machines are billeted in a field next to the widow berthelot's farmhouse in france. her daughter jeannine is curious about the young men ...                see full summary »","george fitzmaurice, frank lloyd","colleen moore, gary cooper, eugenie besserer, burr mcintosh",568,NA
"7",7,"steamboat bill, jr.",1928,"not rated",70,"action, comedy, drama",8,NA,"the effete son of a cantankerous riverboat captain comes to join his father's crew.","charles reisner, buster keaton","buster keaton, tom mcguire, ernest torrence, tom lewis",10443,NA
"8",8,"la chute de la maison usher",1928,NA,63,"horror",7.4,NA,"allan visits the sinister usher family mansion, where his friend roderick is painting a portrait of his sickly wife madeline. the portrait seems to be draining the life out of madeline, slowly leading to her death.","jean epstein","jean debucourt, marguerite gance, charles lamy, fournez-goffard",2676,NA
"9",9,"beggars of life",1928,NA,100,"adventure, drama",7.9,NA,"after killing her treacherous step-father, a girl tries to escape the country with a young vagabond. she dresses as a boy, they hop freight trains, quarrel with a group of hobos, and steal ...                see full summary »","william a. wellman","wallace beery, louise brooks, richard arlen, blue washington",657,NA
"10",10,"easy virtue",1928,"not rated",80,"romance, thriller",5.7,NA,"a recently divorced woman hides her scandalous past from her new husband and his family.","alfred hitchcock","isabel jeans, franklin dyall, eric bransby williams, ian hunter",2040,NA
"11",11,"laugh, clown, laugh",1928,"passed",73,"drama",7.7,NA,"a professional clown and a self-indulgent count learn to help each other with their problems, but then become romantic rivals.","herbert brenon","lon chaney, bernard siegel, loretta young, cissy fitzgerald",1497,NA
"12",12,"the last command",1928,"not rated",88,"drama, history, romance",8,NA,"a former imperial russian general and cousin of the czar ends up in hollywood as an extra in a movie directed by a former revolutionary.","josef von sternberg","emil jannings, evelyn brent, william powell, jack raymond",2589,NA
