"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"hocus pocus",1993,"pg",96,"comedy, family, fantasy",6.8,NA,"after three centuries, three witch sisters are resurrected in salem, massachusetts on halloween night, and it is up to two teenagers, a young girl, and an immortal cat to put an end to their reign of terror once and for all.","kenny ortega","bette midler, sarah jessica parker, kathy najimy, omri katz",70015,NA
"2",2,"the nightmare before christmas",1993,"pg",76,"animation, family, fantasy",8,NA,"jack skellington, king of halloween town, discovers christmas town, but his attempts to bring christmas to his home cause confusion.","henry selick","danny elfman, chris sarandon, catherine o'hara, william hickey",245074,NA
"3",3,"dazed and confused",1993,"r",102,"comedy",7.7,"78","the adventures of high school and junior high students on the last day of school in may 1976.","richard linklater","jason london, wiley wiggins, matthew mcconaughey, rory cochrane",134559,NA
"4",4,"addams family values",1993,"pg-13",94,"comedy, fantasy",6.6,"62","a comical gothic horror-movie-type family tries to rescue their beloved uncle from his gold-digging new love.","barry sonnenfeld","anjelica huston, raul julia, christopher lloyd, joan cusack",63181,NA
"5",5,"schindler's list",1993,"r",195,"biography, drama, history",8.9,"93","in german-occupied poland during world war ii, oskar schindler gradually becomes concerned for his jewish workforce after witnessing their persecution by the nazi germans.","steven spielberg","liam neeson, ralph fiennes, ben kingsley, caroline goodall",963307,NA
"6",6,"the sandlot",1993,"pg",101,"comedy, drama, family",7.8,NA,"in the summer of 1962, a new kid in town is taken under the wing of a young baseball prodigy and his rowdy team, resulting in many adventures.","david mickey evans","tom guiry, mike vitar, art lafleur, patrick renna",63797,NA
"7",7,"jurassic park",1993,"pg-13",127,"adventure, sci-fi, thriller",8.1,"68","during a preview tour, a theme park suffers a major power breakdown that allows its cloned dinosaur exhibits to run amok.","steven spielberg","sam neill, laura dern, jeff goldblum, richard attenborough",690459,NA
"8",8,"true romance",1993,"r",120,"crime, drama, romance",7.9,"57","in detroit, a lonely pop culture geek marries a call girl, steals cocaine from her pimp, and tries to sell it in hollywood. meanwhile, the owners of the cocaine - the mob - track them down in an attempt to reclaim it.","tony scott","christian slater, patricia arquette, dennis hopper, val kilmer",175398,NA
"9",9,"rudy",1993,"pg",114,"biography, drama, sport",7.5,NA,"rudy has always been told that he was too small to play college football. but he is determined to overcome the odds and fulfill his dream of playing for notre dame.","david anspaugh","sean astin, jon favreau, ned beatty, greta lind",45983,NA
"10",10,"leprechaun",1993,"r",92,"comedy, fantasy, horror",4.7,NA,"an evil, sadistic leprechaun goes on a killing rampage in search of his beloved pot of gold.","mark jones","warwick davis, jennifer aniston, ken olandt, mark holton",18829,NA
"11",11,"robin hood: men in tights",1993,"pg-13",104,"adventure, comedy, musical",6.7,"44","a spoof of robin hood in general and robin hood: prince of thieves (1991) in particular.","mel brooks","cary elwes, richard lewis, roger rees, amy yasbeck",98732,NA
"12",12,"groundhog day",1993,"pg",101,"comedy, fantasy, romance",8,"72","a weatherman finds himself inexplicably living the same day over and over again.","harold ramis","bill murray, andie macdowell, chris elliott, stephen tobolowsky",487161,NA
