"","link","synopsis","summaries"
"1","http://www.imdb.com/title/tt0006864/plotsummary?ref_=tt_stry_pl#synopsis","Griffith's design for this film is to juxtapose four stories from different periods of history that illustrate ""Love's struggle throughout the ages."" These include a selection of events from the life of Jesus; a tale from ancient Babylon, whose king is betrayed by those who resent his rejection of religious sectarianism; the story of the St. Bartholomew's Day Massacre of French Protestants by King Charles the IX of France on the perfidious advice of his mother; and a modern story in which a young boy, wrongly convicted of the murder of a companion, is rescued from execution at the last minute by the intervention of his beloved, who gains a pardon from the governor. These stories are not presented in series. Instead, Griffith cuts from one to another and often introduces suspenseful crosscutting with the stories as well.","
    
                    Intolerance and its terrible effects are examined in four historical eras. In ancient Babylon, a mountain girl is caught up in the religious rivalry that leads to the city's downfall. In Judea, the hypocritical Pharisees condemn Jesus Christ. In 1572 Paris, unaware of the impending St. Bartholomew's Day Massacre, two young Huguenots prepare for marriage. Finally, in modern America, social reformers destroy the lives of a young woman and her beloved.
                        
                            —Erik Gregersen 
                        
                
                
                    Four parallel stories of intolerance through the ages - most specifically ancient Babylon, the era of Christ's uprising, the French Renaissance during the reign of Charles IX and his mother Catherine de Medici, and present day - are presented. That intolerance is solely because of social groupings as opposed to the people as individuals. Each story tells of the group in power who use that power to quash a popular uprising - usually with violence - and the affect that it has on a young couple who just want to live largely in peace. The movie moves from story to story, cutting from one to another during moments similar to the two stories. But overriding the entire proceeding is the Eternal Mother, who is seen rocking the cradle of the human race.
                        
                            —Huggo
                        
                
                
                    Four tales from director D.W. Griffith show how intolerance and hatred have affected mankind through the ages. In the first tale a young girl, the Dear One and her father are forced to move to the city after he loses his job at a local mill. The dear One faces a hard life after her husband is falsely convicted.In the second tale, the Pharisees ignore Jesus Christ's message of love and protection and refuse to help him. In the third tale, a young Huguenot couple, Brown Eye and Prosper Latour, prepare for their wedding in 1572 Paris unaware of the plans to eliminate the Protestant sect. Finally, the last story looks at a young mountain girl of ancient Babylon in 539 B.C. who falls in love.
                        
                            —garykmcd
                        
                
                
                    The story of a poor young woman, separated by prejudice from her husband and baby, is interwoven with tales of intolerance from throughout history.
                        
                            —Shannon Patrick Sullivan 
                        
                
    Spoilers
    
            
            The synopsis below may give away important plot points.
    
    Synopsis
    Griffith's design for this film is to juxtapose four stories from different periods of history that illustrate ""Love's struggle throughout the ages."" These include a selection of events from the life of Jesus; a tale from ancient Babylon, whose king is betrayed by those who resent his rejection of religious sectarianism; the story of the St. Bartholomew's Day Massacre of French Protestants by King Charles the IX of France on the perfidious advice of his mother; and a modern story in which a young boy, wrongly convicted of the murder of a companion, is rescued from execution at the last minute by the intervention of his beloved, who gains a pardon from the governor. These stories are not presented in series. Instead, Griffith cuts from one to another and often introduces suspenseful crosscutting with the stories as well.
    
        See also"
"2","http://www.imdb.com/title/tt0006568/plotsummary?ref_=tt_stry_pl#synopsis",NA,"
    
                    A sultan agrees to help an wicked witch destroy a mysterious young lady, if the witch will bring his young son back from the dead with magic.
                        
                            —ironhorseiv
                        
                
    Synopsis
    
                "
"3","http://www.imdb.com/title/tt0006333/plotsummary?ref_=tt_stry_pl#synopsis",NA,"
    
                    Captain Nemo has built a fantastic submarine for his mission of revenge. He has traveled over 20,000 leagues in search of Charles Denver - a man who caused the death of Princess Daaker. Seeing what he had done, Denver took the daughter to his yacht and sailed away. He abandoned her and a sailor on a mysterious island and has come back after all these years to see if she is still alive and if the nightmares he has will stop. The daughter has been found by five survivors of a Union Army Balloon that crashed near the island. At sea, Professor Aronnax was aboard the ship 'Abraham Lincoln' when Nemo rammed it and threw the Professor, his daughter and two others into the water. Prisoners at first, they are now treated as guests to view the underwater world and to hunt under the waves. Nemo will also tells them about the Nautilus and the revenge that has driven him for all these years.
                        
                            —Tony Fontana 
                        
                
    Synopsis
    
                "
"4","http://www.imdb.com/title/tt0006703/plotsummary?ref_=tt_stry_pl#synopsis",NA,"
    
                    When a judge is financially ruined by Peter Brownley, a Wall Street millionaire, his daughter seeks revenge by getting a job in the tycoon's office. She manages to discover information that she believes her father can use to recover his swindled money and do to Peter what he did to her father. However, she meets and falls in love with Robert, the son of the man who ruined her father. Complications ensue.
                        
                            —frankfob2@yahoo.com
                        
                
    Synopsis
    
                "
"5","http://www.imdb.com/title/tt0006437/plotsummary?ref_=tt_stry_pl#synopsis",NA," for this title yet. Be the first to contribute! Just click the ""Edit page"" button at the bottom of the page or learn more in the Plot Summary submission guide.
            
    Synopsis
    
                "
"6","http://www.imdb.com/title/tt0007558/plotsummary?ref_=tt_stry_pl#synopsis",NA,"
    
                    While prosecuting a physician for the death of a client after an abortion, the district attorney discovers that his wife helped her society friends and the daughter of her maid obtain and pay for abortions from the physician (and was perhaps herself also a client.)
                        
                            —Anonymous
                        
                
                
                    A District Attorney's outspoken stand on abortion gets him in trouble with the local community.
                        
                            —
                        
                
    Synopsis
    
                "
"7","http://www.imdb.com/title/tt0418056/plotsummary?ref_=tt_stry_pl#synopsis",NA," for this title yet. Be the first to contribute! Just click the ""Edit page"" button at the bottom of the page or learn more in the Plot Summary submission guide.
            
    Synopsis
    
                "
"8","http://www.imdb.com/title/tt0007338/plotsummary?ref_=tt_stry_pl#synopsis",NA,"
    
                    When a couple of swindlers hold young Alice Faulkner against her will in order to discover the whereabouts of letters which could spell scandal for the royal family, Sherlock Holmes is on the case.
                        
                            —cupcakes
                        
                
    Synopsis
    
                "
"9","http://www.imdb.com/title/tt0008150/plotsummary?ref_=tt_stry_pl#synopsis",NA,"
    
                    John Trent, a World War I British officer, finds an ancient sword in his trench bunker just prior to volunteering for what will amount to a suicide mission the next day. That night he is visited by the spirit of Joan of Arc and is transported back to the 15th Century. Joan's career begins when, as a peasant girl, she meets Trent's ancestor, also an English soldier, fighting for the Burgundians. After Trent is captured, Joan is brought to the attention of the beleaguered Dauphin, heir to the French throne, who cannot be crowned because the English hold the royal city of Orleans. The weak Dauphin is impressed by her vision and apparently heaven-sent powers which border on the supernatural and ultimately gives her command of the armies. She is victorious at Orleans and the new King is crowned. Joan resists Trent's entreaties of love and continues her struggle to free the rest of her country from English occupation. Sinister forces, both English and French, conspire against her and she is captured. Tortured and condemned, she dies at the stake but never loses her faith and vision.
                        
                            —Gabe Taverney (duke1029@aol.com)
                        
                
                
                    A WWI English officer is inspired the night before a dangerous mission by a vision of Joan of Arc, whose story he relives.
                        
                            —Gabe Taverney Taverney (duke1029@aol.com)
                        
                
    Synopsis
    
                "
"10","http://www.imdb.com/title/tt0006958/plotsummary?ref_=tt_stry_pl#synopsis",NA,"
    
                    Mary Lane and her cousin Claiborne want to sell some land left to them by their family. Real-estate agent Roland Manning falls in love with her, and prepares a deal that will make money for both of them. However, shady land speculator Wade Dempster plots to get Claiborne drunk and swindle him out of the land. In order to get the honest Roland out of the way, he has him framed for a murder that Wade himself committed. Things look hopeless for Roland.
                        
                            —frankfob2@yahoo.com
                        
                
    Synopsis
    
                "
