"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"the life of moses",1909,NA,NA,NA,NA,NA,"the persecution of the children of israel by the egyptians. now there arose up a new king in egypt. and he said unto his people. behold, the people of the children of israel are more and ...                see full synopsis »","j. stuart blackton","pat hartigan, julia arthur, william humphrey, charles kent",26,NA
"2",2,"gøngehøvdingen",1909,NA,NA,NA,NA,NA,"add a plot","carl alstrup","aage brandt, n. eiberg, solborg fjeldsøe rasmussen, jørgen lund",6,NA
"3",3,"locura de amor",1909,NA,NA,NA,NA,NA,"add a plot","ricardo de baños, alberto marro","josé argelagués, joaquín carrasco, josé durany, elvira fremont",5,NA
"4",4,"les heures - épisode 4: le soir, la nuit",1909,NA,NA,NA,NA,NA,"add a plot","louis feuillade","alice tissot, renée carl, christiane mandelys, maurice vinot",6,NA
"5",5,"i tre moschettieri",1909,NA,NA,NA,NA,NA,"add a plot","mario caserini","maria caserini, fanny deslisles",6,NA
"6",6,"fabricación del corcho en sant feliu de guixols",1909,NA,NA,NA,NA,NA,"add a plot",NA,NA,NA,NA
"7",7,"the snowman",1909,NA,NA,NA,NA,NA,"add a plot","georges monca","renée pré, rené leprince",5,NA
"8",8,"une femme pour deux maris",1909,NA,NA,NA,NA,NA,"add a plot","étienne arnaud",NA,NA,NA
"9",9,"le fou",1909,NA,NA,NA,NA,NA,"add a plot","louis feuillade",NA,NA,NA
"10",10,"les heures - épisode 2: le matin, le jour",1909,NA,NA,NA,NA,NA,"add a plot","louis feuillade","alice tissot, renée carl, christiane mandelys, maurice vinot",6,NA
"11",11,"un día en xochimilco",1909,NA,NA,NA,NA,NA,"add a plot",NA,NA,NA,NA
"12",12,"le songe d'une nuit d'été",1909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",13,"marin faliero doge di venezia",1909,NA,NA,NA,NA,NA,"add a plot","giuseppe de liguoro","giuseppe de liguoro, salvatore papa, arturo pirovano",7,NA
"14",14,"count ugolini",1909,NA,NA,NA,NA,NA,"add a plot","giuseppe de liguoro","giuseppe de liguoro",12,NA
"15",15,"la bocana de mar chica",1909,NA,NA,NA,NA,NA,"documentary about the spanish war in africa.",NA,NA,NA,NA
"16",16,"les heures - épisode 3: midi, la vesprée, le crépuscule",1909,NA,NA,NA,NA,NA,"add a plot","louis feuillade","alice tissot, renée carl, christiane mandelys, maurice vinot",9,NA
"17",17,"a sakkjáték örültje",1909,NA,NA,NA,NA,NA,"add a plot",NA,NA,NA,NA
"18",18,"el blocao velarde",1909,NA,NA,NA,NA,NA,"documentary about the spanish war in africa.",NA,NA,NA,NA
"19",19,"fiesta de toros",1909,NA,NA,NA,NA,NA,"add a plot",NA,NA,NA,NA
"20",20,"andreas hofer",1909,NA,NA,NA,NA,NA,"add a plot","rudolf biebrach","henny porten",5,NA
"21",21,"before and after",1909,NA,NA,NA,NA,NA,NA,NA,"max linder, marguerite montavon, léonie richard",7,NA
