"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"house on haunted hill",1959,"unrated",75,"horror, mystery",6.9,NA,"a millionaire offers $10,000 to five people who agree to be locked in a large, spooky, rented house overnight with him and his wife.","william castle, rosemary horvath","vincent price, carol ohmart, richard long, alan marshal",17958,NA
"2",2,"some like it hot",1959,"not rated",121,"comedy, romance",8.3,"97","when two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.","billy wilder","marilyn monroe, tony curtis, jack lemmon, george raft",194573,NA
"3",3,"ben-hur",1959,"g",212,"adventure, drama, history",8.1,"90","when a jewish prince is betrayed and sent into slavery by a roman friend, he regains his freedom and comes back for revenge.","william wyler","charlton heston, jack hawkins, stephen boyd, haya harareet",179478,NA
"4",4,"north by northwest",1959,"not rated",136,"action, adventure, mystery",8.4,NA,"a hapless new york advertising executive is mistaken for a government agent by a group of foreign spies, and is pursued across the country while he looks for a way to survive.","alfred hitchcock","cary grant, eva marie saint, james mason, jessie royce landis",242014,NA
"5",5,"sleeping beauty",1959,"approved",75,"animation, family, fantasy",7.3,NA,"after being snubbed by the royal family, a malevolent fairy places a curse on a princess which only a prince can break, along with the help of three good fairies.","clyde geronimi","mary costa, bill shirley, eleanor audley, verna felton",110812,NA
"6",6,"imitation of life",1959,"not rated",125,"drama",7.9,NA,"an aspiring actress befriends a black widow, but trouble arises when the latter is rejected by her daughter, who tries to pass for white.","douglas sirk","lana turner, john gavin, sandra dee, susan kohner",12021,NA
"7",7,"anatomy of a murder",1959,"not rated",160,"crime, drama, mystery",8.1,NA,"in a murder trial, the defendant says he suffered temporary insanity after the victim raped his wife. what is the truth, and will he win his case?","otto preminger","james stewart, lee remick, ben gazzara, arthur o'connell",49896,NA
"8",8,"rio bravo",1959,"not rated",141,"action, drama, western",8,NA,"a small-town sheriff in the american west enlists the help of a cripple, a drunk, and a young gunfighter in his efforts to hold in jail the brother of the local bad guy.","howard hawks","john wayne, dean martin, ricky nelson, angie dickinson",46553,NA
"9",9,"the 400 blows",1959,"not rated",99,"crime, drama",8.1,NA,"moving story of a young boy who, left without attention, delves into a life of petty crime.","françois truffaut","jean-pierre léaud, albert rémy, claire maurier, guy decomble",79054,NA
"10",10,"plan 9 from outer space",1959,"unrated",79,"horror, sci-fi",4,NA,"aliens resurrect dead humans as zombies and vampires to stop humanity from creating the solaranite (a sort of sun-driven bomb).","edward d. wood jr.","gregory walcott, tom keene, mona mckinnon, duke moore",31531,NA
"11",11,"the mummy",1959,"unrated",88,"adventure, horror",6.8,NA,"in 1895, british archaeologists find and open the tomb of egyptian princess ananka with nefarious consequences.","terence fisher","peter cushing, christopher lee, yvonne furneaux, eddie byrne",6191,NA
"12",12,"the bat",1959,"approved",80,"horror, thriller, mystery",6.1,NA,"a crazed killer known as ""the bat"" is on the loose in a mansion full of people.","crane wilbur","vincent price, agnes moorehead, gavin gordon, john sutton",3138,NA
"13",13,"journey to the center of the earth",1959,"approved",132,"adventure, family, fantasy",7.1,NA,"an edinburgh professor and assorted colleagues follow an explorer's trail down an extinct icelandic volcano to the earth's center.","henry levin","james mason, pat boone, arlene dahl, diane baker",12706,NA
"14",14,"the tingler",1959,"not rated",82,"horror",6.7,NA,"an obsessed pathologist discovers and captures a parasitic creature that grows when fear grips its host.","william castle","vincent price, judith evelyn, darryl hickman, patricia cutts",5715,NA
"15",15,"suddenly, last summer",1959,"unrated",114,"drama, mystery, thriller",7.7,NA,"the only son of wealthy widow violet venable dies while on vacation with his cousin catherine. what the girl saw was so horrible that she went insane; now mrs. venable wants catherine lobotomized to cover up the truth.","joseph l. mankiewicz","elizabeth taylor, katharine hepburn, montgomery clift, albert dekker",11350,NA
"16",16,"the horse soldiers",1959,"approved",120,"adventure, romance, war",7.2,NA,"in 1863, a union outfit is sent behind confederate lines in mississippi to destroy enemy railroads but a captive southern belle and the unit's doctor cause frictions within ranks.","john ford","john wayne, william holden, constance towers, judson pratt",7492,NA
"17",17,"the diary of anne frank",1959,"approved",180,"biography, drama, family",7.4,NA,"harrowing story of a young jewish girl who, with her family and their friends, is forced into hiding in an attic in nazi-occupied amsterdam.","george stevens","millie perkins, shelley winters, joseph schildkraut, richard beymer",10134,NA
"18",18,"on the beach",1959,"approved",134,"drama, romance, sci-fi",7.3,NA,"after a global nuclear war, the residents of australia must come to terms with the fact that all life will be destroyed in a matter of months.","stanley kramer","gregory peck, ava gardner, fred astaire, anthony perkins",10139,NA
"19",19,"warlock",1959,"approved",122,"western",7.3,NA,"a famous gunman becomes the marshal of warlock to end a gang's rampages, but is met with some opposition by a former gang member turned deputy sheriff who wants to follow only legal methods.","edward dmytryk","richard widmark, henry fonda, anthony quinn, dorothy malone",4091,NA
"20",20,"hiroshima mon amour",1959,"not rated",90,"drama, romance",8,NA,"a french actress filming an anti-war film in hiroshima has an affair with a married japanese architect as they share their differing perspectives on war.","alain resnais","emmanuelle riva, eiji okada, stella dassas, pierre barbaud",21953,NA
"21",21,"darby o'gill and the little people",1959,"approved",93,"adventure, family, fantasy",7.2,NA,"a wily old codger matches wits with the king of the leprechauns and helps play matchmaker for his daughter and the strapping lad who has replaced him as caretaker.","robert stevenson","albert sharpe, janet munro, sean connery, jimmy o'dea",5643,NA
"22",22,"sapphire",1959,"not rated",92,"crime, drama, mystery",7.2,NA,"the murder of a young woman in london exposes deep racial tensions and prejudices inherent in the area.","basil dearden","nigel patrick, yvonne mitchell, michael craig, paul massie",834,NA
"23",23,"pillow talk",1959,"approved",102,"comedy, romance",7.5,NA,"a man and a woman who share a party line cannot stand each other, but he has fun romancing her with his voice disguised.","michael gordon","rock hudson, doris day, tony randall, thelma ritter",12364,NA
"24",24,"alive and kicking",1959,NA,94,"comedy",7.1,NA,"three elderly ladies tire of living in an old people's home and when they heard that they are about to be separated, they make a bid for freedom. they escape to an island off the irish ...                see full summary »","cyril frankel","sybil thorndike, kathleen harrison, estelle winwood, stanley holloway",101,NA
"25",25,"gidget",1959,"not rated",95,"comedy",6.7,NA,"a young girl discovers surfing and love (in that order) during one transitive summer.","paul wendkos","sandra dee, james darren, cliff robertson, arthur o'connell",2535,NA
"26",26,"the hound of the baskervilles",1959,"approved",87,"horror, mystery",7,NA,"when a nobleman is threatened by a family curse on his newly inherited estate, detective sherlock holmes is hired to investigate.","terence fisher","peter cushing, andré morell, christopher lee, marla landi",7438,NA
"27",27,"operation petticoat",1959,"approved",124,"comedy, romance, war",7.3,NA,"during world war ii, a commander finds himself stuck with a decrepit (and pink) submarine, a con man executive officer, and a group of army nurses.","blake edwards","cary grant, tony curtis, joan o'brien, dina merrill",10155,NA
"28",28,"the nun's story",1959,"not rated",149,"drama",7.6,NA,"after leaving a wealthy belgian family to become a nun, sister luke struggles with her devotion to her vows during crisis, disappointment, and world war ii.","fred zinnemann","audrey hepburn, peter finch, edith evans, peggy ashcroft",7693,NA
"29",29,"the indian tomb",1959,NA,102,"adventure, romance",6.8,NA,"a german architect runs away with the maharajah of eschnapur's fiancee but is caught and thrown in the dungeon, while his relatives arrive from europe looking for him and the maharajah's brother is scheming to usurp the throne.","fritz lang","debra paget, paul hubschmid, walther reyer, claus holm",1690,NA
"30",30,"compulsion",1959,"approved",103,"biography, crime, drama",7.5,NA,"two wealthy law-school students go on trial for murder in this version of the leopold-loeb case.","richard fleischer","orson welles, dean stockwell, diane varsi, bradford dillman",4652,NA
"31",31,"ride lonesome",1959,"not rated",73,"drama, western",7.3,NA,"a bounty hunter escorts a killer to town to be hanged, but is allowing the man's outlaw brother to catch up with him, for a showdown over a shocking previous murder.","budd boetticher","randolph scott, karen steele, pernell roberts, james best",3310,NA
"32",32,"the best of everything",1959,"approved",121,"drama, romance",6.4,NA,"an expose of the lives and loves of madison avenue working girls and their higher ups.","jean negulesco","hope lange, stephen boyd, suzy parker, martha hyer",1398,NA
"33",33,"a summer place",1959,"approved",130,"drama, romance",7,NA,"a self-made businessman rekindles a romance with a former flame while their two teenage children begin a romance of their own with drastic consequences for both couples.","delmer daves","richard egan, dorothy mcguire, sandra dee, arthur kennedy",2335,NA
"34",34,"the giant behemoth",1959,"not rated",80,"drama, fantasy, horror",5.8,NA,"marine atomic tests cause changes in the ocean's ecosystem resulting in dangerous blobs of radiation and the resurrection of a dormant dinosaur that threatens london.","douglas hickox, eugène lourié","gene evans, andré morell, john turner, leigh madison",1602,NA
"35",35,"serious charge",1959,NA,99,"drama",6.4,NA,"howard phillips, a vicar who's new in the town of bellington, wants to reach out to youth. the previous vicar's daughter, hester peters, who fears being a spinster, wants to be his wife. he...                see full summary »","terence young","anthony quayle, sarah churchill, andrew ray, irene browne",117,NA
"36",36,"solomon and sheba",1959,"not rated",141,"drama, history, romance",6.2,NA,"after becoming king of ancient israel, solomon faces threats coming from his jealous dispossessed brother adonijah, the egyptian pharaoh and the scheming queen of sheba.","king vidor","yul brynner, gina lollobrigida, george sanders, marisa pavan",2273,NA
"37",37,"edge of eternity",1959,"approved",80,"crime, drama, mystery",6.3,NA,"in the 1950s, arizona deputy sheriff les martin is pressured by his community to solve a string of mysterious murders around a mining ghost town in grand canyon.","don siegel","cornel wilde, victoria shaw, mickey shaughnessy, edgar buchanan",505,NA
"38",38,"pickpocket",1959,"not rated",76,"crime, drama",7.8,NA,"michel is released from jail after serving a sentence for thievery. his mother dies and he resorts to pickpocketing as a means of survival.","robert bresson","martin lasalle, marika green, jean pélégri, dolly scal",15079,NA
"39",39,"green mansions",1959,"not rated",104,"adventure, drama, romance",5.6,NA,"a young man in the jungles of venezuela meets a strange girl of the forest and falls in love with her.","mel ferrer","audrey hepburn, anthony perkins, lee j. cobb, sessue hayakawa",1728,NA
"40",40,"der tiger von eschnapur",1959,NA,101,"adventure, drama, romance",6.8,NA,"in eschnapur, a local maharajah and a german architect fall in-love with the same temple dancer.","fritz lang","debra paget, paul hubschmid, walther reyer, claus holm",1855,NA
"41",41,"black orpheus",1959,"pg",100,"drama, fantasy, music",7.5,"81","a retelling of the orpheus and eurydice myth, set during the time of the carnaval in rio de janeiro.","marcel camus","breno mello, marpessa dawn, lourdes de oliveira, léa garcia",7801,NA
"42",42,"pork chop hill",1959,"approved",97,"war, drama, action",7.1,NA,"during the korean war peace talks, u.s. troops fight to retake a hill from the communist chinese forces.","lewis milestone","gregory peck, harry guardino, rip torn, george peppard",3543,NA
"43",43,"li'l abner",1959,"approved",114,"comedy, musical, family",6.7,NA,"as sadie hawkins day approaches, daisy mae hopes to win the hand of li'l abner by catching him in the traditional race. a senator comes to visit to tell the residents of dogpatch that their...                see full summary »","melvin frank","leslie parrish, stubby kaye, peter palmer, howard st. john",1094,NA
"44",44,"room at the top",1959,NA,115,"drama, romance",7.7,NA,"an ambitious young accountant plots to wed a wealthy factory owner's daughter, despite falling in love with a married older woman.","jack clayton","laurence harvey, simone signoret, heather sears, donald wolfit",4034,NA
"45",45,"shadows",1959,"pg",87,"drama, romance",7.4,NA,"cassavetes' jazz-scored improvisational film explores interracial friendships and relationships in beat-era (1950s) new york city.","john cassavetes","ben carruthers, lelia goldoni, hugh hurd, anthony ray",7937,NA
"46",46,"the shaggy dog",1959,"approved",104,"family, comedy, fantasy",6.5,NA,"a teenage boy is cursed with periodically turning into an sheepdog.","charles barton","fred macmurray, jean hagen, tommy kirk, annette funicello",3438,NA
"47",47,"a bucket of blood",1959,"approved",66,"comedy, crime, horror",6.8,NA,"a dim-witted busboy finds acclaim as an artist for a plaster-covered dead cat that is mistaken as a skillful statuette. the desire for more praise soon leads to an increasingly deadly series of works.","roger corman","dick miller, barboura morris, antony carbone, julian burton",4456,NA
"48",48,"the killer shrews",1959,"not rated",69,"horror, sci-fi",3.8,NA,"on an isolated island, a small group of people are terrorized by giant voracious shrews in the midst of a hurricane.","ray kellogg","james best, ingrid goude, ken curtis, gordon mclendon",3657,NA
"49",49,"teenagers from outer space",1959,"not rated",86,"horror, sci-fi",3.6,NA,"a young alien and a teenage earthling fall in love, and plot to stop the alien's race from using earth as a food-breeding ground for giant lobsters from their planet.","tom graeff","david love, dawn bender, bryan grant, harvey b. dunn",2627,NA
"50",50,"return of the fly",1959,"approved",80,"drama, fantasy, horror",5.7,NA,"philippe delambre, the now-adult son of ""the fly"", does some transportation experimentation of his own.","edward bernds","vincent price, brett halsey, david frankham, john sutton",3478,NA
"51",51,"our man in havana",1959,"not rated",111,"comedy, crime, drama",7.3,NA,"jim wormold, who is a vacuum cleaner salesman, participates as an agent in the british secret service. but he soon realizes that his plans by lying are going to get him into trouble.","carol reed","alec guinness, maureen o'hara, burl ives, ernie kovacs",3819,NA
"52",52,"the human condition i: no greater love",1959,"not rated",208,"drama, war",8.6,NA,"a japanese pacifist, unable to face the dire consequences of conscientious objection, is transformed by his attempts to compromise with the demands of war-time japan.","masaki kobayashi","tatsuya nakadai, michiyo aratama, chikage awashima, ineko arima",4364,NA
"53",53,"no name on the bullet",1959,"passed",77,"western",7.3,NA,"when hired killer john gant rides into lordsburg, the town's folk become paranoid as each leading citizen has enemies capable of using the services of a professional killer for personal revenge.","jack arnold","audie murphy, charles drake, joan evans, virginia grey",1492,NA
"54",54,"never so few",1959,"approved",125,"drama, war",5.9,NA,"during ww2, the american o.s.s. mounts covert operations against the japanese army in the jungles of burma.","john sturges","frank sinatra, gina lollobrigida, peter lawford, steve mcqueen",2419,NA
"55",55,"a hole in the head",1959,"approved",120,"comedy",6.4,NA,"an impractical widower tries to hang onto his miami hotel and his 12-year-old son.","frank capra","frank sinatra, edward g. robinson, eleanor parker, carolyn jones",1912,NA
"56",56,"the wasp woman",1959,"not rated",63,"horror, sci-fi",4.6,NA,"a cosmetics queen develops a youth formula from jelly taken from queen wasps, failing to anticipate the typical hoary side effects.","roger corman, jack hill","susan cabot, anthony eisley, barboura morris, william roerick",3000,NA
"57",57,"ten seconds to hell",1959,"approved",93,"action, drama, romance",6.6,NA,"after 1945, six german ex-soldiers are hired to defuse unexploded allied bombs in the ruins of berlin.","robert aldrich","jack palance, jeff chandler, martine carol, robert cornthwaite",573,NA
