"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"aliens",1986,"r",137,"action, adventure, sci-fi",8.4,"86","57 years later, ellen ripley is rescued by a deep salvage team during her hypersleep. the moon from the original movie has been colonized, but contact is lost. this time, colonial marines have impressive firepower, but will that be enough?","james cameron","sigourney weaver, michael biehn, carrie henn, paul reiser",543958,NA
"2",2,"stand by me",1986,"r",89,"adventure, drama",8.1,"75","after the death of a friend, a writer recounts a boyhood journey to find the body of a missing boy.","rob reiner","wil wheaton, river phoenix, corey feldman, jerry o'connell",301304,NA
"3",3,"top gun",1986,"pg",110,"action, drama, romance",6.9,"50","as students at the united states navy's elite fighter weapons school compete to be best in the class, one daring young pilot learns a few things from a civilian instructor that are not taught in the classroom.","tony scott","tom cruise, tim robbins, kelly mcgillis, val kilmer",238346,NA
"4",4,"lucas",1986,"pg-13",100,"comedy, drama, romance",6.8,NA,"a socially inept fourteen year old experiences heartbreak for the first time when his two best friends -- cappie, an older-brother figure, and maggie, the new girl with whom he is in love -- fall for each other.","david seltzer","corey haim, kerri green, charlie sheen, courtney thorne-smith",12327,NA
"5",5,"ferris bueller's day off",1986,"pg-13",103,"comedy",7.8,"61","a high school wise guy is determined to have a day off from school, despite what the principal thinks of that.","john hughes","matthew broderick, alan ruck, mia sara, jeffrey jones",266139,NA
"6",6,"little shop of horrors",1986,"pg-13",94,"comedy, family, musical",6.9,"81","a nerdy florist finds his chance for success and romance with the help of a giant man-eating plant who demands to be fed.","frank oz","rick moranis, ellen greene, vincent gardenia, levi stubbs",53751,NA
"7",7,"labyrinth",1986,"pg",101,"adventure, family, fantasy",7.4,"50","a 16-year-old girl is given 13 hours to solve a labyrinth and rescue her baby brother when her wish for him to be taken away is granted by the goblin king.","jim henson","david bowie, jennifer connelly, toby froud, shelley thompson",103413,NA
"8",8,"the fly",1986,"r",96,"drama, horror, sci-fi",7.5,"79","a brilliant but eccentric scientist begins to transform into a giant man/fly hybrid after one of his experiments goes horribly wrong.","david cronenberg","jeff goldblum, geena davis, john getz, joy boushel",131006,NA
"9",9,"platoon",1986,"r",120,"drama, war",8.1,"92","a young soldier in vietnam faces a moral crisis when confronted with the horrors of war and the duality of man.","oliver stone","charlie sheen, tom berenger, willem dafoe, keith david",319414,NA
"10",10,"the name of the rose",1986,"r",130,"crime, drama, mystery",7.8,NA,"an intellectually nonconformist friar investigates a series of mysterious deaths in an isolated abbey.","jean-jacques annaud","sean connery, christian slater, helmut qualtinger, elya baskin",87527,NA
"11",11,"big trouble in little china",1986,"pg-13",99,"action, adventure, comedy",7.3,"53","an all-american trucker gets dragged into a centuries-old mystical battle in chinatown.","john carpenter","kurt russell, kim cattrall, dennis dun, james hong",102431,NA
"12",12,"the texas chainsaw massacre 2",1986,"unrated",101,"comedy, horror",5.6,NA,"a radio host is victimized by the cannibal family as a former texas marshall hunts them.","tobe hooper","dennis hopper, caroline williams, jim siedow, bill moseley",21690,NA
"13",13,"jason lives: friday the 13th part vi",1986,"r",86,"horror, thriller",5.9,NA,"tommy jarvis goes to the graveyard to get rid of jason voorhees' body once and for all, but inadvertently brings him back to life instead. the newly revived killer once again seeks revenge, and tommy may be the only one who can defeat him.","tom mcloughlin","thom mathews, jennifer cooke, david kagen, kerry noonan",28912,NA
"14",14,"pretty in pink",1986,"pg-13",96,"comedy, drama, romance",6.8,"57","a poor girl must choose between the affections of her doting childhood sweetheart and a rich but sensitive playboy.","howard deutch","molly ringwald, jon cryer, harry dean stanton, annie potts",60943,NA
"15",15,"highlander",1986,"r",116,"action, adventure, fantasy",7.2,"24","an immortal scottish swordsman must confront the last of his immortal opponent, a murderously brutal barbarian who lusts for the fabled ""prize"".","russell mulcahy","christopher lambert, sean connery, clancy brown, roxanne hart",105380,NA
"16",16,"blue velvet",1986,"r",120,"drama, mystery, thriller",7.8,"76","the discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child.","david lynch","isabella rossellini, kyle maclachlan, dennis hopper, laura dern",147798,NA
"17",17,"manhunter",1986,"r",120,"crime, horror, mystery",7.2,"78","former fbi profiler will graham returns to service to pursue a deranged serial murderer named ""the tooth fairy"" by the media.","michael mann","william petersen, kim greist, joan allen, brian cox",54374,NA
"18",18,"trick or treat",1986,"r",98,"comedy, horror, music",5.8,NA,"sammi curr was an infamous rock star who died under mysterious circumstances. now, he wants to come back to life. doing so requires possessing radio waves and automobiles, and making a few human sacrifices.","charles martin smith","marc price, tony fields, lisa orgolini, doug savant",4668,NA
"19",19,"poltergeist ii: the other side",1986,"pg-13",91,"horror",5.7,NA,"the freeling family have a new house, but their troubles with supernatural forces don't seem to be over.","brian gibson","jobeth williams, craig t. nelson, heather o'rourke, oliver robins",20824,NA
"20",20,"9½ weeks",1986,"r",117,"drama, romance",5.9,"50","a woman gets involved in an impersonal affair with a man. she barely knows about his life, only about the sex games they play, so the relationship begins to get complicated.","adrian lyne","mickey rourke, kim basinger, margaret whitton, david margulies",31979,NA
"21",21,"from beyond",1986,"r",86,"horror, sci-fi",6.7,NA,"a group of scientists have developed the resonator, a machine which allows whoever is within range to see beyond normal perceptible reality. but when the experiment succeeds, they are immediately attacked by terrible life forms.","stuart gordon","jeffrey combs, barbara crampton, ted sorel, ken foree",16978,NA
"22",22,"maximum overdrive",1986,"r",98,"action, comedy, horror",5.4,"24","a group of people try to survive when machines start to come alive and become homicidal.","stephen king","emilio estevez, pat hingle, laura harrington, yeardley smith",25172,NA
"23",23,"short circuit",1986,"pg",98,"comedy, family, sci-fi",6.6,"50","number 5 of a group of experimental robots in a lab is electrocuted, suddenly becomes intelligent, and escapes.","john badham","ally sheedy, steve guttenberg, fisher stevens, austin pendleton",47362,NA
"24",24,"crocodile dundee",1986,"pg-13",97,"adventure, comedy",6.5,"62","an american reporter goes to the australian outback to meet an eccentric crocodile poacher and invites him to new york city.","peter faiman","paul hogan, linda kozlowski, john meillon, david gulpilil",79870,NA
"25",25,"heartburn",1986,"r",108,"comedy, drama",6,"49","a food writer pregnant with her second baby finds out her husband is having an affair.","mike nichols","meryl streep, jack nicholson, jeff daniels, maureen stapleton",7616,NA
"26",26,"castle in the sky",1986,"pg",125,"animation, adventure, family",8.1,NA,"a young boy and a girl with a magic crystal must race against pirates and foreign agents in a search for a legendary floating castle.","hayao miyazaki","anna paquin, james van der beek, cloris leachman, mark hamill",110626,NA
