"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"snow white and the seven dwarfs",1937,"g",83,"animation, family, fantasy",7.6,NA,"exiled into the dangerous forest by her wicked stepmother, a princess is rescued by seven dwarf miners who make her part of their household.","william cottrell, david hand, wilfred jackson, larry morey, perce pearce, ben sharpsteen","adriana caselotti, harry stockwell, lucille la verne, roy atwell",148043,NA
"2",2,"the last gangster",1937,"passed",81,"crime, drama, thriller",6.8,NA,"a gangster is jailed for ten years after his wife becomes pregnant. he becomes bitter when she divorces him and remarries.","edward ludwig","edward g. robinson, james stewart, rose stradner, lionel stander",1033,NA
"3",3,"you're only young once",1937,"approved",78,"comedy, romance",6.8,NA,"on vacation with his family on california's catalina island, andy hardy falls head over swim fins for a sophisticated young beauty. judge hardy warns his son that she is too fast for him.","george b. seitz","lewis stone, cecilia parker, mickey rooney, fay holden",306,NA
"4",4,"la grande illusion",1937,"unrated",113,"drama, war",8.1,NA,"during the first world war, two french soldiers are captured and imprisoned in a german p.o.w. camp. several escape attempts follow until they are sent to a seemingly impenetrable fortress which seems impossible to escape from.","jean renoir","jean gabin, dita parlo, pierre fresnay, erich von stroheim",28813,NA
"5",5,"lost horizon",1937,"unrated",97,"adventure, drama, fantasy",7.8,NA,"a plane crash delivers a group of people to the secluded land of shangri-la - but is it the miraculous utopia it appears to be?","frank capra","ronald colman, jane wyatt, edward everett horton, john howard",10086,NA
"6",6,"topper",1937,"passed",97,"comedy, fantasy, romance",7.4,NA,"a fun-loving couple, finding that they died and are now ghosts, decide to shake up the stuffy lifestyle of a friend of theirs.","norman z. mcleod","cary grant, constance bennett, roland young, billie burke",5515,NA
"7",7,"heidi",1937,"approved",88,"drama, family, musical",7.3,NA,"a plucky little orphan girl gets dumped abruptly into her gruff, hermit grandfather's care, then later gets retaken and delivered as a companion for an injured girl.","allan dwan","shirley temple, jean hersholt, arthur treacher, helen westley",3377,NA
"8",8,"a damsel in distress",1937,"approved",101,"comedy, musical, romance",6.9,NA,"lady alyce marshmorton must marry soon, and the staff of tottney castle have laid bets on who she'll choose, with young albert wagering on ""mr. x."" after alyce goes to london to meet a beau...                see full summary »","george stevens","fred astaire, george burns, gracie allen, joan fontaine",1442,NA
"9",9,"the good earth",1937,"passed",138,"drama, romance",7.8,NA,"the story of a farmer in china: a story of humility and bravery. his father gives wang lung a freed slave as wife. by diligence and frugality the two manage to enlarge their property. but ...                see full summary »","sidney franklin, victor fleming, gustav machatý, sam wood","paul muni, luise rainer, walter connolly, tilly losch",3796,NA
"10",10,"a star is born",1937,"not rated",111,"drama",7.6,NA,"a young woman comes to hollywood with dreams of stardom, but achieves them only with the help of an alcoholic leading man whose best days are behind him.","william a. wellman, jack conway","janet gaynor, fredric march, adolphe menjou, may robson",5764,NA
"11",11,"knight without armor",1937,"approved",107,"adventure, drama, history",6.9,NA,"after two years as a czarist british agent posing as a russian commissar, he rescues a russian countess from her bolshevik captors.","jacques feyder","marlene dietrich, robert donat, irene vanbrugh, herbert lomas",922,NA
"12",12,"the awful truth",1937,"not rated",91,"comedy, romance",7.9,NA,"unfounded suspicions lead a married couple to begin divorce proceedings, whereupon they start undermining each other's attempts to find new romance.","leo mccarey","irene dunne, cary grant, ralph bellamy, alexander d'arcy",14521,NA
"13",13,"dead end",1937,"approved",93,"crime, drama, film-noir",7.5,NA,"the lives of a young man and woman, an infamous gangster and a group of street kids converge one day in a volatile new york city slum.","william wyler","sylvia sidney, joel mccrea, humphrey bogart, wendy barrie",4958,NA
"14",14,"captains courageous",1937,"passed",117,"adventure, drama, family",8,NA,"a spoiled brat who falls overboard from a steamship gets picked up by a fishing boat, where he's made to earn his keep by joining the crew in their work.","victor fleming","spencer tracy, freddie bartholomew, lionel barrymore, melvyn douglas",7206,NA
"15",15,"stage door",1937,"approved",92,"comedy, drama",7.8,NA,"a chronicle of the ambitions, dreams, and disappointments of aspiring actresses who all live in the same boarding house.","gregory la cava","katharine hepburn, ginger rogers, adolphe menjou, gail patrick",6388,NA
"16",16,"nothing sacred",1937,"approved",77,"comedy, drama, romance",7.4,NA,"an eccentric woman learns she is not dying of radium poisoning as earlier assumed, but when she meets a reporter looking for a story, she feigns sickness again for her own profit.","william a. wellman","carole lombard, fredric march, charles winninger, walter connolly",4870,NA
"17",17,"you only live once",1937,"passed",86,"crime, drama, film-noir",7.4,NA,"the public defender's secretary and an ex-convict get married and try to make a life together, but a series of disasters sends their lives spiraling out of control.","fritz lang","sylvia sidney, henry fonda, barton maclane, jean dixon",4336,NA
"18",18,"a day at the races",1937,"passed",111,"comedy, musical, sport",7.7,NA,"a veterinarian posing as a doctor, a race-horse owner and his friends struggle to help keep a sanitarium open with the help of a misfit race-horse.","sam wood","groucho marx, chico marx, harpo marx, allan jones",11299,NA
