"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"the student of prague",1913,"approved",85,"drama, fantasy, horror",6.6,NA,"a poor student rescues a beautiful countess and soon becomes obsessed with her. a sorcerer makes a deal with the young man to give him fabulous wealth and anything he wants, if he will sign...                see full summary »","paul wegener, stellan rye","paul wegener, grete berger, lyda salmonova, john gottowt",1336,NA
"2",2,"fantômas: in the shadow of the guillotine",1913,"not rated",54,"crime, drama",6.9,NA,"inspector juve is tasked to investigate and capture an infamous criminal fantomas.","louis feuillade","rené navarre, edmund breon, georges melchior, renée carl",1588,NA
"3",3,"quo vadis?",1913,NA,120,"drama, history",6.4,NA,"an epic italian film ""quo vadis"" influenced many of the later movies.","enrico guazzoni","amleto novelli, gustavo serena, amelia cattaneo, carlo cattaneo",185,NA
"4",4,"the last days of pompeii",1913,NA,88,"adventure, drama",6.1,NA,"two love triangles intersect in ancient pompei.","mario caserini, eleuterio rodolfi","fernanda negri pouget, eugenia tettoni fior, ubaldo stefani, antonio grisanti",406,NA
"5",5,"fantômas: juve versus fantômas",1913,"not rated",61,"crime, drama",6.8,NA,"in part two of louis feuillade's 5 1/2-hour epic follows fantã'mas, the criminal lord of paris, master of disguise, the creeping assassin in black, as he is pursued by the equally resourceful inspector juve.","louis feuillade","rené navarre, edmund breon, georges melchior, renée carl",1078,NA
"6",6,"traffic in souls",1913,"tv-pg",88,"crime, drama",6.2,NA,"a woman, with the aid of her police officer sweetheart, endeavors to uncover the prostitution ring that has kidnapped her sister, and the philanthropist who secretly runs it.","george loane tucker","jane gail, ethel grandin, william h. turner, matt moore",464,NA
"7",7,"ingeborg holm",1913,"not rated",96,"drama",7.2,NA,"single mother is separated from her children due to financial struggles.","victor sjöström","hilda borgström, aron lindgren, erik lindholm, georg grönroos",704,NA
"8",8,"ivanhoe",1913,NA,53,"adventure, drama, romance",5.9,NA,"back from a crusade, the hero of sir walter scott's novel fights for courtly love and saxon honor.","herbert brenon","king baggot, leah baird, herbert brenon, evelyn hope",22,NA
"9",9,"the prisoner of zenda",1913,NA,NA,NA,NA,NA,"king rudolf of ruritania is saved from a coup attempt by the help of his lookalike cousin, who falls in love with the king's fiancee.","hugh ford, edwin s. porter","james k. hackett, beatrice beckley, david torrence, frazer coulter",16,NA
"10",10,"spartacus",1913,NA,88,"biography, drama, history",5.7,NA,"add a plot","giovanni enrico vidali","mario guaita-ausonia, cristina ruspoli, enrico bracci, maria gandini",38,NA
"11",11,"atlantis",1913,NA,121,"drama",6.9,NA,"after dr. friedrich's wife becomes mentally unstable and his research papers are rejected, he leaves the country to respite.","august blom","olaf fønss, ida orloff, ebba thomsen, carl lauritzen",234,NA
"12",12,"from dusk to dawn",1913,NA,90,"drama",6,NA,"an employee of an iron works is fired as a dangerous agitator, and after his friend dies in an explosion at the iron works, he runs for governor on a labor ticket.","frank e. wolfe","george cummings, clarence darrow, ethel davis, maxine elliott",82,NA
"13",13,"fantômas: the dead man who killed",1913,"not rated",90,"crime, drama, mystery",6.9,NA,"after a body disappears from inside the prison, a series of crimes take place, all seemingly by the dead man. with juve presumed dead, fandor must investigate alone. will fantomas finally be brought to justice?","louis feuillade","rené navarre, edmund breon, georges melchior, luitz-morat",823,NA
"14",14,"protéa",1913,NA,50,"action, crime, mystery",6.5,NA,"a female spy, protéa, embarks on a dangerous mission to retrieve a document treaty.","victorin-hippolyte jasset","josette andriot, lucien bataille, charles krauss, henri gouget",11,NA
"15",15,"lime kiln club field day",1913,NA,65,NA,NA,NA,"modeled after a popular collection of stories known as ""brother gardener's lime kiln club,"" the plot features three suitors vying to win the hand of the local beauty.","t. hayes hunter, edwin middleton","bert williams, odessa warren grey, wes jenkins, tom brown",18,NA
"16",16,"the count of monte cristo",1913,NA,69,"drama, history",5.7,NA,"a french sailor, imprisoned for years on false charges of conpiring against the king, escapes and exacts revenge on his accusers.","joseph a. golden, edwin s. porter","james o'neill, nance o'neil, murdock macquarrie",30,NA
"17",17,"l'enfant de paris",1913,NA,100,"crime, drama",7.8,NA,"the young daughter of an army captain missing in action runs away from school and is kidnapped by parisian lowlifes. when the kidnapper flees to nice with the child, the kind-hearted employee of one of his accomplices sets off in pursuit.","léonce perret","léonce perret, louis leubas, maurice lagrenée, émile keppens",224,NA
"18",18,"the secret of adrianople",1913,NA,NA,NA,NA,NA,"add a plot","einar zangenberg",NA,NA,NA
"19",19,"marcantonio e cleopatra",1913,NA,NA,NA,NA,NA,"add a plot","enrico guazzoni","gianna terribili-gonzales, amleto novelli, ignazio lupi, elsa lenard",24,NA
"20",20,"sumerki zhenskoi dushi",1913,NA,48,"drama",6.8,NA,"a young, rich woman decides to dedicate her life to helping the poor, but a tragic incident changes her life.","yevgeni bauer","nina chernova, a. ugrjumov, v. demert, v. brianski",434,NA
"21",21,"david copperfield",1913,NA,67,"drama",6.3,NA,"a gentle orphan discovers life and love in an indifferent adult world.","thomas bentley","kenneth ware, reginald sheffield, len bethel, alma taylor",27,NA
"22",22,"a message from mars",1913,NA,69,"comedy, fantasy, sci-fi",5.3,NA,"a martian is sentenced to visit earth to cure a selfish man.","wallett waller","charles hawtrey, e. holman clark, crissie bell, frank hector",67,NA
"23",23,"the life and works of richard wagner",1913,NA,110,"biography, drama",6.6,NA,"the story of the great german composer, from his childhood through his great triumphs in orchestral and operatic music.","carl froelich, william wauer","giuseppe becce, olga engl, manny ziener, ernst reicher",61,NA
"24",24,"the port of doom",1913,NA,NA,NA,NA,NA,"detective kate kirby discovers that a ship captain has been sent on a doomed voyage by his rival for the affections of the shipowner's daughter.","j. searle dawley",NA,NA,NA
"25",25,"in the bishop's carriage",1913,NA,50,"crime, drama",6.2,NA,"a successful stage actress with a hidden past as a criminal is kept on the path of righteousness by a benefactor.","j. searle dawley, edwin s. porter","mary pickford, david wall, house peters, grace henderson",5,NA
"26",26,"tess of the d'urbervilles",1913,NA,NA,NA,NA,NA,"a peasant girl sent to make a claim on her family's ancestral home in england's wessex is seduced and left with child by its current owner.","j. searle dawley",NA,NA,NA
"27",27,"caprice",1913,NA,NA,NA,NA,NA,"a wealthy young man's marriage to a mountain girl he meets while hunting is disastrous until she abandons him and later reappears incognito as a tutored and sophisticated woman.","j. searle dawley","mary pickford, owen moore, ernest truex, ogden crane",5,NA
"28",28,"les misérables - époque 1: jean valjean",1913,NA,60,"drama",6.3,NA,"the story begins with jean valjean as a humble worker endeavoring to provide for his invalid mother. they live in a squalid home, made more wretched by his inability to provide sufficient ...                see full summary »","albert capellani","henry krauss, henri étiévant, maria ventura, mistinguett",16,NA
"29",29,"germinal; or, the toll of labor",1913,NA,150,"drama",7.1,NA,"add a plot","albert capellani","mévisto, jean jacquinet, henry krauss, sylvie",67,NA
"30",30,"the tower of terror",1913,NA,NA,NA,NA,NA,"add a plot","roberto roberti",NA,NA,NA
"31",31,"the battle of gettysburg",1913,NA,NA,NA,NA,NA,"a young woman's sweetheart fights for the union, while her brother fights for the confederates, in the pivotal 1863 battle of the u.s. civil war.","charles giblyn, thomas h. ince","willard mack, charles edler, ann little, joe king",15,NA
"32",32,"die insel der seligen",1913,NA,49,"fantasy",5,NA,"add a plot","max reinhardt","paul davidson, erika de planque, wilhelm diegelmann, mary dietrich",25,NA
"33",33,"sylvi",1913,NA,49,NA,NA,NA,"add a plot","teuvo puro",NA,NA,NA
"34",34,"die schwarze natter",1913,NA,NA,NA,NA,NA,"two agents from different sides are working in a circus, one - the schwarze natter (black adder)- as a dancer, the other as a horseback artist. the schwarze natter is informed that the ...                see full summary »","franz hofer","emmerich hanus, miriam horwitz, margarete hübler, hermann seldeneck",9,NA
"35",35,"hamlet",1913,NA,64,"drama",5.2,NA,"the opening scene is in elsinore, where a ghost is seen by the sentinels keeping guard on the battlements of the castle. this is related to hamlet by his friend horatio, who describes the ...                see full summary »","hay plumb","walter ringham, johnston forbes-robertson, s.a. cookson, j.h. barnes",26,NA
"36",36,"the steel king's last wish",1913,NA,NA,NA,NA,NA,"add a plot","holger-madsen",NA,NA,NA
"37",37,"addio giovinezza!",1913,NA,NA,NA,NA,NA,"add a plot","nino oxilia",NA,NA,NA
"38",38,"sapho",1913,NA,NA,NA,NA,NA,"a woman with a notorious past enchants a student preparing for the foreign service.","lucius henderson",NA,NA,NA
"39",39,"der andere",1913,NA,NA,NA,NA,NA,"a man has an accident while out riding his horse one day. he soon discovers that he now has a split personality, and that his alternate is helping a criminal to rob his house.","max mack","albert bassermann, emmerich hanus, nelly ridon, hanni weisse",43,NA
"40",40,"victory or death",1913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",41,"the extraordinary adventures of saturnino farandola",1913,NA,77,"adventure",6.3,NA,"add a plot","marcel perez, luigi maggi","marcel perez, nilde baracchi, alfredo bertone, filippo castamagna",110,NA
"42",42,"chelsea 7750",1913,NA,NA,NA,NA,NA,"a detective's daughter is kidnapped by a gang of counterfeiters led by an evil professor whose son has been sent to prison based on the detective's evidence.","j. searle dawley",NA,NA,NA
"43",43,"arizona",1913,NA,NA,NA,NA,NA,"an officer in the u.s. cavalry sacrifices his reputation to save that of the unfaithful wife of his superior officer.","augustus e. thomas",NA,NA,NA
"44",44,"hurricane in galveston",1913,NA,NA,NA,NA,NA,"add a plot",NA,NA,9,NA
"45",45,"the war correspondents",1913,NA,NA,NA,NA,NA,"bretton, furnished with credentials to balkan officers, obtains a personal letter from the minister of war, charging his subordinates to give the young newspaper man every assistance. on ...                see full summary »","vilhelm glückstadt",NA,NA,NA
"46",46,"az utolsó bohém",1913,NA,NA,NA,NA,NA,"add a plot","michael curtiz","antal nyáray, elemér thury, béla bodonyi, zoltán sipos",19,NA
"47",47,"zhuangzi shi qi",1913,NA,NA,NA,NA,NA,"philosopher-eccentric chuang tzu comes across a woman fanning the newly built grave of her dead husband because she desires to marry again. on returning home, chuang tze decides to put his ...                see full summary »","beihai li","beihai li, minwei li, shanshan yan",5,NA
"48",48,"jack",1913,NA,NA,NA,NA,NA,"add a plot","eugenio testa",NA,NA,NA
"49",49,"the great mine disaster",1913,NA,NA,NA,NA,NA,"enemies become friends after a coal mining disaster.","george pearson",NA,NA,NA
"50",50,"der shylock von krakau",1913,NA,NA,NA,NA,NA,"add a plot","carl wilhelm",NA,NA,NA
"51",51,"malavita!",1913,NA,NA,NA,NA,NA,"add a plot","giuseppe pinto",NA,NA,NA
"52",52,"mannekängen",1913,NA,NA,NA,NA,NA,"lili is a young and courageous woman. she does things that create confusion. she suddenly begin to act in a film's plot in a movie theater, or take a mannequin from a shop.","mauritz stiller",NA,NA,NA
"53",53,"the adventures of kathlyn",1913,NA,NA,NA,NA,NA,"add a plot","francis j. grandon","kathlyn williams, charles clary, horace b. carpenter, lafe mckee",5,NA
"54",54,"an hour before dawn",1913,NA,NA,NA,NA,NA,"a female detective goes undercover as a chorus girl to solve the murder of a scientist whose son was threatened with disinheritance for his a romance with a chorus girl.","j. searle dawley",NA,NA,NA
"55",55,"his neighbor's wife",1913,NA,NA,NA,NA,NA,"add a plot","edwin s. porter","lily langtry, sidney mason, mimi yvonne, leslie t. peacocke",6,NA
"56",56,"jone ovvero gli ultimi giorni di pompei",1913,NA,NA,NA,NA,NA,"add a plot","ubaldo maria del colle, giovanni enrico vidali","cristina ruspoli, luigi mele, giovanni enrico vidali, suzanne de labroy",8,NA
"57",57,"beasts of the jungle",1913,NA,NA,NA,NA,NA,"add a plot","edward warren",NA,NA,NA
"58",58,"blodets röst",1913,NA,NA,NA,NA,NA,"a man undergoing a mid-life crises suddenly becomes irresponsible and behaves in reckless manner. his self-destructive habits not only creates havoc in his home life, it leads to other problems.","victor sjöström",NA,NA,NA
"59",59,"le diamant noir",1913,NA,50,NA,NA,NA,"luc ogier is the secretary of a rich nobleman. engaged to the charming linke, he looks forward to the day of their wedding. unfortunately, a valuable jewel is stolen and not only is luc ...                see full summary »","alfred machin","albert dieudonné, blanche derval, fernand crommelynck, delaunay",8,NA
"60",60,NA,1913,NA,NA,NA,NA,NA,"an upperclass war widow marries again. the new husband is also an officer, and soon he has to go to the next war. at the outbreak, she's the only one who does not cheer about it. and the ...                see full summary »","holger-madsen","olaf fønss, augusta blad, johanne fritz-petersen, philip bech",10,NA
"61",61,"die suffragette",1913,NA,60,"comedy",5.6,NA,"nelly's mother is a suffragette and persuades her daughter to join the good cause. placing a bomb under lord william's chair love develops between the two.","urban gad","asta nielsen, max landa, charly berger, fred immler",26,NA
"62",62,"leah kleschna",1913,NA,NA,NA,NA,NA,"the daughter of a master jewel thief continues his ways, but relents when caught by a man who shows her the error of her ways instead of calling the police. her reformation is clouded when ...                see full summary »","j. searle dawley",NA,NA,NA
"63",63,"the grand military parade",1913,NA,NA,NA,NA,NA,"add a plot",NA,NA,NA,NA
"64",64,"mohini bhasmasur",1913,NA,NA,NA,NA,NA,"add a plot","dhundiraj govind phalke",NA,NA,NA
"65",65,"when the earth trembled",1913,NA,NA,NA,NA,NA,"a mother with two young children survives the san francisco earthquake disaster.","barry o'neil","harry myers, ethel clayton, richard morris, mrs. george w. walters",19,NA
"66",66,"little ned",1913,NA,NA,NA,NA,NA,"no film bearing the title little ned was distributed by essanay at this time. either the production may have been suspended prior to completion, or else it was released under another title.","theodore wharton",NA,NA,NA
"67",67,"legion of honor",1913,NA,NA,NA,NA,NA,"add a plot","henri pouctal",NA,NA,NA
"68",68,"eighty million women want - ?",1913,NA,56,"drama",4.3,NA,"a suffragist exposes a corrupt political boss who had compromised her lawyer fiancé.","will louis","ronald everett, ethel jewett, george henry, emmeline pankhurst",20,NA
"69",69,"east lynne",1913,NA,NA,NA,NA,NA,"an aristocratic woman, lady isabel, leaves her husband and children when she suspects him of adultery, a notion which had been suggested to her by the scheming and murderous captain levison...                see full summary »","bert haldane",NA,NA,NA
"70",70,"the girl of the sunny south",1913,NA,NA,NA,NA,NA,"when a southern belle chooses one suitor over another, the loser plots revenge on his rival by causing him to desert the confederate army during the civil war.","travers vale",NA,NA,NA
"71",71,"don juan",1913,NA,NA,NA,NA,NA,"add a plot","léon boedels",NA,NA,NA
"72",72,"the sea wolf",1913,NA,70,"drama",6,NA,"the cruel captain of a schooner dominates the shipwreck victims he picks up.","hobart bosworth","hobart bosworth, herbert rawlinson, viola barry, j. charles haydon",5,NA
"73",73,"half breed",1913,NA,69,NA,NA,NA,"the story of two men and their rivalry for the attention of a dancer, and the events that follow.","victor sjöström",NA,NA,NA
"74",74,"the mystery of st. martin's bridge",1913,NA,NA,NA,NA,NA,"add a plot","roberto roberti",NA,NA,NA
