"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"a clockwork orange",1971,"r",136,"crime, drama, sci-fi",8.3,"78","in the future, a sadistic gang leader is imprisoned and volunteers for a conduct-aversion experiment, but it doesn't go as planned.","stanley kubrick","malcolm mcdowell, patrick magee, michael bates, warren clarke",619229,NA
"2",2,"willy wonka & the chocolate factory",1971,"g",100,"family, fantasy, musical",7.8,NA,"charlie receives a golden ticket to a factory, his sweet tooth wants going into the lushing candy, it turns out there's an adventure in everything.","mel stuart","gene wilder, jack albertson, peter ostrum, roy kinnear",143971,NA
"3",3,"the beguiled",1971,"r",105,"drama, thriller, war",7.2,NA,"while imprisoned in a confederate girls' boarding school, an injured union soldier cons his way into each of the lonely women's hearts, causing them to turn on each other, and eventually, on him.","don siegel","clint eastwood, geraldine page, elizabeth hartman, jo ann harris",12137,NA
"4",4,"night of dark shadows",1971,"gp",95,"drama, horror, mystery",5.7,NA,"a painter and his wife move into a home and find themselves plagued by ghosts and spirits of his ancestors that used to be witches.","dan curtis","david selby, grayson hall, kate jackson, lara parker",1002,NA
"5",5,"thx 1138",1971,"r",86,"drama, sci-fi, thriller",6.8,"75","in the 25th century, a time when people have designations instead of names, a man, thx 1138, and a woman, luh 3417, rebel against their rigidly controlled society.","george lucas","robert duvall, donald pleasence, don pedro colley, maggie mcomie",41938,NA
"6",6,"dirty harry",1971,"r",102,"action, crime, thriller",7.8,NA,"when a mad man calling himself 'the scorpio killer' menaces the city, tough as nails san francisco police inspector harry callahan is assigned to track down and ferret out the crazed psychopath.","don siegel","clint eastwood, andrew robinson, harry guardino, reni santoni",122817,NA
"7",7,"the french connection",1971,"r",104,"action, crime, drama",7.8,"96","a pair of nyc cops in the narcotics bureau stumble onto a drug smuggling job with a french connection.","william friedkin","gene hackman, roy scheider, fernando rey, tony lo bianco",90429,NA
"8",8,"the omega man",1971,"gp",98,"action, sci-fi, thriller",6.6,NA,"army doctor robert neville struggles to create a cure for the plague that wiped out most of the human race.","boris sagal","charlton heston, anthony zerbe, rosalind cash, paul koslo",24737,NA
"9",9,"the last picture show",1971,"r",118,"drama",8.1,NA,"in 1951, a group of high schoolers come of age in a bleak, isolated, atrophied west texas town that is slowly dying, both culturally and economically.","peter bogdanovich","timothy bottoms, jeff bridges, cybill shepherd, ben johnson",34298,NA
"10",10,"harold and maude",1971,"gp",91,"comedy, drama, romance",8,NA,"young, rich, and obsessed with death, harold finds himself changed forever when he meets lively septuagenarian maude at a funeral.","hal ashby","ruth gordon, bud cort, vivian pickles, cyril cusack",60928,NA
"11",11,"fiddler on the roof",1971,"g",181,"drama, family, musical",8,NA,"in prerevolutionary russia, a jewish peasant contends with marrying off three of his daughters while growing anti-semitic sentiment threatens his village.","norman jewison","topol, norma crane, leonard frey, molly picon",32099,NA
"12",12,"straw dogs",1971,"r",113,"crime, drama, thriller",7.5,NA,"a young american and his english wife come to rural england and face increasingly vicious local harassment.","sam peckinpah","dustin hoffman, susan george, peter vaughan, t.p. mckenna",48635,NA
"13",13,"daughters of darkness",1971,"r",87,"horror",6.7,NA,"a newlywed couple are passing through a vacation resort. their paths cross with a mysterious, strikingly beautiful countess and her aide.","harry kümel","delphine seyrig, john karlen, danielle ouimet, andrea rau",3340,NA
"14",14,"the devils",1971,"r",111,"biography, drama, history",7.8,NA,"in 17th-century france, father urbain grandier seeks to protect the city of loudun from the corrupt establishment of cardinal richelieu. hysteria occurs within the city when he is accused of witchcraft by a sexually repressed nun.","ken russell","vanessa redgrave, oliver reed, dudley sutton, max adrian",9975,NA
"15",15,"diamonds are forever",1971,"gp",120,"action, adventure, thriller",6.7,"59","a diamond smuggling investigation leads james bond to las vegas, where he uncovers an evil plot involving a rich business tycoon.","guy hamilton","sean connery, jill st. john, charles gray, lana wood",80025,NA
"16",16,"billy jack",1971,"gp",114,"action, drama",6.2,NA,"ex-green beret hapkido expert saves wild horses from being slaughtered for dog food and helps protect a desert ""freedom school"" for runaway.","tom laughlin","tom laughlin, delores taylor, clark howat, victor izay",4743,NA
"17",17,"bedknobs and broomsticks",1971,"g",117,"animation, adventure, comedy",7,NA,"an apprentice witch, three kids and a cynical conman search for the missing component to a magic spell useful to the defense of britain.","robert stevenson","angela lansbury, david tomlinson, roddy mcdowall, sam jaffe",28283,NA
"18",18,"vanishing point",1971,"r",99,"action, crime, thriller",7.3,NA,"during the 1970s, car delivery driver kowalski delivers hot rods in record time but always runs into trouble with the highway cops.","richard c. sarafian","barry newman, cleavon little, dean jagger, victoria medlin",23118,NA
"19",19,"the panic in needle park",1971,"pg",110,"drama",7.1,NA,"follows the lives of heroin addicts who frequent ""needle park"" in new york city.","jerry schatzberg","al pacino, kitty winn, alan vint, richard bright",12981,NA
"20",20,"play misty for me",1971,"r",102,"thriller",7,"78","a brief fling between a male disc jockey and an obsessed female fan takes a frightening, and perhaps even deadly turn when another woman enters the picture.","clint eastwood","clint eastwood, jessica walter, donna mills, john larch",20908,NA
"21",21,"walkabout",1971,"gp",100,"adventure, drama",7.7,NA,"two young siblings are stranded in the australian outback and are forced to cope on their own. they meet an australian boy on ""walkabout"": a ritual separation from his tribe.","nicolas roeg","jenny agutter, david gulpilil, luc roeg, john meillon",18863,NA
"22",22,"nicholas and alexandra",1971,"gp",183,"biography, drama, history",7.3,NA,"tsar nicholas ii, the inept monarch of russia, insensitive to the needs of his people, is overthrown and exiled to siberia with his family.","franklin j. schaffner","michael jayston, janet suzman, roderic noble, ania marson",3643,NA
"23",23,"the abominable dr. phibes",1971,"pg-13",94,"comedy, horror",7.2,NA,"a doctor, scientist, organist, and biblical scholar, anton phibes, seeks revenge on the nine doctors he considers responsible for his wife's death.","robert fuest","vincent price, joseph cotten, hugh griffith, terry-thomas",11108,NA
"24",24,"klute",1971,"r",114,"crime, mystery, thriller",7.2,NA,"a small-town detective searching for a missing man has only one lead: a connection with a new york prostitute.","alan j. pakula","jane fonda, donald sutherland, charles cioffi, roy scheider",17276,NA
"25",25,"villain",1971,"r",98,"crime, drama, thriller",6.8,NA,"murderous, sadistic london gang leader vic dakin, a mother-obsessed homosexual modeled on real-life gangster ronnie kray, is worried about potential stool pigeons that may bring down his ...                see full summary »","michael tuchner","richard burton, ian mcshane, nigel davenport, donald sinden",836,NA
"26",26,"get carter",1971,"r",112,"crime, thriller",7.5,NA,"when his brother dies under mysterious circumstances in a car accident, london gangster jack carter travels to newcastle to investigate.","mike hodges","michael caine, ian hendry, britt ekland, john osborne",23769,NA
"27",27,"escape from the planet of the apes",1971,"g",98,"action, sci-fi",6.3,"69","the world is shocked by the appearance of three talking chimpanzees, who arrived mysteriously in a u.s. spacecraft. they become the toast of society, but one man believes them to be a threat to the human race.","don taylor","roddy mcdowall, kim hunter, bradford dillman, natalie trundy",26690,NA
"28",28,"big jake",1971,"gp",110,"western",7.2,NA,"in 1909, when john fain's gang kidnaps big jake mccandles' grandson and hold him for ransom, big jake sets out to rescue the boy.","george sherman, john wayne","john wayne, richard boone, maureen o'hara, patrick wayne",8876,NA
"29",29,"duck, you sucker",1971,"pg",138,"war, western",7.7,"77","an i.r.a. explosives expert on the run in mexico meets an amoral mexican bandit; together they are drawn into the mexican revolution.","sergio leone","rod steiger, james coburn, romolo valli, maria monti",23626,NA
"30",30,"the andromeda strain",1971,"g",131,"sci-fi, thriller",7.2,"60","a group of scientists investigate a deadly new alien virus before it can spread.","robert wise","james olson, arthur hill, david wayne, kate reid",28057,NA
"31",31,"a bay of blood",1971,"r",84,"horror, mystery, thriller",6.7,NA,"the murder of a wealthy heiress by her husband triggers a series of brutal killings in the surrounding bay area.","mario bava","claudine auger, luigi pistilli, claudio camaso, anna maria rosati",6941,NA
"32",32,"willard",1971,"gp",95,"horror, sci-fi",6.2,NA,"a social misfit uses his only friends, his pet rats, to exact revenge on his tormentors.","daniel mann","bruce davison, elsa lanchester, sondra locke, michael dante",2583,NA
"33",33,"shaft",1971,"r",100,"action, crime, thriller",6.6,NA,"cool black private eye john shaft is hired by a crime lord to find and retrieve his kidnapped daughter.","gordon parks","richard roundtree, moses gunn, charles cioffi, christopher st. john",13135,NA
"34",34,"the big boss",1971,"r",99,"action, crime, drama",7.1,NA,"a young man sworn to an oath of non-violence works with his cousins in an ice factory where they mysteriously begin to disappear.","wei lo, chia-hsiang wu","bruce lee, maria yi, james tien, marilyn bautista",20239,NA
"35",35,"summer of '42",1971,"r",103,"comedy, drama, romance",7.3,NA,"during his summer vacation on nantucket island in 1942, a youth eagerly awaiting his first sexual encounter finds himself developing an innocent love for a young woman awaiting news on her soldier husband's fate in wwii.","robert mulligan","jennifer o'neill, gary grimes, jerry houser, oliver conant",5720,NA
"36",36,"wake in fright",1971,"r",108,"drama, thriller",7.7,"88","after a bad gambling bet, a schoolteacher is marooned in a town full of crazy, drunk, violent men who threaten to make him just as crazy, drunk, and violent.","ted kotcheff","donald pleasence, gary bond, chips rafferty, sylvia kay",7016,NA
"37",37,"carnal knowledge",1971,"r",98,"drama",7,NA,"chronicling the lifelong sexual development of two women who meet and befriend one another in college.","mike nichols","jack nicholson, candice bergen, ann-margret, art garfunkel",9252,NA
"38",38,"hannie caulder",1971,"r",85,"crime, drama, western",6.4,NA,"after she is raped and her husband murdered, a woman hires a bounty hunter to instruct her in the use of a gun so she can get her revenge on the three outlaws responsible.","burt kennedy","raquel welch, robert culp, ernest borgnine, jack elam",2094,NA
"39",39,"johnny got his gun",1971,"r",111,"drama, war",7.9,NA,"a world war i soldier, rendered blind, deaf, limbless, and mute by a horrific artillery shell attack, finds a unique way of communicating with his doctors.","dalton trumbo","timothy bottoms, kathy fields, marsha hunt, jason robards",12983,NA
"40",40,"macbeth",1971,"r",140,"biography, drama, history",7.5,NA,"a ruthlessly ambitious scottish lord seizes the throne with the help of his scheming wife and a trio of witches.","roman polanski","jon finch, francesca annis, martin shaw, terence bayler",10565,NA
"41",41,"death in venice",1971,"gp",130,"drama",7.5,NA,"while recovering in venice, a sickly composer becomes dangerously fixated with a teenage boy.","luchino visconti","dirk bogarde, romolo valli, mark burns, nora ricci",14996,NA
"42",42,"the blood on satan's claw",1971,"r",97,"horror",6.4,NA,"horror thriller set in 17th century england about the children of a village slowly converting into a coven of devil worshipers.","piers haggard","patrick wymark, linda hayden, barry andrews, michele dotrice",3375,NA
"43",43,"the anderson tapes",1971,"gp",99,"action, crime, thriller",6.4,NA,"after duke anderson is released from prison after ten years for taking the rap for a scion of a mafia family, he cashes in a debt of honor with the mob to bankroll a caper.","sidney lumet","sean connery, dyan cannon, martin balsam, ralph meeker",5563,NA
"44",44,"le mans",1971,"g",106,"action, adventure, drama",6.8,NA,"almost in breadth and depth of a documentary, this movie depicts an auto race during the 70s on the world's hardest endurance course: le mans in france. the race goes over 24 hours on 14.5 ...                see full summary »","lee h. katzin","steve mcqueen, siegfried rauch, elga andersen, ronald leigh-hunt",7170,NA
"45",45,"anand",1971,"not rated",122,"drama",8.9,NA,"the story of a terminally ill man who wishes to live life to the full before the inevitable occurs, as told by his best friend.","hrishikesh mukherjee","rajesh khanna, amitabh bachchan, sumita sanyal, ramesh deo",17785,NA
"46",46,"blood and lace",1971,"r",87,"horror",5.8,NA,"after her prostitute mother and her john are beaten to death while they are asleep in bed, teen-aged ellie masters is sent to an isolated orphanage run by mrs. deere and her handyman. ...                see full summary »","philip s. gilbert","gloria grahame, melody patterson, milton selzer, len lesser",624,NA
"47",47,"let's scare jessica to death",1971,"pg-13",89,"drama, horror, mystery",6.5,NA,"a recently institutionalized woman has bizarre experiences after moving into a supposedly haunted country farmhouse and fears she may be losing her sanity once again.","john d. hancock","zohra lampert, barton heyman, kevin o'connor, gretchen corbett",5699,NA
"48",48,"red sun",1971,"pg",112,"action, western",7,NA,"in 1870, a gang robs a train and steals a ceremonial japanese sword meant as a gift from japan to the u.s. president, prompting a man hunt to retrieve it.","terence young","charles bronson, toshirô mifune, alain delon, ursula andress",6125,NA
"49",49,"trinity is still my name!",1971,"g",117,"comedy, western",7.3,NA,"bambino tries to teach his brother trinity how to become an outlaw, but the two wind up saving a pioneer family and breaking up an arms ring instead.","enzo barboni","terence hill, bud spencer, yanti somer, enzo tarascio",11296,NA
"50",50,"the cat o' nine tails",1971,"not rated",112,"horror, mystery, thriller",6.7,NA,"a newspaper reporter and a retired, blind journalist try to solve a series of killings connected to a pharmaceutical company's experimental, top-secret research projects and in so doing, both become targets of the killer.","dario argento","james franciscus, karl malden, catherine spaak, pier paolo capponi",7325,NA
"51",51,"vampyros lesbos",1971,"unrated",89,"horror",5.5,NA,"an erotic horror tale about a vixen vampiress seducing and killing women to appease her insatiable thirst for female blood.","jesús franco","soledad miranda, dennis price, paul muller, ewa strömberg",3508,NA
"52",52,"two-lane blacktop",1971,"r",102,"drama",7.3,NA,"a story of two men drag-racing across the u.s. in a primer grey '55 chevy. dennis wilson is the mechanic, james taylor is the driver.","monte hellman","james taylor, warren oates, laurie bird, dennis wilson",9221,NA
"53",53,"mccabe & mrs. miller",1971,"r",120,"drama, western",7.7,NA,"a gambler and a prostitute become business partners in a remote old west mining town, and their enterprise thrives until a large corporation arrives on the scene.","robert altman","warren beatty, julie christie, rene auberjonois, william devane",17932,NA
"54",54,"sunday bloody sunday",1971,"r",110,"drama",7.2,NA,"divorced working woman alex and well-to-do jewish family doctor daniel hirsh share not only the same answering service but also the favours of young bob elkin who bed-hops between them as ...                see full summary »","john schlesinger","peter finch, glenda jackson, murray head, peggy ashcroft",4351,NA
"55",55,"dr jekyll & sister hyde",1971,"pg",94,"horror, sci-fi",6.6,NA,"a victorian scientist tests a serum that transforms him into a sensuous murderess.","roy ward baker","ralph bates, martine beswick, gerald sim, lewis fiander",1816,NA
"56",56,"bananas",1971,"gp",82,"comedy",7.1,"67","when a bumbling new yorker is dumped by his activist girlfriend, he travels to a tiny latin american nation and becomes involved in its latest rebellion.","woody allen","woody allen, louise lasser, carlos montalbán, nati abascal",29813,NA
"57",57,"4 mosche di velluto grigio",1971,"pg",104,"crime, mystery, thriller",6.7,NA,"a musician is stalked by an unknown killer who's blackmailing him for an accidential killing of another stalker. but is everything what it appears to be?","dario argento","michael brandon, mimsy farmer, jean-pierre marielle, bud spencer",5380,NA
"58",58,"twins of evil",1971,"r",87,"horror",6.6,NA,"a religious sect led by gustav weil hunts all women suspected of witchcraft, killing a number of innocent victims. young katy, gustav's niece, will involve herself in a devilish cult, and become an instrument of justice in the region.","john hough","peter cushing, dennis price, mary collinson, madeleine collinson",3495,NA
"59",59,"countess dracula",1971,"pg",93,"horror",6,NA,"in medieval europe aging countess elisabeth rules harshly with the help of lover captain dobi. finding that washing in the blood of young girls makes her young again she gets dobi to start ...                see full summary »","peter sasdy","ingrid pitt, nigel green, sandor elès, maurice denham",2798,NA
"60",60,"blood from the mummy's tomb",1971,"pg",94,"horror",5.8,NA,"an archaeological expedition brings back to london the coffin of an egyptian queen known for her magical powers. her spirit returns in the form of a young girl and strange things start to happen.","seth holt, michael carreras","andrew keir, valerie leon, james villiers, hugh burden",2152,NA
"61",61,"pretty maids all in a row",1971,"r",91,"comedy, crime, mystery",6.2,NA,"california state police captain sam surcher investigates a string of teenage girl murders at oceanfront high school.","roger vadim","rock hudson, angie dickinson, telly savalas, john david carson",1604,NA
"62",62,"the nightcomers",1971,"r",96,"drama, horror, thriller",6.1,NA,"prequel to henry james' ""the turn of the screw"", focusing on groundskeeper peter quint's slow corruption of the virtuous governess miss jessel and the children she looks after.","michael winner","marlon brando, stephanie beacham, thora hird, harry andrews",1488,NA
"63",63,"schulmädchen-report teil - was eltern den schlaf raubt",1971,NA,91,"comedy, drama, romance",4.2,NA,"10 vignettes about scandalous behavior of horny german schoolgirls. first, a strict, conservative teacher is lured by three of his beautiful, nubile young female students into a compromising situation with tragic results.","ernst hofbauer","friedrich von thun, rena bergen, kurt bülau, rolf castell",277,NA
"64",64,"der neue heiße sex-report - was männer nicht für möglich halten",1971,"r",97,"comedy",5.3,NA,"the dreary life of married women, who, bored by their spouse, fall into exciting sex adventures with other men.","ernst hofbauer","astrid frank, eva garden, karin götz, elfi helfrich",90,NA
"65",65,"the house that dripped blood",1971,"gp",102,"horror",6.6,NA,"an anthology of four horror stories revolving around a mysterious rental house in the uk.","peter duffell","john bryans, john bennett, christopher lee, peter cushing",3601,NA
"66",66,"10 rillington place",1971,"gp",106,"biography, crime, drama",7.6,NA,"based on the real-life case of the british serial killer john christie, and what happened to his neighbors tim and beryl evans.","richard fleischer","richard attenborough, judy geeson, john hurt, pat heywood",5866,NA
"67",67,"a lizard in a woman's skin",1971,"not rated",95,"mystery, thriller",7,NA,"a young woman is accused of murdering her debauched neighbor after dreaming it. was she set up, or did she really do it?","lucio fulci","florinda bolkan, stanley baker, jean sorel, silvia monti",3185,NA
