"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"the wizard of oz",1939,"pg",102,"adventure, family, fantasy",8.1,"100","dorothy gale is swept away from a farm in kansas to a magical land of oz in a tornado and embarks on a quest with her new friends to see the wizard who can help her return home in kansas and help her friends as well.","victor fleming, george cukor, mervyn leroy, norman taurog, king vidor","judy garland, frank morgan, ray bolger, bert lahr",318996,NA
"2",2,"gone with the wind",1939,"g",238,"drama, history, romance",8.2,"97","a manipulative woman and a roguish man conduct a turbulent romance during the american civil war and reconstruction periods.","victor fleming, george cukor, sam wood","clark gable, vivien leigh, thomas mitchell, barbara o'neil",236940,NA
"3",3,"mr. smith goes to washington",1939,"not rated",129,"comedy, drama",8.2,NA,"a naive man is appointed to fill a vacancy in the united states senate. his plans promptly collide with political corruption, but he doesn't back down.","frank capra","james stewart, jean arthur, claude rains, edward arnold",85263,NA
"4",4,"destry rides again",1939,"approved",94,"comedy, western",7.7,NA,"when a tough western town needs taming, the mild-mannered son of a hard-nosed sheriff gets the job.","george marshall","marlene dietrich, james stewart, mischa auer, charles winninger",8334,NA
"5",5,"the cat and the canary",1939,NA,72,"comedy, horror, mystery",7.3,NA,"when an eccentric family meets in their uncle's remote, decaying mansion on the tenth anniversary of his death for the reading of his will, murder and madness follow.","elliott nugent","bob hope, paulette goddard, john beal, douglass montgomery",1994,NA
"6",6,"these glamour girls",1939,"passed",79,"comedy, drama",6.2,NA,"a drunken college student invites a dance hostess to the big college dance and then forgets he asked her. when she shows up at school, he tries to get rid of her, but she won't leave. ...                see full summary »","s. sylvan simon","lew ayres, lana turner, tom brown, richard carlson",276,NA
"7",7,"made for each other",1939,"approved",92,"comedy, drama, romance",6.5,NA,"while on a business trip, an ambitious young lawyer meets and immediately falls in love with a stranger. they wed the following day, and tragedy soon strikes.","john cromwell","carole lombard, james stewart, charles coburn, lucile watson",2584,NA
"8",8,"the ice follies of 1939",1939,"passed",82,"drama, music, romance",4.8,NA,"an ice skater jeopardizes her marriage when she becomes a movie star.","reinhold schünzel","joan crawford, james stewart, lew ayres, lewis stone",563,NA
"9",9,"stagecoach",1939,"not rated",96,"adventure, western",7.9,NA,"a group of people traveling on a stagecoach find their journey complicated by the threat of geronimo and learn something about each other in the process.","john ford","john wayne, claire trevor, andy devine, john carradine",34131,NA
"10",10,"the women",1939,"not rated",133,"comedy, drama",8,NA,"a study of the lives and romantic entanglements of various interconnected women.","george cukor","norma shearer, joan crawford, rosalind russell, mary boland",10528,NA
"11",11,"the hunchback of notre dame",1939,"not rated",117,"drama, romance",7.9,NA,"in 15th century france, a gypsy girl is framed for murder by the infatuated chief justice, and only the deformed bellringer of notre dame cathedral can save her.","william dieterle","charles laughton, maureen o'hara, cedric hardwicke, thomas mitchell",8576,NA
"12",12,"wuthering heights",1939,"approved",104,"drama, romance",7.7,NA,"a servant in the house of wuthering heights tells a traveler the unfortunate tale of lovers cathy and heathcliff.","william wyler","merle oberon, laurence olivier, david niven, flora robson",13691,NA
"13",13,"four girls in white",1939,"passed",73,"comedy, drama",5.9,NA,"four student nurses cope with life and career problems while interning at a major hospital.","s. sylvan simon","florence rice, una merkel, ann rutherford, mary howard",176,NA
"14",14,"son of frankenstein",1939,"approved",99,"drama, horror, sci-fi",7.2,NA,"one of the sons of frankenstein finds his father's monster in a coma and revives him, only to find out he is controlled by ygor who is bent on revenge.","rowland v. lee","boris karloff, basil rathbone, bela lugosi, lionel atwill",7132,NA
"15",15,"union pacific",1939,"not rated",135,"drama, western",7.2,NA,"in 1862, central pacific and union pacific railroads compete westward across the wilderness toward california.","cecil b. demille","barbara stanwyck, joel mccrea, akim tamiroff, robert preston",1939,NA
"16",16,"jeepers creepers",1939,NA,69,"western",6.6,NA,"a greedy land baron tries to cheat a family out of its land because he secretly knows there's oil under it.","frank mcdonald","leon weaver, frank weaver, june weaver, roy rogers",39,NA
"17",17,"the hound of the baskervilles",1939,"approved",80,"horror, mystery, thriller",7.6,NA,"sherlock holmes and dr watson investigate the legend of a supernatural hound, a beast that may be stalking a young heir on the fog-shrouded moorland that makes up his estate.","sidney lanfield","basil rathbone, nigel bruce, richard greene, wendy barrie",7826,NA
"18",18,"the rules of the game",1939,"approved",110,"comedy, drama",8.1,NA,"a bourgeois life in france at the onset of world war ii, as the rich and their poor servants meet up at a french chateau.","jean renoir","marcel dalio, nora gregor, paulette dubost, mila parély",22313,NA
