"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"die nibelungen: siegfried",1924,"unrated",100,"adventure, drama, fantasy",8.1,NA,"siegfried, son of king sigmund, hears of the beautiful sister of gunter, king of worms, kriemhild. on his way to worms, he kills a dragon and finds a treasure, the hort. he helps gunther to...                see full summary »","fritz lang","paul richter, margarete schön, theodor loos, gertrud arnold",4169,NA
"2",2,"greed",1924,"not rated",140,"drama, thriller, western",7.9,NA,"the sudden fortune won from a lottery fans such destructive greed that it ruins the lives of the three people involved.","erich von stroheim","gibson gowland, zasu pitts, jean hersholt, dale fuller",7563,NA
"3",3,"sherlock jr.",1924,"unrated",45,"action, comedy, romance",8.3,NA,"a film projectionist longs to be a detective, and puts his meagre skills to work when he is framed by a rival for stealing his girlfriend's father's pocketwatch.","buster keaton","buster keaton, kathryn mcguire, joe keaton, erwin connelly",24277,NA
"4",4,"the thief of bagdad",1924,"approved",155,"adventure, family, fantasy",7.9,NA,"a recalcitrant thief vies with a duplicitous mongol ruler for the hand of a beautiful princess.","raoul walsh","douglas fairbanks, julanne johnston, snitz edwards, charles belcher",4512,NA
"5",5,"the last laugh",1924,"not rated",90,"drama",8.1,NA,"an aging doorman, after being fired from his prestigious job at a luxurious hotel is forced to face the scorn of his friends, neighbours and society.","f.w. murnau","emil jannings, maly delschaft, max hiller, emilie kurz",10003,NA
"6",6,"aelita",1924,"not rated",111,"adventure, drama, fantasy",6.6,NA,"a mysterious radio message is beamed around the world, and among the engineers who receive it are los, the hero, and his colleague spiridonov. los is an individualist dreamer. aelita is the...                see full summary »","yakov protazanov","yuliya solntseva, igor ilyinsky, nikolai tsereteli, nikolay batalov",1901,NA
"7",7,"the hands of orlac",1924,"not rated",92,"crime, horror, mystery",7.1,NA,"a world-famous pianist loses both hands in an accident. when new hands are grafted on, he doesn't know they once belonged to a murderer.","robert wiene","conrad veidt, alexandra sorina, fritz strassny, paul askonas",1585,NA
"8",8,"he who gets slapped",1924,NA,95,"drama, romance, thriller",7.9,NA,"a bitter clown endeavors to rescue the young woman he loves from the lecherous count who once betrayed him.","victor sjöström","lon chaney, norma shearer, john gilbert, ruth king",2348,NA
"9",9,"the navigator",1924,"unrated",59,"action, comedy, romance",8,NA,"two spoiled rich people find themselves trapped on an empty passenger ship.","donald crisp, buster keaton","buster keaton, kathryn mcguire, frederick vroom, clarence burton",7185,NA
"10",10,"the iron horse",1924,"passed",150,"history, romance, western",7.3,NA,"after witnessing the murder of his father by a renegade as a boy, the grown-up brandon helps to realize his father's dream of a transcontinental railway.","john ford","george o'brien, madge bellamy, charles edward bull, cyril chadwick",1545,NA
"11",11,"die nibelungen: kriemhilds rache",1924,"not rated",129,"adventure, drama, fantasy",7.9,NA,"after siegfried's dead, kriemhild marries etzel, the king of the huns. she gives birth to a child, and invites her brothers for a party. she tries to persuade etzel and the other huns, that...                see full summary »","fritz lang","margarete schön, gertrud arnold, theodor loos, hans carl mueller",3140,NA
"12",12,"peter pan",1924,NA,105,"adventure, fantasy, family",7.4,NA,"peter pan enters the nursery of the darling children and, with the help of fairy dust, leads them off to never never land, where they meet the nefarious captain hook.","herbert brenon","betty bronson, ernest torrence, george ali, esther ralston",673,NA
"13",13,"manhandled",1924,NA,75,"drama, comedy",8,NA,"when her boyfriend, jimmy, forgets a date, tessie mcguire, a department store clerk, attends a party at the studio of robert brandt where she makes a hit with impersonations. there riccardi...                see full synopsis »","allan dwan","gloria swanson, tom moore, lilyan tashman, ian keith",815,NA
