"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"mary poppins",1964,"g",139,"comedy, family, fantasy",7.8,NA,"in turn of the century london, a magical nanny employs music and adventure to help two neglected children become closer to their father.","robert stevenson","julie andrews, dick van dyke, david tomlinson, glynis johns",119742,NA
"2",2,"dr. strangelove or: how i learned to stop worrying and love the bomb",1964,"pg",95,"comedy, war",8.5,"96","an insane general triggers a path to nuclear holocaust that a war room full of politicians and generals frantically tries to stop.","stanley kubrick","peter sellers, george c. scott, sterling hayden, keenan wynn",376592,NA
"3",3,"my fair lady",1964,"g",170,"drama, family, musical",7.9,NA,"a misogynistic and snobbish phonetics professor agrees to a wager that he can take a flower girl and make her presentable in high society.","george cukor","audrey hepburn, rex harrison, stanley holloway, wilfrid hyde-white",72882,NA
"4",4,"a fistful of dollars",1964,"r",99,"western",8,"65","a wandering gunfighter plays two rival families against each other in a town torn apart by greed, pride, and revenge.","sergio leone","clint eastwood, gian maria volontè, marianne koch, wolfgang lukschy",162608,NA
"5",5,"goldfinger",1964,"approved",110,"action, adventure, thriller",7.8,"87","investigating a gold magnate's smuggling, james bond uncovers a plot to contaminate the fort knox gold reserve.","guy hamilton","sean connery, gert fröbe, honor blackman, shirley eaton",148339,NA
"6",6,"marriage italian style",1964,"not rated",102,"comedy, drama, romance",7.5,NA,"the rich man domenico and filumena, a penniless prostitute, share great part of their lives in the immediate post wwii italy.","vittorio de sica","sophia loren, marcello mastroianni, aldo puglisi, tecla scarano",5955,NA
"7",7,"children of the damned",1964,"approved",90,"horror, sci-fi",6.2,NA,"scientists discovers that there are six children who each have an enormous intelligence. the children are flown to london to be studied, but they each escape their embassy and gather in a ...                see full summary »","anton leader","ian hendry, alan badel, barbara ferris, alfred burke",3244,NA
"8",8,"onibaba",1964,"unrated",103,"drama, horror",8,NA,"two women kill samurai and sell their belongings for a living. while one of them is having an affair with their neighbor, the other woman meets a mysterious samurai wearing a bizarre mask.","kaneto shindô","nobuko otowa, jitsuko yoshimura, kei satô, jûkichi uno",12076,NA
"9",9,"hush...hush, sweet charlotte",1964,"unrated",133,"crime, drama, mystery",7.7,NA,"an aging, reclusive southern belle plagued by a horrifying family secret descends into madness after the arrival of a lost relative.","robert aldrich","bette davis, olivia de havilland, joseph cotten, agnes moorehead",9957,NA
"10",10,"zulu",1964,"unrated",138,"drama, history, war",7.8,NA,"outnumbered british soldiers do battle with zulu warriors at rorke's drift.","cy endfield","stanley baker, jack hawkins, ulla jacobsson, james booth",31062,NA
"11",11,"marnie",1964,"approved",130,"crime, drama, mystery",7.2,NA,"mark marries marnie although she is a habitual thief and has serious psychological problems, and tries to help her confront and resolve them.","alfred hitchcock","tippi hedren, sean connery, martin gabel, louise latham",36952,NA
"12",12,"first men in the moon",1964,"approved",103,"adventure, sci-fi",6.7,NA,"when a spaceship lands on the moon, it is hailed as a new accomplishment, before it becomes clear that a victorian party completed the journey in 1899, leading investigators to that mission's last survivor.","nathan juran","edward judd, martha hyer, lionel jeffries, miles malleson",4079,NA
"13",13,"father goose",1964,"approved",118,"adventure, comedy, romance",7.4,NA,"during world war ii, a man persuaded to live on an isolated island and spot aircraft finds himself responsible for a teacher and several students, all female.","ralph nelson","cary grant, leslie caron, trevor howard, jack good",8016,NA
"14",14,"a shot in the dark",1964,"approved",102,"comedy, mystery",7.6,NA,"inspector jacques clouseau investigates the murder of mr. benjamin ballon's driver at a country estate.","blake edwards","peter sellers, elke sommer, george sanders, herbert lom",21399,NA
"15",15,"the masque of the red death",1964,"unrated",89,"horror",7.1,NA,"a european prince terrorizes the local peasantry while using his castle as a refuge against the ""red death"" plague that stalks the land.","roger corman","vincent price, hazel court, jane asher, david weston",9731,NA
"16",16,"a hard day's night",1964,"g",87,"comedy, music, musical",7.7,"96","a ""typical"" day in the life of the beatles, including many of their famous songs.","richard lester                  :john lennon, paul mccartney, george harrison, ringo","john lennon, paul mccartney, george harrison, ringo starr",33938,NA
"17",17,"the last man on earth",1964,"unrated",86,"horror, sci-fi",6.9,NA,"when a disease turns all of humanity into the living dead, the last man on earth becomes a reluctant vampire hunter.","ubaldo ragona, sidney salkow","vincent price, franca bettoia, emma danieli, giacomo rossi stuart",14035,NA
"18",18,"the bargee",1964,"not rated",102,"comedy",6.4,NA,"hemel pike is a canal barge casanova, aided and abetted by his illiterate cousin, ronnie. hemel has a girl in every town along his route, and each one is intent on marriage. he is finally ...                see full summary »","duncan wood","harry h. corbett, hugh griffith, eric sykes, ronnie barker",204,NA
"19",19,"zorba the greek",1964,"unrated",142,"comedy, drama",7.8,NA,"an uptight english writer traveling to crete on a matter of business finds his life changed forever when he meets the gregarious alexis zorba.","mihalis kakogiannis","anthony quinn, alan bates, irene papas, lila kedrova",16824,NA
"20",20,"the umbrellas of cherbourg",1964,"not rated",91,"drama, musical, romance",7.8,"86","a young woman separated from her lover by war faces a life-altering decision.","jacques demy","catherine deneuve, nino castelnuovo, anne vernon, marc michel",17732,NA
"21",21,"the tomb of ligeia",1964,"unrated",82,"drama, horror, thriller",6.6,NA,"a man's obsession with his dead wife drives a wedge between him and his new bride.","roger corman","vincent price, elizabeth shepherd, john westbrook, derek francis",4142,NA
