"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"the lost weekend",1945,"not rated",101,"drama, film-noir",8,NA,"the desperate life of a chronic alcoholic is followed through a four-day drinking bout.","billy wilder","ray milland, jane wyman, phillip terry, howard da silva",27671,NA
"2",2,"and then there were none",1945,"approved",97,"crime, drama, mystery",7.6,NA,"ten people are invited to an isolated island, only to find that an unseen person is killing them one by one. could one of them be the killer?","rené clair","barry fitzgerald, walter huston, louis hayward, roland young",10161,NA
"3",3,"mildred pierce",1945,"not rated",111,"crime, drama, film-noir",8,NA,"a hard-working mother inches towards disaster as she divorces her husband and starts a successful restaurant business to support her spoiled daughter.","michael curtiz","joan crawford, jack carson, zachary scott, eve arden",17882,NA
"4",4,"spellbound",1945,"unrated",111,"film-noir, mystery, romance",7.6,NA,"a psychiatrist protects the identity of an amnesia patient accused of murder while attempting to recover his memory.","alfred hitchcock","ingrid bergman, gregory peck, michael chekhov, leo g. carroll",35861,NA
"5",5,"the picture of dorian gray",1945,"not rated",110,"drama, fantasy, horror",7.6,NA,"a corrupt young man somehow keeps his youthful beauty, but a special painting gradually reveals his inner ugliness to all.","albert lewin","george sanders, hurd hatfield, donna reed, angela lansbury",9809,NA
"6",6,"brief encounter",1945,"not rated",86,"drama, romance",8.1,NA,"meeting a stranger in a railway station, a woman is tempted to cheat on her husband.","david lean","celia johnson, trevor howard, stanley holloway, joyce carey",28687,NA
"7",7,"dead of night",1945,"approved",77,"horror",7.7,NA,"an architect senses impending doom as his half-remembered recurring dream turns into reality. the guests at the country house encourage him to stay as they take turns telling supernatural tales.","alberto cavalcanti, charles crichton, basil dearden, robert hamer","mervyn johns, michael redgrave, roland culver, mary merrall",8632,NA
"8",8,"christmas in connecticut",1945,"not rated",102,"comedy, romance",7.5,NA,"a food writer who has lied about being the perfect housewife must try to cover her deception when her boss and a returning war hero invite themselves to her home for a traditional family christmas.","peter godfrey","barbara stanwyck, dennis morgan, sydney greenstreet, reginald gardiner",5541,NA
"9",9,"our vines have tender grapes",1945,"passed",105,"drama, family",7.6,NA,"a norwegian farmer lovingly raises his daughter in rural world war ii-era benson junction, wisconsin.","roy rowland","edward g. robinson, margaret o'brien, james craig, frances gifford",1332,NA
"10",10,"scarlet street",1945,"approved",102,"drama, film-noir, thriller",7.9,NA,"when a man in mid-life crisis befriends a young woman, her venal fiancé persuades her to con him out of the fortune they mistakenly assume he possesses.","fritz lang","edward g. robinson, joan bennett, dan duryea, margaret lindsay",11118,NA
