"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"halloween",1978,"r",91,"horror, thriller",7.8,"78","fifteen years after murdering his sister on halloween night 1963, michael myers escapes from a mental hospital and returns to the small town of haddonfield to kill again.","john carpenter","donald pleasence, jamie lee curtis, tony moran, nancy kyes",175707,NA
"2",2,"grease",1978,"pg-13",110,"musical, romance",7.2,"70","good girl sandy and greaser danny fell in love over the summer. when they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance?","randal kleiser","john travolta, olivia newton-john, stockard channing, jeff conaway",186661,NA
"3",3,"dawn of the dead",1978,"unrated",127,"action, adventure, horror",8,"71","following an ever-growing epidemic of zombies that have risen from the dead, two philadelphia s.w.a.t. team members, a traffic reporter, and his television executive girlfriend seek refuge in a secluded shopping mall.","george a. romero","david emge, ken foree, scott h. reiniger, gaylen ross",96769,NA
"4",4,"the deer hunter",1978,"r",183,"drama, war",8.2,"81","an in-depth examination of the ways in which the u.s. vietnam war impacts and disrupts the lives of people in a small industrial town in pennsylvania.","michael cimino","robert de niro, christopher walken, john cazale, john savage",256088,NA
"5",5,"superman",1978,"pg",143,"action, adventure, drama",7.3,"86","an alien orphan is sent from his dying planet to earth, where he grows up to become his adoptive home's first and greatest superhero.","richard donner","christopher reeve, margot kidder, gene hackman, marlon brando",136605,NA
"6",6,"animal house",1978,"r",109,"comedy",7.6,"82","at a 1962 college, dean vernon wormer is determined to expel the entire delta tau chi fraternity, but those troublemakers have other plans for him.","john landis","john belushi, karen allen, tom hulce, stephen furst",96586,NA
"7",7,"invasion of the body snatchers",1978,"pg",115,"horror, sci-fi",7.4,"75","in san francisco, a group of people discover the human race is being replaced one by one, with clones devoid of emotion.","philip kaufman","donald sutherland, brooke adams, jeff goldblum, veronica cartwright",41441,NA
"8",8,"pretty baby",1978,"r",110,"drama",6.6,NA,"a teenage girl lives as a prostitute in new orleans in 1917.","louis malle","brooke shields, keith carradine, susan sarandon, frances faye",8048,NA
"9",9,"midnight express",1978,"r",121,"biography, crime, drama",7.6,"59","billy hayes, an american college student, is caught smuggling drugs out of turkey and thrown into prison.","alan parker","brad davis, irene miracle, bo hopkins, paolo bonacelli",59503,NA
"10",10,"jaws 2",1978,"pg",116,"adventure, drama, horror",5.7,"52","police chief brody must protect the citizens of amity after a second monstrous shark begins terrorizing the waters.","jeannot szwarc","roy scheider, lorraine gary, murray hamilton, joseph mascolo",57004,NA
"11",11,"i spit on your grave",1978,"r",101,"horror, thriller",5.7,"19","an aspiring writer is repeatedly gang-raped, humiliated, and left for dead by four men whom she systematically hunts down to seek revenge.","meir zarchi","camille keaton, eron tabor, richard pace, anthony nichols",21804,NA
"12",12,"death on the nile",1978,"pg",140,"crime, drama, mystery",7.3,NA,"as hercule poirot enjoys a luxurious cruise down the nile, a newlywed heiress is found murdered on board. can poirot identify the killer before the ship reaches the end of its journey?","john guillermin","peter ustinov, mia farrow, simon maccorkindale, jane birkin",21659,NA
"13",13,"the lord of the rings",1978,"pg",132,"animation, adventure, fantasy",6.2,NA,"the fellowship of the ring embark on a journey to destroy the one ring and end sauron's reign over middle-earth.","ralph bakshi","christopher guard, william squire, michael scholes, john hurt",25797,NA
"14",14,"coma",1978,"pg",113,"drama, horror, mystery",6.9,"60","when a young female doctor notices an unnatural amount of comas occurring in her hospital she uncovers a horrible conspiracy.","michael crichton","michael douglas, rip torn, geneviève bujold, elizabeth ashley",14395,NA
"15",15,"days of heaven",1978,"pg",94,"drama, romance",7.9,"93","a hot-tempered farm laborer convinces the woman he loves to marry their rich but dying boss so that they can have a claim to his fortune.","terrence malick","richard gere, brooke adams, sam shepard, linda manz",41799,NA
"16",16,"the fury",1978,"r",118,"horror, sci-fi",6.4,NA,"a government agent is determined to come to his son's rescue when a sinister official kidnaps him to harbor his extremely powerful psychic abilities.","brian de palma","kirk douglas, john cassavetes, carrie snodgress, charles durning",10769,NA
"17",17,"watership down",1978,"pg",91,"animation, adventure, drama",7.7,NA,"a group of rabbits flee their doomed warren and face many dangers to find and protect their new home.","martin rosen","john hurt, richard briers, ralph richardson, michael graham cox",27602,NA
"18",18,"damien: omen ii",1978,"r",107,"horror",6.3,NA,"damien the antichrist, now thirteen years old, finally learns of his destiny under the guidance of an unholy disciple of satan. meanwhile dark forces begin to eliminate all those who suspect the child's true identity.","don taylor, mike hodges","william holden, lee grant, jonathan scott-taylor, robert foxworth",24349,NA
"19",19,"starcrash",1978,"pg",92,"action, adventure, sci-fi",3.9,NA,"an outlaw smuggler and her alien companion are recruited by the emperor of the galaxy to rescue his son and destroy a secret weapon by the evil count zarth arn.","luigi cozzi","marjoe gortner, caroline munro, christopher plummer, david hasselhoff",4493,NA
"20",20,"the wiz",1978,"g",134,"adventure, family, fantasy",5.3,NA,"an adaptation of 'the wizard of oz' that tries to capture the essence of the african-american experience.","sidney lumet","diana ross, michael jackson, nipsey russell, ted ross",11754,NA
"21",21,"up in smoke",1978,"r",86,"comedy, music",7,"57","two stoners unknowingly smuggle a van - made entirely of marijuana - from mexico to l.a., with incompetent sgt. stedenko on their trail.","lou adler, tommy chong","cheech marin, tommy chong, strother martin, edie adams",30971,NA
"22",22,"1922",1978,NA,135,"biography, drama, history",6.3,NA,"based on the book by ilias venezis ""the number 31328"", the film by nikos koundouros unfolds through the personal tragedies of three characters, the asia minor disaster and the agonizing ...                see full summary »","nikos koundouros","antigoni amanitou, zaharias rohas, nikos kapios, vasilis kolovos",179,NA
"23",23,"attack of the killer tomatoes!",1978,"pg",83,"adventure, comedy, horror",4.6,NA,"a group of scientists band together to save the world from mutated killer tomatoes.","john de bello","david miller, george wilson, sharon taylor, j. stephen peace",10473,NA
"24",24,"every which way but loose",1978,"pg",114,"action, comedy",6.3,NA,"the san fernando valley adventures of trucker turned prize-fighter philo beddoe and his pet orangutan clyde.","james fargo","clint eastwood, sondra locke, geoffrey lewis, beverly d'angelo",18996,NA
"25",25,"piranha",1978,"r",94,"comedy, horror, sci-fi",5.9,NA,"when flesh-eating piranhas are accidentally released into a summer resort's rivers, the guests become their next meal.","joe dante","bradford dillman, heather menzies-urich, kevin mccarthy, keenan wynn",15384,NA
"26",26,"convoy",1978,"pg",110,"action, drama",6.3,NA,"truckers form a mile long ""convoy"" in support of a trucker's vendetta with an abusive sheriff...based on the country song of same title by c.w. mccall.","sam peckinpah","kris kristofferson, ali macgraw, ernest borgnine, burt young",12359,NA
"27",27,"goin' south",1978,"pg",105,"comedy, crime, romance",6.3,"52","due to the lack of men after the civil war, a small western town allows a bachelorette with ulterior motives to save a horse thief from the gallows by marrying him. they must deal with his old gang, the sheriff, the bank, and each other.","jack nicholson","jack nicholson, mary steenburgen, christopher lloyd, john belushi",5091,NA
"28",28,"martin",1978,"r",95,"drama, horror",7.2,"68","a young man, who believes himself to be a vampire, goes to live with his elderly and hostile cousin in a small pennsylvania town where he tries to redeem his blood-craving urges.","george a. romero","john amplas, lincoln maazel, christine forrest, elyane nadeau",8108,NA
"29",29,"corvette summer",1978,"pg",105,"adventure, comedy",5.5,NA,"a high school grad and a hooker-in-training try to track down his stolen corvette.","matthew robbins","mark hamill, annie potts, eugene roche, william bryant",2257,NA
"30",30,"the boys from brazil",1978,"r",125,"drama, thriller",7,"40","a nazi hunter in paraguay discovers a sinister and bizarre plot to rekindle the third reich.","franklin j. schaffner","gregory peck, laurence olivier, james mason, lilli palmer",22028,NA
"31",31,"magic",1978,"r",107,"drama, horror",6.8,NA,"a ventriloquist is at the mercy of his vicious dummy while he tries to renew a romance with his high school sweetheart.","richard attenborough","anthony hopkins, ann-margret, burgess meredith, ed lauter",7179,NA
"32",32,"coming home",1978,"r",127,"drama, romance, war",7.3,NA,"a woman whose husband is fighting in vietnam falls in love with another man who suffered a paralyzing combat injury there.","hal ashby","jane fonda, jon voight, bruce dern, penelope milford",10212,NA
"33",33,"drunken master",1978,"pg-13",111,"action, comedy",7.6,NA,"wong fei-hung (jackie chan) is a mischievous, yet righteous young man, but after a series of incidents, his frustrated father has him disciplined by beggar so (yuen siu-tien), a master of drunken martial arts.","woo-ping yuen","jackie chan, siu tin yuen, jang lee hwang, dean shek",28635,NA
"34",34,"the driver",1978,"r",91,"action, crime, thriller",7.2,NA,"a getaway driver becomes the latest assignment for a tenancious detective.","walter hill","ryan o'neal, bruce dern, isabelle adjani, ronee blakley",10764,NA
"35",35,"the inglorious bastards",1978,"r",99,"action, adventure, war",6.6,NA,"in 1944 france, a group of escaped american military prisoners en route to switzerland volunteers to steal a nazi v2 rocket warhead for the allies.","enzo g. castellari","bo svenson, peter hooten, fred williamson, michael pergolani",7785,NA
"36",36,"game of death",1978,"r",85,"action, crime, drama",6.1,NA,"a martial arts movie star must fake his death to find the people who are trying to kill him.","robert clouse, bruce lee","bruce lee, gig young, colleen camp, dean jagger",13624,NA
"37",37,"fingers",1978,"r",90,"crime, drama, music",7,NA,"a dysfunctional young man is pulled between loyalties to his italian mob-connected loan shark father and his mentally disturbed jewish concert pianist mother.","james toback","harvey keitel, tisa farrow, jim brown, michael v. gazzo",1918,NA
"38",38,"battlestar galactica",1978,"pg",148,"action, adventure, sci-fi",6.8,NA,"after the destruction of the twelve colonies of mankind, the last major fighter carrier leads a makeshift fugitive fleet in a desperate search for the legendary planet earth.","richard a. colla, alan j. levi","richard hatch, dirk benedict, lorne greene, herbert jefferson jr.",6871,NA
"39",39,"heaven can wait",1978,"pg",101,"comedy, fantasy, romance",6.9,NA,"a los angeles rams quarterback, accidentally taken away from his body by an overanxious angel before he was meant to die, returns to life in the body of a recently murdered millionaire.","warren beatty, buck henry","warren beatty, james mason, julie christie, jack warden",15382,NA
"40",40,"foul play",1978,"pg",116,"comedy, mystery, thriller",6.8,NA,"a shy san francisco librarian and a bumbling cop fall in love as they solve a crime involving albinos, dwarves, and the catholic church.","colin higgins","goldie hawn, chevy chase, burgess meredith, rachel roberts",11433,NA
"41",41,"force 10 from navarone",1978,"pg",118,"action, drama, war",6.3,"42","during world war ii, several oddly assorted military experts are teamed in a mission to raid and destroy a bridge vital to enemy strategy.","guy hamilton","harrison ford, robert shaw, edward fox, franco nero",14347,NA
"42",42,"the great train robbery",1978,"pg",110,"adventure, crime, drama",7,"68","in victorian england, a master criminal makes elaborate plans to steal a shipment of gold from a moving train.","michael crichton","sean connery, donald sutherland, lesley-anne down, alan webb",12740,NA
"43",43,"the wild geese",1978,"r",134,"action, adventure, drama",6.8,NA,"a british banker hires a group of british mercenaries to rescue a deposed african president from the hands of a corrupt african dictator.","andrew v. mclaglen","richard burton, roger moore, richard harris, hardy krüger",9974,NA
"44",44,"paradise alley",1978,"pg",107,"drama",5.8,NA,"three italian-american brothers, living in the slums of 1940's new york city, try to help each other with one's wrestling career using one brother's promotional skills and another brother's con-artist tactics to thwart a sleazy manager.","sylvester stallone","sylvester stallone, lee canalito, armand assante, frank mcrae",3799,NA
"45",45,"la montagna del dio cannibale",1978,NA,99,"adventure, horror",5.3,NA,"a girl and her brother fly to new guinea to look for a lost expedition, led by her husband, which has vanished in the great jungle.","sergio martino","ursula andress, stacy keach, claudio cassinelli, antonio marsina",2934,NA
"46",46,"eyes of laura mars",1978,"r",104,"mystery, thriller",6.1,NA,"a famous fashion photographer develops a disturbing ability to see through the eyes of a killer.","irvin kershner","faye dunaway, tommy lee jones, brad dourif, rene auberjonois",6705,NA
"47",47,"la cage aux folles",1978,"r",110,"comedy",7.3,NA,"two gay men living in st. tropez have their lives turned upside down when the son of one of the men announces he is getting married. they try to conceal their lifestyle and their ownership ...                see full summary »","édouard molinaro","ugo tognazzi, michel serrault, claire maurier, rémi laurent",8157,NA
"48",48,"the toolbox murders",1978,"r",93,"horror, mystery, thriller",5.3,NA,"a ski-masked maniac kills apartment complex tenants with the contents of a toolbox.","dennis donnelly","cameron mitchell, pamelyn ferdin, wesley eure, nicolas beauvy",2631,NA
"49",49,"california suite",1978,"pg",103,"comedy, drama, romance",6.2,NA,"misadventures of four groups of guests at the beverly hills hotel.","herbert ross","jane fonda, alan alda, maggie smith, michael caine",5345,NA
"50",50,"autumn sonata",1978,"pg",99,"drama, music",8.3,NA,"a married daughter who longs for her mother's love is visited by the latter, a successful concert pianist.","ingmar bergman","ingrid bergman, liv ullmann, lena nyman, halvar björk",17459,NA
"51",51,"the buddy holly story",1978,"pg",114,"biography, drama, music",7.3,NA,"the story of the life and career of the early rock and roll singer, from his meteoric rise to stardom, to his marriage and untimely death.","steve rash","gary busey, don stroud, charles martin smith, conrad janis",6850,NA
"52",52,"same time, next year",1978,"pg",119,"comedy, drama, romance",7.2,NA,"a man and woman meet by chance at a romantic inn over dinner. although both are married to others, they find themselves in the same bed the next morning questioning how this could have ...                see full summary »","robert mulligan","alan alda, ellen burstyn, ivan bonar, bernie kuby",4785,NA
"53",53,"big wednesday",1978,"pg",120,"drama, sport",7.3,NA,"the lives of some california surfers from the early 1960s to the 1970s.","john milius","jan-michael vincent, william katt, gary busey, patti d'arbanville",4975,NA
"54",54,"the boys in company c",1978,"r",125,"drama, war",7,NA,"in 1967, five young men undergo boot camp training before being shipped out to vietnam. once they get there, the experience proves worse than they could have imagined.","sidney j. furie","stan shaw, andrew stevens, james canning, michael lembeck",2406,NA
"55",55,"sgt. pepper's lonely hearts club band",1978,"pg",113,"adventure, comedy, fantasy",3.9,NA,"small town band hits it big, but they must battle a nefarious plot in the music industry.","michael schultz","peter frampton, barry gibb, robin gibb, maurice gibb",5234,NA
"56",56,"hooper",1978,"pg",99,"action, comedy",6.2,NA,"hollywood aging stuntman sonny hooper wants to prove that he's still got what it takes to be a great professional in this risky and under-recognized line of work.","hal needham","burt reynolds, jan-michael vincent, sally field, brian keith",4717,NA
"57",57,"revenge of the pink panther",1978,"pg",99,"comedy, crime, mystery",6.7,NA,"to prove that he still is strong and powerful, philippe douvier decides to kill clouseau. once news of his ""death"" has been announced, clouseau tries to take advantage of it and goes undercover with cato to find out who tried to kill him.","blake edwards","peter sellers, herbert lom, burt kwouk, dyan cannon",17046,NA
"58",58,"jubilee",1978,"not rated",106,"comedy, drama, fantasy",6.1,NA,"queen elisabeth i travels 400 years into the future to witness the appalling revelation of a dystopian london overrun by corruption and a vicious gang of punk guerrilla girls led by the new monarch of punk.","derek jarman","jenny runacre, nell campbell, toyah willcox, jordan",2216,NA
"59",59,"f.i.s.t.",1978,"pg",145,"crime, drama, thriller",6.4,NA,"a rebellious cleveland warehouse worker rises through the ranks of a trucking industry union to become union president but his organized crime links cause his eventual downfall.","norman jewison","sylvester stallone, rod steiger, peter boyle, melinda dillon",5984,NA
"60",60,"straight time",1978,"r",114,"crime, drama",7.4,NA,"fresh off his most recent prison term, an ex con assaults his former probation officer and goes on the run.","ulu grosbard, dustin hoffman","dustin hoffman, theresa russell, gary busey, harry dean stanton",6017,NA
"61",61,"the cat from outer space",1978,"g",104,"comedy, family, sci-fi",6,NA,"a ufo is stranded on earth and impounded by the us government. its pilot, a cat with a collar that has special powers, including the ability to allow the cat to communicate with humans, has...                see full summary »","norman tokar","ken berry, sandy duncan, harry morgan, roddy mcdowall",3351,NA
"62",62,"laserblast",1978,"pg",85,"horror, sci-fi",2.5,NA,"a teenager stumbles upon an alien weapon, which transforms him into a grotesque killer.","michael rae","kim milford, cheryl smith, gianni russo, ron masak",4847,NA
"63",63,"the big sleep",1978,"r",99,"crime, drama, mystery",5.8,NA,"grizzled american private detective in england investigates a complicated case of blackmail turned murder involving a rich but honest elderly general, his two loose socialite daughters, a pornographer and a gangster.","michael winner","robert mitchum, sarah miles, richard boone, candy clark",3200,NA
