"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"nosferatu",1922,"unrated",81,"fantasy, horror",8,NA,"vampire count orlok expresses interest in a new residence and real estate agent hutter's wife.","f.w. murnau","max schreck, greta schröder, ruth landshoff, gustav von wangenheim",74133,NA
"2",2,"dr. mabuse: the gambler",1922,"not rated",242,"crime, mystery, thriller",7.9,NA,"arch-criminal dr. mabuse sets out to make a fortune and run berlin. detective wenk sets out to stop him.","fritz lang","rudolf klein-rogge, aud egede-nissen, gertrude welcker, alfred abel",5847,NA
"3",3,"blood and sand",1922,NA,80,"drama, romance, sport",7.2,NA,"a toreador's familial and social life is threatened when he has an affair.","fred niblo, dorothy arzner","rosa rosanova, rudolph valentino, nita naldi, leo white",1088,NA
"4",4,"robin hood",1922,"pg",143,"adventure, family, romance",7.6,NA,"a nobleman becomes the vigilante robin hood who protects the oppressed english people from the tyrannical prince john.","allan dwan","wallace beery, sam de grasse, enid bennett, paul dickey",1682,NA
"5",5,"foolish wives",1922,"not rated",117,"drama, thriller",7.3,NA,"a con artist masquerades a russian nobility and attempts to seduce the wife of an american diplomat.","erich von stroheim","rudolph christians, miss dupont, maude george, mae busch",2295,NA
"6",6,"the headless horseman",1922,"not rated",68,"comedy, drama, horror",5.1,NA,"the village of sleepy hollow is getting ready to greet the new schoolteacher, ichabod crane, who is coming from new york. crane has already heard of the village's legendary ghost, a ...                see full summary »","edward d. venturini","will rogers, lois meredith, ben hendricks jr., charles e. graham",167,NA
"7",7,"the super sex",1922,NA,60,NA,NA,NA,"add a plot","lambert hillyer",NA,NA,NA
"8",8,"oliver twist",1922,NA,98,"drama",6.8,NA,"an orphan named oliver twist meets a pickpocket on the streets of london. from there, he joins a household of boys who are trained to steal for their master.","frank lloyd","jackie coogan, james a. marcus, aggie herring, lewis sargent",616,NA
"9",9,"phantom",1922,"tv-pg",125,"drama, fantasy, romance",7,NA,"a shiftless young man becomes obsessed with a mysterious woman and yearns to find her again.","f.w. murnau","alfred abel, frida richard, aud egede-nissen, hans heinrich von twardowski",1201,NA
"10",10,"number 13",1922,NA,NA,NA,NA,NA,NA,"alfred hitchcock",NA,NA,NA
"11",11,"the loves of pharaoh",1922,NA,100,"drama, history",6.7,NA,"the ethiopian king offers his daughter to a powerful pharaoh to secure peace between the two countries.","ernst lubitsch","emil jannings, harry liedtke, paul biensfeldt, friedrich kühne",381,NA
"12",12,"sherlock holmes",1922,NA,85,"drama, mystery",5.8,NA,"a young sherlock holmes seeks to bring down the criminal mastermind moriarty as he solves a crime involving a blackmailed prince.","albert parker","john barrymore, roland young, carol dempster, gustav von seyffertitz",455,NA
"13",13,"grandma's boy",1922,"passed",60,"comedy, family",7.1,NA,"a meek young man must find the courage within when a rogue tramp menaces his home town.","fred c. newmeyer","harold lloyd, mildred davis, anna townsend, charles stevenson",1344,NA
"14",14,"the young rajah",1922,"passed",54,"romance, drama",6.9,NA,"a young man raised in the american south discovers he is an indian prince whose throne was taken by usurpers.","phil rosen","rudolph valentino, wanda hawley, pat moore, charles ogle",328,NA
"15",15,"salomé",1922,"not rated",72,"biography, drama, history",6.6,NA,"salome, the daughter of herodias, seduces her step-father/uncle herod, governor of judea, with a salacious dance. in return, he promises her the head of the prophet john the baptist.","charles bryant, alla nazimova","alla nazimova, nigel de brulier, mitchell lewis, rose dione",583,NA
"16",16,"der brennende acker",1922,NA,98,"drama",7.3,NA,"when farmer rog dies, his son peter stays, but johannes can not be satisfied with such a condition (and servant maria's love) and finds a job as old count rudenberg's secretary. his ...                see full summary »","f.w. murnau","werner krauss, eugen klöpfer, vladimir gajdarov, eduard von winterstein",431,NA
"17",17,"beyond the rocks",1922,"tv-pg",80,"drama, romance",7.7,NA,"a young woman marries an older millionaire and then falls in love with a handsome nobleman on her honeymoon.","sam wood","rudolph valentino, gloria swanson, edythe chapman, alec b. francis",2055,NA
