"","link","synopsis","summaries"
"1","http://www.imdb.com/title/tt0019254/plotsummary?ref_=tt_stry_pl#synopsis","After having led numerous military battles against the English during the Hundred Years' War, Joan of Arc is captured near Compiegne and eventually brought to Rouen, Normandy to stand trial for heresy by French clergymen loyal to the English.On 30 May 1431 Joan is interrogated by the French clerical court. Her judges try to make her say something that will discredit her claim or shake her belief that she has been given a mission by God to drive the English from France, but she remains steadfast. One or two of them, believing that she is indeed a saint, support her. The authorities then resort to deception. A priest reads a false letter to the illiterate prisoner supposedly from King Charles VII of France, telling her to trust in the bearer. When that too fails, Joan is taken to view the torture chamber, but the sight, though it causes her to faint, does not intimidate her.When she is threatened with burning at the stake, she finally breaks and allows a priest to guide her hand in signing a confession. However, the judge then condemns her to life imprisonment.As the jailer shaves her head, she realises she has been unfaithful to God. She demands that the judges return and she recants her confession.As more and more around her begin to recognise her true faith and calling she is permitted a final communion mass. She is then dressed in sack-cloth and taken to the place of execution. She helps the executioner tie her bonds. The crowds gather and the fire is lit. As the flames rise the women weep and a man cries out ""you have burned a saint"". The troops prepare for a riot. As the flames consume Joan the troops and crowd clash and people are killed. Joan is consumed by the flames but they protect her soul as it rises to heaven.","
    
                    The sufferings of a martyr, Jeanne D'Arc (1412-1431). Jeanne appears in court where Cauchon questions her and d'Estivet spits on her. She predicts her rescue, is taken to her cell, and judges forge evidence against her. In her cell, priests interrogate her and judges deny her the Mass. Threatened first in a torture chamber and then offered communion if she will recant, she refuses. At a cemetery, in front of a crowd, a priest and supporters urge her to recant; she does, and Cauchon announces her sentence. In her cell, she explains her change of mind and receives communion. In the courtyard at Rouen castle, she burns at the stake; the soldiers turn on the protesting crowd.
                        
                            —
                        
                
                
                    In 1431, Jeanne d'Arc is placed on trial on charges of heresy. The ecclesiastical jurists attempt to force Jeanne to recant her claims of holy visions.
                        
                            —Shannon Patrick Sullivan 
                        
                
    Spoilers
    
            
            The synopsis below may give away important plot points.
    
    Synopsis
    After having led numerous military battles against the English during the Hundred Years' War, Joan of Arc is captured near Compiegne and eventually brought to Rouen, Normandy to stand trial for heresy by French clergymen loyal to the English.On 30 May 1431 Joan is interrogated by the French clerical court. Her judges try to make her say something that will discredit her claim or shake her belief that she has been given a mission by God to drive the English from France, but she remains steadfast. One or two of them, believing that she is indeed a saint, support her. The authorities then resort to deception. A priest reads a false letter to the illiterate prisoner supposedly from King Charles VII of France, telling her to trust in the bearer. When that too fails, Joan is taken to view the torture chamber, but the sight, though it causes her to faint, does not intimidate her.When she is threatened with burning at the stake, she finally breaks and allows a priest to guide her hand in signing a confession. However, the judge then condemns her to life imprisonment.As the jailer shaves her head, she realises she has been unfaithful to God. She demands that the judges return and she recants her confession.As more and more around her begin to recognise her true faith and calling she is permitted a final communion mass. She is then dressed in sack-cloth and taken to the place of execution. She helps the executioner tie her bonds. The crowds gather and the fire is lit. As the flames rise the women weep and a man cries out ""you have burned a saint"". The troops prepare for a riot. As the flames consume Joan the troops and crowd clash and people are killed. Joan is consumed by the flames but they protect her soul as it rises to heaven.
    
        See also"
"2","http://www.imdb.com/title/tt0019130/plotsummary?ref_=tt_stry_pl#synopsis",NA,"
    
                    Gwynplaine, son of Lord Clancharlie, has a permanent smile carved on his face by the King, in revenge for Gwynplaine's father's treachery. Gwynplaine is adopted by a travelling showman and becomes a popular idol. He falls in love with the blind Dea. The king dies, and his evil jester tries to destroy or corrupt Gwynplaine.
                        
                            —Helen Elsom 
                        
                
                
                    In 1690, in England, the nobleman Lord Clancharlie returns from his exile to see his young son. The peer is captured by the cruel King James II and before being killed, he is informed that his beloved son had been sold to the gypsies Comanchicos that carved a permanent grin on his face. The Cormanchicos abandon the boy in the cold snowing winter, and while looking for shelter, he finds a baby hold in the arms of her dead mother. He brings the baby with him and they are welcomed by the philosopher Ursus, who finds that the baby is blind and raises them. Years later, Gwynplaine becomes a successful clown, and together with the blind Dea, they present plays for common people. Gwynplaine and Dea are in love for each other, but he refuses to marry her because of his ridiculous appearance. When the evil jester Barkilphedro discloses the origin of Gwynplaine, he plots a means to be rewarded by the Queen, jeopardizing the love of Gwynplaine and Dea.
                        
                            —Claudio Carvalho, Rio de Janeiro, Brazil
                        
                
                
                    When a proud noble refuses to kiss the hand of the despotic King James in 1690, he is cruelly executed and his son surgically disfigured.
                        
                            —duke1029@aol.com
                        
                
    Synopsis
    
                "
"3","http://www.imdb.com/title/tt0018217/plotsummary?ref_=tt_stry_pl#synopsis","Events in St. Petersburg are shown, beginning from the overthrow of the Romanov monarchy in February of 1917. The soundtrack has no speech but the roar of crowds, sounds of marching, running, trains, guns and other objects enhance the images.In the first sequence, an angry crowd tears down a monumental statue of Tsar Nicholas, symbolizing the fall of the monarchy.In another sequence, important looking people are marching up a spectacular interior stairway at the Winter Palace, on their way to meetings that form a new government. The prime minister of the new government is Kerensky (Vladimir Popov) . He announces that commitments made to allied foreign governments by the Tsar will be honored by the government. Russia's participation in the war continues.From this point, the film depicts the increasingly chaotic days until the victory of the Bolsheviks over the Mensheviks and other small parties that participated in the overthrow of the Tsar.Meantime, there is much suffering at the war front by mismanaged soldiers, and by the proletarians elsewhere in the country, who march in demonstrations to complain that they have no bread to eat.Lenin (Vasili Nikandrov) returns to St. Petersburg from exile in April. Huge crowds meet him at the Finland railway station, and he delivers a speech from the front of a steam engine.Economic conditions and the war continue to deteriorate, and marches on the seat of government get larger and more ominous. Soldiers march back towards the capital from the front, apparently without official orders to do so, and they are welcomed by proletarian crowds.In July, one such huge demonstration is put down by machine gun fire. The central part of the city is isolated by raising of draw bridges. A machine gun regiment opens fire on a march. Incredibly rapid editing back-and-forth between a shot of a gun barrel and the mean look on the gunner's face suggest both the action and the sound of the gun.The massacre and the image of a horse dangling lifelessly from the edge of the draw bridge as it lifts are of unbearable sadness. In this unforgettable cinematic moment, the dead horse and a long haired young woman, killed as she joined in the workers' protest, undergo a slow slip from the deck of an opening draw bridge into the river below.The temporary victory of the Kerensky government is celebrated by the bourgeoisie, depicted as inflated, food and drink-sated fools, their supercilious natures reflected by expressions bordering on the imbecilic.Shots of the monumental Tsarist statues being dismantled are shown in reverse, appearing to get put back together.The film uses a technique named ""intellectual montage"", the editing together of shots of apparently unconnected objects in order to create and encourage intellectual comparisons between them. One notable example occurs as a baroque image of Jesus is compared, through a series of shots, to Hindu deities, Buddha, Aztec gods, and finally a primitive idol in order to suggest the sameness of all religions. The idol is then compared with military regalia to suggest the linking of military patriotism and religious fanaticism.The political parties organize mass meetings at a building known as the Smolny, which later becomes the headquarters of the Bolshevik party alone.The film shuttles back and forth between outside crowd scenes of marches, indoor mass meeting scenes at the Smolny, and scenes of the cabinet ministers in their headquarters at the Winter Palace.Lenin's arrest is ordered. Lenin is, of course, a hero. THE hero. Trotsky is shown as a weak would-be compromiser, actually a mild obstacle to the advance of the Bolsheviks to power.The images often switch from enormous, fluid and raging crowd action, occasionally taken from news film but more often staged with a cast of thousands, to closeups of faces that reflect deep emotion or show the activities of individuals in the groups. The distribution of rifles or the passing out of leaflets is shown in closeups several times.The main heroes are the proletariat, poor but possessed of a fierce and empowering nobility. The Leninist notion that the masses cannot progress without the guidance of the party guides much of the crowd action.By late October, the Kerensky government has lost control, and the Bolsheviks are ready to strike a final blow to achieve total power.The feckless Kerensky, head of the Provisional Government, is pictured in cuts with views statuettes of Napoleon, who was forced to retreat from Russia. Depicted as a coward, Kerensky abandons his cabinet in the Winter palace while he flees in a luxury car bedecked with a small American flag.The government offices are towards the end guarded by two armed groups, one formed by military cadets, and the other by a group of tough women soldiers. They are repeatedly told that military help is on the way. However, a train bringing in the troops under the command of a general is detained by sabotage on the tracks by proletarian militias, and the military on the train make no effort to continue.A small warship enters the city river and posts itself close to the Winter Palace.Extensive use is made of montage that expresses ideas by editing in shots of objects from outside the setting or unrelated to the narrative. For example, images of the Tsar's clockwork toy preening peacock are spliced into a scene in which the provisional government ministers meet.While the government ministers dawdle and vacillate, an advance guard infiltrates the palace, and proletarian agents seek out and talk to small groups of the military defenders inside.The key moments of the revolution are shown to be instances where military groups originally charged with defending the status quo refuse to shoot against proletarian marches or militias and instead join with the protesters or cheer them on.The images often contrast faces with still objects. The workers are juxtaposed with weapons, streets, bridges. The visual setting is spectacular: impressive statues, large exterior views which encompass roads, bridges, canals, masses of people and armies, extended interior views, beautiful decorative objects and art works like Rodin's sculptures.A lengthy all parties congress held at the Smolny, that involves all kinds of comings and goings, eventually votes that it will be the Bolsheviks who will form a new government after the Winter Palace, the headquarters of the remains of the Kerensky cabinet, is overwhelmed. In these sequences, men are shown scrambling in and out of a doorway again and again and again to represent the enormous numbers of delegates that are participating.In these scenes, particularly ugly or bizarre looking actors are cast as people intended to appear ridiculous, such as the Mensheviks and provisional government ministers.The Bolsheviks vote to order their proletarian militias to take over the seat of government. A note giving the military defenders twenty minutes to surrender and quit their posts is passed to the other side by a threesome advancing slowly with white flags of truce.There are tense waiting periods after the ultimatum to the defending units, and all of them quietly cross over and throw down their weapons. After the twenty minutes there follows a breathtaking sequence in the storming of the huge palace.While the red guards are ransacking the Tsars apartments, they have a laugh amongst themselves when pulling a decorative cushion off an ornate chair reveals a commode, while framed photos of the deposed tsar and tsarina seem to be looking on.The rebels eventually enter the room where the cabinet members are, arrest the ministers, andAnatov-Oveyenko signs a proclamation dissolving the provisional government.A new government announces decrees of peace and of land in November of 1917.","
    
                    In documentary style, events in Petrograd are re-enacted from the end of the monarchy in February of 1917 to the end of the provisional government and the decrees of peace and of land in November of that year. Lenin returns in April. In July, counter-revolutionaries put down a spontaneous revolt, and Lenin's arrest is ordered. By late October, the Bolsheviks are ready to strike: ten days will shake the world. While the Mensheviks vacillate, an advance guard infiltrates the palace. Anatov-Oveyenko leads the attack and signs the proclamation dissolving the provisional government.
                        
                            —
                        
                
    Spoilers
    
            
            The synopsis below may give away important plot points.
    
    Synopsis
    Events in St. Petersburg are shown, beginning from the overthrow of the Romanov monarchy in February of 1917. The soundtrack has no speech but the roar of crowds, sounds of marching, running, trains, guns and other objects enhance the images.In the first sequence, an angry crowd tears down a monumental statue of Tsar Nicholas, symbolizing the fall of the monarchy.In another sequence, important looking people are marching up a spectacular interior stairway at the Winter Palace, on their way to meetings that form a new government. The prime minister of the new government is Kerensky (Vladimir Popov) . He announces that commitments made to allied foreign governments by the Tsar will be honored by the government. Russia's participation in the war continues.From this point, the film depicts the increasingly chaotic days until the victory of the Bolsheviks over the Mensheviks and other small parties that participated in the overthrow of the Tsar.Meantime, there is much suffering at the war front by mismanaged soldiers, and by the proletarians elsewhere in the country, who march in demonstrations to complain that they have no bread to eat.Lenin (Vasili Nikandrov) returns to St. Petersburg from exile in April. Huge crowds meet him at the Finland railway station, and he delivers a speech from the front of a steam engine.Economic conditions and the war continue to deteriorate, and marches on the seat of government get larger and more ominous. Soldiers march back towards the capital from the front, apparently without official orders to do so, and they are welcomed by proletarian crowds.In July, one such huge demonstration is put down by machine gun fire. The central part of the city is isolated by raising of draw bridges. A machine gun regiment opens fire on a march. Incredibly rapid editing back-and-forth between a shot of a gun barrel and the mean look on the gunner's face suggest both the action and the sound of the gun.The massacre and the image of a horse dangling lifelessly from the edge of the draw bridge as it lifts are of unbearable sadness. In this unforgettable cinematic moment, the dead horse and a long haired young woman, killed as she joined in the workers' protest, undergo a slow slip from the deck of an opening draw bridge into the river below.The temporary victory of the Kerensky government is celebrated by the bourgeoisie, depicted as inflated, food and drink-sated fools, their supercilious natures reflected by expressions bordering on the imbecilic.Shots of the monumental Tsarist statues being dismantled are shown in reverse, appearing to get put back together.The film uses a technique named ""intellectual montage"", the editing together of shots of apparently unconnected objects in order to create and encourage intellectual comparisons between them. One notable example occurs as a baroque image of Jesus is compared, through a series of shots, to Hindu deities, Buddha, Aztec gods, and finally a primitive idol in order to suggest the sameness of all religions. The idol is then compared with military regalia to suggest the linking of military patriotism and religious fanaticism.The political parties organize mass meetings at a building known as the Smolny, which later becomes the headquarters of the Bolshevik party alone.The film shuttles back and forth between outside crowd scenes of marches, indoor mass meeting scenes at the Smolny, and scenes of the cabinet ministers in their headquarters at the Winter Palace.Lenin's arrest is ordered. Lenin is, of course, a hero. THE hero. Trotsky is shown as a weak would-be compromiser, actually a mild obstacle to the advance of the Bolsheviks to power.The images often switch from enormous, fluid and raging crowd action, occasionally taken from news film but more often staged with a cast of thousands, to closeups of faces that reflect deep emotion or show the activities of individuals in the groups. The distribution of rifles or the passing out of leaflets is shown in closeups several times.The main heroes are the proletariat, poor but possessed of a fierce and empowering nobility. The Leninist notion that the masses cannot progress without the guidance of the party guides much of the crowd action.By late October, the Kerensky government has lost control, and the Bolsheviks are ready to strike a final blow to achieve total power.The feckless Kerensky, head of the Provisional Government, is pictured in cuts with views statuettes of Napoleon, who was forced to retreat from Russia. Depicted as a coward, Kerensky abandons his cabinet in the Winter palace while he flees in a luxury car bedecked with a small American flag.The government offices are towards the end guarded by two armed groups, one formed by military cadets, and the other by a group of tough women soldiers. They are repeatedly told that military help is on the way. However, a train bringing in the troops under the command of a general is detained by sabotage on the tracks by proletarian militias, and the military on the train make no effort to continue.A small warship enters the city river and posts itself close to the Winter Palace.Extensive use is made of montage that expresses ideas by editing in shots of objects from outside the setting or unrelated to the narrative. For example, images of the Tsar's clockwork toy preening peacock are spliced into a scene in which the provisional government ministers meet.While the government ministers dawdle and vacillate, an advance guard infiltrates the palace, and proletarian agents seek out and talk to small groups of the military defenders inside.The key moments of the revolution are shown to be instances where military groups originally charged with defending the status quo refuse to shoot against proletarian marches or militias and instead join with the protesters or cheer them on.The images often contrast faces with still objects. The workers are juxtaposed with weapons, streets, bridges. The visual setting is spectacular: impressive statues, large exterior views which encompass roads, bridges, canals, masses of people and armies, extended interior views, beautiful decorative objects and art works like Rodin's sculptures.A lengthy all parties congress held at the Smolny, that involves all kinds of comings and goings, eventually votes that it will be the Bolsheviks who will form a new government after the Winter Palace, the headquarters of the remains of the Kerensky cabinet, is overwhelmed. In these sequences, men are shown scrambling in and out of a doorway again and again and again to represent the enormous numbers of delegates that are participating.In these scenes, particularly ugly or bizarre looking actors are cast as people intended to appear ridiculous, such as the Mensheviks and provisional government ministers.The Bolsheviks vote to order their proletarian militias to take over the seat of government. A note giving the military defenders twenty minutes to surrender and quit their posts is passed to the other side by a threesome advancing slowly with white flags of truce.There are tense waiting periods after the ultimatum to the defending units, and all of them quietly cross over and throw down their weapons. After the twenty minutes there follows a breathtaking sequence in the storming of the huge palace.While the red guards are ransacking the Tsars apartments, they have a laugh amongst themselves when pulling a decorative cushion off an ornate chair reveals a commode, while framed photos of the deposed tsar and tsarina seem to be looking on.The rebels eventually enter the room where the cabinet members are, arrest the ministers, and
Anatov-Oveyenko signs a proclamation dissolving the provisional government.A new government announces decrees of peace and of land in November of 1917.
    
        See also"
"4","http://www.imdb.com/title/tt0018773/plotsummary?ref_=tt_stry_pl#synopsis",NA,"
    
                    The Tramp finds himself at a circus where he is promptly chased around by the police who think he is a pickpocket. Running into the Bigtop, he is an accidental sensation with his hilarious efforts to elude the police. The circus owner immediately hires him, but discovers that the Tramp cannot be funny on purpose, so he takes advantage of the situation by making the Tramp a janitor who just happens to always be in the Bigtop at showtime. Unaware of this exploitation, the Tramp falls for the owner's lovely acrobatic stepdaughter, who is abused by her father. His chances seem good, until a dashing rival comes in and Charlie feels he has to compete with him.
                        
                            —Kenneth Chisholm 
                        
                
                
                    The owner and ringmaster of a traveling circus blames everyone but himself for the circus' troubles. He is especially hard on his stepdaughter Merna, one of the circus riders. A poor and starving Tramp comes into the realm of the circus solely as means to get away from the police as he is mistaken for a pickpocket working the carnival midway, the Tramp who unwittingly has on his possession one of the stolen wallets. As the Tramp and his pursuers enter into the circus ring during the middle of a performance, the audience mistakenly believes he is one of the circus clowns. As such, he becomes the biggest hit of the show. Believing the Tramp the panacea for the circus' financial problems, the ringmaster wants to hire him as a clown without really telling him how valuable an asset he would be to the show to get his employ for as cheaply as possible. Another problem may be the Tramp trying to figure out in a scripted act what made his impromptu first appearance so funny. Through his stay with the circus, he and Merna becomes friends, he wanting to be her protector from her stepfather. As he starts to fall for her, she starts to fall for Rex, the circus' new tightrope walker. The Tramp starts to fight for Merna's affections in the only way he knows how - by becoming a tightrope walker himself.
                        
                            —Huggo
                        
                
                
                    The Tramp finds work and the girl of his dreams at a circus.
                        
                            —Kenneth Chisholm
                        
                
    Synopsis
    
                "
"5","http://www.imdb.com/title/tt0018806/plotsummary?ref_=tt_stry_pl#synopsis",NA,"
    
                    Born on the fourth of July, 1900, the future holds unlimited potential for newborn John Sims. But dreams soon fade with the death of his father when John is but a lad. Like many before him, John sets out to make his mark in New York City, but ends up a faceless worker (#137) in a large office of a large business. Still he is happy with his fate and soon meets a young woman named Mary on a blind double date. Things take their course and they soon marry and live in a small apartment. Soon John is bickering with Mary and finds that he has no love for the in-laws. When the marriage looks like a bust, he finds that Mary is with child and he stays. After 5 years, he has a son and a daughter and the same dead end job. When tragedy strikes, John must find the conviction to continue or lose what little he has left.
                        
                            —Tony Fontana 
                        
                
                
                    From a very early age, John Sims, born on American Independence Day 1900, was constantly told by his family that he was destined for greatness, which he believed himself. At age twenty-one, he moves to New York City to make it big, New York being a city where one has to distinguish oneself to achieve greatness. There, he quickly meets Mary. They fall in love and get married. Mary too gets caught up in the dream of his supposed destiny. But John does nothing to achieve greatness and blames everyone but himself for problems in his life. For every small step he takes forward, something makes him take two steps back. It isn't until something or someone shows him that he is responsible for what happens in his life that things can progress to his dreams.
                        
                            —Huggo
                        
                
                
                    The life of a man and woman together in a large, impersonal metropolis through their hopes, struggles and downfalls.
                        
                            —alfiehitchie
                        
                
    Synopsis
    
                "
"6","http://www.imdb.com/title/tt0019098/plotsummary?ref_=tt_stry_pl#synopsis",NA,"
    
                    All of those handsome young men in their flying machines are billeted in a field next to the Widow Berthelot's farmhouse in France. Her daughter Jeannine is curious about the young men fighting for England in World War I and their airplanes. Then one of the aviators is killed. His replacement is Captain Philip Blythe who can't help but notice Jeannine. When he lands the first time, she is standing in the middle of his ""runway."" She makes a more favorable impression when he sees her later by the lilacs. When all of the young men depart on a mission, Blythe promises to return.
                        
                            —Dale O'Connor 
                        
                
    Synopsis
    
                "
"7","http://www.imdb.com/title/tt0019421/plotsummary?ref_=tt_stry_pl#synopsis",NA,"
    
                    Following through on a promise to his mother, William Canning Jr. goes to River Junction to meet his father who has not seen him since he was a child. The younger Canning isn't quite what the elder was expecting but the old man has bigger problems. He's being put out of business by J.J. King, who not only owns the local hotel and bank, but has recently introduced a new paddle wheel steamer that puts Cannings older boat, the Stonewall Jackson, to shame. Bill Jr. and Kitty King take a liking to each other much to the dismay of both of their fathers. When a fierce storm hits River Junction, Bill Jr. is forced to save Kitty, her father and his father.
                        
                            —garykmcd
                        
                
                
                    In the riverside town of River Junction, Captain William Canfield has an old steamship and disputes the passengers with the powerful banker John James King, who has a brandy new passenger vessel. William is informed that his unknown son William Canfield Jr. will arrive by train from Boston to visit him. When Willie arrives, William trains him to work with him in his ship. However, Willie meets his friend Kitty King, the daughter of James King, and they date each other, against the will of their fathers. When a hurricane reaches River Junction, Willie rescues his father and his future father-in-law from the river.
                        
                            —Claudio Carvalho, Rio de Janeiro, Brazil
                        
                
                
                    Steamboat Bill is excited that his son (Steamboat Bill Jr.) is coming to visit him. When he does, he tries to turn him into a proper person for working on the boats, while his son resists. Meanwhile, Kitty, a girl that he knows from school in Boston, spots him and introduces him to her father, a rival of Steamboat Bill. He tries to be alone with her, but gets caught several times, and is given a ticket back to Boston. Steamboat Bill gets arrested for unruly conduct (on a condemnation notice of his boat) and it's up to Bill Jr. to rescue his dad - in the middle of a cyclone storm.
                        
                            —hbdragon88
                        
                
                
                    The effete son of a cantankerous riverboat captain comes to join his father's crew.
                        
                            —Kenneth Chisholm
                        
                
    Synopsis
    
                "
"8","http://www.imdb.com/title/tt0018770/plotsummary?ref_=tt_stry_pl#synopsis",NA,"
    
                    Allan has a hard time finding the Usher's house, which is known to be cursed... But he is a personal friend of Roderick Usher, who lives with his sick wife Madeline and a doctor. Roderick is painting a portrait of Madeline, but every pose exhausts her. Allan worries more and more...
                        
                            —Yepok
                        
                
                
                    A stranger called Allan (Charles Lamy) goes to an inn and requests transportation to the House of Usher. The locals remain reluctant, but he gets a coach to transport him to the place. He is the sole friend of Roderick Usher (Jean Debucourt), who leaves in the eerie house with his sick wife Madeleine Usher (Marguerite Gance) and her doctor (Fournez-Goffard). Madeleine is the beloved muse and model and is being painted by Roderick. When she dies, Roderick does not accept her death, and in a dark night, Madeleine returns.
                        
                            —Claudio Carvalho, Rio de Janeiro, Brazil
                        
                
                
                    Allan visits the sinister Usher family mansion, where his friend Roderick is painting a portrait of his sickly wife Madeline. The portrait seems to be draining the life out of Madeline, slowly leading to her death.
                        
                            —anonymous
                        
                
    Synopsis
    
                "
"9","http://www.imdb.com/title/tt0018684/plotsummary?ref_=tt_stry_pl#synopsis",NA,"
    
                    After killing her treacherous step-father, a girl tries to escape the country with a young vagabond. She dresses as a boy, they hop freight trains, quarrel with a group of hobos, and steal a car in their attempt to escape the police, and reach Canada.
                        
                            —Kevin Coughlin 
                        
                
    Synopsis
    
                "
"10","http://www.imdb.com/title/tt0017843/plotsummary?ref_=tt_stry_pl#synopsis",NA,"
    
                    Larita Filton is named as correspondent in a scandalous divorce case. She escapes to France to rebuild her life where she meets John Whittaker. They are later married, but John's well-to-do family finds out Larita's secret.
                        
                            —Col Needham 
                        
                
                
                    Laurita Finton is accused by her husband of being in love with an artist. There is a trial, but the artist, who has been rejected by the girl, kills himself. Laurita's world is destroyed so she decides to leave, changing her identity and starting a new life. She falls in love with a rich young man, John Whittaker, but his family doesn't like Laurita, a girl with an ""easy virtue"". John's mother finds out about the shadows in Laurita's past and tells everything to her son.
                        
                            —Claudio Sandrini 
                        
                
                
                    A recently divorced woman hides her scandalous past from her new husband and his family.
                        
                            —J. Spurlin
                        
                
    Synopsis
    
                "
