"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"can can",1898,NA,NA,NA,NA,NA,NA,NA,"mlle. fraidora",13,NA
"2",2,"torpedo boat, 'dupont'",1898,NA,NA,NA,NA,NA,NA,NA,NA,18,NA
"3",3,"masked procession",1898,NA,NA,NA,NA,NA,"""masqueraders dressed in most grotesque costumes are passing one side of the grandstand, while a procession of bicyclists wheel by on the other side.""",NA,NA,14,NA
"4",4,"a very laughable mixup",1898,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"5",5,"bombardment of matanzas",1898,NA,NA,NA,NA,NA,"reenactment of a spanish-american war naval bombardment, done with miniatures.",NA,NA,8,NA
"6",6,"tub race",1898,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"7",7,"thrilling war scene",1898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",8,"josephina ruiz",1898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",9,"freedom of cuba",1898,NA,NA,NA,NA,NA,"add a plot",NA,NA,6,NA
"10",10,"s.s. 'coptic'",1898,NA,NA,NA,NA,NA,NA,NA,NA,25,NA
"11",11,"firing broadside at cabanas",1898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",12,"the startled lover",1898,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
"13",13,"the telephone",1898,NA,NA,NA,NA,NA,NA,NA,NA,12,NA
"14",14,"the highland fling",1898,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
"15",15,"highland fling",1898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",16,"cake walk",1898,NA,NA,NA,NA,NA,NA,NA,NA,35,NA
"17",17,"pea-hulling machine",1898,NA,NA,NA,NA,NA,NA,NA,NA,9,NA
"18",18,"highland cross sword dance",1898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
