"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"the shining",1980,"r",146,"drama, horror",8.4,"61","a family heads to an isolated hotel for the winter where an evil spiritual presence influences the father into violence, while his psychic son sees horrific forebodings from the past and of the future.","stanley kubrick","jack nicholson, shelley duvall, danny lloyd, scatman crothers",686588,NA
"2",2,"friday the 13th",1980,"r",95,"horror, mystery, thriller",6.5,"19","a group of camp counselors are stalked and murdered by an unknown assailant while trying to reopen a summer camp which, years before, was the site of a child's drowning.","sean s. cunningham","betsy palmer, adrienne king, jeannine taylor, robbi morgan",93842,NA
"3",3,"star wars: episode v - the empire strikes back",1980,"pg",124,"action, adventure, fantasy",8.8,"81","after the rebels are overpowered by the empire on their newly established base, luke skywalker begins jedi training with yoda. his friends accept shelter from a questionable ally as darth vader hunts them in a plan to capture luke.","irvin kershner","mark hamill, harrison ford, carrie fisher, billy dee williams",935423,NA
"4",4,"airplane!",1980,"pg",88,"comedy",7.8,"78","a man afraid to fly must ensure that a plane lands safely after the pilots become sick.","jim abrahams, david zucker, jerry zucker","robert hays, julie hagerty, leslie nielsen, kareem abdul-jabbar",174957,NA
"5",5,"cannibal holocaust",1980,"unrated",95,"adventure, horror",6,NA,"during a rescue mission into the amazon rainforest, a professor stumbles across lost film shot by a missing documentary crew.","ruggero deodato","robert kerman, francesca ciardi, perry pirkanen, luca barbareschi",42516,NA
"6",6,"the fog",1980,"r",89,"horror, thriller",6.8,"52","legend says that antonio bay was built in 1880 with blood money obtained from shipwrecked lepers, which no one believes. on the eve of the town's centennial, many plan to attend the celebrations, including the murdered lepers.","john carpenter","adrienne barbeau, jamie lee curtis, janet leigh, john houseman",51174,NA
"7",7,"the blues brothers",1980,"r",133,"action, comedy, crime",7.9,"60","jake blues, just out from prison, puts together his old band to save the catholic home where he and brother elwood were raised.","john landis","john belushi, dan aykroyd, cab calloway, john candy",154421,NA
"8",8,"the blue lagoon",1980,"r",104,"adventure, drama, romance",5.7,"31","in the victorian period, two children are shipwrecked on a tropical island in the south pacific. with no adults to guide them, the two make a simple life together, unaware that sexual maturity will eventually intervene.","randal kleiser","brooke shields, christopher atkins, leo mckern, william daniels",54180,NA
"9",9,"the elephant man",1980,"pg",124,"biography, drama",8.2,NA,"a victorian surgeon rescues a heavily disfigured man who is mistreated while scraping a living as a side-show freak. behind his monstrous facade, there is revealed a person of intelligence and sensitivity.","david lynch","anthony hopkins, john hurt, anne bancroft, john gielgud",179487,NA
"10",10,"urban cowboy",1980,"pg",132,"drama, romance, western",6.2,"61","bud is a young man from the country who learns about life and love in a houston bar.","james bridges","john travolta, debra winger, scott glenn, madolyn smith osborne",10914,NA
