"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"the lion king",1994,"g",88,"animation, adventure, drama",8.5,"83","lion cub and future king simba searches for his identity. his eagerness to please others and penchant for testing his boundaries sometimes gets him into trouble.","roger allers, rob minkoff","matthew broderick, jeremy irons, james earl jones, whoopi goldberg",729149,NA
"2",2,"the shawshank redemption",1994,"r",142,"crime, drama",9.3,"80","two imprisoned men bond over a number of years, finding solace and eventual redemption through acts of common decency.","frank darabont","tim robbins, morgan freeman, bob gunton, william sadler",1874,NA
"3",3,"pulp fiction",1994,"r",154,"crime, drama",8.9,"94","the lives of two mob hit men, a boxer, a gangster's wife, and a pair of diner bandits intertwine in four tales of violence and redemption.","quentin tarantino","john travolta, uma thurman, samuel l. jackson, bruce willis",1466,NA
"4",4,"forrest gump",1994,"pg-13",142,"drama, romance",8.8,"82","jfk, lbj, vietnam, watergate, and other history unfold through the perspective of an alabama man with an iq of 75.","robert zemeckis","tom hanks, robin wright, gary sinise, sally field",1413,NA
"5",5,"léon: the professional",1994,"r",110,"crime, drama, thriller",8.6,"64","mathilda, a 12-year-old girl, is reluctantly taken in by léon, a professional assassin, after her family is murdered. léon and mathilda form an unusual relationship, as she becomes his protégée and learns the assassin's trade.","luc besson","jean reno, gary oldman, natalie portman, danny aiello",812827,NA
"6",6,"the crow",1994,"r",102,"action, drama, fantasy",7.6,"71","a man brutally murdered comes back to life as an undead avenger of his and his fiancée's murder.","alex proyas","brandon lee, michael wincott, rochelle davis, ernie hudson",145633,NA
"7",7,"interview with the vampire: the vampire chronicles",1994,"r",123,"drama, horror",7.6,"59","a vampire tells his epic life story: love, betrayal, loneliness, and hunger.","neil jordan","brad pitt, tom cruise, antonio banderas, kirsten dunst",256491,NA
"8",8,"dumb and dumber",1994,"pg-13",107,"comedy",7.3,"41","the cross-country adventures of two good-hearted but incredibly stupid friends.","peter farrelly, bobby farrelly                  :jim carrey, jeff daniels, lauren holly, mike","jim carrey, jeff daniels, lauren holly, mike starr",308397,NA
"9",9,"ace ventura: pet detective",1994,"pg-13",86,"comedy",6.9,"37","a goofy detective specializing in animals goes in search of the missing mascot of the miami dolphins.","tom shadyac","jim carrey, courteney cox, sean young, tone loc",234564,NA
"10",10,"legends of the fall",1994,"r",133,"drama, romance, war",7.5,"45","in the early 1900s, three brothers and their father living in the remote wilderness of montana are affected by betrayal, history, love, nature, and war.","edward zwick","brad pitt, anthony hopkins, aidan quinn, julia ormond",122165,NA
"11",11,"natural born killers",1994,"r",118,"crime, drama",7.3,"74","two victims of traumatized childhoods become lovers and psychopathic serial murderers irresponsibly glorified by the mass media.","oliver stone","woody harrelson, juliette lewis, tom sizemore, rodney dangerfield",186550,NA
"12",12,"the little rascals",1994,"pg",82,"comedy, family, romance",6.3,NA,"alfalfa is wooing darla and his ""he-man-woman-hating"" friends attempt to sabotage the relationship.","penelope spheeris","travis tedford, bug hall, brittany ashton holmes, kevin jamal woods",36869,NA
"13",13,"little women",1994,"pg",115,"drama, family, romance",7.3,"87","the march sisters live and grow in post-civil war america.","gillian armstrong","susan sarandon, winona ryder, kirsten dunst, claire danes",39532,NA
"14",14,"mary shelley's frankenstein",1994,"r",123,"drama, horror, romance",6.4,NA,"when the brilliant, but unorthodox scientist, dr. victor frankenstein, rejects the artificial man that he has created, the creature escapes, and later swears revenge.","kenneth branagh","robert de niro, kenneth branagh, helena bonham carter, tom hulce",45176,NA
"15",15,"new nightmare",1994,"r",112,"fantasy, horror, mystery",6.4,NA,"a demonic force has chosen freddy krueger as its portal to the real world. can heather langenkamp play the part of nancy one last time and trap the evil trying to enter our world?","wes craven","heather langenkamp, robert englund, jeff davis, miko hughes",41958,NA
"16",16,"the mask",1994,"pg-13",101,"comedy, fantasy",6.9,"56","bank clerk stanley ipkiss is transformed into a manic superhero when he wears a mysterious mask.","chuck russell","jim carrey, cameron diaz, peter riegert, peter greene",288167,NA
"17",17,"stargate",1994,"pg-13",116,"action, adventure, sci-fi",7.1,"42","an interstellar teleportation device, found in egypt, leads to a planet with humans resembling ancient egyptians who worship the god ra.","roland emmerich","kurt russell, james spader, jaye davidson, viveca lindfors",156977,NA
"18",18,"true lies",1994,"r",141,"action, comedy, thriller",7.2,"63","a fearless, globe-trotting, terrorist-battling secret agent has his life turned upside down when he discovers his wife might be having an affair with a used car salesman while terrorists smuggle nuclear war heads into the united states.","james cameron","arnold schwarzenegger, jamie lee curtis, tom arnold, bill paxton",203908,NA
"19",19,"four weddings and a funeral",1994,"r",117,"comedy, drama, romance",7.1,"81","over the course of five social occasions, a committed bachelor must consider the notion that he may have discovered love.","mike newell","hugh grant, andie macdowell, james fleet, simon callow",116038,NA
"20",20,"texas chainsaw massacre: the next generation",1994,"r",95,"comedy, horror, thriller",3.2,NA,"a group of teenagers get into a car crash in the texas woods on prom night, and then wander into an old farmhouse that is home to leatherface and his insane family of cannibalistic psychopaths.","kim henkel","renée zellweger, matthew mcconaughey, robert jacks, tonie perensky",16349,NA
"21",21,"speed",1994,"r",116,"action, adventure, crime",7.2,"78","a young police officer must prevent a bomb exploding aboard a city bus by keeping its speed above 50 mph.","jan de bont","keanu reeves, dennis hopper, sandra bullock, joe morton",280789,NA
"22",22,"ed wood",1994,"r",127,"biography, comedy, drama",7.9,"70","ambitious but troubled movie, edward d. wood jr, tries his best to fulfill his dream, despite his lack of support.","tim burton","johnny depp, martin landau, sarah jessica parker, patricia arquette",149688,NA
"23",23,"the santa clause",1994,"pg",97,"comedy, drama, family",6.4,"57","when a man inadvertantly kills santa on christmas eve, he finds himself magically recruited to take his place.","john pasquin","tim allen, judge reinhold, wendy crewson, eric lloyd",72377,NA
"24",24,"in the mouth of madness",1994,"r",95,"fantasy, horror, mystery",7.2,"53","an insurance investigator begins discovering that the impact a horror writer's books have on his fans is more than inspirational.","john carpenter","sam neill, jürgen prochnow, julie carmen, david warner",48000,NA
"25",25,"the flintstones",1994,"pg",91,"comedy, family, fantasy",4.8,"38","in this live-action feature of the cartoon show, fred flintstone finally gets the job he's always wanted, but it may just come at a price.","brian levant","john goodman, rick moranis, rosie o'donnell, halle berry",64780,NA
"26",26,"muriel's wedding",1994,"r",106,"comedy, drama, romance",7.2,"63","muriel finds life in porpoise spit, australia dull and spends her days alone in her room listening to abba music and dreaming of her wedding day. slight problem, muriel has never had a date...                see full summary »","p.j. hogan","toni collette, rachel griffiths, bill hunter, sophie lee",29863,NA
"27",27,"street fighter",1994,"pg-13",102,"action, adventure, comedy",3.8,NA,"col. guile and various other martial arts heroes fight against the tyranny of dictator m. bison and his cohorts.","steven e. de souza","jean-claude van damme, raul julia, ming-na wen, damian chapa",56280,NA
