"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"the phantom of the opera",1925,"unrated",93,"horror",7.7,NA,"a mad, disfigured composer seeks love with a lovely young opera singer.","rupert julian, lon chaney, ernst laemmle, edward sedgwick","lon chaney, mary philbin, norman kerry, arthur edmund carewe",13550,NA
"2",2,"battleship potemkin",1925,"unrated",66,"drama, history",8,NA,"in the midst of the russian revolution of 1905, the crew of the battleship potemkin mutiny against the brutal, tyrannical regime of the vessel's officers. the resulting street demonstration in odessa brings on a police massacre.","sergei m. eisenstein","aleksandr antonov, vladimir barskiy, grigoriy aleksandrov, ivan bobrov",43948,NA
"3",3,"the gold rush",1925,"not rated",95,"adventure, comedy, drama",8.2,NA,"a prospector goes to the klondike in search of gold and finds it and more.","charles chaplin","charles chaplin, mack swain, tom murray, henry bergman",76604,NA
"4",4,"ben-hur: a tale of the christ",1925,"not rated",143,"adventure, drama, romance",8,NA,"a jewish prince seeks to find his family and revenge himself upon his childhood friend who had him wrongly imprisoned.","fred niblo, charles brabin, christy cabanne, j.j. cohn, rex ingram","ramon novarro, francis x. bushman, may mcavoy, betty bronson",6429,NA
"5",5,"the lost world",1925,"unrated",106,"adventure, fantasy, sci-fi",7.1,NA,"the first film adaptation of sir arthur conan doyle's classic novel about a land where prehistoric creatures still roam.","harry o. hoyt","wallace beery, bessie love, lloyd hughes, lewis stone",3693,NA
"6",6,"stachka",1925,"not rated",82,"drama",7.6,NA,"a group of oppressed factory workers go on strike in pre-revolutionary russia.","sergei m. eisenstein","grigoriy aleksandrov, maksim shtraukh, mikhail gomorov, i. ivanov",5512,NA
"7",7,"the big parade",1925,"not rated",151,"drama, romance, war",8.3,NA,"a young american soldier witnesses the horrors of the great war.","king vidor, george w. hill","john gilbert, renée adorée, hobart bosworth, claire mcdowell",5255,NA
"8",8,"the monster",1925,"unrated",86,"comedy, horror, mystery",6.3,NA,"a meek clerk who doubles as an amateur detective investigates some very strange goings-on at a remote mental sanitarium.","roland west","lon chaney, gertrude olmstead, hallam cooley, johnny arthur",745,NA
"9",9,"the wizard of oz",1925,"tv-g",81,"comedy, family, fantasy",5.2,NA,"dorothy, heir to the oz throne, must take it back from the wicked prime minister kruel with the help of three farmhands.","larry semon","dorothy dwan, charles murray, oliver hardy, mary carr",1209,NA
"10",10,"the freshman",1925,"not rated",76,"comedy, family, sport",7.6,NA,"nerdy college student will do anything to become popular on campus.","fred c. newmeyer, sam taylor","harold lloyd, jobyna ralston, brooks benedict, james h. anderson",4055,NA
"11",11,"seven chances",1925,"passed",56,"comedy, romance",8,NA,"a man learns he will inherit a fortune if he marries by 7 p.m. that same day.","buster keaton","buster keaton, ruth dwyer, t. roy barnes, snitz edwards",7071,NA
"12",12,"the unholy three",1925,"passed",86,"crime, drama, romance",7.3,NA,"a sideshow ventriloquist, midget, and strongman form a conspiracy known as ""the unholy three"" and commit a series of robberies.","tod browning","lon chaney, mae busch, matt moore, victor mclaglen",1335,NA
"13",13,"the pleasure garden",1925,NA,75,"drama, romance",6,NA,"patsy brand is a chorus girl at the pleasure garden music hall. she meets jill cheyne who is down on her luck and gets her a job as a dancer. jill is engaged to adventurer hugh fielding and...                see full summary »","alfred hitchcock","virginia valli, carmelita geraghty, miles mander, john stuart",1612,NA
"14",14,"go west",1925,"not rated",68,"comedy, western",7.3,NA,"with little luck at keeping a job in the city a new yorker tries work in the country and eventually finds his way leading a herd of cattle to the west coast.","buster keaton","buster keaton, howard truesdale, kathleen myers, ray thompson",2815,NA
"15",15,"the joyless street",1925,NA,125,"drama",7.4,NA,"vienna in the biggest depression, directly after ww1. in a slum, lila leid, the wife of lawyer leid is murdered, egon, secretary of one of leid's clients is arrested. he was with her, and ...                see full summary »","georg wilhelm pabst","asta nielsen, greta garbo, ágnes eszterházy, werner krauss",1114,NA
"16",16,"the eagle",1925,"unrated",73,"action, comedy, drama",7.4,NA,"a wanted russian lieutenant becomes a masked vigilante seeking vengeance upon the man who stole his family's land, only to fall for his charming daughter.","clarence brown","rudolph valentino, vilma bánky, louise dresser, albert conti",1354,NA
"17",17,"variety",1925,"passed",72,"crime, drama, romance",7.6,NA,"prologue: the murderer ""boss"" huller - after having spent ten years in prison - breaks his silence to tell the warden his story. ""boss"", a former trapeze artist, and his wife own a cheap ...                see full summary »","ewald andré dupont","emil jannings, maly delschaft, lya de putti, warwick ward",706,NA
"18",18,"tartuffe",1925,NA,70,"drama",7.3,NA,"young man shows his millionaire grandfather a film based on molière's tartuffe, in order to expose the old man's hypocritical governess who covets his own inheritance.","f.w. murnau","hermann picha, rosa valetti, andré mattoni, werner krauss",1498,NA
"19",19,"pretty ladies",1925,NA,74,"comedy, drama",2.4,NA,"maggie, a headlining comedienne with the follies, takes a fall off the stage into the orchestra pit and lands on the drum of musician al cassidy. one thing leads to another, they fall in ...                see full summary »","monta bell","zasu pitts, tom moore, ann pennington, lilyan tashman",107,NA
"20",20,"the merry widow",1925,"not rated",137,"drama, romance",8.1,NA,"a prince must woo the now wealthy dancer he once abandoned in order to keep her money in the country in order to keep it from crashing economically.","erich von stroheim","mae murray, john gilbert, roy d'arcy, josephine crowell",1869,NA
"21",21,"maciste in hell",1925,NA,95,"action, drama, fantasy",6.9,NA,"the devil takes maciste down to hell in an attempt to corrupt and ruin his morality.","guido brignone","bartolomeo pagano, umberto guarracino, mario saio, franz sala",332,NA
"22",22,"body and soul",1925,"not rated",102,"drama",6.3,NA,"a minister is malevolent and sinister behind his righteous facade. he consorts with, and later extorts from, the owner of a gambling house, and betrays an honest girl, eventually driving ...                see full summary »","oscar micheaux","paul robeson, marshall rogers, lawrence chenault, chester a. alexander",524,NA
"23",23,"master of the house",1925,"not rated",111,"drama",7.2,NA,"when a man becomes tyrannical towards his family, the women of the house decide to teach him a lesson in gratitude.","carl theodor dreyer","johannes meyer, astrid holm, karin nellemose, mathilde nielsen",1284,NA
"24",24,"lady windermere's fan",1925,"approved",120,"comedy",7.5,NA,"a society woman believes her husband is having an affair, a misconception which may have dire personal consequences for all involved.","ernst lubitsch","irene rich, may mcavoy, bert lytell, ronald colman",785,NA
"25",25,"tumbleweeds",1925,"approved",78,"western",6.9,NA,"the government will grant a fringe of terrain for the settlers who want to live and work there. the starting sign will be a gunshot which will iniciate the run for the best fields and ...                see full summary »","king baggot, william s. hart","william s. hart, barbara bedford, lucien littlefield, j. gordon russell",455,NA
"26",26,"sally of the sawdust",1925,NA,104,"comedy",6.9,NA,"judge foster throws his daughter out because she married a circus man. she leaves her baby girl with prof. mcgargle before she dies. years later sally is a dancer with whom peyton, a son of...                see full summary »","d.w. griffith","carol dempster, w.c. fields, alfred lunt, erville alderson",423,NA
"27",27,"braveheart",1925,NA,71,"western",7.2,NA,"chief standing rock's tribe has a treaty protecting their fishing grounds, but a canning corporation is violating the treaty through intimidation and force. the tribe is divided as to how ...                see full summary »","alan hale","rod la rocque, lillian rich, robert edeson, arthur housman",167,NA
"28",28,"lady of the night",1925,"tv-g",70,"drama, romance",6.2,NA,"a world-weary prostitute yearns after respectability and the love of an inventor.","monta bell","norma shearer, malcolm mcgregor, dale fuller, george k. arthur",446,NA
"29",29,"stella dallas",1925,NA,110,"drama",7.4,NA,"stella dallas is a small town girl who marries the upper class stephen dallas, with whom she has nothing in common. after the birth of a daughter, laurel, the dallases go their separate ...                see full summary »","henry king","ronald colman, belle bennett, alice joyce, jean hersholt",194,NA
"30",30,"little annie rooney",1925,"unrated",94,"drama, comedy",7.5,NA,"the tenements are home to an international community, including the friends and family of a tough young ragamuffin named annie rooney, but their neighborhood may be threatened by a potentially dangerous street gang.","william beaudine","mary pickford, william haines, walter james, gordon griffith",744,NA
"31",31,"the last edition",1925,NA,NA,NA,NA,NA,"add a plot","emory johnson","ralph lewis, lila leslie, ray hallor, frances teague",9,NA
"32",32,"clash of the wolves",1925,"passed",74,"adventure, romance, western",6.8,NA,"a fire in the mountains drive a wolf pack into the nearby desert where they terrorize the local residents. the leader of the wolf pack is lobo, actually a halfbreed (rin tin tin). when the ...                see full summary »","noel m. smith","rin tin tin, nanette, charles farrell, june marlowe",199,NA
"33",33,"the circle",1925,"not rated",71,"drama",6.7,NA,"elizabeth cheney has a wealthy husband, social prominence and everything she could want in life . . . except ted lutton, the man she loves. now, she must decide whether to give up ...                see full summary »","frank borzage","eleanor boardman, malcolm mcgregor, alec b. francis, eugenie besserer",448,NA
