"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"metropolis",1927,"not rated",153,"drama, sci-fi",8.3,"98","in a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working class prophet who predicts the coming of a savior to mediate their differences.","fritz lang","brigitte helm, alfred abel, gustav fröhlich, rudolf klein-rogge",125257,NA
"2",2,"london after midnight",1927,"passed",69,"horror",6.9,NA,"the abandoned home of a wealthy man who supposedly committed suicide five years earlier is taken over by ghoulish figures - could they be vampires?","tod browning","lon chaney, marceline day, henry b. walthall, percy williams",1031,NA
"3",3,"sunrise",1927,"not rated",94,"drama, romance",8.2,NA,"an allegorical tale about a man fighting the good and evil within him. both sides are made flesh - one a sophisticated woman he is attracted to and the other his wife.","f.w. murnau","george o'brien, janet gaynor, margaret livingston, bodil rosing",34168,NA
"4",4,"wings",1927,"pg-13",144,"drama, romance, war",7.7,NA,"two young men, one rich, one middle class, who are in love with the same woman, become fighter pilots in world war i.","william a. wellman, harry d'abbadie d'arrast","clara bow, charles 'buddy' rogers, richard arlen, jobyna ralston",8810,NA
"5",5,"it",1927,"passed",72,"comedy, romance",7.4,NA,"a salesgirl with plenty of ""it"" (sex appeal) pursues a handsome playboy.","clarence g. badger, josef von sternberg","clara bow, antonio moreno, william austin, priscilla bonner",2431,NA
"6",6,"the jazz singer",1927,"unrated",88,"drama, music, musical",6.8,NA,"the son of a jewish cantor must defy the traditions of his religious father in order to pursue his dream of becoming a jazz singer.","alan crosland","al jolson, may mcavoy, warner oland, eugenie besserer",7500,NA
"7",7,"the lodger",1927,"not rated",68,"crime, drama, mystery",7.3,NA,"a landlady suspects her new lodger is the madman killing women in london.","alfred hitchcock","june tripp, ivor novello, marie ault, arthur chesney",7855,NA
"8",8,"the unknown",1927,"unrated",63,"drama, horror, romance",7.9,NA,"a criminal on the run hides in a circus and seeks to possess the daughter of the ringmaster at any cost.","tod browning","lon chaney, norman kerry, joan crawford, nick de ruiz",5824,NA
"9",9,"napoleon",1927,NA,240,"biography, drama, history",7.5,NA,"a film about the french general's youth and early military career.","abel gance","albert dieudonné, vladimir roudenko, edmond van daële, alexandre koubitzky",5791,NA
"10",10,"the cat and the canary",1927,"unrated",108,"comedy, horror, mystery",7.2,NA,"relatives of an eccentric millionaire gather in his spooky mansion on the 20th anniversary of his death for the reading of his will.","paul leni","laura la plante, creighton hale, forrest stanley, tully marshall",2208,NA
"11",11,"7th heaven",1927,"not rated",110,"drama, romance",7.8,NA,"a street cleaner saves a young woman's life, and the pair slowly fall in love until war intervenes.","frank borzage","janet gaynor, charles farrell, albert gran, david butler",2365,NA
"12",12,"the ring",1927,"not rated",89,"drama, romance, sport",6.3,NA,"two boxers compete for the love of a woman.","alfred hitchcock","carl brisson, lillian hall-davis, ian hunter, forrester harvey",2556,NA
"13",13,"the kid brother",1927,"not rated",82,"comedy, drama, family",7.7,NA,"a sheriff's milquetoast son has a chance to prove himself when a medicine show run by con artists comes into town.","ted wilde, harold lloyd, lewis milestone, j.a. howe","harold lloyd, jobyna ralston, walter james, leo willis",2980,NA
"14",14,"mockery",1927,NA,75,"drama, romance",6.8,NA,"during the russian revolution, a mentally challenged peasant saves then obsesses over a beautiful countess.","benjamin christensen","lon chaney, ricardo cortez, barbara bedford, mack swain",330,NA
"15",15,"when boys leave home",1927,"not rated",74,"adventure, drama, thriller",6.2,NA,"public schoolboy roddy berwick is expelled from school when he takes the blame for a friend's charge and his life falls apart in a series of misadventures.","alfred hitchcock","ivor novello, ben webster, norman mckinnel, robin irvine",1533,NA
"16",16,"underworld",1927,"not rated",80,"crime, drama, film-noir",7.7,NA,"boisterous gangster kingpin bull weed rehabilitates his former lawyer from his alcoholic haze, but complications arise when he falls for weed's girlfriend.","josef von sternberg, arthur rosson","george bancroft, clive brook, evelyn brent, fred kohler",1876,NA
"17",17,"uncle tom's cabin",1927,"tv-pg",144,"drama, history",7,NA,"slavery tears apart a black family in the south before the start of the civil war.","harry a. pollard","margarita fischer, james b. lowe, arthur edmund carewe, george siegmann",279,NA
"18",18,"konets sankt-peterburga",1927,"not rated",85,"drama",7.6,NA,"a peasant comes to st. petersburg to find work. he unwittingly helps in the arrest of an old village friend who is now a labor leader. the unemployed peasant is also arrested and sent to ...                see full summary »","vsevolod pudovkin, mikhail doller","aleksandr chistyakov, vera baranovskaya, ivan chuvelyov, v. obolensky",1138,NA
"19",19,"chicago",1927,NA,118,"comedy, crime, drama",7.3,NA,"based on a true crime story, the movie is about a wild jazz-loving and boozing wife roxie hart who kills her boyfriend in cold blood after he leaves her, and how she finagles her way out ...                see full summary »","frank urson","phyllis haver, victor varconi, virginia bradford, robert edeson",290,NA
"20",20,"the king of kings",1927,"not rated",155,"biography, drama, history",7.4,NA,"jesus christ faces religious and political oppression during his ministry and in the days before his death and resurrection.","cecil b. demille","h.b. warner, dorothy cumming, ernest torrence, joseph schildkraut",1532,NA
"21",21,"tretya meshchanskaya",1927,NA,95,"comedy, drama",7.6,NA,"a married couple have a small apartment in moscow. when an old friend of the husband's arrives in the city, he is unable to find lodgings. kolia, the husband, invites his friend to move in with them.","abram room","nikolay batalov, lyudmila semyonova, leonid yurenev, vladimir fogel",771,NA
"22",22,"the beloved rogue",1927,NA,99,"adventure, drama, history",7.5,NA,"françois villon, in his lifetime the most renowned poet in france, is also a prankster, an occasional criminal, and an ardent patriot.","alan crosland","john barrymore, conrad veidt, marceline day, lawson butt",586,NA
"23",23,"college",1927,"not rated",66,"comedy, drama, sport",7.1,NA,"to reconcile with his girlfriend, a bookish college student tries to become an athlete.","james w. horne, buster keaton","buster keaton, anne cornwall, flora bramley, harold goodwin",3533,NA
"24",24,"the love of jeanne ney",1927,NA,100,"drama, romance",7.5,NA,"in the crimea, the reds and the whites aren't done fighting, and jeanne discovers that the man she loves is a bolshevik (when he kills her father). penniless, she returns to paris where she...                see full summary »","georg wilhelm pabst","édith jéhanne, uno henning, fritz rasp, brigitte helm",509,NA
"25",25,"mr. wu",1927,"passed",91,"drama, romance",6.6,NA,"when mandarin wu's unmarried daughter becomes pregnant by a young englishman, he seeks vengeance.","william nigh","lon chaney, louise dresser, renée adorée, holmes herbert",457,NA
"26",26,"the student prince in old heidelberg",1927,"passed",106,"drama, romance",7.8,NA,"a cloistered, overprotected austrian prince falls in love with a down-to-earth barmaid in this ""viennese fairy tale.""","ernst lubitsch, john m. stahl","ramon novarro, norma shearer, jean hersholt, gustav von seyffertitz",1095,NA
"27",27,"my best girl",1927,"unrated",80,"comedy, romance",7.6,NA,"a department store's stock girl falls in love with a co-worker, the son of the store's manager; the feeling is mutual though he is engaged to a debutante and focusing on becoming successful without the influence of his father.","sam taylor","mary pickford, charles 'buddy' rogers, sunshine hart, lucien littlefield",686,NA
"28",28,"love",1927,"passed",82,"drama, romance",7.4,NA,"a married woman compromises her social standing and family life when she falls for a young officer.","edmund goulding, john gilbert","john gilbert, greta garbo, george fawcett, emily fitzroy",729,NA
