"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"cool hand luke",1967,"approved",126,"crime, drama",8.2,"91","a laid back southern man is sentenced to two years in a rural prison, but refuses to conform.","stuart rosenberg","paul newman, george kennedy, strother martin, j.d. cannon",131329,NA
"2",2,"the graduate",1967,"pg",106,"comedy, drama",8,"77","a disillusioned college graduate finds himself torn between his older lover and her daughter.","mike nichols","dustin hoffman, anne bancroft, katharine ross, william daniels",223969,NA
"3",3,"dance of the vampires",1967,"approved",91,"comedy, horror",7.3,NA,"a noted professor and his dim-witted apprentice fall prey to their inquiring vampires, while on the trail of the ominous damsel in distress.","roman polanski","jack macgowran, roman polanski, alfie bass, jessie robins",24799,NA
"4",4,"the dirty dozen",1967,"not rated",150,"action, adventure, comedy",7.8,NA,"during world war ii, a rebellious u.s. army major is assigned a dozen convicted murderers to train and lead them into a mass assassination mission of german officers.","robert aldrich","lee marvin, ernest borgnine, charles bronson, john cassavetes",57119,NA
"5",5,"the jungle book",1967,"g",78,"animation, adventure, family",7.6,NA,"bagheera the panther and baloo the bear have a difficult time trying to convince a boy to leave the jungle for human civilization.","wolfgang reitherman","phil harris, sebastian cabot, louis prima, bruce reitherman",136103,NA
"6",6,"bonnie and clyde",1967,"approved",111,"action, biography, crime",7.9,"81","bonnie parker, a bored waitress falls in love with an ex-con named clyde barrow and together they start a violent crime spree through the country, robbing cars and banks.","arthur penn","warren beatty, faye dunaway, michael j. pollard, gene hackman",86797,NA
"7",7,"barefoot in the park",1967,"approved",106,"comedy, romance",7,NA,"paul, a conservative young lawyer, marries the vivacious corie. their highly passionate relationship descends into comical discord in a five-flight new york city walk-up apartment.","gene saks","robert redford, jane fonda, charles boyer, mildred natwick",12776,NA
"8",8,"you only live twice",1967,"pg",117,"action, adventure, thriller",6.9,"61","agent 007 and the japanese secret service ninja force must find and stop the true culprit of a series of spacejackings before nuclear war is provoked.","lewis gilbert","sean connery, akiko wakabayashi, mie hama, tetsurô tanba",81306,NA
"9",9,"guess who's coming to dinner",1967,"unrated",108,"comedy, drama",7.8,"63","a couple's attitudes are challenged when their daughter introduces them to her african american fiancé.","stanley kramer","spencer tracy, sidney poitier, katharine hepburn, katharine houghton",31868,NA
"10",10,"belle de jour",1967,"r",100,"drama",7.8,NA,"a frigid young housewife decides to spend her midweek afternoons as a prostitute.","luis buñuel","catherine deneuve, jean sorel, michel piccoli, geneviève page",32156,NA
