"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"the story of the kelly gang",1906,NA,70,"biography, crime, drama",6.4,NA,"true story of notorious australian outlaw ned kelly (1855-80).","charles tait","elizabeth tait, john tait, norman campbell, bella cola",416,NA
"2",2,"the joe gans-battling nelson fight",1906,NA,NA,NA,NA,NA,NA,NA,"joe gans, battling nelson",24,NA
"3",3,"highlights from the mikado",1906,NA,NA,NA,NA,NA,"add a plot","arthur gilbert","albert gater, marie grey, james rouse, george russell",7,NA
"4",4,"krybskytten",1906,NA,NA,NA,NA,NA,NA,NA,NA,7,NA
"5",5,"lika mot lika",1906,NA,NA,NA,NA,NA,"add a plot","knut lambert","knut lambert, helfrid lambert, tollie zellman",10,NA
"6",6,"primi calori",1906,NA,NA,NA,NA,NA,"add a plot",NA,NA,NA,NA
"7",7,"un soulier pour un jambon",1906,NA,NA,NA,NA,NA,"add a plot",NA,NA,5,NA
"8",8,"el soldado de la independencia",1906,NA,NA,NA,NA,NA,"add a plot",NA,NA,5,NA
"9",9,"sønnens hævn",1906,NA,NA,NA,NA,NA,"add a plot",NA,NA,NA,NA
"10",10,"impersonation of nelson-mcgovern fight",1906,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
"11",11,"cavalleria infernale",1906,NA,NA,NA,NA,NA,"add a plot",NA,NA,5,NA
"12",12,"en jernbaneulykke",1906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",13,"vappu helsingissä",1906,NA,NA,NA,NA,NA,"add a plot",NA,NA,5,NA
"14",14,"el pechador",1906,NA,NA,NA,NA,NA,"add a plot",NA,NA,10,NA
"15",15,"réactions de suzanne",1906,NA,NA,NA,NA,NA,"add a plot",NA,NA,5,NA
"16",16,"holger drachmann",1906,NA,NA,NA,NA,NA,NA,NA,"holger drachmann, sophie drachmann, jacob hegel, julie hegel",14,NA
