"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"m",1951,NA,88,"drama, film-noir, thriller",6.9,NA,"in this americanization of the 1931 german thriller, both the police and the criminal underworld stalk a mysterious killer who preys on small children.","joseph losey","david wayne, howard da silva, martin gabel, luther adler",1046,NA
"2",2,"the thing from another world",1951,"approved",87,"horror, sci-fi",7.2,NA,"scientists and american air force officials fend off a bloodthirsty alien organism while at a remote arctic outpost.","christian nyby, howard hawks","kenneth tobey, margaret sheridan, james arness, robert cornthwaite",20789,NA
"3",3,"a streetcar named desire",1951,"pg",122,"drama",8,NA,"disturbed blanche dubois moves in with her sister in new orleans and is tormented by her brutish brother-in-law while her reality crumbles around her.","elia kazan","vivien leigh, marlon brando, kim hunter, karl malden",84503,NA
"4",4,"alice in wonderland",1951,"g",75,"animation, adventure, family",7.4,NA,"alice stumbles into the world of wonderland. will she get home? not if the queen of hearts has her way.","clyde geronimi, wilfred jackson, hamilton luske","kathryn beaumont, ed wynn, richard haydn, sterling holloway",105447,NA
"5",5,"the day the earth stood still",1951,"approved",92,"drama, sci-fi",7.8,NA,"an alien lands and tells the people of earth that they must live peacefully or be destroyed as a danger to other planets.","robert wise","michael rennie, patricia neal, hugh marlowe, sam jaffe",68172,NA
"6",6,"strangers on a train",1951,"pg",101,"crime, film-noir, thriller",8,NA,"a psychotic socialite confronts a pro tennis star with a theory on how two complete strangers can get away with murder - a theory that he plans to implement.","alfred hitchcock","farley granger, robert walker, ruth roman, leo g. carroll",106112,NA
"7",7,"the african queen",1951,"pg",105,"adventure, drama, romance",7.9,NA,"in africa during world war i, a gin-swilling riverboat captain is persuaded by a strait-laced missionary to use his boat to attack an enemy warship.","john huston","humphrey bogart, katharine hepburn, robert morley, peter bull",62093,NA
"8",8,"an american in paris",1951,"passed",114,"drama, musical, romance",7.2,NA,"three friends struggle to find work in paris. things become more complicated when two of them fall in love with the same woman.","vincente minnelli","gene kelly, leslie caron, oscar levant, georges guétary",24541,NA
"9",9,"i was a communist for the f.b.i.",1951,"not rated",83,"crime, drama, film-noir",6.3,NA,"in pittsburgh, pa, an f.b.i. agent works to undermine the communist party, but his brothers and his teenage boy thinks he's a real red.","gordon douglas","frank lovejoy, dorothy hart, philip carey, james millican",535,NA
"10",10,"a christmas carol",1951,"approved",86,"drama, fantasy",8.1,NA,"an old bitter miser is given a chance for redemption when he is haunted by three ghosts on christmas eve...","brian desmond hurst","alastair sim, jack warner, kathleen harrison, mervyn johns",16132,NA
"11",11,"the whip hand",1951,"approved",82,"action, adventure, crime",5.9,NA,"matt corbin, a vacationing magazine writer, takes a fishing trip to minnesota, and stumbles across a lake in which all the fish have mysteriously died. the locals are tight-lipped about it,...                see full summary »","william cameron menzies","carla balenda, elliott reid, edgar barrier, raymond burr",413,NA
"12",12,"a place in the sun",1951,"passed",122,"drama, romance",7.8,NA,"a poor boy gets a job working for his rich uncle and ends up falling in love with two women.","george stevens","montgomery clift, elizabeth taylor, shelley winters, anne revere",16454,NA
"13",13,"quo vadis",1951,"approved",171,"biography, drama, history",7.2,NA,"a fierce roman commander becomes infatuated with a beautiful christian hostage and begins questioning the tyrannical leadership of the despot emperor nero.","mervyn leroy, anthony mann","robert taylor, deborah kerr, leo genn, peter ustinov",10924,NA
"14",14,"othello",1951,"not rated",90,"drama, history, romance",7.8,NA,"the moorish general othello is manipulated into thinking that his new wife desdemona has been carrying on an affair with his lieutenant michael cassio when in reality it is all part of the scheme of a bitter ensign named iago.","orson welles","orson welles, micheál macliammóir, robert coote, suzanne cloutier",5879,NA
"15",15,"rhubarb",1951,"passed",94,"comedy, family, sport",7,NA,"rich, eccentric t.j. banner adopts a feral cat who becomes an affectionate pet. then t.j. dies, leaving to rhubarb most of his money and a pro baseball team, the brooklyn loons. when the ...                see full summary »","arthur lubin","ray milland, jan sterling, gene lockhart, william frawley",515,NA
"16",16,"ace in the hole",1951,"not rated",111,"drama, film-noir",8.2,"72","a frustrated former big-city journalist now stuck working for an albuquerque newspaper exploits a story about a man trapped in a cave to re-jump start his career, but the situation quickly escalates into an out-of-control circus.","billy wilder","kirk douglas, jan sterling, robert arthur, porter hall",21625,NA
