"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"the birth of a nation",1915,"not rated",195,"drama, history, war",6.7,NA,"the stoneman family finds its friendship with the camerons affected by the civil war, both fighting in opposite armies. the development of the war in their lives plays through to lincoln's assassination and the birth of the ku klux klan.","d.w. griffith","lillian gish, mae marsh, henry b. walthall, miriam cooper",18610,NA
"2",2,"the secretary of frivolous affairs",1915,NA,NA,NA,NA,NA,"add a plot","tom ricketts",NA,NA,NA
"3",3,"the golem",1915,NA,60,"horror",6.1,NA,"in this version of the golem legend, the golem, a clay statue brought to life by rabbi loew in 16th century prague to save the jews from the ongoing brutal persecution by the city's rulers,...                see full summary »","henrik galeen, paul wegener","paul wegener, henrik galeen, lyda salmonova, rudolf blümner",903,NA
"4",4,"les vampires",1915,"not rated",421,"action, adventure, crime",6.9,NA,"an intrepid reporter and his loyal friend battle a bizarre secret society of criminals known as the vampires.","louis feuillade","musidora, édouard mathé, marcel lévesque, jean aymé",3443,NA
"5",5,"the cheat",1915,"not rated",59,"drama",6.6,NA,"a venal, spoiled stockbroker's wife impulsively embezzles $10,000 from the charity she chairs and desperately turns to a burmese ivory trader to replace the stolen money.","cecil b. demille","fannie ward, sessue hayakawa, jack dean, james neill",1951,NA
"6",6,"a fool there was",1915,"not rated",67,"drama",5.9,NA,"a married diplomat falls hopelessly under the spell of a predatory woman.","frank powell","runa hodges, mabel frenyear, edward josé, may allison",617,NA
"7",7,"carmen",1915,"not rated",59,"drama",6.9,NA,"in order to help her smuggler kinsmen, a sultry gypsy seduces and corrupts an officer of the civil guard turning him into a traitor and murderer.","cecil b. demille","geraldine farrar, wallace reid, pedro de cordoba, horace b. carpenter",744,NA
"8",8,"a butterfly on the wheel",1915,NA,50,"drama",6.8,NA,"add a plot","maurice tourneur","holbrook blinn, vivian martin, george relph, june elvidge",42,NA
"9",9,"regeneration",1915,"passed",72,"biography, crime, drama",7,NA,"a boy surrounded by violence grows up to become an infamous gangster.","raoul walsh","rockliffe fellowes, anna q. nilsson, william sheer, john mccann",853,NA
"10",10,"the seven sisters",1915,NA,50,NA,NA,NA,"mici is the middle of seven sisters, who all believe if a younger sister marries first, the oldest sisters all doomed to be old maids. the elder sisters conspire to have the younger, pretty...                see full summary »","sidney olcott",NA,NA,NA
"11",11,"civilization",1915,NA,78,"drama",6.2,NA,"christ takes on the form of a pacifist count to end a senseless war.","reginald barker, thomas h. ince, raymond b. west, walter edwards, david hartford, jay hunt, j. parker read jr.","howard c. hickman, enid markey, lola may, kate bruce",206,NA
"12",12,"hypocrites",1915,"passed",54,"drama",6.6,NA,"the parallel stories of a modern preacher and a medieval monk, gabriel the ascetic, who is killed by an ignorant mob for making a nude statue representing truth, which is also represented by a ghostly naked girl who flits throughout the film.","lois weber","courtenay foote, myrtle stedman, herbert standing, adele farrington",335,NA
"13",13,"posle smerti",1915,NA,46,"drama",6.9,NA,"andrei lives a secluded life with his aunt, studying and thinking about his now-deceased mother. his friend tsenin is concerned, and tries to get andrei to accompany him to social events. ...                see full summary »","yevgeni bauer","vitold polonsky, olga rakhmanova, vera karalli, mariya khalatova",642,NA
"14",14,"madame butterfly",1915,NA,61,"drama",5.3,NA,"the story of a japanese woman and the tragedy that ensues when she loves an american naval officer.","sidney olcott","mary pickford, marshall neilan, olive west, jane hall",33,NA
