"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"carrie",1976,"r",98,"horror",7.4,"85","carrie white, a shy, friendless teenage girl who is sheltered by her domineering, religious mother, unleashes her telekinetic powers after being humiliated by her classmates at her senior prom.","brian de palma","sissy spacek, piper laurie, amy irving, john travolta",138190,NA
"2",2,"taxi driver",1976,"r",113,"crime, drama",8.3,"93","a mentally unstable vietnam war veteran works as a nighttime taxi driver in new york city, where the perceived decadence and sleaze feeds his urge for violent action, while attempting to save a twelve-year-old prostitute in the process.","martin scorsese","robert de niro, jodie foster, cybill shepherd, albert brooks",567258,NA
"3",3,"logan's run",1976,"pg",119,"action, sci-fi",6.8,NA,"an idyllic sci-fi future has one major drawback: life must end at the age of 30.","michael anderson","michael york, jenny agutter, richard jordan, roscoe lee browne",43394,NA
"4",4,"rocky",1976,"pg",120,"drama, sport",8.1,"69","rocky balboa, a small-time boxer, gets a supremely rare chance to fight heavy-weight champion apollo creed in a bout in which he strives to go the distance for his self-respect.","john g. avildsen","sylvester stallone, talia shire, burt young, carl weathers",421055,NA
"5",5,"the omen",1976,"r",111,"horror",7.6,"62","mysterious deaths surround an american ambassador. could the child that he is raising actually be the antichrist? the devil's own son?","richard donner","gregory peck, lee remick, harvey stephens, david warner",89214,NA
"6",6,"all the president's men",1976,"pg",138,"biography, drama, history",8,NA,"""the washington post"" reporters bob woodward and carl bernstein uncover the details of the watergate scandal that leads to president richard nixon's resignation.","alan j. pakula","dustin hoffman, robert redford, jack warden, martin balsam",82013,NA
"7",7,"king kong",1976,"pg",134,"adventure, horror",5.8,NA,"a petroleum exploration expedition comes to an isolated island and encounters a colossal giant gorilla.","john guillermin","jeff bridges, charles grodin, jessica lange, john randolph",25160,NA
"8",8,"network",1976,"r",121,"drama",8.1,"88","a television network cynically exploits a deranged former anchor's ravings and revelations about the news media for its own profit.","sidney lumet","faye dunaway, william holden, peter finch, robert duvall",115296,NA
"9",9,"the outlaw josey wales",1976,"pg",135,"western",7.9,"69","a missouri farmer joins a confederate guerrilla unit and winds up on the run from the union soldiers who murdered his family.","clint eastwood","clint eastwood, sondra locke, chief dan george, bill mckinney",54768,NA
"10",10,"assault on precinct 13",1976,"r",91,"action, crime, thriller",7.4,"89","a police sergeant and an unlikely band of criminals defend a closing la precinct office on new years eve against an army of gang members.","john carpenter","austin stoker, darwin joston, laurie zimmer, martin west",34995,NA
