"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"what we do in the shadows",2014,"r",86,"comedy, horror",7.6,"76","a documentary team films the lives of a group of vampires for a few months. the vampires share a house in wellington, new zealand. turns out vampires have their own domestic problems too.","jemaine clement, taika waititi","jemaine clement, taika waititi, cori gonzalez-macuer, jonny brugh",94222,NA
"2",2,"guardians of the galaxy",2014,"pg-13",121,"action, adventure, sci-fi",8.1,"76","a group of intergalactic criminals are forced to work together to stop a fanatical warrior from taking control of the universe.","james gunn","chris pratt, vin diesel, bradley cooper, zoe saldana",797706,NA
"3",3,"kingsman: the secret service",2014,"r",129,"action, adventure, comedy",7.7,"60","a spy organization recruits an unrefined, but promising street kid into the agency's ultra-competitive training program, just as a global threat emerges from a twisted tech genius.","matthew vaughn","colin firth, taron egerton, samuel l. jackson, michael caine",477493,NA
"4",4,"interstellar",2014,"pg-13",169,"adventure, drama, sci-fi",8.6,"74","a team of explorers travel through a wormhole in space in an attempt to ensure humanity's survival.","christopher nolan","matthew mcconaughey, anne hathaway, jessica chastain, mackenzie foy",1107,NA
"5",5,"gone girl",2014,"r",149,"crime, drama, mystery",8.1,"79","with his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.","david fincher","ben affleck, rosamund pike, neil patrick harris, tyler perry",666302,NA
"6",6,"it follows",2014,"r",100,"horror, mystery",6.9,"83","a young woman is followed by an unknown supernatural force after a sexual encounter.","david robert mitchell","maika monroe, keir gilchrist, olivia luccardi, lili sepe",150633,NA
"7",7,"the book of life",2014,"pg",95,"animation, adventure, comedy",7.3,"67","manolo, a young man who is torn between fulfilling the expectations of his family and following his heart, embarks on an adventure that spans three fantastic worlds where he must face his greatest fears.","jorge r. gutiérrez","diego luna, zoe saldana, channing tatum, ron perlman",52574,NA
"8",8,"annabelle",2014,"r",99,"horror, mystery, thriller",5.4,"37","a couple begins to experience terrifying supernatural occurrences involving a vintage doll shortly after their home is invaded by satanic cultists.","john r. leonetti, james wan","ward horton, annabelle wallis, alfre woodard, tony amendola",101929,NA
"9",9,"the babadook",2014,"not rated",93,"drama, horror",6.8,"86","a widowed mother, plagued by the violent death of her husband, battles with her son's fear of a monster lurking in the house, but soon discovers a sinister presence all around her.","jennifer kent","essie davis, noah wiseman, daniel henshall, hayley mcelhinney",144198,NA
"10",10,"maleficent",2014,"pg",97,"action, adventure, family",7,"56","a vengeful fairy is driven to curse an infant princess, only to discover that the child may be the one person who can restore peace to their troubled land.","robert stromberg","angelina jolie, elle fanning, sharlto copley, lesley manville",276901,NA
