"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"run silent run deep",1958,"approved",93,"war, action, drama",7.4,NA,"a u.s. sub commander, obsessed with sinking a certain japanese ship, butts heads with his first officer and crew.","robert wise","clark gable, burt lancaster, jack warden, brad dexter",8527,NA
"2",2,"vertigo",1958,"pg",128,"mystery, romance, thriller",8.4,NA,"a san francisco detective suffering from acrophobia investigates the strange activities of an old friend's wife, all the while becoming dangerously obsessed with her.","alfred hitchcock","james stewart, kim novak, barbara bel geddes, tom helmore",280444,NA
"3",3,"horror of dracula",1958,"approved",82,"horror",7.4,NA,"jonathan harker begets the ire of count dracula after he accepts a job at the vampire's castle under false pretenses.","terence fisher","peter cushing, christopher lee, michael gough, melissa stribling",16894,NA
"4",4,"the blob",1958,"not rated",86,"horror, sci-fi",6.4,NA,"an alien lifeform consumes everything in its path as it grows and grows.","irvin s. yeaworth jr., russell s. doughten jr.","steve mcqueen, aneta corsaut, earl rowe, olin howland",18181,NA
"5",5,"touch of evil",1958,"pg-13",95,"crime, drama, film-noir",8.1,NA,"a stark, perverse story of murder, kidnapping, and police corruption in a mexican border town.","orson welles","charlton heston, orson welles, janet leigh, joseph calleia",80238,NA
"6",6,"the fly",1958,"approved",94,"drama, horror, sci-fi",7.1,NA,"a scientist has a horrific accident when he tries to use his newly invented teleportation device.","kurt neumann","david hedison, patricia owens, vincent price, herbert marshall",17212,NA
"7",7,"cat on a hot tin roof",1958,"approved",108,"drama",8.1,NA,"brick, an alcoholic ex-football player, drinks his days away and resists the affections of his wife, maggie. his reunion with his father, big daddy, who is dying of cancer, jogs a host of memories and revelations for both father and son.","richard brooks","elizabeth taylor, paul newman, burl ives, jack carson",36797,NA
"8",8,"the big country",1958,"unrated",166,"romance, western",7.9,NA,"a new englander arrives in the old west, where he becomes embroiled in a feud between two families over a valuable patch of land.","william wyler","gregory peck, jean simmons, carroll baker, charlton heston",12549,NA
"9",9,"the vikings",1958,"unrated",116,"action, adventure",7.1,NA,"a slave and a viking prince fight for the love of a captive princess.","richard fleischer","kirk douglas, tony curtis, ernest borgnine, janet leigh",10286,NA
"10",10,"south pacific",1958,"unrated",157,"musical, romance, war",6.9,NA,"on a south pacific island during world war ii, love blooms between a young nurse and a secretive frenchman who's being courted for a dangerous military mission.","joshua logan","rossano brazzi, mitzi gaynor, john kerr, ray walston",6586,NA
"11",11,"bell book and candle",1958,"unrated",106,"comedy, romance, fantasy",6.9,NA,"a modern-day witch likes her neighbor but despises his fiancée, so she enchants him to love her instead, only to fall in love with him for real.","richard quine","james stewart, kim novak, jack lemmon, ernie kovacs",7713,NA
