"","link","synopsis","summaries"
"1","http://www.imdb.com/title/tt0027977/plotsummary?ref_=tt_stry_pl#synopsis",NA,"
    
                    Chaplins last 'silent' film, filled with sound effects, was made when everyone else was making talkies. Charlie turns against modern society, the machine age, (The use of sound in films ?) and progress. Firstly we see him frantically trying to keep up with a production line, tightening bolts. He is selected for an experiment with an automatic feeding machine, but various mishaps leads his boss to believe he has gone mad, and Charlie is sent to a mental hospital... When he gets out, he is mistaken for a communist while waving a red flag, sent to jail, foils a jailbreak, and is let out again. We follow Charlie through many more escapades before the film is out.
                        
                            —Colin Tinto 
                        
                
                
                    The idea of the film was apparently given to Chaplin by a young reporter, who told him about the production line system in Detroit, which was turning its workers into nervous wrecks. In the film, Charlie becomes literally trapped in the machine and, in one of his finest patches of comic invention, is battered and buffeted by an automatic feeding machine introduced by his bosses to save time and money. Cured after his breakdown, he is arrested when he picks up a red flag that has fallen off the back of a lorry, and runs down the street to return it, exactly the same time as a left-wing demonstration comes round the corner. He meets 'The Gamine' in the back of the police van, who has also been arrested for stealing bread. From then on the theme is about two nondescripts trying to get along in modern times. ""Smile, though your heart is breaking ...""
                        
                            —alfiehitchie
                        
                
                
                    A little tramp is finding it difficult to match his own sensibilities to the modern mechanized world. Failing as a worker on a factory assembly line, he gets into a series of adventures and misadventures, which leads to him meeting a young recently orphaned gamine who ran away rather than end up in an orphanage. They try to survive in the world together, both on the run from the law, although his previous stints behind bars were to him more comforting than life outside in the cold modern world. Beyond being wanted by the law, the question becomes whether they individually or together can find their proper place in the ever changing world which seems out to get them.
                        
                            —Huggo
                        
                
                
                    The story begins on the life of a factory working who is employed on the assembly line. His job sees him screwing nuts at an ever-increasing rate as part of the assembly line as well as being subjected to new, untested inventions like an 'automatic feeding machine'. This daily monotony pushes him over the edge and, after a lengthy stay in an asylum, is arrested for being mistakenly taken as an instigator at a communist rally. What follows is the factory worker meeting the love of his life, taking on several new jobs and trying to make what proves to be a difficult living.
                        
                            —Kyle Perez
                        
                
                
                    The Tramp struggles to live in modern industrial society with the help of a young homeless woman.
                        
                            —Anonymous
                        
                
    Synopsis
    
                "
"2","http://www.imdb.com/title/tt0027521/plotsummary?ref_=tt_stry_pl#synopsis",NA,"
    
                    Paul Lavond was a respected banker in Paris when he was framed for robbery and murder by crooked associates and sent to prison. Years later, he escapes with a friend, a scientist who was working on a method to reduce humans to a height of mere inches (all for the good of humanity, of course). Lavond however is consumed with hatred for the men who betrayed him, and takes the scientist's methods back to Paris to exact painful revenge.
                        
                            —Ken Yousten 
                        
                
                
                    After seventeen years in prison, the former respected Parisian banker Paul Lavond flees with his friend, the lunatic scientist Marcel that is researching with his wife Malita the miniaturization of animals and human beings to improve the resources of mankind. Paul Lavond was framed for robbery by his scoundrel associates Emil Coulvet, Charles Matin and Victor Radin that had stolen his business while his family was doomed to shame, poverty and tragedy. When Marcel reduces the retarded servant Lachna, he learns that the woman is motionless and only responds to the control of his brain and has a heart attack. After the death of Marcel, Paul Lavond sees the chance to use the miniaturization process as instrument of vengeance and he travels to Paris with the insane Malita disguised of Madame Mandilip, a nice old lady and owner of a dolls store. Paul Lavond, using the identity of Madame Mandilip, befriends his resented and estranged daughter Lorraine Lavond and plots a scheme to revenge and vindicate his family name.
                        
                            —Claudio Carvalho, Rio de Janeiro, Brazil
                        
                
                
                    After two men, Marcel and Lavond, escape from prison they make their way to Marcel's home where his wife Malita has continued his experiments in miniaturizing living creatures. Lavond was a successful Paris banker and was falsely imprisoned after his partners accused him of theft. He has no intention of staying as he wishes to seek his revenge. When Marcel dies suddenly of a heart attack, Malita urges Paul to work with her and seek his revenge using their miniaturization technique. As Madame Mandlip, he opens a toy shop in Paris and visits his daughter Lorraine, who despises her father for what he's done to them. His revenge attained, Lavond wants to leave everything behind but Malita has other plans.
                        
                            —garykmcd
                        
                
                
                    An escaped convict uses miniaturized humans to wreak vengeance on those that framed him.
                        
                            —Gabe Taverney (duke1029@aol.com)
                        
                
    Synopsis
    
                "
"3","http://www.imdb.com/title/tt0027260/plotsummary?ref_=tt_stry_pl#synopsis","This is the second installment of the Thin Man series, the story picks up from where ""The Thin Man"" left Nick and Nora.Arriving home after three days on the train, Nick and Nora were looking forward to spending a quiet new year with just each other. But their house was occupied by drunken friends; and Nora's most uppity relative, the spinster Aunt Katherine, called and insisted that Nora and Nick join her New Year's Eve family dinner. Nora did not care for her aunt but she agreed to go, mainly to visit her distraught cousin Selma Landis.Aunt Katherine had not changed her mind about the flatfoot to whom poor Nora was married, but she needed Nick to discreetly investigate the disappearance of Selma's playboy husband Robert. Selma's mental condition was beginning to deteriorate and Aunt Katherine was worried that even with the close supervision of psychiatrist Dr. Kammer, the scandal will break out and ruin the Forrest reputation.After dinner, Nick and Nora went to say goodbye to Selma before leaving, and met David Graham. David used to be engaged to Selma and was still in love with her. Furious about the way Robert treated Selma, David told Nick that Robert wasn't really missing, he just had enough of Selma and wanted a divorce. He even promised David that if he pays him $25,000, he will divorce Selma and get out of the way.Nick and Nora decided to spend New Year s Eve in a seedy but popular Chinese club called Lichee, managed by ex-con Dancer, once arrested and sent away by Nick, and Lum Kee, whose brother was also arrested by Nick and was still in jail.They found Robert at the club. He had become a regular at Lichee because of the starring singer/dance girl Polly Byrnes, and was planning to run away with her once he gets the money from David. Polly was not in love with Robert, and kept things up with Robert just so that she and boyfriend Dancer could scam money from him. Running into Nick and Nora made Robert, Polly and Dancer uneasy, and Robert decided to not wait for cash and told David that he will take anything and leave town that night.David met Robert secretly and gave him a stack of bonds, and a happy Robert went home to pack up. He woke Selma in the process, the two had a fight, Robert said his final word and stormed out. Selma lost her nerve and ran out after him.David was worried about a confrontation between Selma and Robert and he went back to the Forrest mansion to check on Selma, only to find her standing over Robert's dead body with a gun in her hand. David took the gun and disposed of it for Selma, told her not to mention the incident to anyone.A hungry Nora woke Nick up so that he can make her some scrabbled eggs, and while they were in the kitchen, someone threw in a stone with a note attached to it. Asta, who's being irritable lately because he found out that one of Mrs. Asta's puppies was definitely not his, but that of a black Scottish terrier, got to the stone before Nick and Nora. A chase broke out and when Nora finally got the note, the most important part of the note was already eaten by Asta.Nick and Nora went back to bed and slept till early evening the next day. When Lieutenant Abrams dropped by to tell Nick to that they've ran out of leads, Nick decided to follow the clues from the note and visit Polly's ex-con husband Ralph West, now known as her brother Phil.Nick and Abrams found Phil murdered with the same gun that killed Robert, other evidence was planted and took them no where; except a key to Polly's apartment. Having lost all other leads, Nick decided to check out this one.In Polly's apartment, Nick noticed a hole on the ceiling and went to check the apartment directly above hers. The tenant's name was Anderson, a fake name; and in the apartment, Nick found contraptions that allowed a person to listen in and a makeshift ladder to climb down and enter her apartment through the window.As Nick was testing the earphone, Dancer came back to Polly's apartment, he sensed that someone was upstairs and made a run for it. Nick pursued him and was shot at. The shots missed him, but they did shoot open a box, from which the dead body of the apartment janitor Pedro fell out.Nick now knew exactly what happened but didn't have any strong evidence, he and Abrams decided to test their luck and gathered everyone in Polly's apartment, to see if they can trick the murderer into making a mistake.So arrived the suspects: Dancer, Polly, Lum Kee, Aunt Katherine, Dr. Kammer, David, and the grieving widow Selma.It turned out that Robert was not killed over money, but from a deep hatred; the death of Phil and Pedro were just the results of the murderer, the mysterious Anderson, trying to cover his tracks.Anderson found out everything by listening in to Polly's conversations with Dancer, Robert and Phil. He would have climbed into her apartment to plant incriminating evidence had he not been locked out by Pedro. Pedro found out about the special contraptions while doing repair works, changed the lock on the door and called Nick. Anderson heard the phone call and killed Pedro.Anderson then followed Robert until he stepped out of the Forrest mansion and killed him. Knowing that Phil was following Polly and Robert, Anderson killed him too.Crowded and pressured by the cool Nick, jumpy Abrams, and irritating Aunt Katherine, Anderson remained calm. But when it was revealed that the janitor Pedro was once Nora's father's gardener, Nick caught him. All suspects who knew Pedro merely stated that they knew him, only David added a description of him, a description that would describe Pedro the Janitor, not the younger Pedro the gardener.David pulled out a gun and was about to kill both Selma and himself when unexpectedly, Lum Kee came to everyone's rescue. Nora had been wary of Lum Kee the whole time, thinking that he might harm Nick. But It turned out that as Nick sent his brother away, Lum Kee got the chance to go after his brother's girlfriend, whom he likes a lot more than his own brother.Unable to find peace in San Francisco as well, Nick took Nora and Asta on the train again. Noticing that his wife was not paying attention to him, Nick put down his cocktail glass just long enough to get a closer look at what Nora was knitting. It was a baby shoe.","
    
                    Now back in San Francisco after their holiday in New York, Nick and Nora find themselves trying to solve another mystery. It's New Year's Eve and they are summoned to dinner at Nora's elderly, and very aristocratic, family. There they find that cousin Selma's husband Robert has been missing for three days. Nick reluctantly agrees to look for him but the case takes a twist when Robert is shot and Selma is accused of murder. Several other murders occur but eventually Nick gathers everyone into the same room to reveal the identity of the killer.
                        
                            —garykmcd
                        
                
                
                    Back in San Franciso after solving his last case in New York, Nick and Nora find another case. Nora's cousin Selma is accused of having murdered her husband, but for Nick it's clear that she is not the murderer and he starts to investigate, supported by Nora and Asta.
                        
                            —Stephan Eichenberg 
                        
                
                
                    Nick investigates the case of a missing man and later a murder that is connected to Nora's family.
                        
                            —L. Hamre
                        
                
    Spoilers
    
            
            The synopsis below may give away important plot points.
    
    Synopsis
    This is the second installment of the Thin Man series, the story picks up from where ""The Thin Man"" left Nick and Nora.Arriving home after three days on the train, Nick and Nora were looking forward to spending a quiet new year with just each other. But their house was occupied by drunken friends; and Nora's most uppity relative, the spinster Aunt Katherine, called and insisted that Nora and Nick join her New Year's Eve family dinner. Nora did not care for her aunt but she agreed to go, mainly to visit her distraught cousin Selma Landis.Aunt Katherine had not changed her mind about the flatfoot to whom poor Nora was married, but she needed Nick to discreetly investigate the disappearance of Selma's playboy husband Robert. Selma's mental condition was beginning to deteriorate and Aunt Katherine was worried that even with the close supervision of psychiatrist Dr. Kammer, the scandal will break out and ruin the Forrest reputation.After dinner, Nick and Nora went to say goodbye to Selma before leaving, and met David Graham. David used to be engaged to Selma and was still in love with her. Furious about the way Robert treated Selma, David told Nick that Robert wasn't really missing, he just had enough of Selma and wanted a divorce. He even promised David that if he pays him $25,000, he will divorce Selma and get out of the way.Nick and Nora decided to spend New Year s Eve in a seedy but popular Chinese club called Lichee, managed by ex-con Dancer, once arrested and sent away by Nick, and Lum Kee, whose brother was also arrested by Nick and was still in jail.They found Robert at the club. He had become a regular at Lichee because of the starring singer/dance girl Polly Byrnes, and was planning to run away with her once he gets the money from David. Polly was not in love with Robert, and kept things up with Robert just so that she and boyfriend Dancer could scam money from him. Running into Nick and Nora made Robert, Polly and Dancer uneasy, and Robert decided to not wait for cash and told David that he will take anything and leave town that night.David met Robert secretly and gave him a stack of bonds, and a happy Robert went home to pack up. He woke Selma in the process, the two had a fight, Robert said his final word and stormed out. Selma lost her nerve and ran out after him.David was worried about a confrontation between Selma and Robert and he went back to the Forrest mansion to check on Selma, only to find her standing over Robert's dead body with a gun in her hand. David took the gun and disposed of it for Selma, told her not to mention the incident to anyone.A hungry Nora woke Nick up so that he can make her some scrabbled eggs, and while they were in the kitchen, someone threw in a stone with a note attached to it. Asta, who's being irritable lately because he found out that one of Mrs. Asta's puppies was definitely not his, but that of a black Scottish terrier, got to the stone before Nick and Nora. A chase broke out and when Nora finally got the note, the most important part of the note was already eaten by Asta.Nick and Nora went back to bed and slept till early evening the next day. When Lieutenant Abrams dropped by to tell Nick to that they've ran out of leads, Nick decided to follow the clues from the note and visit Polly's ex-con husband Ralph West, now known as her brother Phil.Nick and Abrams found Phil murdered with the same gun that killed Robert, other evidence was planted and took them no where; except a key to Polly's apartment. Having lost all other leads, Nick decided to check out this one.In Polly's apartment, Nick noticed a hole on the ceiling and went to check the apartment directly above hers. The tenant's name was Anderson, a fake name; and in the apartment, Nick found contraptions that allowed a person to listen in and a makeshift ladder to climb down and enter her apartment through the window.As Nick was testing the earphone, Dancer came back to Polly's apartment, he sensed that someone was upstairs and made a run for it. Nick pursued him and was shot at. The shots missed him, but they did shoot open a box, from which the dead body of the apartment janitor Pedro fell out.Nick now knew exactly what happened but didn't have any strong evidence, he and Abrams decided to test their luck and gathered everyone in Polly's apartment, to see if they can trick the murderer into making a mistake.So arrived the suspects: Dancer, Polly, Lum Kee, Aunt Katherine, Dr. Kammer, David, and the grieving widow Selma.It turned out that Robert was not killed over money, but from a deep hatred; the death of Phil and Pedro were just the results of the murderer, the mysterious Anderson, trying to cover his tracks.Anderson found out everything by listening in to Polly's conversations with Dancer, Robert and Phil. He would have climbed into her apartment to plant incriminating evidence had he not been locked out by Pedro. Pedro found out about the special contraptions while doing repair works, changed the lock on the door and called Nick. Anderson heard the phone call and killed Pedro.Anderson then followed Robert until he stepped out of the Forrest mansion and killed him. Knowing that Phil was following Polly and Robert, Anderson killed him too.Crowded and pressured by the cool Nick, jumpy Abrams, and irritating Aunt Katherine, Anderson remained calm. But when it was revealed that the janitor Pedro was once Nora's father's gardener, Nick caught him. All suspects who knew Pedro merely stated that they knew him, only David added a description of him, a description that would describe Pedro the Janitor, not the younger Pedro the gardener.David pulled out a gun and was about to kill both Selma and himself when unexpectedly, Lum Kee came to everyone's rescue. Nora had been wary of Lum Kee the whole time, thinking that he might harm Nick. But It turned out that as Nick sent his brother away, Lum Kee got the chance to go after his brother's girlfriend, whom he likes a lot more than his own brother.Unable to find peace in San Francisco as well, Nick took Nora and Asta on the train again. Noticing that his wife was not paying attention to him, Nick put down his cocktail glass just long enough to get a closer look at what Nora was knitting. It was a baby shoe.
    
        See also"
"4","http://www.imdb.com/title/tt0027884/plotsummary?ref_=tt_stry_pl#synopsis",NA,"
    
                    Warren Haggerty is the chief editor of the New York Evening Star. He keeps on delaying his marriage with Gladys because of problems his newspapers must face. When a 5 million dollar lawsuit is filed by Connie Allenbury for falsely printing she is a marriage-breaker, he plans a marriage in words only between Gladys and the Don Juan Bill Chandler. The goal is to catch Connie alone with a married man.
                        
                            —Yepok
                        
                
                
                    Brash divorcée Gladys Benton and New York Evening Star managing editor Warren Haggerty are getting married imminently... still. Exasperated Gladys believes Warren doesn't want to marry her as one emergency after another pops up at the newspaper postponing their wedding, the latest emergency being a $5 million libel suit brought against the newspaper by socialite Connie Allenbury - daughter of wealthy financier James B. Allenbury - for an incorrect story the newspaper printed about her manhunting leading to the breakup of a marriage, the story's inaccuracy despite she having a reputation for being a playgirl. If Connie wins, the newspaper would be ruined financially. Warren believes the only person who can help him is long fired reporter Bill Chandler, a cutthroat cad who is not averse to anything to get what he needs. Despite their rocky history, Bill agrees to help Warren (for a price, the money which he needs to get out of a tight financial situation), the scheme Bill coming up with being that he will get married (the woman of their choosing who can get a quickie Reno divorce soon after), and then get into a position where Connie will break up his marriage, with Warren and his team being there to get all the necessary evidence in the form of photos. The only person who they can think of to be Bill's ""wife"" is Gladys, who eventually relents to the idea. The scheme should only take a few days to execute, but Bill finds that Connie is a tougher nut to crack than he anticipated. Complications ensue as between the real relationships and the fake relationships, love or the belief of love starts to emerge from each of the four, which in turn could jeopardize the original plan.
                        
                            —Huggo
                        
                
                
                    A newspaper man, his ignored fiancée, and his former employee, a down on his luck reporter, hatch an elaborate scheme to turn a false news story into the truth in order to prevent a high-society woman from suing for libel.
                        
                            —L. Hamre
                        
                
    Synopsis
    
                "
"5","http://www.imdb.com/title/tt0028207/plotsummary?ref_=tt_stry_pl#synopsis",NA,"
    
                    Opera singer (Marie de Flor) seeks out fugitive brother in the Canadian wilderness. During her trek, she meets a Canadian mountie (Sgt. Bruce) who is also searching for her brother. Romance ensues, resulting in several love duets between the two.
                        
                            —Tom Ford 
                        
                
    Synopsis
    
                "
"6","http://www.imdb.com/title/tt0027690/plotsummary?ref_=tt_stry_pl#synopsis",NA,"
    
                    It's the early nineteenth century Washington. Young adult Margaret O'Neal - Peggy to most that know her - is the daughter of Major William O'Neal, who is the innkeeper of the establishment where most out-of-town politicians and military men stay when they're in Washington. Peggy is pretty and politically aware. She is courted by several of those politicians and military men who all want to marry her, except for the one with who she is truly in love. Because of her personal situation at the time, she, in 1828, becomes the unofficial first lady to help her old friend - ""old"" both in terms of age and length of time - Andrew Jackson, who has just been elected President of the United States. Jackson and Peggy have the same political outlook, where the union of the states is paramount, especially when many states see their rights as being more important than the union. Jackson had a rough ride during the election in large part because his wife, Rachel Jackson, was seen as a pipe smoking hayseed, unfit to live in the White House. On her deathbed, Rachel asked Peggy to take care of Jackson. Peggy, as unofficial first lady, gets as rough a ride as Rachel did, because of her own marital status and the undue influence she may assert over Jackson. Because of her relationship with Jackson, Peggy has to decide which of the conflicting issues of her political convictions, being with the man she truly loves or respectability is of greatest priority in her life.
                        
                            —Huggo
                        
                
                
                    President Andrew Jackson's friendship with an innkeeper's daughter spells trouble for them both.
                        
                            —Anonymous
                        
                
    Synopsis
    
                "
"7","http://www.imdb.com/title/tt0028291/plotsummary?ref_=tt_stry_pl#synopsis",NA,"
    
                    Terry is the chief car tester for Emery Motors and Frank is an Engineer. Jane has just been hired to work in publicity. Frank and Terry both want Jane to be their girl. Terry has designed a new carburetor that should bring him fame and money, but he cannot get it to work correctly. Terry and Gadget have tested it for over a year, but it still is not perfected. Emery Motors assigns Frank to help Terry with the carburetor, but Terry is not happy because Frank is an Engineer and is also vying for Jane. They finish the carburetor, and to test it, they enter a car in the Indianapolis 500 race. Terry is not yet satisfied with the carburetor before the big race even though it has passed all the tests.
                        
                            —Tony Fontana 
                        
                
                
                    With the help of his mechanic buddy, an engineer, and the company's attractive new publicist, an automotive test driver struggles to develop a new carburetor by entering cars in the Indy 500 and speed trials at California's Muroc Dry Lake.
                
    Synopsis
    
                "
"8","http://www.imdb.com/title/tt0028505/plotsummary?ref_=tt_stry_pl#synopsis",NA,"
    
                    Magazine publisher Van Stanhope is a hard-working, dynamic executive very happily married to his beautiful wife Linda. Although their relationship is is built on unconditional trust, friends caution her about the dangers of allowing Whitey, her husband's extremely sexy secretary, to continue to have access to him. Even Van's mother warns Linda that Van's father philandered during their marriage, and Van, like all men, will eventually succumb to opportunity and temptation. Although Whitey has a faithful boyfriend, she secretly harbors unrequited feelings for her boss. When they take business trip to Havana, circumstantial evidence convinces Linda that the rumors she's heard may have a basis in fact.
                        
                            —Gabe Taverney (duke1029@aol.com)
                        
                
                
                    In New York, the magazine publisher Van ""V.S."" Stanhope and his beloved wife Linda have been happily married for three years and are in love with each other. Van is a dynamic executive of the Stanhope Publications and works very close to his dedicated and efficient secretary Helen ""Whitney"" Wilson, who is a beautiful young woman engaged with Dave. When Van's mother Mimi poisons Linda about the relationship of her son with his secretary, Linda becomes jealous of her. Whitney and Dave have an argument and she breaks with him. Meanwhile Van is secretly planning to buy a magazine owned by Underwood and Whitney helps him with the strategy. When Whitney discovers that the competitor Hanson House is also disputing the magazine, she travels to Havana to help Van to close the business with Underwood. They are well-succeeded in their intent and celebrate until late night. When Linda calls Van at 2:00 PM, Whitney answers the phone call and Linda believes that Van is really having an affair with Whitney. In the end, don't look for trouble where there isn't any because if you don't find it, you'll make it.
                        
                            —Claudio Carvalho, Rio de Janeiro, Brazil
                        
                
                
                    The wife of a publishing executive mistakenly believes that her husband's relationship with his attractive secretary is more than professional.
                        
                            —G. Taverney (duke1029@aol.com)
                        
                
    Synopsis
    
                "
"9","http://www.imdb.com/title/tt0027545/plotsummary?ref_=tt_stry_pl#synopsis","NOTE: ""Dracula's Daughter"" picks up from where ""Dracula"" (1931) ends.Two constables find Professor Van Helsing [Edward van Sloan] in the crypt standing over the bodies of Dracula and Renfield. They take Van Helsing into custody because ""this is a case for Scotland Yard."" Dracula's body is stolen by his daughter, the Countess Marya Zaleska [Gloria Holden]. Looking for release from the Dracula curse, she burns his body.Meanwhile, psychologist Jeffrey Garth [Otto Kruger]is called in to defend Van Helsing. Garth meets the Countess at a party, and she confesses to him that she is looking for release from 'an obsession'. He visits with the Countess, much to the dismay of his girlfriend and assistant Janet Blake [Marquerite Churchill]. Unbeknown to Garth, the Countess and her assistant Sander [Irving Pichel] search at night for young women to pose as models but really so that the Countess can drink their blood. One night, Lili [Nan Gray] is found in a 'post-hypnotic trance' with marks on her neck. Garth is called in, and he calls in Van Helsing. The diagnosis is 'wampire'.The Countess comes to Garth's office. She has decided to return to Transylvania and wants Garth to accompany her. He hedges and, while he's busy with Lili, the Countess and Sander abduct Janet. Lili reveals enough to cue Garth to the Countess's intent, but she has left for Transylvania with the entranced Janet. Garth pursues them. The Countess offers him a deal: ""I'll release (Janet) if you'll stay with me."" Realizing that the Countess has abandoned him for Garth, Sander shoots an arrow through her heart. As he re-arms to shoot Garth, Van Helsing and Scotland Yard arrive, and they shoot Sander. Janet awakens from the trance. [Original synopsis by bj_kuehl.]","
    
                    Prof. Van Helsing is in danger of prosecution for the murder of Dracula...until a hypnotic woman steals the Count's body and cremates it. Bloodless corpses start appearing in London again, and Hungarian countess Marya Zaleska seeks the aid of Jeffrey Garth, psychiatrist, in freeing herself of a mysterious evil influence. The scene changes from foggy London back to that eerie road to the Borgo Pass...
                        
                            —Rod Crawford 
                        
                
                
                    Professor Von Helsing has done the world a favor by driving a stake through the heart of Count Dracula and thus destroying him. For his trouble, Scotland Yard charges him with murder. Dr. Jeffrey Garth, a psychiatrist, may be able to act as an attorney and defend him in court. But Garth finds he has his own troubles when the Countess Marya Zaleska seeks his help. She wants to be released from her desire to drink the blood of the living. She steals the corpse of her father, Count Dracula, and burns it ritually; but she still wants blood. She'll do anything to free herself of this curse, including kidnapping the baron's daughter who is Dr. Garth's assistant, and thwarting the hopes of her sinister manservant, Sandor.
                        
                            —J. Spurlin
                        
                
                
                    In London, two policemen find the body of a man, Renfield, with neck broken and Dracula with a stake through his heart. They arrest Prof. Von Helsing that tells that he did it and take him to the Scotland Yard. The inspector Sir Basil Humphrey asks Von Helsing who might defend him and the professor asks for the psychiatrist Dr. Jeffrey Garth. Meanwhile, the mysterious Countess Marya Zeleska, who is Dracula's daughter, compels the policeman that is in charge to take care of the bodies and takes Dracula's body with her to bury him with her assistant Sandor before dawn, expecting to be released from the family's curse. In Edinburgh, Jeffrey is hunting with friends and his assistant Janet Blake comes to tell him that he has an appointment with the Scotland Yard to help his friend Von Helsing. When Von Helsing tells him about Dracula, Jeffrey believes that he is obsessed with the vampire and promises to help him. During the night, he goes to a party where he meets the Hungarian Countess and he tells his theories about the vampire blood thirsty that he believes is an obsession. Now, Countess Zeleska believes that Jeffrey can heal her and release her from her blood thirsty and she wants to bring him to her castle to spend the eternal life with her in Transylvania.
                        
                            —Claudio Carvalho, Rio de Janeiro, Brazil
                        
                
                
                    Hungarian countess Marya Zaleska seeks the aid of a noted psychiatrist, hoping to free herself of a mysterious evil influence.
                
    Spoilers
    
            
            The synopsis below may give away important plot points.
    
    Synopsis
    NOTE: ""Dracula's Daughter"" picks up from where ""Dracula"" (1931) ends.Two constables find Professor Van Helsing [Edward van Sloan] in the crypt standing over the bodies of Dracula and Renfield. They take Van Helsing into custody because ""this is a case for Scotland Yard."" Dracula's body is stolen by his daughter, the Countess Marya Zaleska [Gloria Holden]. Looking for release from the Dracula curse, she burns his body.Meanwhile, psychologist Jeffrey Garth [Otto Kruger]is called in to defend Van Helsing. Garth meets the Countess at a party, and she confesses to him that she is looking for release from 'an obsession'. He visits with the Countess, much to the dismay of his girlfriend and assistant Janet Blake [Marquerite Churchill]. Unbeknown to Garth, the Countess and her assistant Sander [Irving Pichel] search at night for young women to pose as models but really so that the Countess can drink their blood. One night, Lili [Nan Gray] is found in a 'post-hypnotic trance' with marks on her neck. Garth is called in, and he calls in Van Helsing. The diagnosis is 'wampire'.The Countess comes to Garth's office. She has decided to return to Transylvania and wants Garth to accompany her. He hedges and, while he's busy with Lili, the Countess and Sander abduct Janet. Lili reveals enough to cue Garth to the Countess's intent, but she has left for Transylvania with the entranced Janet. Garth pursues them. The Countess offers him a deal: ""I'll release (Janet) if you'll stay with me."" Realizing that the Countess has abandoned him for Garth, Sander shoots an arrow through her heart. As he re-arms to shoot Garth, Van Helsing and Scotland Yard arrive, and they shoot Sander. Janet awakens from the trance. [Original synopsis by bj_kuehl.]
    
        See also"
"10","http://www.imdb.com/title/tt0028010/plotsummary?ref_=tt_stry_pl#synopsis",NA,"
    
                    In the depths of the Depression, a party game brings dizzy socialite Irene Bullock to the city dump where she meets Godfrey, a derelict, and ends by hiring him as family butler. He finds the Bullocks to be the epitome of idle rich, and nutty as the proverbial fruitcake. Soon, the dramatizing Irene is in love with her 'protege'...who feels strongly that a romance between servant and employer is out of place, regardless of that servant's mysterious past...
                        
                            —Rod Crawford 
                        
                
                
                    In New York post-Great Depression, the spoiled socialites Irene Bullock and her sister Cornelia Bullock are disputing a scavenger hunt where the winner is the one who brings a ""forgotten man"" first. They go to the city dump and Cornelia offers five dollars to the derelict Godfrey Smith to go with her and her companion to the Wardolf Hotel. The man pushes her in the garbage and Cornelia leaves the landfill with her companion. However, Irene talks to Godfrey that she wanted to beat Cornelia to it and he accepts to go with her to win the prize. Irene offers the position of butler to Godfrey and tells her parents Alexander and Angelica Bullock that she has hired Godfrey to work for their dysfunctional family in their mansion. Irene has a crush on Godfrey and protects him while Cornelia hates him and wants to harm him. During a party in the Bullock's house, the Harvard graduated investor Tommy Gray recognizes Godfrey and salutes him. But the butler asks him to keep the secret of his past and schedules an encounter in the restaurant to explain what is happening.
                        
                            —Claudio Carvalho, Rio de Janeiro, Brazil
                        
                
                
                    During the Depression, rich socialite Irene Bullock meets hobo Godfrey while participating in a high society scavenger hunt. He accompanies her and she wins the contest. Godfrey himself is appalled at their conduct and a guilty Irene offers him a job as her butler. He shows up the next day, properly dressed and ready to go to work. He's warned by the maid Molly that entire Bullock family all all a bit batty. Godfrey learns that the maid's assessment is mild, if anything. Despite his odd employers, Godfrey likes his job and has every intention on continuing in the position. He does have a secret however - he's really a very rich man who decided to drop out of society after a love affair gone wrong. When Irene falls in love with him, he's really not interested in pursuing another relationship. She doesn't know how to take no for an answer however.
                        
                            —garykmcd
                        
                
                
                    Godfrey is ""forgotten man"" who is hired by a young, wealthy eccentric as the family's new butler. Godfey brings sanity a dose of reality to this spoiled rich family.
                        
                            —Ken Carson 
                        
                
                
                    A scatterbrained socialite hires a vagrant as a family butler...but there's more to Godfrey than meets the eye.
                        
                            —Rod Crawford 
                        
                
    Synopsis
    
                "
