"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"the good, the bad and the ugly",1966,"approved",178,"western",8.9,"90","a bounty hunting scam joins two men in an uneasy alliance against a third in a race to find a fortune in gold buried in a remote cemetery.","sergio leone","clint eastwood, eli wallach, lee van cleef, aldo giuffrè",555512,NA
"2",2,"persona",1966,"not rated",83,"drama, thriller",8.1,NA,"a nurse is put in charge of a mute actress and finds that their personas are melding together.","ingmar bergman","bibi andersson, liv ullmann, margaretha krook, gunnar björnstrand",71551,NA
"3",3,"blow-up",1966,"not rated",111,"drama, mystery, thriller",7.6,NA,"a mod london photographer finds something very suspicious in the shots he has taken of a mysterious beauty in a desolate park.","michelangelo antonioni","david hemmings, vanessa redgrave, sarah miles, john castle",45759,NA
"4",4,"fantastic voyage",1966,"pg",100,"adventure, family, sci-fi",6.8,NA,"a scientist is nearly assassinated. in order to save him, a submarine is shrunken to microscopic size and injected into his blood stream with a small crew. problems arise almost as soon as they enter the bloodstream.","richard fleischer","stephen boyd, raquel welch, edmond o'brien, donald pleasence",14270,NA
"5",5,"the chase",1966,NA,135,"crime, drama, thriller",7.3,NA,"the escape of bubber reeves from prison affects the inhabitants of a small southern town.","arthur penn","marlon brando, jane fonda, robert redford, e.g. marshall",7939,NA
"6",6,"andrei rublev",1966,"not rated",205,"biography, drama, history",8.3,NA,"the life, times and afflictions of the fifteenth-century russian iconographer.","andrei tarkovsky","anatoliy solonitsyn, ivan lapikov, nikolay grinko, nikolay sergeev",28562,NA
"7",7,"fahrenheit 451",1966,"unrated",112,"drama, sci-fi",7.3,NA,"in an oppressive future, a fireman whose duty is to destroy all books begins to question his task.","françois truffaut","oskar werner, julie christie, cyril cusack, anton diffring",35406,NA
"8",8,"who's afraid of virginia woolf?",1966,"tv-ma",131,"drama",8.1,NA,"a bitter, aging couple, with the help of alcohol, use a young couple to fuel anguish and emotional pain towards each other.","mike nichols","elizabeth taylor, richard burton, george segal, sandy dennis",60070,NA
"9",9,"the ghost and mr. chicken",1966,"g",90,"comedy, family, mystery",7.3,NA,"luther heggs aspires to be a reporter for his small town newspaper, the rachel courier express. he gets his big break when the editor asks him to spend the night at the simmons mansion that...                see full summary »","alan rafkin","don knotts, joan staley, liam redmond, dick sargent",4607,NA
"10",10,"batman: the movie",1966,"approved",105,"adventure, comedy, crime",6.5,NA,"the dynamic duo faces four supervillains who plan to hold the world for ransom with the help of a secret invention that instantly dehydrates people.","leslie h. martinson","adam west, burt ward, lee meriwether, cesar romero",25483,NA
"11",11,"one million years b.c.",1966,"approved",91,"adventure, fantasy",5.7,NA,"prehistoric man tumak is banished from his savage tribe and meets pretty loana who belongs to a gentler coastal tribe but he must fight caveman payto to win her favors.","don chaffey","raquel welch, john richardson, percy herbert, robert brown",6344,NA
"12",12,"django",1966,"unrated",92,"action, western",7.3,NA,"a coffin-dragging gunslinger and a half-breed prostitute become embroiled in a bitter feud between a klan of southern racists and a band of mexican revolutionaries.","sergio corbucci","franco nero, josé canalejas, josé bódalo, loredana nusciak",20283,NA
"13",13,"the battle of algiers",1966,"not rated",121,"drama, war",8.1,"95","in the 1950s, fear and violence escalate as the people of algiers fight for independence from the french government.","gillo pontecorvo","brahim hadjadj, jean martin, yacef saadi, tommaso neri",42561,NA
"14",14,"manos: the hands of fate",1966,"not rated",70,"horror",1.9,NA,"a family gets lost on the road and stumbles upon a hidden, underground, devil-worshiping cult led by the fearsome master and his servant torgo.","harold p. warren","tom neyman, john reynolds, diane adelson, harold p. warren",32177,NA
"15",15,"dracula: prince of darkness",1966,"unrated",90,"horror",6.8,NA,"dracula is resurrected, preying on four unsuspecting visitors to his castle.","terence fisher","christopher lee, barbara shelley, andrew keir, francis matthews",7275,NA
"16",16,NA,1966,NA,126,"drama, romance, western",7.6,NA,"cole thornton, a gunfighter for hire, joins forces with an old friend, sheriff j.p. hara. together with an old indian fighter and a gambler, they help a rancher and his family fight a rival rancher that is trying to steal their water.","howard hawks","john wayne, robert mitchum, james caan, charlene holt",19584,NA
"17",17,"how to steal a million",1966,"approved",123,"comedy, crime, romance",7.6,NA,"romantic comedy about a woman who must steal a statue from a paris museum to help conceal her father's art forgeries, and the man who helps her.","william wyler","audrey hepburn, peter o'toole, eli wallach, hugh griffith",19763,NA
"18",18,"a man for all seasons",1966,"g",120,"biography, drama, history",7.9,NA,"the story of thomas more, who stood up to king henry viii when the king rejected the roman catholic church to obtain a divorce and remarriage.","fred zinnemann","paul scofield, wendy hiller, robert shaw, leo mckern",25568,NA
"19",19,"alfie",1966,"approved",114,"comedy, drama",7.1,NA,"an unrepentant ladies' man gradually begins to understand the consequences of his lifestyle.","lewis gilbert","michael caine, shelley winters, millicent martin, julia foster",11387,NA
"20",20,"dr. goldfoot and the girl bombs",1966,"not rated",82,"adventure, comedy, sci-fi",4,NA,"nefarious mad scientist dr. goldfoot once again plots to take over the world by creating female robot bombs specifically designed to blow up high-ranking generals of nato countries. ...                see full summary »","mario bava","vincent price, fabian, franco franchi, ciccio ingrassia",830,NA
"21",21,"carry on screaming!",1966,"not rated",97,"comedy, horror",6.9,NA,"the sinister dr watt has an evil scheme going. he's kidnapping beautiful young women and turning them into mannequins to sell to local stores. fortunately for dr watt, detective-sergeant ...                see full summary »","gerald thomas","kenneth williams, jim dale, harry h. corbett, charles hawtrey",3426,NA
"22",22,"munster, go home!",1966,"approved",96,"comedy, crime, family",6.4,NA,"the munsters travel to england after herman discovers he's the new lord of the munster hall.","earl bellamy","fred gwynne, yvonne de carlo, al lewis, butch patrick",1384,NA
"23",23,"the rare breed",1966,"not rated",97,"drama, romance, western",6.4,NA,"an english woman and her daughter enlist the aid of a cowboy to try and get their hardy hornless bull to mate with the longhorns of texas, but have to overcome both greedy criminals and the natural elements.","andrew v. mclaglen","james stewart, maureen o'hara, brian keith, juliet mills",2424,NA
"24",24,"our man flint",1966,"unrated",108,"action, adventure, comedy",6.5,NA,"when scientists use eco-terrorism to impose their will on the world by affecting extremes in the weather, intelligence chief cramden calls in top agent derek flint.","daniel mann","james coburn, lee j. cobb, gila golan, edward mulhare",5003,NA
"25",25,"the sand pebbles",1966,"approved",182,"adventure, drama, romance",7.7,NA,"in 1926, an us naval engineer gets assigned to a gunboat on a rescue mission in war-torn china.","robert wise","steve mcqueen, richard attenborough, candice bergen, richard crenna",11079,NA
"26",26,"nevada smith",1966,"not rated",128,"western",7,NA,"a naive half-indian, half-white teenager evolves into a hardened killer as he tracks down his parents' murderers.","henry hathaway","steve mcqueen, karl malden, brian keith, arthur kennedy",6054,NA
"27",27,"au hasard balthazar",1966,"not rated",95,"drama",7.9,"100","the story of a mistreated donkey and the people around him. a study on saintliness and a sister piece to bresson's mouchette.","robert bresson","anne wiazemsky, walter green, françois lafarge, jean-claude guilbert",13285,NA
"28",28,"a funny thing happened on the way to the forum",1966,"approved",99,"comedy, musical",7,NA,"a wily slave must unite a virgin courtesan and his young smitten master to earn his freedom.","richard lester","zero mostel, phil silvers, buster keaton, michael crawford",7177,NA
"29",29,"the night of the grizzly",1966,"g",102,"adventure, western",6.6,NA,"ex-lawman jim cole retires to wyoming to farm his land but a land-greedy neighbor, an ex-con turned bounty hunter and a vicious grizzly bear upset his retirement plans.","joseph pevney","clint walker, martha hyer, keenan wynn, nancy kulp",812,NA
"30",30,"cul-de-sac",1966,"not rated",113,"comedy, drama, thriller",7.2,NA,"two wounded gangsters on the run find refuge in the secluded castle of a feeble man and his wife in search of help, however, under the point of a gun nothing is what it seems.","roman polanski","donald pleasence, françoise dorléac, lionel stander, jack macgowran",9383,NA
"31",31,"kill, baby... kill!",1966,"pg",83,"horror, mystery",7.1,NA,"an 19th century european village is haunted by the ghost of a murderous little girl.","mario bava","giacomo rossi stuart, erika blanc, fabienne dali, piero lulli",4338,NA
