"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"it happened one night",1934,"not rated",105,"comedy, romance",8.2,NA,"a spoiled heiress running away from her family is helped by a man who is actually a reporter in need of a story.","frank capra","clark gable, claudette colbert, walter connolly, roscoe karns",72911,NA
"2",2,"the black cat",1934,NA,65,"adventure, crime, horror",7.1,NA,"american honeymooners in hungary become trapped in the home of a satan-worshiping priest when the bride is taken there for medical help following a road accident.","edgar g. ulmer","boris karloff, bela lugosi, david manners, julie bishop",7225,NA
"3",3,"the thin man",1934,"not rated",91,"comedy, crime, mystery",8.1,NA,"former detective nick charles and his wealthy wife nora investigate a murder case, mostly for the fun of it.","w.s. van dyke","william powell, myrna loy, maureen o'sullivan, nat pendleton",22165,NA
"4",4,"the man who knew too much",1934,"not rated",75,"crime, mystery, thriller",6.9,NA,"a man and his wife receive a clue to an imminent assassination attempt, only to learn that their daughter has been kidnapped to keep them quiet.","alfred hitchcock","leslie banks, edna best, peter lorre, frank vosper",13871,NA
"5",5,"imitation of life",1934,"approved",111,"drama, romance",7.6,NA,"a struggling widow and her daughter take in a black housekeeper and her fair-skinned daughter; the two women start a successful business, but face familial, identity, and racial issues along the way.","john m. stahl","claudette colbert, warren william, rochelle hudson, ned sparks",3218,NA
"6",6,"of human bondage",1934,"not rated",83,"drama, romance",7.3,NA,"a young man finds himself attracted to a cold and unfeeling waitress who may ultimately destroy them both.","john cromwell","bette davis, leslie howard, frances dee, kay johnson",4862,NA
"7",7,"babes in toyland",1934,"passed",77,"comedy, family, fantasy",7.4,NA,"opposing the evil barnaby, ollie dee and stanley dum try and fail to pay-off mother peep's mortgage and mislead his attempts to marry little bo. enraged, barnaby's boogeymen are set on toyland.","gus meins, charley rogers","stan laurel, oliver hardy, virginia karns, charlotte henry",4855,NA
"8",8,"cleopatra",1934,"not rated",100,"biography, drama, history",6.9,NA,"the man-hungry queen of egypt leads julius caesar and mark antony astray, amid scenes of demillean splendor.","cecil b. demille","claudette colbert, warren william, henry wilcoxon, joseph schildkraut",2813,NA
"9",9,"tarzan and his mate",1934,"unrated",104,"action, adventure",7.6,NA,"the idyllic life of tarzan and jane is challenged by men on safari who come seeking ivory, and come seeking jane as well.","cedric gibbons, james c. mckay, jack conway","johnny weissmuller, maureen o'sullivan, neil hamilton, paul cavanagh",4080,NA
"10",10,"the count of monte cristo",1934,"unrated",113,"action, adventure, drama",7.6,NA,"after greedy men have edmound dantes unjustly imprisoned for 20 years for innocently delivering a letter entrusted to him, he escapes to get his revenge on them.","rowland v. lee","robert donat, elissa landi, louis calhern, sidney blackmer",1931,NA
"11",11,"l'atalante",1934,"not rated",89,"comedy, drama, romance",7.9,NA,"newly married couple juliette and a ship captain jean struggle through marriage as they travel on the l'atalante along with the captain's first mate le père jules and a cabin boy.","jean vigo","dita parlo, jean dasté, michel simon, gilles margaritis",11503,NA
"12",12,"orient express",1934,NA,73,"drama",7.5,NA,"add a plot","paul martin","heather angel, norman foster, ralph morgan, herbert mundin",15,NA
"13",13,"the scarlet pimpernel",1934,"not rated",97,"adventure, drama",7.6,NA,"a noblewoman discovers her husband is the scarlet pimpernel, a vigilante who rescues aristocrats from the blade of the guillotine.","harold young","leslie howard, merle oberon, raymond massey, nigel bruce",3191,NA
"14",14,"british agent",1934,"not rated",80,"drama, history, romance",6.2,NA,"it's 1917. in russia, the communist revolution is in full swing. stephen 'steve' locke is a british agent in russia. the main task of steve is to prevent the bolsheviks, led by joseph ...                see full summary »","michael curtiz","leslie howard, kay francis, william gargan, phillip reed",342,NA
"15",15,"the gay divorcee",1934,"approved",107,"comedy, musical, romance",7.6,NA,"an american woman travels to england to seek a divorce from her absentee husband, where she meets - and falls for - a dashing performer.","mark sandrich","fred astaire, ginger rogers, alice brady, edward everett horton",5707,NA
"16",16,"baby, take a bow",1934,"pg",76,"comedy, drama, family",6.6,NA,"eddie ellison is an ex-con who spent time in sing-sing prison. kay marries him as soon as he serves his time. five years later, eddie and his ex-convict buddy larry, have both gone straight...                see full summary »","harry lachman","shirley temple, james dunn, claire trevor, alan dinehart",663,NA
"17",17,"twentieth century",1934,NA,91,"comedy, romance",7.8,NA,"a flamboyant broadway impresario who has fallen on hard times tries to get his former lover, now a hollywood diva, to return and resurrect his failing career.","howard hawks","john barrymore, carole lombard, walter connolly, roscoe karns",4879,NA
"18",18,"treasure island",1934,"not rated",110,"adventure, family",7.2,NA,"young jim hawkins is torn between his loyalty to his benefactors and his affection for lovable rogue long john silver in their struggle to recover a buried pirate treasure.","victor fleming","wallace beery, jackie cooper, lionel barrymore, otto kruger",1907,NA
"19",19,"bright eyes",1934,"approved",85,"comedy, drama, family",7.3,NA,"an orphaned girl is taken in by a snobbish family at the insistence of their rich, crotchety uncle, even as her devoted aviator godfather fights for custody.","david butler","shirley temple, james dunn, jane darwell, judith allen",1676,NA
"20",20,"the scarlet empress",1934,"not rated",104,"drama, history, romance",7.7,NA,"young princess sophia of germany is taken to russia to marry the half-wit grand duke peter, son of the empress. the domineering empress hopes to improve the royal blood line. sophia doesn't...                see full summary »","josef von sternberg","marlene dietrich, john lodge, sam jaffe, louise dresser",4539,NA
"21",21,"the house of rothschild",1934,"passed",88,"biography, drama, history",6.8,NA,"the wealthy rothschild family undergoes prejudice from the anti-semitic society they live within.","alfred l. werker, sidney lanfield","george arliss, boris karloff, loretta young, robert young",777,NA
"22",22,"manhattan melodrama",1934,"not rated",93,"crime, drama, romance",7.2,NA,"the friendship between two orphans endures even though they grow up on opposite sides of the law and fall in love with the same woman.","w.s. van dyke, george cukor","clark gable, william powell, myrna loy, leo carrillo",2865,NA
"23",23,"now and forever",1934,"approved",81,"drama, musical, romance",6.6,NA,"young freewheeling wanderer jerry day and his beautiful wife toni are at odds over their lifestyle. jerry can't accept responsibility but toni yearns for a family and a settled life. then ...                see full summary »","henry hathaway","gary cooper, carole lombard, shirley temple, guy standing",698,NA
