"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"modern times",1936,"passed",87,"comedy, drama, family",8.5,"96","the tramp struggles to live in modern industrial society with the help of a young homeless woman.","charles chaplin","charles chaplin, paulette goddard, henry bergman, tiny sandford",163603,NA
"2",2,"the devil-doll",1936,"passed",78,"drama, horror, sci-fi",7.1,NA,"an escaped convict uses miniaturized humans to wreak vengeance on those that framed him.","tod browning","lionel barrymore, maureen o'sullivan, frank lawton, rafaela ottiano",2964,NA
"3",3,"after the thin man",1936,"passed",112,"comedy, crime, mystery",7.7,NA,"nick investigates the case of a missing man and later a murder that is connected to nora's family.","w.s. van dyke","william powell, myrna loy, james stewart, elissa landi",7749,NA
"4",4,"libeled lady",1936,"not rated",98,"comedy, romance",7.9,NA,"a newspaper man, his ignored fiancée, and his former employee, a down on his luck reporter, hatch an elaborate scheme to turn a false news story into the truth in order to prevent a high-society woman from suing for libel.","jack conway","jean harlow, william powell, myrna loy, spencer tracy",5793,NA
"5",5,"rose-marie",1936,"passed",113,"musical, romance, adventure",7.1,NA,"opera singer (marie de flor) seeks out fugitive brother in the canadian wilderness. during her trek, she meets a canadian mountie (sgt. bruce) who is also searching for her brother. romance...                see full summary »","w.s. van dyke","jeanette macdonald, nelson eddy, reginald owen, allan jones",933,NA
"6",6,"the gorgeous hussy",1936,"passed",103,"drama, history",5.5,NA,"president andrew jackson's friendship with an innkeeper's daughter spells trouble for them both.","clarence brown","joan crawford, robert taylor, lionel barrymore, franchot tone",835,NA
"7",7,"speed",1936,"passed",70,"action, drama, romance",5.9,NA,"with the help of his mechanic buddy, an engineer, and the company's attractive new publicist, an automotive test driver struggles to develop a new carburetor by entering cars in the indy 500 and speed trials at california's muroc dry lake.","edwin l. marin","james stewart, wendy barrie, una merkel, weldon heyburn",341,NA
"8",8,"wife vs. secretary",1936,"passed",88,"comedy, drama, romance",7.1,NA,"the wife of a publishing executive mistakenly believes that her husband's relationship with his attractive secretary is more than professional.","clarence brown","clark gable, jean harlow, myrna loy, may robson",2536,NA
"9",9,"dracula's daughter",1936,"approved",71,"drama, fantasy, horror",6.4,NA,"hungarian countess marya zaleska seeks the aid of a noted psychiatrist, hoping to free herself of a mysterious evil influence.","lambert hillyer","otto kruger, gloria holden, marguerite churchill, edward van sloan",4378,NA
"10",10,"my man godfrey",1936,"not rated",94,"comedy, drama, romance",8.1,NA,"a scatterbrained socialite hires a vagrant as a family butler...but there's more to godfrey than meets the eye.","gregory la cava","william powell, carole lombard, alice brady, gail patrick",16888,NA
"11",11,"mr. deeds goes to town",1936,"approved",115,"comedy, drama, romance",8,NA,"longfellow deeds, a simple-hearted vermont tuba player, inherits a fortune and has to contend with opportunist city slickers.","frank capra","gary cooper, jean arthur, george bancroft, lionel stander",16278,NA
"12",12,"things to come",1936,"not rated",100,"drama, sci-fi, war",6.7,NA,"the story of a century: a decades-long second world war leaves plague and anarchy, then a rational state rebuilds civilization and attempts space travel.","william cameron menzies","raymond massey, edward chapman, ralph richardson, margaretta scott",5575,NA
"13",13,"reefer madness",1936,"pg",66,"drama, thriller",3.8,NA,"cautionary tale features a fictionalized and highly exaggerated take on the use of marijuana. a trio of drug dealers lead innocent teenagers to become addicted to ""reefer"" cigarettes by holding wild parties with jazz music.","louis j. gasnier","dorothy short, kenneth craig, lillian miles, dave o'brien",6689,NA
"14",14,"the great ziegfeld",1936,"not rated",176,"biography, drama, musical",6.8,NA,"the ups and downs of florenz ziegfeld jr., famed producer of extravagant stage revues, are portrayed.","robert z. leonard","william powell, myrna loy, luise rainer, frank morgan",5670,NA
"15",15,"camille",1936,"passed",109,"drama, romance",7.5,NA,"a parisian courtesan must choose between the young man who loves her and the callous baron who wants her, even as her own health begins to fail.","george cukor","greta garbo, robert taylor, lionel barrymore, elizabeth allan",6087,NA
"16",16,"dodsworth",1936,"passed",101,"drama, romance",8.1,NA,"a retired auto manufacturer and his wife take a long-planned european vacation only to find that they want very different things from life.","william wyler","walter huston, ruth chatterton, paul lukas, mary astor",6695,NA
"17",17,"the charge of the light brigade",1936,"approved",115,"action, adventure, romance",7.1,NA,"a major countermands orders and attacks to avenge a previous massacre of men, women, and children.","michael curtiz","errol flynn, olivia de havilland, patric knowles, henry stephenson",3692,NA
"18",18,"the last of the mohicans",1936,"approved",91,"adventure, drama, history",6.8,NA,"in the year 1756, fort william henry on lake george is under siege by the french and hurons under general montcalm. alice and cora munro, young daughters of the british commander, colonel ...                see full summary »","george b. seitz","randolph scott, binnie barnes, henry wilcoxon, bruce cabot",917,NA
"19",19,"sabotage",1936,"approved",76,"thriller",7.1,NA,"a scotland yard undercover detective is on the trail of a saboteur who is part of a plot to set off a bomb in london. but when the detective's cover is blown, the plot begins to unravel.","alfred hitchcock","sylvia sidney, oskar homolka, desmond tester, john loder",12082,NA
"20",20,"swing time",1936,"not rated",103,"comedy, musical, romance",7.7,NA,"a performer and gambler travels to new york city to raise the $25,000 he needs to marry his fiancée, only to become entangled with a beautiful aspiring dancer.","george stevens","fred astaire, ginger rogers, victor moore, helen broderick",9836,NA
"21",21,"flash gordon",1936,"approved",245,"action, adventure, sci-fi",7.3,NA,"flash gordon, dale arden and dr. alexis zarkov visit the planet mongo to thwart the evil schemes of emperor ming the merciless, who has set his planet on a collision course with earth.","frederick stephani, ray taylor","buster crabbe, jean rogers, charles middleton, priscilla lawson",1729,NA
"22",22,"the bohemian girl",1936,"approved",71,"comedy, musical",6.9,NA,"a band of gypsies are camped outside the walls of count arnheim's palace. oliver's wife kidnaps the count's daughter arline, then leaves the child and runs off with her lover, devilshoof. ...                see full summary »","james w. horne, charley rogers, hal roach","stan laurel, oliver hardy, thelma todd, antonio moreno",1422,NA
"23",23,"san francisco",1936,"unrated",115,"drama, musical, romance",7.3,NA,"a barbary coast saloonkeeper and a nob hill impresario are rivals for the affections of a beautiful singer, both personally and professionally in 1906 san francisco.","w.s. van dyke","clark gable, jeanette macdonald, spencer tracy, jack holt",4150,NA
"24",24,"fury",1936,"not rated",92,"crime, drama, film-noir",7.9,NA,"when a wrongly accused prisoner barely survives a lynch mob attack and is presumed dead, he vindictively decides to fake his death and frame the mob for his supposed murder.","fritz lang","sylvia sidney, spencer tracy, walter abel, bruce cabot",9449,NA
"25",25,"pigskin parade",1936,"approved",93,"comedy, musical, sport",6.2,NA,"married coaches slug and bessie find hillbilly football tosser amos and the team gets invited to the yale bowl.","david butler","stuart erwin, patsy kelly, jack haley, the yacht club boys",514,NA
"26",26,"the petrified forest",1936,"not rated",82,"drama, film-noir, romance",7.6,NA,"a waitress, a hobo and a bank robber get mixed up at a lonely diner in the desert.","archie mayo","leslie howard, humphrey bogart, bette davis, genevieve tobin",10226,NA
"27",27,"the walking dead",1936,"approved",66,"crime, horror, sci-fi",6.7,NA,"after hapless pianist and ex-con john elman is framed for murder, he is resurrected by a scientist after his execution.","michael curtiz","boris karloff, ricardo cortez, edmund gwenn, marguerite churchill",1719,NA
