"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"eyes wide shut",1999,"r",159,"drama, mystery, thriller",7.3,"68","a new york city doctor, who is married to an art curator, pushes himself on a harrowing and dangerous night-long odyssey of sexual and moral discovery after his wife admits that she once almost cheated on him.","stanley kubrick","tom cruise, nicole kidman, todd field, sydney pollack",247936,NA
"2",2,"american beauty",1999,"r",122,"drama, romance",8.4,"86","a sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.","sam mendes","kevin spacey, annette bening, thora birch, wes bentley",905609,NA
"3",3,"sleepy hollow",1999,"r",105,"fantasy, horror, mystery",7.4,"65","ichabod crane is sent to sleepy hollow to investigate the decapitations of 3 people with the culprit being the legendary apparition, the headless horseman.","tim burton","johnny depp, christina ricci, miranda richardson, michael gambon",287002,NA
"4",4,"fight club",1999,"r",139,"drama",8.8,"66","an insomniac office worker, looking for a way to change his life, crosses paths with a devil-may-care soap maker, forming an underground fight club that evolves into something much, much more.","david fincher","brad pitt, edward norton, meat loaf, zach grenier",1502,NA
"5",5,"the matrix",1999,"r",136,"action, sci-fi",8.7,"73","a computer hacker learns from mysterious rebels about the true nature of his reality and his role in the war against its controllers.","lana wachowski, lilly wachowski","keanu reeves, laurence fishburne, carrie-anne moss, hugo weaving",1348,NA
"6",6,"the sixth sense",1999,"pg-13",107,"drama, mystery, thriller",8.1,"64","a boy who communicates with spirits that don't know they're dead seeks the help of a disheartened child psychologist.","m. night shyamalan","bruce willis, haley joel osment, toni collette, olivia williams",771523,NA
"7",7,"the green mile",1999,"r",189,"crime, drama, fantasy",8.5,"61","the lives of guards on death row are affected by one of their charges: a black man accused of child murder and rape, yet who has a mysterious gift.","frank darabont","tom hanks, michael clarke duncan, david morse, bonnie hunt",887227,NA
"8",8,"star wars: episode i - the phantom menace",1999,"pg",136,"action, adventure, fantasy",6.5,"51","two jedi knights escape a hostile blockade to find allies and come across a young boy who may bring balance to the force, but the long dormant sith resurface to claim their old glory.","george lucas","ewan mcgregor, liam neeson, natalie portman, jake lloyd",588419,NA
"9",9,"the mummy",1999,"pg-13",124,"action, adventure, fantasy",7,"48","an american serving in the french foreign legion on an archaeological dig at the ancient city of hamunaptra accidentally awakens a mummy that wreaks havoc on him, and his crew.","stephen sommers","brendan fraser, rachel weisz, john hannah, arnold vosloo",342311,NA
"10",10,"girl, interrupted",1999,"r",127,"biography, drama",7.4,"51","based on writer susanna kaysen's account of her 18-month stay at a mental hospital in the 1960s.","james mangold","winona ryder, angelina jolie, clea duvall, brittany murphy",136239,NA
"11",11,"she's all that",1999,"pg-13",95,"comedy, romance",5.8,"51","a high school jock makes a bet that he can turn an unattractive girl into the school's prom queen.","robert iscove","freddie prinze jr., rachael leigh cook, matthew lillard, paul walker",72321,NA
