"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"halloween ii",1981,"r",92,"horror",6.6,"40","while sheriff brackett and dr. loomis hunt for michael myers, a traumatized laurie is rushed to hospital, and the serial killer is not far behind her.","rick rosenthal","jamie lee curtis, donald pleasence, charles cyphers, jeffrey kramer",56978,NA
"2",2,"an american werewolf in london",1981,"r",97,"comedy, horror",7.6,"60","two american college students on a walking tour of britain are attacked by a werewolf that none of the locals will admit exists.","john landis","david naughton, jenny agutter, joe belcher, griffin dunne",73708,NA
"3",3,"the evil dead",1981,"nc-17",85,"horror",7.5,"70","five friends travel to a cabin in the woods, where they unknowingly release flesh-possessing demons.","sam raimi","bruce campbell, ellen sandweiss, richard demanincor, betsy baker",155425,NA
"4",4,"raiders of the lost ark",1981,"pg",115,"action, adventure",8.5,"85","archaeologist and adventurer indiana jones is hired by the u.s. government to find the ark of the covenant before the nazis.","steven spielberg","harrison ford, karen allen, paul freeman, john rhys-davies",728115,NA
"5",5,"friday the 13th part 2",1981,"r",87,"horror, mystery, thriller",6.1,NA,"mrs. voorhees is dead, and camp crystal lake is shut down, but a camp next to the infamous place is stalked by an unknown assailant.","steve miner","betsy palmer, amy steel, john furey, adrienne king",45236,NA
"6",6,"escape from new york",1981,"r",99,"action, sci-fi",7.2,"76","in 1997, when the u.s. president crashes into manhattan, now a giant maximum security prison, a convicted bank robber is sent in to rescue him.","john carpenter","kurt russell, lee van cleef, ernest borgnine, donald pleasence",101224,NA
"7",7,"the howling",1981,"r",91,"horror",6.6,NA,"after a bizarre and near fatal encounter with a serial killer, a television newswoman is sent to a remote mountain resort whose residents may not be what they seem.","joe dante","dee wallace, patrick macnee, dennis dugan, christopher stone",24959,NA
"8",8,"das boot",1981,"r",149,"adventure, drama, thriller",8.4,"86","the claustrophobic world of a wwii german u-boat; boredom, filth, and sheer terror.","wolfgang petersen","jürgen prochnow, herbert grönemeyer, klaus wennemann, hubertus bengsch",185735,NA
"9",9,"ghost story",1981,"r",110,"drama, horror, thriller",6.3,NA,"two generations of men find themselves haunted by the presence of a spectral woman. when the son of one of the elderly men returns to his hometown after his brother's mysterious death, they attempt to unravel her story.","john irvin","craig wasson, alice krige, fred astaire, john houseman",6224,NA
"10",10,"the road warrior",1981,"r",94,"action, adventure, sci-fi",7.6,"76","in the post-apocalyptic australian wasteland, a cynical drifter agrees to help a small, gasoline rich, community escape a band of bandits.","george miller","mel gibson, bruce spence, michael preston, max phipps",144428,NA
"11",11,"excalibur",1981,"pg",140,"adventure, drama, fantasy",7.4,"56","merlin the magician helps arthur pendragon unite the britons around the round table of camelot even as forces conspire to tear it apart","john boorman","nigel terry, helen mirren, nicholas clay, cherie lunghi",49830,NA
"12",12,"possession",1981,"r",124,"drama, horror",7.4,NA,"a woman starts exhibiting increasingly disturbing behavior after asking her husband for a divorce. suspicions of infidelity soon give way to something much more sinister.","andrzej zulawski","isabelle adjani, sam neill, margit carstensen, heinz bennent",16666,NA
"13",13,"stripes",1981,"r",106,"comedy, war",6.9,"68","two friends who are dissatisfied with their jobs decide to join the army for a bit of fun.","ivan reitman","bill murray, john candy, harold ramis, warren oates",53098,NA
"14",14,"scanners",1981,"r",103,"horror, sci-fi, thriller",6.8,"60","a scientist sends a man with extraordinary psychic powers to hunt others like him.","david cronenberg","jennifer o'neill, stephen lack, patrick mcgoohan, lawrence dane",39061,NA
"15",15,"my bloody valentine",1981,"r",90,"horror, mystery, thriller",6.2,NA,"a decades-old folk tale surrounding a deranged murderer killing those who celebrate valentine's day turns out to be true to legend when a group defies the killer's order and people start turning up dead.","george mihalka","paul kelman, lori hallier, neil affleck, keith knight",13816,NA
