"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"rebel without a cause",1955,"pg-13",111,"drama",7.8,NA,"a rebellious young man with a troubled past comes to a new town, finding friends and enemies.","nicholas ray","james dean, natalie wood, sal mineo, jim backus",69547,NA
"2",2,"the night of the hunter",1955,"not rated",92,"crime, drama, film-noir",8,"99","a religious fanatic marries a gullible widow whose young children are reluctant to tell him where their real daddy hid $10,000 he'd stolen in a robbery.","charles laughton","robert mitchum, shelley winters, lillian gish, james gleason",69765,NA
"3",3,"lady and the tramp",1955,"approved",76,"animation, adventure, comedy",7.3,NA,"the romantic tale of a sheltered uptown cocker spaniel dog and a streetwise downtown mutt.","clyde geronimi, wilfred jackson, hamilton luske","barbara luddy, larry roberts, peggy lee, bill thompson",96085,NA
"4",4,"diabolique",1955,"not rated",117,"crime, drama, horror",8.1,NA,"the wife and mistress of a cruel headmaster conspire to kill him; after the murder is committed, his corpse disappears, and strange events begin to plague the two women.","henri-georges clouzot","simone signoret, véra clouzot, paul meurisse, charles vanel",47451,NA
"5",5,"tuntematon sotilas",1955,NA,177,"drama, war",7.9,NA,"it is the summer of 1941. an eastern-finnish machine gun company receives an order to turn in their surplus equipment. the company is transferred to the front lines. the next morning the ...                see full summary »","edvin laine","kosti klemelä, heikki savolainen, reino tolvanen, veikko sinisalo",6107,NA
"6",6,"east of eden",1955,"pg",118,"drama",8,NA,"a wilful young man contends against his brother for the attention of their religious father while reconnecting with his estranged mother and falling for his brother's girlfriend.","elia kazan","james dean, raymond massey, julie harris, burl ives",33194,NA
"7",7,"to catch a thief",1955,"pg",106,"mystery, romance, thriller",7.5,NA,"when a reformed jewel thief is suspected of returning to his former occupation, he must ferret out the real thief in order to prove his innocence.","alfred hitchcock","cary grant, grace kelly, jessie royce landis, john williams",50813,NA
"8",8,"oklahoma!",1955,"approved",145,"comedy, drama, musical",7.2,NA,"in oklahoma, several farmers, cowboys and a traveling salesman compete for the romantic favors of various local ladies.","fred zinnemann","gordon macrae, gloria grahame, gene nelson, charlotte greenwood",9360,NA
"9",9,"guys and dolls",1955,"approved",150,"comedy, crime, musical",7.3,NA,"in new york, a gambler is challenged to take a cold female missionary to havana, but they fall for each other, and the bet has a hidden motive to finance a crap game.","joseph l. mankiewicz","marlon brando, jean simmons, frank sinatra, vivian blaine",12856,NA
"10",10,"the seven year itch",1955,"approved",105,"comedy, romance",7.2,NA,"when his family goes away for the summer, a so far faithful husband is tempted by a beautiful neighbor.","billy wilder","marilyn monroe, tom ewell, evelyn keyes, sonny tufts",28063,NA
"11",11,"revenge of the creature",1955,"approved",82,"horror, sci-fi",5.6,NA,"men capture the creature from the black lagoon and make him an aquarium attraction, from which he escapes.","jack arnold","john agar, lori nelson, john bromfield, nestor paiva",4259,NA
"12",12,"the trouble with harry",1955,"approved",99,"comedy, mystery",7.2,NA,"the trouble with harry is that he's dead, and everyone seems to have a different idea of what needs to be done with his body...","alfred hitchcock","john forsythe, shirley maclaine, edmund gwenn, mildred natwick",27431,NA
"13",13,"the ladykillers",1955,"not rated",91,"comedy, crime",7.8,NA,"five diverse oddball criminal types planning a bank robbery rent rooms on a cul-de-sac from an octogenarian widow under the pretext that they are classical musicians.","alexander mackendrick","alec guinness, peter sellers, cecil parker, herbert lom",22265,NA
"14",14,"tarantula",1955,"approved",80,"horror, sci-fi",6.5,NA,"a spider escapes from an isolated desert laboratory experimenting in giantism and grows to tremendous size as it wreaks havoc on the local inhabitants.","jack arnold","john agar, mara corday, leo g. carroll, nestor paiva",7034,NA
"15",15,"sissi",1955,NA,102,"comedy, drama, history",7.1,NA,"in the first of a trilogy of movies about elisabeth ""sissi"" of austria, the young vibrant princess catches the eye of her sister's fiancé, emperor franz josef.","ernst marischka","romy schneider, karlheinz böhm, magda schneider, uta franz",6108,NA
"16",16,"kiss me deadly",1955,"not rated",106,"crime, film-noir, mystery",7.7,NA,"a doomed female hitchhiker pulls mike hammer into a deadly whirlpool of intrigue, revolving around a mysterious ""great whatsit.""","robert aldrich","ralph meeker, albert dekker, paul stewart, juano hernandez",15227,NA
"17",17,"this island earth",1955,"approved",86,"horror, mystery, sci-fi",5.9,NA,"aliens come to earth seeking scientists to help them in their war.","joseph m. newman","jeff morrow, faith domergue, rex reason, lance fuller",7380,NA
"18",18,"pather panchali",1955,"not rated",125,"drama",8.4,NA,"impoverished priest harihar ray, dreaming of a better life for himself and his family, leaves his rural bengal village in search of work.","satyajit ray","kanu bannerjee, karuna bannerjee, subir banerjee, chunibala devi",16273,NA
"19",19,"the last frontier",1955,"approved",98,"history, romance, western",6.6,NA,"a trapper and his two partners work as scouts for a remote army fort where they witness an incompetent colonel's decision to throw his small unprepared garrison against red cloud's sizable sioux force.","anthony mann","victor mature, guy madison, robert preston, james whitmore",1089,NA
"20",20,"mister roberts",1955,"unrated",123,"comedy, drama, war",7.8,NA,"in the waning days of world war ii, the united states navy cargo ship reluctant and her crew are stationed in the ""backwater"" areas of the pacific ocean. trouble ensues when the crew members are granted liberty.","john ford, mervyn leroy, joshua logan","henry fonda, james cagney, william powell, jack lemmon",13513,NA
"21",21,"marty",1955,"approved",90,"drama, romance",7.7,NA,"a middle-aged butcher and a school teacher who have given up on the idea of love meet at a dance and fall for each other.","delbert mann","ernest borgnine, betsy blair, esther minciotti, augusta ciolli",17104,NA
"22",22,"the court jester",1955,"approved",101,"adventure, comedy, family",7.9,NA,"a hapless carnival performer masquerades as the court jester as part of a plot against an evil ruler who has overthrown the rightful king.","melvin frank, norman panama","danny kaye, glynis johns, basil rathbone, angela lansbury",9787,NA
"23",23,"bad day at black rock",1955,"approved",81,"crime, drama, mystery",7.8,NA,"a one-armed stranger comes to a tiny town possessing a terrible past they want to keep secret, by violent means if necessary.","john sturges","spencer tracy, robert ryan, anne francis, dean jagger",15828,NA
"24",24,"the desperate hours",1955,"approved",112,"crime, drama, film-noir",7.6,NA,"three escaped convicts move in on and terrorize a suburban household.","william wyler","humphrey bogart, fredric march, arthur kennedy, martha scott",7331,NA
"25",25,"picnic",1955,"approved",115,"drama, romance",7.2,NA,"emotions are ignited amongst the complacent townsfolk when a handsome drifter arrives in a small kansas community on the morning of the labour day picnic.","joshua logan","william holden, kim novak, betty field, susan strasberg",6733,NA
"26",26,"killer's kiss",1955,"not rated",67,"crime, drama, film-noir",6.7,NA,"ready to catch a train to his hometown, a washed up boxer tells us about the strange and twisty events that happened to him the past couple of days.","stanley kubrick","frank silvera, irene kane, jamie smith, jerry jarrett",17152,NA
"27",27,"marriage a la mode",1955,"not rated",88,"comedy",6.5,NA,"charles hathaway wakes up in west wales with no recollection of who he is or how he got there. with the help of a cardiff specialist he traces his life back to his gorgeous wife and their ...                see full summary »","sidney gilliat","rex harrison, kay kendall, cecil parker, sally lahee",228,NA
"28",28,"the kentuckian",1955,"approved",104,"drama, western",6.3,NA,"a kentucky widower bound for 1820's texas with his young son is thwarted in his efforts by a corrupt constable, a long-standing family feud, and a beautiful indentured servant.","burt lancaster","burt lancaster, diana lynn, dianne foster, walter matthau",1863,NA
"29",29,"bride of the monster",1955,"not rated",69,"horror, sci-fi",4.1,NA,"a mad doctor attempts to create atomic supermen.","edward d. wood jr.","bela lugosi, tor johnson, tony mccoy, loretta king",5643,NA
"30",30,"all that heaven allows",1955,"not rated",89,"drama, romance",7.7,NA,"an upper-class widow falls in love with a much younger, down-to-earth nurseryman, much to the disapproval of her children and criticism of her country club peers.","douglas sirk","jane wyman, rock hudson, agnes moorehead, conrad nagel",10322,NA
"31",31,"strategic air command",1955,"approved",112,"action, drama, war",6.4,NA,"an ex-pilot and current baseballer is recalled into the u.s. air force and assumes an increasingly important role in cold war deterrence.","anthony mann","james stewart, june allyson, frank lovejoy, barry sullivan",2470,NA
"32",32,"to hell and back",1955,"approved",106,"action, biography, drama",7.4,NA,"the true wwii story of audie murphy, the most decorated soldier in u.s. history. based on the autobiography of audie murphy who stars as himself in the film.","jesse hibbs","audie murphy, marshall thompson, charles drake, jack kelly",4049,NA
"33",33,"the man with the golden arm",1955,"approved",119,"crime, drama, film-noir",7.5,NA,"a strung-out junkie deals with a demoralizing drug addiction while his crippled wife and card sharks pull him down.","otto preminger","frank sinatra, kim novak, eleanor parker, arnold stang",7617,NA
"34",34,"rififi",1955,"not rated",118,"crime, thriller",8.2,"97","four men plan a technically perfect crime, but the human element intervenes...","jules dassin","jean servais, carl möhner, robert manuel, janine darcey",20615,NA
"35",35,"we're no angels",1955,"not rated",106,"comedy, crime, romance",7.5,NA,"three devil's island escapees hide out in the home of a kindly merchant and repay his kindness by helping him and his family out of several crises.","michael curtiz","humphrey bogart, peter ustinov, aldo ray, joan bennett",6602,NA
"36",36,"the cockleshell heroes",1955,"approved",97,"action, war, drama",6.7,NA,"during ww2, german ships are ""safely"" docked upriver at bordeaux, but the british send a team of kayakers to attack them.","josé ferrer","josé ferrer, trevor howard, dora bryan, victor maddern",1295,NA
"37",37,"the dam busters",1955,"approved",105,"drama, history, war",7.4,NA,"the story of how the british attacked german dams in wwii by using an ingenious technique to drop bombs where they would be most effective.","michael anderson","richard todd, michael redgrave, ursula jeans, basil sydney",8063,NA
"38",38,"blackboard jungle",1955,"approved",101,"crime, drama",7.4,NA,"a new english teacher at a violent, unruly inner-city school is determined to do his job, despite resistance from both students and faculty.","richard brooks","glenn ford, anne francis, louis calhern, margaret hayes",6814,NA
"39",39,"the beast with a million eyes",1955,"approved",75,"horror, sci-fi",3.4,NA,"a dysfunctional family operating an isolated date farm in the california desert is threatened by the arrival of an extra-terrestrial.","david kramarsky, roger corman, lou place","paul birch, lorna thayer, dona cole, dick sargent",1050,NA
"40",40,"top gun",1955,"approved",73,"western",6.2,NA,"a gunslinger returns to his hometown to warn of an impending outlaw gang attack, but he's met with hatred and fear for his previous killings.","ray nazarro","sterling hayden, william bishop, karin booth, james millican",382,NA
"41",41,"the man from laramie",1955,"approved",103,"drama, western",7.4,NA,"a stranger, will lockhart, defies the local cattle baron and his sadistic son by working for one of his oldest rivals.","anthony mann","james stewart, arthur kennedy, donald crisp, cathy o'donnell",7555,NA
"42",42,"the night my number came up",1955,"not rated",94,"mystery, thriller",7.2,NA,"on a routine flight from hong-kong to japan, a british military transport aircraft's fate may or may not depend on a prophetic nightmare.","leslie norman","michael redgrave, sheila sim, alexander knox, denholm elliott",634,NA
"43",43,"summertime",1955,"not rated",100,"romance, drama",7.5,NA,"a lonely american woman unexpectedly finds romance in venice, italy.","david lean","katharine hepburn, rossano brazzi, isa miranda, darren mcgavin",6289,NA
"44",44,"godzilla raids again",1955,"approved",78,"action, adventure, family",6,NA,"godzilla battles an irradiated ankylosaur and destroys osaka in the process.","motoyoshi oda","hiroshi koizumi, setsuko wakayama, minoru chiaki, takashi shimura",3610,NA
"45",45,"love is a many-splendored thing",1955,"unrated",102,"biography, drama, romance",6.6,NA,"a widowed doctor of both chinese and european descent falls in love with a married american correspondent in hong kong during china's communist revolution.","henry king, otto lang","william holden, jennifer jones, torin thatcher, isobel elsom",3645,NA
"46",46,"chief crazy horse",1955,NA,86,"biography, western",6.1,NA,"this biography of the famous lakota sioux war chief is told entirely from the indian viewpoint.","george sherman","victor mature, suzan ball, john lund, ray danton",373,NA
"47",47,"abbott and costello meet the mummy",1955,"unrated",79,"action, adventure, comedy",6.5,NA,"bud and lou find themselves pursued by an egyptian cult for a special medallion linked to a walking mummy.","charles lamont","bud abbott, lou costello, marie windsor, michael ansara",4193,NA
"48",48,"ordet",1955,"not rated",126,"drama, fantasy",8.2,NA,"follows the lives of the borgen family, as they deal with inner conflict, as well as religious conflict with each other, and the rest of the town.","carl theodor dreyer","henrik malberg, emil hass christensen, preben lerdorff rye, hanne aagesen",10906,NA
"49",49,"violent saturday",1955,"not rated",90,"crime, drama, film-noir",6.9,NA,"three men case a small town very carefully, with plans to rob the bank on the upcoming saturday, which turns violent and deadly.","richard fleischer","victor mature, richard egan, stephen mcnally, virginia leith",1536,NA
"50",50,"mr. arkadin",1955,"not rated",93,"crime, drama, film-noir",7.4,NA,"an american adventurer investigates the past of mysterious tycoon arkadin...placing himself in grave danger.","orson welles","orson welles, peter van eyck, michael redgrave, patricia medina",6137,NA
"51",51,"davy crockett: king of the wild frontier",1955,"approved",93,"family, western, adventure",7.1,NA,"legends (and myths) from the life of famed american frontiersman davey crockett are depicted in this feature film edited from television episodes. crockett and his friend george russell ...                see full summary »","norman foster","fess parker, buddy ebsen, basil ruysdael, hans conried",2636,NA
"52",52,"the quatermass xperiment",1955,NA,78,"horror, sci-fi",6.8,NA,"in 1950s england, professor quatermass' manned rocket ship returns to earth, but two of the astronauts are missing and the survivor seems ill and unable to communicate.","val guest","brian donlevy, jack warner, margia dean, thora hird",4230,NA
"53",53,"the rose tattoo",1955,"unrated",117,"comedy, drama, romance",7.2,NA,"an italian-american neighborhood in louisiana is disturbed when truck driver rosario delle rose is killed by police while smuggling. his buxom widow serafina miscarries, then over a period ...                see full summary »","daniel mann","anna magnani, burt lancaster, marisa pavan, ben cooper",2848,NA
