"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"cabiria",1914,"not rated",148,"adventure, drama, history",6.8,NA,"three centuries before christus. young cabiria is kidnapped by some pirates during one eruption of the etna. she is sold as a slave in carthage, and as she is just going to be sacrificed to...                see full summary »","giovanni pastrone","italia almirante-manzini, lidia quaranta, bartolomeo pagano, carolina catena",2445,NA
"2",2,"the perils of pauline",1914,NA,199,"action",7.6,NA,"young pauline is left a lot of money when her wealthy uncle dies. however, her uncle's secretary has been named as her guardian until she marries, at which time she will officially take ...                see full summary »","louis j. gasnier, donald mackenzie","pearl white, crane wilbur, paul panzer, edward josé",825,NA
"3",3,"the life of general villa",1914,NA,105,"action, adventure, biography",7.2,NA,"the life and career of panccho villa from young man to revolutionary leader is chronicled.","christy cabanne, raoul walsh","eagle eye, robert harron, irene hunt, w.h. lawrence",24,NA
"4",4,"tillie's punctured romance",1914,"not rated",82,"comedy",7.1,NA,"a con man from the city dupes a wealthy country girl into marriage.","mack sennett, charles bennett","charles chaplin, marie dressler, mabel normand, mack swain",2882,NA
"5",5,"the mysterious x",1914,NA,84,"drama, mystery",7,NA,"on the brink of war, lt. van hauen is summoned to take command of the cruiser, but due to unforeseen events, he is wrongfully convicted as a traitor.","benjamin christensen","benjamin christensen, karen caspersen, otto reinwald, fritz lamprecht",349,NA
"6",6,"the jungle",1914,NA,NA,"drama",7.4,NA,"imagrants' mistreated lives in chicago","george irving, jack pratt, augustus e. thomas","george nash, gail kane, julia hurley, robert cummings",36,NA
"7",7,"judith of bethulia",1914,NA,61,"drama",7.3,NA,"a religious woman seeks to save her people from destruction by seducing and murdering the enemy leader, but her plans get complicated once she falls for him.","d.w. griffith","blanche sweet, henry b. walthall, mae marsh, robert harron",1027,NA
"8",8,"cinderella",1914,NA,52,"fantasy, drama",6.7,NA,"though mistreated by her cruel stepmother and stepsisters, cinderella is able to attend the royal ball through the help of a fairy godmother.","james kirkwood","mary pickford, owen moore, isabel vernon, georgia wilson",848,NA
"9",9,"the squaw man",1914,"not rated",74,"action, drama, romance",6.2,NA,"a chivalrous british officer takes the blame for his cousin's embezzlement and journeys to the american west to start a new life on a cattle ranch.","oscar apfel, cecil b. demille","dustin farnum, monroe salisbury, winifred kingston, mrs. a.w. filson",728,NA
"10",10,"neptune's daughter",1914,NA,70,"fantasy",5.9,NA,"the daughter of king neptune determines to avenge the death of her sister, who was caught in a fishing net laid by the king of a country above the waves. however, she soon falls in love ...                see full summary »","herbert brenon","annette kellerman, william e. shay, william welsh, leah baird",17,NA
"11",11,"the patchwork girl of oz",1914,NA,81,"adventure, family, fantasy",5.6,NA,"ojo and unc nunkie are out of food, so they decide to journey to the emerald city where they will never starve. along the way, they meet mewel, a waif and stray (mule) who leads them to dr....                see full summary »","j. farrell macdonald","violet macmillan, frank moore, raymond russell, leontine dranet",299,NA
"12",12,"the virginian",1914,"tv-g",55,"western",5.7,NA,"a good-natured but chivalrous cowboy romances the local schoolmarm and leads the posse that brings a gang of rustlers, which includes his best friend, to justice.","cecil b. demille","dustin farnum, jack w. johnston, sydney deane, william elmer",130,NA
"13",13,"fantômas: fantômas versus fantômas",1914,"not rated",59,"crime, drama",6.8,NA,"as inspector juve seems to be unable to put fantômas behind bars the press comes up with the idea juve must be fantômas himself! juve is soon jailed as an attempt to ease the stress on his ...                see full summary »","louis feuillade","rené navarre, georges melchior, laurent morléas, renée carl",932,NA
"14",14,"the avenging conscience: or 'thou shalt not kill'",1914,"not rated",78,"crime, drama, horror",6.9,NA,"objected to date his sweetheart by his uncle, a young man turns his thoughts to murder.","d.w. griffith","henry b. walthall, spottiswoode aitken, blanche sweet, george siegmann",912,NA
"15",15,"the bargain",1914,NA,70,"western",6.8,NA,"after the bandit jim stokes robs the stage he is wounded fleeing. recuperating at a ranch, he falls in love with and marries the daughter. now wishing to go straight he tries to return the ...                see full summary »","reginald barker","william s. hart, j. frank burke, clara williams, j. barney sherry",83,NA
"16",16,"damon and pythias",1914,NA,100,NA,NA,NA,"after a prologue which shows several aerial views of the acropolis, the story begins. the friendship of damon, the senator, and pythias, the soldier, is famous in ancient syracuse. because ...                see full summary »","otis turner",NA,NA,NA
"17",17,"the idol of paris",1914,NA,NA,NA,NA,NA,"a crook demands his princess cousin in return for clearing a prince of a theft charge.","maurice elvey",NA,NA,NA
"18",18,"the new wizard of oz",1914,NA,59,"family, fantasy, adventure",5,NA,"a wicked king has taken over the emerald city, and wants his daughter, princess gloria, to marry the horrid courtier googly-goo, though she loves pon, the gardener's boy. the camera now ...                see full summary »","j. farrell macdonald","violet macmillan, frank moore, pierre couderc, fred woodward",350,NA
"19",19,"uncle tom's cabin",1914,NA,54,"drama",5.5,NA,"add a plot","william robert daly","sam lucas, walter hitchcock, hattie delaro, master abernathy",72,NA
"20",20,"the exploits of elaine",1914,NA,NA,NA,NA,NA,"add a plot","louis j. gasnier, george b. seitz, leopold wharton, theodore wharton","pearl white, arnold daly, creighton hale, raymond owens",31,NA
"21",21,"midnatssolen",1914,NA,NA,NA,NA,NA,"add a plot","robert dinesen",NA,NA,NA
