"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"casablanca",1942,"pg",102,"drama, romance, war",8.5,"100","in casablanca in december 1941, a cynical american expatriate encounters a former lover, with unforeseen complications.","michael curtiz","humphrey bogart, ingrid bergman, paul henreid, claude rains",426663,NA
"2",2,"cat people",1942,"not rated",73,"fantasy, horror, thriller",7.4,NA,"an american man marries a serbian immigrant who fears that she will turn into the cat person of her homeland's fables if they are intimate together.","jacques tourneur","simone simon, tom conway, kent smith, jane randolph",15109,NA
"3",3,"bambi",1942,"approved",70,"animation, drama, family",7.3,NA,"the story of a young deer growing up in the forest.","james algar, samuel armstrong, david hand, graham heid, bill roberts, paul satterfield, norman wright","hardie albright, stan alexander, bobette audrey, peter behn",105094,NA
"4",4,"i married a witch",1942,"not rated",77,"comedy, fantasy, romance",7.2,NA,"a beautiful 17th-century witch returns to life to plague politician wallace wooley, descendant of her persecutor.","rené clair","fredric march, veronica lake, robert benchley, susan hayward",5297,NA
"5",5,"holiday inn",1942,"passed",100,"comedy, drama, musical",7.6,NA,"at an inn which is only open on holidays, a crooner and a hoofer vie for the affections of a beautiful up-and-coming performer.","mark sandrich","bing crosby, fred astaire, marjorie reynolds, virginia dale",9580,NA
"6",6,"all through the night",1942,"approved",107,"action, comedy, crime",7.1,NA,"runyonesque broadway gamblers turn patriotic when they stumble onto a cell of nazi saboteurs.","vincent sherman","humphrey bogart, conrad veidt, kaaren verne, jane darwell",2934,NA
"7",7,"mrs. miniver",1942,"not rated",134,"drama, romance, war",7.6,NA,"a british family struggles to survive the first months of world war ii.","william wyler","greer garson, walter pidgeon, teresa wright, may whitty",12682,NA
"8",8,"saboteur",1942,"approved",109,"thriller, war",7.2,NA,"aircraft factory worker barry kane goes on the run across the united states when he is wrongly accused of starting a fire that killed his best friend.","alfred hitchcock","priscilla lane, robert cummings, otto kruger, alan baxter",19220,NA
"9",9,"jungle book",1942,"approved",108,"action, adventure, family",6.8,NA,"a boy raised by wolves tries to adapt to human village life.","zoltan korda","sabu, joseph calleia, john qualen, frank puglia",3120,NA
"10",10,"to be or not to be",1942,"not rated",99,"comedy, war",8.2,NA,"during the nazi occupation of poland, an acting troupe becomes embroiled in a polish soldier's efforts to track down a german spy.","ernst lubitsch","carole lombard, jack benny, robert stack, felix bressart",20991,NA
"11",11,"in which we serve",1942,"not rated",115,"drama, war",7.3,NA,"this ""story of a ship,"" the british destroyer hms torrin, is told in flash backs by survivors as they cling to a life raft.","noël coward, david lean","noël coward, john mills, bernard miles, celia johnson",4176,NA
"12",12,"now, voyager",1942,"not rated",117,"drama, romance",8,NA,"a frumpy spinster blossoms under therapy and becomes an elegant, independent woman.","irving rapper","bette davis, paul henreid, claude rains, gladys cooper",12293,NA
"13",13,"the magnificent ambersons",1942,"approved",88,"drama, romance",7.9,NA,"the spoiled young heir to the decaying amberson fortune comes between his widowed mother and the man she has always loved.","orson welles, fred fleck, robert wise","tim holt, joseph cotten, dolores costello, anne baxter",18159,NA
