"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"the invisible man",1933,"not rated",71,"horror, sci-fi",7.7,NA,"a scientist finds a way of becoming invisible, but in doing so, he becomes murderously insane.","james whale","claude rains, gloria stuart, william harrigan, henry travers",23427,NA
"2",2,"king kong",1933,"passed",100,"adventure, horror, sci-fi",7.9,NA,"a film crew goes to a tropical island for an exotic location shoot and discovers a colossal ape who takes a shine to their female blonde star. he is then captured and brought back to new york city for public exhibition.","merian c. cooper, ernest b. schoedsack","fay wray, robert armstrong, bruce cabot, frank reicher",69051,NA
"3",3,"duck soup",1933,"passed",68,"comedy, musical, war",8,NA,"rufus t. firefly is named president/dictator of bankrupt freedonia and declares war on neighboring sylvania over the love of wealthy mrs. teasdale.","leo mccarey","groucho marx, harpo marx, chico marx, zeppo marx",49424,NA
"4",4,"ecstasy",1933,"tv-ma",82,"drama, romance",6.9,NA,"eva has just gotten married to an older gentleman, but discovers that he is obsessed with order in his life and doesn't have much room for passion. she becomes despondent and leaves him, ...                see full summary »","gustav machatý","hedy lamarr, aribert mog, zvonimir rogoz, leopold kramer",1557,NA
"5",5,"mystery of the wax museum",1933,"unrated",77,"horror, mystery, thriller",6.9,NA,"the disappearance of people and corpses leads a reporter to a wax museum and a sinister sculptor.","michael curtiz","lionel atwill, fay wray, glenda farrell, frank mchugh",3641,NA
"6",6,"42nd street",1933,"unrated",89,"comedy, musical, romance",7.6,NA,"a puts on what may be his last broadway show and, at the last moment, a naive newcomer has to replace the star.","lloyd bacon","warner baxter, bebe daniels, george brent, ruby keeler",8639,NA
"7",7,"baby face",1933,"approved",71,"drama, romance",7.6,NA,"a young woman, sexually exploited all her life, decides to turn the tables and exploit the hapless men at a big city bank - by gleefully sleeping her way to the top.","alfred e. green","barbara stanwyck, george brent, donald cook, alphonse ethier",4713,NA
"8",8,"das testament des dr. mabuse",1933,"not rated",122,"crime",7.9,NA,"a new crime wave grips the city and all clues seem to lead to the nefarious dr. mabuse, even though he has been imprisoned in a mental asylum for nearly a decade.","fritz lang","rudolf klein-rogge, otto wernicke, gustav diessl, rudolf schündler",9456,NA
"9",9,"little women",1933,"not rated",115,"drama, family, romance",7.4,NA,"little women is a ""coming of age"" drama tracing the lives of four sisters: meg, jo, beth and amy. during the american civil war, the girls father is away serving as a minister to the troops...                see full summary »","george cukor","katharine hepburn, joan bennett, paul lukas, edna may oliver",5063,NA
"10",10,"dinner at eight",1933,"passed",111,"comedy, drama",7.8,NA,"affluent millicent and oliver jordan throw a dinner for a handful of wealthy and/or well-born acquaintances, each of whom has much to reveal.","george cukor","marie dressler, john barrymore, wallace beery, jean harlow",6287,NA
"11",11,"alice in wonderland",1933,"passed",76,"adventure, family, fantasy",6.5,NA,"in victorian england a bored young girl dreams that she has entered a fantasy world called wonderland populated by even more fantastic characters.","norman z. mcleod","richard arlen, roscoe ates, william austin, gary cooper",1579,NA
"12",12,"sons of the desert",1933,"passed",68,"comedy",7.7,NA,"when stan and ollie trick their wives into thinking that they are taking a medicinal cruise while they're actually going to a convention, the wives find out the truth the hard way.","william a. seiter","stan laurel, oliver hardy, charley chase, mae busch",6115,NA
"13",13,"the vampire bat",1933,"tv-pg",65,"drama, horror, mystery",5.7,NA,"when corpses drained of blood begin to show up in a european village, vampirism is suspected to be responsible.","frank r. strayer","lionel atwill, fay wray, melvyn douglas, maude eburne",1619,NA
"14",14,"morning glory",1933,"passed",74,"drama, romance",6.6,NA,"when a naively innocent, aspiring actress arrives on the broadway scene, she is taken under the wing of several theater veterans who mentor her to ultimate success.","lowell sherman","katharine hepburn, douglas fairbanks jr., adolphe menjou, mary duncan",2106,NA
"15",15,"footlight parade",1933,"g",104,"comedy, musical, romance",7.8,NA,"chester kent struggles against time, romance, and a rival's spy to produce spectacular live ""prologues"" for movie houses.","lloyd bacon","james cagney, joan blondell, ruby keeler, dick powell",3680,NA
"16",16,"the ghoul",1933,"not rated",77,"action, drama, horror",5.9,NA,"an egyptologist returns from the dead to take revenge on those who have violated his tomb.","t. hayes hunter","boris karloff, cedric hardwicke, ernest thesiger, dorothy hyson",1750,NA
"17",17,"design for living",1933,"not rated",91,"comedy, romance",7.6,NA,"a woman cannot decide between two men who love her, and the trio agree to try living together in a platonic friendly relationship.","ernst lubitsch","fredric march, gary cooper, miriam hopkins, edward everett horton",4370,NA
"18",18,"she done him wrong",1933,"approved",66,"comedy, drama, history",6.5,NA,"in the gay nineties, a seductive nightclub singer contends with several suitors, including a jealous escaped convict and a handsome temperance league member.","lowell sherman","mae west, cary grant, owen moore, gilbert roland",4517,NA
"19",19,"lady for a day",1933,"tv-g",96,"comedy",7.5,NA,"a gangster tries to make apple annie, the times square apple seller, a lady for a day.","frank capra","warren william, may robson, guy kibbee, glenda farrell",2988,NA
"20",20,"queen christina",1933,"approved",99,"biography, drama, history",7.8,NA,"queen christina of sweden is a popular monarch who is loyal to her country. however, when she falls in love with a spanish envoy, she must choose between the throne and the man she loves.","rouben mamoulian","greta garbo, john gilbert, ian keith, lewis stone",6025,NA
