"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"frankenstein",1931,"not rated",70,"drama, horror, sci-fi",7.9,NA,"an obsessed scientist assembles a living being from parts of exhumed corpses.","james whale","colin clive, mae clarke, boris karloff, john boles",53412,NA
"2",2,"dracula",1931,"approved",85,"fantasy, horror",7.6,NA,"the ancient vampire count dracula arrives in england and begins to prey upon the virtuous young mina.","tod browning","bela lugosi, helen chandler, david manners, dwight frye",37070,NA
"3",3,"m",1931,"not rated",99,"crime, drama, mystery",8.4,NA,"when the police in a german city are unable to catch a child-murderer, other criminals join in the manhunt.","fritz lang","peter lorre, ellen widmann, inge landgut, otto wernicke",110854,NA
"4",4,"city lights",1931,"g",87,"comedy, drama, romance",8.6,NA,"with the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically.","charles chaplin","charles chaplin, virginia cherrill, florence lee, harry myers",124453,NA
"5",5,"dr. jekyll and mr. hyde",1931,"passed",98,"horror, sci-fi",7.7,NA,"dr. jekyll faces horrible consequences when he lets his dark side run wild with a potion that transforms him into the animalistic mr. hyde.","rouben mamoulian","fredric march, miriam hopkins, rose hobart, holmes herbert",10335,NA
"6",6,"the public enemy",1931,"not rated",83,"crime, drama",7.7,NA,"a young hoodlum rises up through the ranks of the chicago underworld, even as a gangster's accidental death threatens to spark a bloody mob war.","william a. wellman","james cagney, jean harlow, edward woods, joan blondell",14605,NA
"7",7,"little caesar",1931,"not rated",79,"action, crime, drama",7.3,NA,"a small-time criminal moves to a big city to seek bigger fortune.","mervyn leroy","edward g. robinson, douglas fairbanks jr., glenda farrell, william collier jr.",9664,NA
"8",8,"drácula",1931,"unrated",104,"fantasy, horror",7.2,NA,"centuries-old vampire dracula preys upon the innocent eva and her friends.","george melford, enrique tovar ávalos","carlos villarías, lupita tovar, barry norton, pablo álvarez rubio",3360,NA
"9",9,"cimarron",1931,"passed",123,"drama, western",6,NA,"a newspaper editor settles in an oklahoma boom town with his reluctant wife at the end of the nineteenth century.","wesley ruggles","richard dix, irene dunne, estelle taylor, nance o'neil",4166,NA
"10",10,"a free soul",1931,"passed",93,"crime, drama, romance",6.7,NA,"an alcoholic lawyer who successfully defended a notorious gambler on a murder charge objects when his free-spirited daughter becomes romantically involved with him.","clarence brown","norma shearer, leslie howard, lionel barrymore, clark gable",1757,NA
"11",11,"mata hari",1931,"passed",89,"crime, drama, romance",6.7,NA,"a semi-fictionalized account of the life of mata hari, an exotic dancer who was accused of spying for germany during world war i.","george fitzmaurice","greta garbo, ramon novarro, lionel barrymore, lewis stone",2665,NA
"12",12,"monkey business",1931,"not rated",77,"comedy, musical",7.6,NA,"on a transatlantic crossing, the marx brothers get up to their usual antics and manage to annoy just about everyone on board the ship.","norman z. mcleod","groucho marx, harpo marx, the marx brothers, chico marx",9688,NA
"13",13,"tabu: a story of the south seas",1931,"tv-pg",86,"drama, romance, adventure",7.6,NA,"on the south pacific island of bora bora, a young couple's love is threatened when the tribal chief declares the girl a sacred virgin.","f.w. murnau","anne chevalier, matahi, hitu, bill bambridge",3836,NA
"14",14,"the maltese falcon",1931,NA,80,"crime, drama, film-noir",7.4,NA,"a lovely dame with dangerous lies employs the services of a private detective, who is quickly caught up in the mystery and intrigue of a statuette known as the maltese falcon.","roy del ruth","bebe daniels, ricardo cortez, dudley digges, una merkel",2341,NA
"15",15,"the champ",1931,"passed",86,"drama, sport",7.3,NA,"alcoholic ex-boxer struggles to provide a good living for his son.","king vidor","wallace beery, jackie cooper, irene rich, roscoe ates",2174,NA
"16",16,"the front page",1931,"tv-pg",101,"comedy",6.9,NA,"an investigative reporter sees an opportunity for the story of a lifetime when an accused murderer escapes hanging.","lewis milestone","adolphe menjou, pat o'brien, mary brian, edward everett horton",1702,NA
"17",17,"platinum blonde",1931,"passed",89,"comedy, romance",6.9,NA,"a young woman from a very rich family impulsively marries a reporter, but each assumes the other is the one whose lifestyle must change.","frank capra","jean harlow, loretta young, robert williams, halliwell hobbes",2363,NA
"18",18,"bad girl",1931,"not rated",90,"drama, romance",6.7,NA,"a man and woman, skeptical about romance, nonetheless fall in love and are wed, but their lack of confidence in the opposite sex haunts their marriage.","frank borzage","james dunn, sally eilers, minna gombell, frank austin",781,NA
"19",19,"mädchen in uniform",1931,"passed",87,"drama, romance",7.8,NA,"at an all-girls boarding school, manuela falls in love with a teacher, to terrific consequences.","leontine sagan, carl froelich","dorothea wieck, hertha thiele, emilia unda, hedwig schlichter",1865,NA
"20",20,"waterloo bridge",1931,NA,81,"drama, romance",7.6,NA,"a prostitute's self-loathing makes her reluctant to marry an idealistic soldier during world war one.","james whale","mae clarke, douglass montgomery, doris lloyd, frederick kerr",2056,NA
"21",21,"the 3 penny opera",1931,"not rated",112,"comedy, drama, musical",7.5,NA,"in london at the turn of the century, the bandit mack the knife marries polly without the knowledge of her father, peachum, the 'king of the beggars'.","georg wilhelm pabst","rudolf forster, lotte lenya, carola neher, reinhold schünzel",1620,NA
"22",22,"the bad sister",1931,NA,68,"drama",6.8,NA,"marianne falls in love with a con artist who has a hidden agenda.","hobart henley","conrad nagel, sidney fox, bette davis, humphrey bogart",698,NA
"23",23,"arrowsmith",1931,"tv-pg",108,"drama",6.2,NA,"based on sinclair lewis's novel ""arrowsmith"". a medical researcher is sent to a plague outbreak, where he has to decide priorities for the use of a vaccine.","john ford","ronald colman, helen hayes, richard bennett, a.e. anson",1195,NA
"24",24,"possessed",1931,"passed",76,"drama, romance",6.8,NA,"ambitious factory girl marion martin meets a handsome well-to-do, but he's interested in her as a mistress, not a wife.","clarence brown","joan crawford, clark gable, wallace ford, richard 'skeets' gallagher",1305,NA
"25",25,"the secret 6",1931,"passed",83,"crime, drama",6.4,NA,"after rising bootlegger slaughterhouse scorpio eliminates his gangland competition, two reporters and a cabal of six businessmen work to expose him.","george w. hill","wallace beery, lewis stone, johnny mack brown, jean harlow",596,NA
"26",26,"the sin of madelon claudet",1931,"passed",75,"drama",6.7,NA,"out of jail for a crime she did not commit, madelon turns to prostitution and thievery to send her illegitimate son to medical school.","edgar selwyn","helen hayes, lewis stone, neil hamilton, robert young",632,NA
"27",27,"the skin game",1931,"tv-g",85,"drama",5.8,NA,"an old traditional family and a modern family battle over land in a small english village and almost destroy each other.","alfred hitchcock","edmund gwenn, jill esmond, c.v. france, helen haye",2320,NA
"28",28,"east of shanghai",1931,"not rated",83,"comedy, romance, thriller",5.9,NA,"believing that an unexpected inheritance will bring them happiness, a married couple instead finds their relationship strained to the breaking point.","alfred hitchcock","henry kendall, joan barry, percy marmont, betty amann",3303,NA
"29",29,"trader horn",1931,"passed",122,"adventure, romance",6.5,NA,"two white traders in the darkest africa of the 1870s find a missionary's daughter, who was captured as a child by a savage tribe and now worshiped as a goddess.","w.s. van dyke","harry carey, edwina booth, duncan renaldo, mutia omoolu",720,NA
"30",30,"night nurse",1931,"not rated",72,"crime, drama, mystery",7.1,NA,"a nurse enlists the help of a petty criminal to foil a sinister plot to murder two children.","william a. wellman","barbara stanwyck, ben lyon, joan blondell, clark gable",2510,NA
"31",31,"la chienne",1931,"not rated",95,"drama",7.7,NA,"a woman and her pimp exploit a painter for money.","jean renoir","michel simon, georges flamant, janie marèse, roger gaillard",2683,NA
"32",32,"pardon us",1931,"approved",56,"comedy, crime, drama",7.1,NA,"two guys end up in prison after attempting to sell beer to a policeman during prohibition.","james parrott","stan laurel, oliver hardy, june marlowe, wilfred lucas",1574,NA
"33",33,"svengali",1931,"approved",81,"drama, horror, romance",6.9,NA,"through hypnotism and telepathic mind control, a sinister music maestro controls the singing voice, but not the heart, of the woman he loves.","archie mayo","john barrymore, marian marsh, donald crisp, bramwell fletcher",1365,NA
"34",34,"the miracle woman",1931,"passed",90,"drama, romance",7.3,NA,"after florence fallon's father dies unappreciated in the church where he preached for many years, she becomes embittered and loses faith. she teams up with horsby, a con man, and performs ...                see full summary »","frank capra","barbara stanwyck, david manners, sam hardy, beryl mercer",1484,NA
"35",35,"the black camel",1931,"passed",71,"crime, mystery, thriller",7.1,NA,"the unsolved murder of a hollywood actor several years earlier and an enigmatic psychic are the keys to help charlie solve the honolulu stabbing death of a beautiful actress.","hamilton macfadden","warner oland, sally eilers, bela lugosi, dorothy revier",1048,NA
"36",36,"skippy",1931,"approved",85,"family, drama, comedy",6.3,NA,"skippy, the mischievous son of a wealthy doctor, meets sooky in poverty-ridden shantytown, and together they try to save sooky's pet from a cruel dogcatcher.","norman taurog","jackie cooper, robert coogan, mitzi green, jackie searl",495,NA
"37",37,"the devil plays",1931,NA,63,"mystery",5.8,NA,"a murder mystery evolves during a weekend at an exclusive mansion.","richard thorpe","jameson thomas, florence britton, thomas e. jackson, dorothy christy",13,NA
"38",38,"à nous la liberté",1931,"approved",97,"comedy, musical",7.7,NA,"seeking better life, two convicts escape from prison.","rené clair","raymond cordy, henri marchand, rolla france, paul ollivier",3343,NA
"39",39,"iron man",1931,NA,73,"drama",6.2,NA,"prizefighter mason loses his opening fight so wife rose leaves him for hollywood. without her around mason trains and starts winning. rose comes back and wants mason to dump his manager regan and replace him with her secret lover lewis.","tod browning","lew ayres, robert armstrong, jean harlow, john miljan",139,NA
"40",40,"the smiling lieutenant",1931,"passed",93,"comedy, romance, musical",7.8,NA,"an amorous lieutenant is forced to marry a socially awkward princess, though he tries to keep his violin-playing girlfriend on the side.","ernst lubitsch","maurice chevalier, claudette colbert, miriam hopkins, charles ruggles",2769,NA
"41",41,"marius",1931,"not rated",130,"comedy, drama, romance",7.9,NA,"marius is faced with a choice whether to fulfill his passion by sailing the seas or stay and marry the woman he loves.","alexander korda","raimu, pierre fresnay, fernand charpin, alida rouffe",1569,NA
"42",42,"dishonored",1931,"passed",91,"drama, romance, war",7.3,NA,"the austrian secret service sends its most seductive agent to spy on the russians.","josef von sternberg","marlene dietrich, victor mclaglen, gustav von seyffertitz, warner oland",1379,NA
"43",43,"city streets",1931,"not rated",83,"crime, drama, film-noir",7.2,NA,"man joins a gang to free his girlfriend from prison.","rouben mamoulian","gary cooper, sylvia sidney, paul lukas, william 'stage' boyd",993,NA
"44",44,"limite",1931,"not rated",114,"drama, romance",7.4,NA,"three people sail aimlessly while remembering their past.","mario peixoto","olga breno, tatiana rey, raul schnoor, brutus pedreira",1240,NA
"45",45,"alam ara",1931,NA,124,"drama, fantasy",7.5,NA,"a period fantasy that told of the ageing king of kamarpur, and his two rival queens, navbahar and dilbahar, and their rivalry when a fakir predicts that navbahar will bear the king's heir. ...                see full summary »","ardeshir irani","master vithal, zubeida, jillo, sushila",86,NA
"46",46,"blonde crazy",1931,"tv-g",79,"comedy, crime, drama",7.1,NA,"the adventures of an egoistic con man and his glamorous accomplice.","roy del ruth","james cagney, joan blondell, louis calhern, noel francis",1130,NA
"47",47,"tarnished lady",1931,NA,83,"drama",6.8,NA,"tarnished lady is a 1931 pre-code american drama film directed by george cukor. the screenplay by donald ogden stewart is based on his short story, a story of a new york lady.","george cukor","tallulah bankhead, clive brook, phoebe foster, alexander kirkland",81,NA
"48",48,"the range feud",1931,"passed",64,"mystery, western",5.8,NA,"clint turner is arrested for the murder of his girlfriend judy's father, a rival rancher who was an enemy of his own father.","d. ross lederman","buck jones, john wayne, susan fleming, edward lesaint",227,NA
"49",49,"street scene",1931,NA,80,"drama, romance",7.7,NA,"twenty-four hours elapse on the stoop of a hell's kitchen tenement as a microcosm of the american melting pot interacts with each other during a summer heatwave.","king vidor","sylvia sidney, william collier jr., estelle taylor, beulah bondi",1102,NA
"50",50,"an american tragedy",1931,"approved",96,"crime, drama, romance",6.6,NA,"a poor factory worker, employed by a wealthy uncle, falls in love with a beautiful heiress but his happiness and promising future are jeopardized by a previous affair with a coworker he impregnated.","josef von sternberg","phillips holmes, sylvia sidney, frances dee, irving pichel",454,NA
"51",51,"le million",1931,"not rated",81,"musical, comedy",7.6,NA,"an impoverished painter and his rival engage in a race across paris to recover a jacket concealing a winning lottery ticket.","rené clair","annabella, rené lefèvre, jean-louis allibert, paul ollivier",2673,NA
"52",52,"kameradschaft",1931,"not rated",93,"drama",7.6,NA,"plea against war and for friendship between peoples, through the story of french miners rescued by german colleagues after a firedamp explosion.","georg wilhelm pabst","alexander granach, fritz kampers, ernst busch, elisabeth wendt",872,NA
