"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"12 angry men",1957,"not rated",96,"crime, drama",8.9,"96","a jury holdout attempts to prevent a miscarriage of justice by forcing his colleagues to reconsider the evidence.","sidney lumet","henry fonda, lee j. cobb, martin balsam, john fiedler",513312,NA
"2",2,"paths of glory",1957,"not rated",88,"drama, war",8.4,NA,"after refusing to attack an enemy position, a general accuses the soldiers of cowardice and their commanding officer must defend them.","stanley kubrick","kirk douglas, ralph meeker, adolphe menjou, george macready",135971,NA
"3",3,"the seventh seal",1957,"not rated",96,"drama, fantasy",8.2,NA,"a man seeks answers about life, death, and the existence of god as he plays chess against the grim reaper during the black plague.","ingmar bergman","max von sydow, gunnar björnstrand, bengt ekerot, nils poppe",124842,NA
"4",4,"the bridge on the river kwai",1957,"pg",161,"adventure, drama, war",8.2,NA,"after settling his differences with a japanese pow camp commander, a british colonel co-operates to oversee his men's construction of a railway bridge for their captors - while oblivious to a plan by the allies to destroy it.","david lean","william holden, alec guinness, jack hawkins, sessue hayakawa",165390,NA
"5",5,"witness for the prosecution",1957,"not rated",116,"crime, drama, mystery",8.4,NA,"a veteran british barrister must defend his client in a murder trial that has surprise after surprise.","billy wilder","tyrone power, marlene dietrich, charles laughton, elsa lanchester",74812,NA
"6",6,"funny face",1957,"unrated",103,"comedy, musical, romance",7.1,NA,"an impromptu fashion shoot at a book store brings about a new fashion model discovery in the shop clerk.","stanley donen","audrey hepburn, fred astaire, kay thompson, michel auclair",21257,NA
"7",7,"curse of the demon",1957,"approved",95,"fantasy, horror, mystery",7.6,NA,"american professor john holden arrives in london for a parapsychology conference, only to find himself investigating the mysterious actions of devil-worshiper julian karswell.","jacques tourneur","dana andrews, peggy cummins, niall macginnis, maurice denham",9272,NA
"8",8,"wild strawberries",1957,"not rated",91,"drama, romance",8.2,NA,"after living a life marked by coldness, an aging professor is forced to confront the emptiness of his existence.","ingmar bergman","victor sjöström, bibi andersson, ingrid thulin, gunnar björnstrand",70861,NA
"9",9,"an affair to remember",1957,"not rated",115,"drama, romance",7.6,NA,"a couple falls in love and agrees to meet in six months at the empire state building - but will it happen?","leo mccarey","cary grant, deborah kerr, richard denning, neva patterson",23802,NA
"10",10,"old yeller",1957,"approved",83,"family, drama, adventure",7.3,NA,"a teenage boy grows to love a stray yellow dog while helping his mother and younger brother run their texas homestead while their father is away on a cattle drive. first thought to be good-for-nothing mutt, old yeller is soon beloved by all.","robert stevenson","dorothy mcguire, fess parker, tommy kirk, jeff york",9562,NA
"11",11,"fear strikes out",1957,"approved",100,"biography, drama, sport",7,NA,"true story of the life of jimmy piersall, who battled mental illness to achieve stardom in major league baseball.","robert mulligan","anthony perkins, karl malden, norma moore, adam williams",1413,NA
"12",12,"the curse of frankenstein",1957,"approved",82,"horror, sci-fi, thriller",7.2,NA,"victor frankenstein builds a creature and brings it to life, but it behaves not as he intended.","terence fisher","peter cushing, hazel court, robert urquhart, christopher lee",7234,NA
"13",13,"3:10 to yuma",1957,"not rated",92,"drama, thriller, western",7.6,NA,"broke small-time rancher dan evans is hired by the stagecoach line to put big-time captured outlaw leader ben wade on the 3:10 train to yuma but wade's gang tries to free him.","delmer daves","glenn ford, van heflin, felicia farr, leora dana",15410,NA
