"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"the rocky horror picture show",1975,"r",100,"comedy, musical",7.4,"58","a newly engaged couple have a breakdown in an isolated area and must pay a call to the bizarre residence of dr. frank-n-furter.","jim sharman","tim curry, susan sarandon, barry bostwick, richard o'brien",113291,NA
"2",2,"one flew over the cuckoo's nest",1975,"r",133,"drama",8.7,"80","a criminal pleads insanity after getting into trouble again and once in the mental institution rebels against the oppressive nurse and rallies up the scared patients.","milos forman","jack nicholson, louise fletcher, michael berryman, peter brocco",748739,NA
"3",3,"jaws",1975,"pg",124,"adventure, drama, thriller",8,"87","a giant great white shark arrives on the shores of a new england beach resort and wreaks havoc with bloody attacks on swimmers, until a local sheriff teams up with a marine biologist and an old seafarer to hunt the monster down.","steven spielberg","roy scheider, robert shaw, richard dreyfuss, lorraine gary",458266,NA
"4",4,"salò, or the 120 days of sodom",1975,"not rated",117,"drama, war",6,NA,"in world war ii italy, our fascist libertines round up nine adolescent boys and girls and subject them to one hundred and twenty days of physical, mental and sexual torture.","pier paolo pasolini","paolo bonacelli, laura betti, giorgio cataldi, umberto paolo quintavalle",43066,NA
"5",5,"dog day afternoon",1975,"r",125,"biography, crime, drama",8,NA,"a man robs a bank to pay for his lover's operation; it turns into a hostage situation and a media circus.","sidney lumet","al pacino, john cazale, penelope allen, sully boyar",200421,NA
"6",6,"monty python and the holy grail",1975,"pg",91,"adventure, comedy, fantasy",8.3,"93","king arthur and his knights embark on a low-budget search for the grail, encountering many, very silly obstacles.","terry gilliam, terry jones","graham chapman, john cleese, eric idle, terry gilliam",417209,NA
"7",7,"barry lyndon",1975,"pg",184,"adventure, drama, history",8.1,NA,"an irish rogue wins the heart of a rich widow and assumes her dead husband's aristocratic position in 18th-century england.","stanley kubrick","ryan o'neal, marisa berenson, patrick magee, hardy krüger",113717,NA
"8",8,"the wilby conspiracy",1975,"pg",105,"action, adventure, drama",6.5,NA,"black anti-apartheid activist and british engineer are forced to run from south african secret police.","ralph nelson","sidney poitier, michael caine, nicol williamson, prunella gee",1283,NA
"9",9,"the mirror",1975,NA,107,"biography, drama",8.2,NA,"a dying man in his forties remembers his past. his childhood, his mother, the war, personal moments and things that tell of the recent history of all the russian nation.","andrei tarkovsky","margarita terekhova, filipp yankovskiy, ignat daniltsev, oleg yankovskiy",26223,NA
"10",10,"three days of the condor",1975,"r",117,"mystery, thriller",7.5,NA,"a bookish cia researcher finds all his co-workers dead, and must outwit those responsible until he figures out who he can really trust.","sydney pollack","robert redford, faye dunaway, cliff robertson, max von sydow",38607,NA
"11",11,"deep red",1975,"not rated",126,"horror, mystery, thriller",7.7,NA,"after witnessing the murder of a famous psychic, a musician teams up with a feisty reporter to find the killer while evading attempts on their lives by the unseen assailant bent on keeping a dark secret buried.","dario argento","david hemmings, daria nicolodi, gabriele lavia, macha méril",23555,NA
"12",12,"shivers",1975,"r",87,"horror, sci-fi",6.6,NA,"the residents of a suburban high-rise apartment building are being infected by a strain of parasites that turn them into mindless, sex-crazed fiends out to infect others by the slightest sexual contact.","david cronenberg","paul hampton, joe silver, lynn lowry, allan kolman",13737,NA
"13",13,"death race 2000",1975,"r",80,"action, comedy, sci-fi",6.2,NA,"in a dystopian future, a cross country automobile race requires contestants to run down innocent pedestrians to gain points that are tallied based on each kill's brutality.","paul bartel","david carradine, sylvester stallone, simone griffeth, mary woronov",21293,NA
