"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"life and passion of christ",1907,"not rated",45,"drama",6.2,NA,"depicting well-known incidents in the life of jesus christ, this milestone of early cinema won world fame, huge audiences and a screen life of decades when most secular films of the time measured their commercial life in weeks.",NA,NA,14,NA
"2",2,"the lady athlete; or, jiu jitsu downs the footpads",1907,"not rated",57,NA,NA,NA,"women pursue pickpockets from piccadilly to hampstead and wrestle them.","alf collins",NA,NA,NA
"3",3,"el grito de dolores o la independencia de méxico",1907,NA,NA,NA,NA,NA,"add a plot","felipe de jesús haro","felipe de jesús haro",13,NA
"4",4,"komm du kleines kohlenmädchen",1907,NA,NA,NA,NA,NA,NA,NA,"joseph giampietro, fritzi massary",7,NA
"5",5,"tom sawyer",1907,NA,NA,NA,NA,NA,NA,NA,NA,20,NA
"6",6,"faust",1907,NA,NA,NA,NA,NA,"twenty-two songs from the opera faust, presented in twenty-two reels, each about three minutes in duration. images were synchronized with a recorded soundtracks using the chronophone sound-on-disc system.",NA,NA,10,NA
"7",7,"robbery under arms",1907,NA,NA,NA,NA,NA,"add a plot","charles macmahon","jim gerald, george merriman, lance vane, william duff",12,NA
"8",8,"balett ur op. mignon/jössehäradspolska",1907,NA,NA,NA,NA,NA,NA,NA,"robert köller, victoria strandin, oscar tropp",9,NA
"9",9,"mister wiskey",1907,NA,NA,NA,NA,NA,"add a plot",NA,NA,10,NA
"10",10,"los tocayos",1907,NA,NA,NA,NA,NA,"add a plot",NA,NA,NA,NA
"11",11,"violante",1907,NA,NA,NA,NA,NA,"add a plot","narciso cuyàs, enrique jiménez",NA,NA,NA
"12",12,"dejá é jugar, ché, ché",1907,NA,NA,NA,NA,NA,"add a plot",NA,NA,5,NA
"13",13,"belles of killarney",1907,NA,NA,NA,NA,NA,"add a plot","arthur melbourne cooper",NA,NA,NA
"14",14,"why girls leave home",1907,NA,NA,NA,NA,NA,NA,NA,NA,9,NA
