"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"house of dark shadows",1970,"pg",97,"drama, fantasy, horror",6.5,NA,"vampire barnabas collins is accidentally released from his centuries-long confinement at his family's estate in maine. he targets his clueless descendants who live there now and pursues maggie, the incarnation of his lost love.","dan curtis","jonathan frid, grayson hall, kathryn leigh scott, roger davis",2076,NA
"2",2,"taste the blood of dracula",1970,"r",91,"drama, fantasy, horror",6.4,NA,"three distinguished english gentlemen accidentally resurrect count dracula, killing a disciple of his in process. the count seeks to avenge his dead servant, by making the trio die in the hands of their own children.","peter sasdy","christopher lee, geoffrey keen, gwen watford, linda hayden",4110,NA
"3",3,"airport",1970,"g",137,"action, drama, thriller",6.6,"42","a bomber on board an airplane, an airport almost closed by snow, and various personal problems of the people involved.","george seaton, henry hathaway","burt lancaster, dean martin, george kennedy, jean seberg",14350,NA
"4",4,"the aristocats",1970,"g",78,"animation, adventure, comedy",7.1,NA,"with the help of a smooth talking tomcat, a family of parisian felines set to inherit a fortune from their owner try to make it back home after a jealous butler kidnaps them and leaves them in the country.","wolfgang reitherman","phil harris, eva gabor, sterling holloway, scatman crothers",73146,NA
"5",5,"mash",1970,"r",116,"comedy, drama, war",7.6,"79","the staff of a korean war field hospital use humor and high jinks to keep their sanity in the face of the horror of war.","robert altman","donald sutherland, elliott gould, tom skerritt, sally kellerman",59407,NA
"6",6,"patton",1970,"gp",172,"biography, drama, war",8,"91","the world war ii phase of the career of the controversial american general, george s. patton.","franklin j. schaffner","george c. scott, karl malden, stephen young, michael strong",82278,NA
"7",7,"love story",1970,"pg",99,"drama, romance",6.9,"84","a boy and a girl from different backgrounds fall in love regardless of their upbringing - and then tragedy strikes.","arthur hiller","ali macgraw, ryan o'neal, john marley, ray milland",24685,NA
"8",8,"kelly's heroes",1970,"gp",144,"adventure, comedy, war",7.7,NA,"a group of u.s. soldiers sneaks across enemy lines to get their hands on a secret stash of nazi treasure.","brian g. hutton","clint eastwood, telly savalas, don rickles, carroll o'connor",37904,NA
"9",9,"beneath the planet of the apes",1970,"g",95,"action, adventure, sci-fi",6.1,"46","the sole survivor of an interplanetary rescue mission searches for the only survivor of the previous expedition. he discovers a planet ruled by apes and an underground city run by telepathic humans.","ted post","james franciscus, kim hunter, maurice evans, linda harrison",35921,NA
"10",10,"the boys in the band",1970,"r",118,"drama",7.7,NA,"tempers fray and true selves are revealed when a heterosexual is accidentally invited to a homosexual party.","william friedkin","kenneth nelson, peter white, leonard frey, frederick combs",3193,NA
"11",11,"two mules for sister sara",1970,"gp",116,"adventure, romance, war",7,NA,"nun sara is on the run in mexico and is saved from cowboys by hogan, who is preparing for a future mission to capture a french fort. the pair become good friends, but sara never does tell him the true reason behind her being outlawed.","don siegel","clint eastwood, shirley maclaine, manolo fábregas, alberto morin",18919,NA
"12",12,"el topo",1970,"not rated",125,"drama, western",7.5,NA,"a mysterious black-clad gunfighter wanders a mystical western landscape encountering multiple bizarre characters.","alejandro jodorowsky","alejandro jodorowsky, brontis jodorowsky, josé legarreta, alfonso arau",20481,NA
